Grasp117;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Date:;2025/04/23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Time:;14:05:50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Type:;test;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Description:;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Notes:;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TRAJECTORIES;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200.000000;Hz;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;*1;;;*2;;;*3;;;*4;;;*5;;;*6;;;*7;;;*8;;;*9;;;*10;;;*11;;;*12;;;*13;;;*14;;;*15;;;*16;;;*17;;;*18;;;*19;;;*20;;;*21;;;*22;;;*23;;;*24;;;*25;;;*26;;;*27;;;*28;;;*29;;;*30;;;*31;;;*32;;;*33;;;*34;;
235;473.176025;638.374756;78.327232;548.973633;709.429626;99.070473;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;781.516968;799.831787;247.106705;425.335663;714.073425;99.236496;896.367249;811.270996;363.035492;;;;;;;;;;;;;;;;;;
236;473.742279;638.895142;77.567032;549.365662;709.636536;98.368759;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;781.373169;799.570435;246.679504;425.774872;714.470032;99.165466;896.147095;811.086792;362.961334;;;;;;;;;;;;;;;;;;
237;473.768646;639.073181;77.280281;549.570801;709.895569;97.514435;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;781.573792;799.243652;246.284897;425.790955;714.631165;99.182701;895.974609;810.880554;362.791138;;;;;;;;;;;;;;;;;;
238;473.794434;638.985779;77.266220;549.821960;710.033936;96.626663;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;781.649963;799.122559;245.921387;;;;;;;;;;;;;;;;;;;;;;;;
239;474.223389;639.125671;76.876160;550.328552;710.004272;95.782753;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;781.536499;799.091370;245.683594;;;;;;;;;;;;;;;;;;;;;;;;
240;474.501495;639.233826;76.623039;550.278687;710.283569;95.311737;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;781.538025;798.991455;245.426468;;;;;;;;;;;;;;;;;;;;;;;;
241;474.606567;639.229797;76.452888;550.345642;710.329163;94.890297;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;781.515015;798.868835;245.153366;;;;;;;;;;;;;;;;;;;;;;;;
242;474.617950;639.202454;76.409721;550.035461;710.399353;94.682808;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;781.399963;798.764160;244.949844;;;;;;;893.954346;810.608337;362.112793;;;;;;;;;;;;;;;
243;474.553833;639.222107;76.395164;549.848022;710.407654;94.605927;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;781.015442;798.827393;244.809708;;;;;;;893.671570;810.666626;361.955383;;;;;;;;;;;;;;;
244;474.446991;639.249084;76.364487;549.780457;710.372437;94.413475;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;780.651550;798.927246;244.694504;;;;;;;893.243774;810.804077;361.846497;;;;;;;;;;;;;;;
245;474.293427;639.245972;76.360649;549.735107;710.344849;94.196701;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;780.309448;798.888306;244.581100;;;;;;;892.979553;810.974060;361.860474;;;;;;;;;;;;;;;
246;474.211456;639.173401;76.359413;549.747070;710.244446;94.025276;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;780.046631;798.827393;244.594070;;;;;;;892.567749;810.959839;361.778168;;;;;;;;;;;;;;;
247;474.041626;639.153748;76.416313;549.435913;710.222656;93.822739;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;779.710266;798.721252;244.600906;;;;;;;892.389404;811.233276;361.466522;;;;;;;;;;;;;;;
248;473.898773;639.135193;76.371735;549.226563;710.158997;93.705147;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;779.393616;798.764221;244.554276;;;;;;;892.137817;811.350708;361.341766;;;;;;;;;;;;;;;
249;474.007416;639.281555;76.291023;549.129944;710.139465;93.614304;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;778.898621;798.840698;244.706146;;;;;;;891.907654;811.497253;361.482086;425.406036;715.194092;98.981270;;;;;;;;;;;;
250;473.663513;639.102112;76.180870;549.030212;710.059753;93.483673;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;779.009216;798.597046;244.593201;;;;;;;891.571594;811.489014;361.674469;425.573883;715.057739;98.841614;;;;;;;;;;;;
251;473.440277;639.045654;76.219269;548.872925;710.077637;93.463310;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;779.050049;798.421936;244.467041;;;;;;;891.293640;811.450989;361.748199;425.526550;715.147400;98.780212;;;;;;;;;;;;
252;473.289764;639.084961;76.175499;548.673889;710.116760;93.443092;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;778.967590;798.292236;244.347015;;;;;;;;;;425.398041;715.218384;98.719116;;;;;;;;;;;;
253;473.168915;638.997986;76.236626;548.493896;710.163025;93.465256;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;778.821045;798.173340;244.432007;;;;;;;;;;425.351013;715.236328;98.645050;890.958923;811.322693;362.046906;;;;;;;;;
254;473.076599;639.076538;76.190353;548.385010;710.186218;93.455872;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;778.672485;797.968933;244.527054;;;;;;;;;;425.293671;715.279846;98.548950;890.767639;811.361511;362.088226;;;;;;;;;
255;472.951752;639.096130;76.079002;548.249695;710.186890;93.481888;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;778.567993;797.733032;244.631775;;;;;;;;;;425.165771;715.291443;98.549362;890.560242;811.325378;362.127533;;;;;;;;;
256;472.787567;639.076721;75.997147;548.132629;710.173645;93.346909;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;778.382141;797.608093;244.652634;;;;;;;;;;425.074799;715.393188;98.486694;890.365967;811.203552;362.531891;;;;;;;;;
257;472.655914;639.084473;75.957008;548.040222;710.108337;93.282265;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;778.161316;797.345032;244.814331;;;;;;;;;;425.054413;715.438782;98.439339;889.980347;811.140869;362.843292;;;;;;;;;
258;472.509338;639.093262;75.968018;547.953003;710.095642;93.280411;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;777.833801;797.041382;245.004166;;;;;;;;;;424.861694;715.453552;98.458466;889.753357;810.976868;363.035706;;;;;;;;;
259;472.256287;639.035278;75.871574;547.775452;710.037415;93.373253;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;777.611816;796.766296;245.350006;;;;;;;;;;424.783447;715.485413;98.476906;;;;;;;;;;;;
260;472.023071;639.036255;75.815681;547.717651;710.020142;93.339951;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;424.701019;715.578552;98.403770;;;;;;;;;;;;
261;471.857941;639.060059;75.804428;547.612976;709.942200;93.249268;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;424.616119;715.647339;98.320198;;;;;;;;;;;;
262;471.656250;638.998657;75.773315;547.508667;709.919067;93.269348;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;424.450592;715.658569;98.168243;;;;;;;;;;;;
263;471.447479;639.000793;75.695992;547.432800;709.809082;93.209686;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;424.294861;715.680664;97.984535;;;;889.191650;810.814758;363.064636;;;;;;
264;471.307220;639.013062;75.661499;547.301392;709.798218;93.226685;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;424.212006;715.712952;97.815033;;;;889.071228;810.708435;363.020935;;;;;;
265;471.177948;639.030212;75.645355;547.153381;709.708984;93.148659;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;424.065063;715.738525;97.639099;;;;888.947388;810.717651;363.067169;;;;;;
266;471.046631;639.026367;75.584633;546.994446;709.702026;93.033180;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;423.983185;715.737793;97.524689;;;;888.791016;810.773865;363.063690;;;;;;
267;470.991821;639.041748;75.535805;546.938599;709.611206;93.038750;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;423.864532;715.751831;97.334412;;;;888.539978;810.857422;363.080475;776.573059;795.722412;245.902817;;;
268;470.928925;639.054199;75.487190;546.803589;709.591919;93.013588;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;423.755127;715.779724;97.303246;;;;888.481018;810.742371;363.135986;776.324280;795.653809;245.965530;;;
269;470.881378;639.061279;75.472885;546.829163;709.580017;92.956375;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;423.401459;715.716736;96.916832;;;;888.336182;810.745789;363.109924;776.280273;795.555359;245.982864;;;
270;470.816925;638.972839;75.426735;546.710144;709.576599;92.814468;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;423.583588;715.783325;96.810928;;;;888.222900;810.770081;363.070221;776.336914;795.446533;245.920547;;;
271;470.887543;638.958740;75.304230;546.758850;709.585693;92.779556;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;423.651276;715.739136;96.475494;;;;888.158325;810.765564;363.100830;776.324890;795.368164;245.886368;;;
272;470.854370;638.966248;75.350800;546.722534;709.511536;92.636406;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;423.434967;715.736450;96.253075;;;;888.090637;810.754211;363.154327;776.191406;795.362122;245.880417;;;
273;471.002472;639.037842;75.114960;546.821899;709.460144;92.521286;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;423.688721;715.718872;96.115646;;;;887.969055;810.811218;363.077576;776.232849;795.246277;245.835876;;;
274;470.981079;639.073608;75.108963;546.674744;709.495361;92.499870;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;423.743134;715.723267;96.007706;;;;887.783813;810.865295;363.028595;776.300171;795.217163;245.777222;;;
275;470.942200;638.958923;75.121353;546.634888;709.501465;92.439682;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;423.764740;715.794861;95.769379;;;;887.794922;810.824768;363.055969;776.332336;795.220459;245.745438;;;
276;470.945801;638.937378;75.109985;546.696777;709.464111;92.298523;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;423.789337;715.796021;95.562057;;;;887.323608;810.934021;363.437592;776.276184;795.228333;245.687805;;;
277;470.952850;638.946838;75.100441;546.741699;709.471619;92.186195;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;423.835236;715.693237;95.484268;;;;886.955383;810.983521;363.569702;776.272217;795.136169;245.656738;;;
278;470.998077;638.907166;74.988052;546.598877;709.533508;92.294273;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;423.819885;715.680969;95.504875;;;;886.884094;810.995178;363.587921;776.190369;795.150513;245.709518;;;
279;471.205719;639.026489;74.594757;546.654236;709.482422;92.080170;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;423.856873;715.780457;95.501213;;;;886.815125;811.036621;363.563446;776.139038;795.131470;245.683014;;;
280;471.294403;639.078125;74.419968;546.802368;709.456543;91.966133;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;423.809082;715.805237;95.444481;;;;886.844482;811.112305;363.562164;776.049622;795.166626;245.678787;;;
281;471.422577;639.084656;74.180275;546.709167;709.486572;91.948853;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;423.810120;715.815491;95.337959;;;;886.801025;811.163330;363.559692;776.016235;795.178406;245.703659;;;
282;471.381134;639.055603;74.223320;546.643860;709.497192;91.885735;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;423.793365;715.815613;95.231857;;;;886.778992;811.114929;363.433868;776.002686;795.171997;245.700546;;;
283;471.148163;638.942993;74.588341;546.949158;709.436707;91.336105;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;423.800140;715.814087;95.209526;;;;886.785461;811.216492;363.474823;775.868774;795.127136;245.689728;;;
284;471.116730;638.879639;74.757889;547.137756;709.416077;91.071877;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;423.797791;715.814148;95.221275;;;;886.717102;811.239319;363.481140;775.954590;795.163391;245.722839;;;
285;471.135895;638.880432;74.746925;547.174255;709.499878;91.075180;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;423.727234;715.821960;95.190674;;;;886.693848;811.233521;363.487274;776.000061;795.170959;245.763245;;;
286;471.300629;638.961609;74.472336;547.062317;709.445190;91.157578;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;423.689453;715.838379;95.257576;;;;886.748230;811.327271;363.432190;776.006104;795.171265;245.709824;;;
287;471.210358;638.931580;74.612137;547.084106;709.460815;91.445679;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;423.694641;715.826782;95.230011;;;;886.775085;811.359192;363.490051;775.924988;795.214600;245.760300;;;
288;471.229431;638.884338;74.644577;547.035522;709.475342;91.520317;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;423.715790;715.831238;95.242355;;;;886.703308;811.381104;363.488037;775.951843;795.282410;245.786957;;;
289;471.254852;638.902283;74.653786;546.827698;709.599792;91.504524;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;423.715729;715.824219;95.202866;;;;886.715881;811.451782;363.493225;775.867920;795.333984;245.842987;;;
290;471.272278;638.904785;74.607437;546.981384;709.589600;91.531151;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;423.722900;715.822021;95.182480;;;;886.699219;811.477295;363.505280;775.874390;795.346191;245.849213;;;
291;471.300476;638.927856;74.600342;547.103943;709.577820;91.443718;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;423.724731;715.911682;95.193657;;;;886.675171;811.611145;363.511963;775.948181;795.429138;245.908096;;;
292;471.303711;638.932129;74.602173;547.132874;709.578003;91.404884;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;423.718567;715.927856;95.206047;;;;886.805725;811.585083;363.557373;775.901245;795.451050;245.865097;;;
293;471.380219;638.921204;74.627129;547.178711;709.661987;91.472275;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;423.715637;715.833496;95.197495;;;;886.900085;811.676208;363.627258;775.929688;795.534363;245.936172;;;
294;471.485291;638.879944;74.600525;547.215393;709.687256;91.468407;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;423.719360;715.904907;95.201668;;;;886.842957;811.747009;363.748199;776.004333;795.504761;245.954712;;;
295;471.485962;638.886658;74.654755;547.013977;709.755920;91.648529;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;423.718567;715.836182;95.193405;;;;886.840820;811.787842;363.733459;776.100281;795.481323;245.979492;;;
296;471.495605;638.900818;74.647034;547.138000;709.697693;91.580032;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;423.720459;715.826965;95.236031;;;;886.823547;811.829651;363.722290;776.010986;795.522156;246.041351;;;
297;471.601776;638.858948;74.587227;547.069580;709.830627;91.710464;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;423.710907;715.831848;95.258125;;;;886.838196;811.848450;363.794098;775.943420;795.535217;246.099838;;;
298;471.601227;638.869873;74.621162;547.195374;709.925659;91.518036;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;423.707367;715.824646;95.213249;;;;886.869446;811.835754;363.798157;775.925598;795.535278;246.119400;;;
299;471.632660;638.886169;74.651535;547.357971;709.797180;91.422531;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;423.742065;715.816772;95.166603;;;;886.928955;811.879578;363.807220;776.089417;795.490417;246.105606;;;
300;471.626495;638.891663;74.683197;547.408447;709.786316;91.512848;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;423.758789;715.815369;95.146240;;;;886.910767;811.903137;363.819946;776.327209;795.446838;245.941345;;;
301;471.652924;638.849304;74.695656;547.407166;709.665710;91.533730;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;423.850861;715.823242;95.119453;;;;886.952759;811.895752;363.775970;776.196411;795.497925;245.981018;;;
302;471.636505;638.850464;74.761536;547.376770;709.690491;91.538818;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;423.942078;715.816345;95.136299;;;;886.994080;811.935425;363.759491;776.150208;795.484436;246.048462;;;
303;471.823120;638.941345;74.459816;547.164124;709.760620;91.885788;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;423.949097;715.814575;95.140816;;;;886.945129;811.942261;363.769470;776.311035;795.356140;245.935501;;;
304;471.697693;638.895386;74.656395;547.311462;709.679260;91.793396;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;423.938477;715.815186;95.147255;;;;886.856018;811.946655;363.859161;776.440979;795.320740;245.802856;;;
305;471.573578;638.866028;74.746796;547.456604;709.555786;91.595390;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;423.880524;715.904724;95.157669;;;;886.882813;811.943176;363.821991;776.486572;795.322449;245.749695;;;
306;471.602509;638.855408;74.829254;547.521606;709.551331;91.582367;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;423.862549;715.831360;95.161476;;;;886.911133;811.934387;363.763397;776.415588;795.320007;245.803238;;;
307;471.893463;638.972595;74.352386;547.361450;709.627441;91.819298;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;423.867218;715.810608;95.156448;;;;886.961182;811.942322;363.728790;776.352539;795.323242;245.869293;;;
308;471.725128;638.919861;74.642830;547.051025;709.703369;92.114136;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;423.872314;715.902710;95.163261;;;;886.952820;811.909058;363.760071;776.421753;795.204102;245.815063;;;
309;471.892273;639.062073;74.373840;547.042053;709.662109;91.946152;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;423.871307;715.929199;95.214729;;;;886.921326;811.934753;363.737457;776.326538;795.236328;245.850311;;;
310;471.694061;638.957214;74.580124;547.034912;709.674194;91.953453;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;423.911591;715.927124;95.245583;;;;886.906921;811.898132;363.703674;776.340088;795.226196;245.861176;;;
311;471.587494;638.896423;74.787659;547.364319;709.567383;91.666519;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;423.871094;715.923523;95.231682;;;;886.819275;811.918945;363.634949;776.387756;795.196411;245.731964;;;
312;471.598938;638.850586;74.851944;547.444702;709.555908;91.338432;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;423.857910;715.914734;95.185402;;;;886.733521;811.880554;363.615021;776.371704;795.212830;245.701370;;;
313;471.581207;638.843384;74.852806;547.523987;709.550659;91.346245;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;423.869080;715.912842;95.164185;;;;886.758789;811.826050;363.606873;776.354004;795.129944;245.703979;;;
314;471.568451;638.872192;74.786667;547.492554;709.561829;91.404732;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;423.925232;715.913330;95.170540;;;;886.682068;811.838562;363.563354;776.238403;795.239380;245.804764;;;
