Grasp117;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Date:;2025/04/23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Time:;14:05:50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Type:;test;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Description:;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Notes:;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TRAJECTORIES;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200.000000;Hz;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;*1;;;*2;;;*3;;;*4;;;*5;;;*6;;;*7;;;*8;;;*9;;;*10;;;*11;;;*12;;;*13;;;*14;;;*15;;;*16;;;*17;;;*18;;;*19;;;*20;;;*21;;;*22;;;*23;;;*24;;;*25;;;*26;;;*27;;;*28;;;*29;;;*30;;;*31;;;*32;;;*33;;;*34;;
74;826.747498;617.890991;85.597717;877.383850;708.854370;103.717178;;;;1137.553223;868.750244;381.073425;;;;;;;757.294006;673.548340;108.060913;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75;826.298096;617.766174;85.932793;877.038696;708.750427;104.200897;;;;1137.113770;868.772827;381.039581;;;;;;;757.159729;673.220520;108.052597;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
76;825.994202;617.660034;86.174698;876.698914;708.693481;104.448624;;;;1136.479858;868.724060;380.990479;;;;;;;757.028564;672.972473;108.052452;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
77;825.845398;617.561157;86.308289;876.452759;708.547668;104.707077;;;;1135.885742;868.731750;380.948975;;;;;;;756.880920;672.672180;108.040787;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
78;825.790344;617.881409;85.964684;876.083984;708.577454;104.944901;;;;1135.325806;868.709656;380.896362;;;;;;;756.771790;672.436890;108.129967;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
79;825.568604;617.741150;86.256905;875.728149;708.636719;105.299477;;;;1134.719604;868.687439;380.814087;;;;;;;756.637085;672.196716;108.230927;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
80;825.353821;617.599304;86.583168;875.521484;708.654175;105.574661;;;;1134.190186;868.608521;380.757690;;;;;;;756.468445;671.994263;108.299522;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
81;825.181335;617.486755;86.783653;875.117737;708.636169;105.656250;;;;1133.802246;868.597656;380.767761;;;;;;;756.183838;671.876221;108.030701;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
82;824.960815;617.406372;86.978813;875.179810;708.606812;105.973190;;;;1133.605957;868.556946;380.764801;;;;;;;756.158813;671.762512;108.384193;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
83;824.681519;617.387817;87.168053;875.145691;708.617310;106.141121;;;;1133.379761;868.558289;380.702545;;;;;;;755.911926;671.694885;108.533806;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
84;824.290955;617.347107;87.299744;874.973938;708.549438;106.460144;;;;1133.140015;868.586304;380.601685;;;;;;;755.640564;671.783630;108.660202;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
85;823.877991;617.474182;87.601067;874.775940;708.425659;106.882950;;;;1132.756958;868.609741;380.632172;;;;;;;755.403320;671.927795;108.786942;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
86;823.512939;617.569031;87.948257;874.074158;708.504639;107.830582;;;;1132.214478;868.529419;380.792358;;;;;;;755.125366;672.261169;108.893234;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
87;823.100403;617.666748;88.308304;873.535645;708.447571;108.549873;;;;1131.538696;868.576355;381.033844;;;;;;;754.888672;672.593018;109.255440;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88;822.655884;618.020264;89.048759;873.288696;708.625671;109.141541;;;;1130.822510;868.593018;381.309387;;;;;;;754.617920;673.057068;109.704613;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
89;822.033630;618.419250;90.203270;872.969910;708.931824;109.516106;;;;1129.857666;868.511169;381.343994;;;;;;;754.188293;673.602905;110.185852;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
90;821.271851;618.789185;91.551216;872.612488;709.224182;109.921410;;;;1129.145386;868.483459;381.321777;;;;;;;753.375732;674.258423;110.997314;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
91;820.346680;619.260803;92.453239;872.417725;709.510681;110.232498;;;;1128.621216;868.413025;381.154541;;;;;;;752.518311;675.060242;112.069603;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
92;819.248230;619.620361;93.467384;872.032776;709.637573;110.657875;;;;1127.804688;868.334351;381.337921;;;;;;;751.672607;675.772400;112.814796;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93;818.098450;620.161743;95.378090;870.727905;710.298462;111.474541;;;;1126.918457;868.205322;381.634796;;;;;;;750.975952;676.452393;113.506836;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
94;816.939880;620.752502;96.858788;868.814819;710.987000;112.421646;;;;1125.960938;868.140198;382.081146;;;;;;;749.761292;677.634583;114.632454;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
95;815.526123;621.201477;97.792038;867.821350;711.200928;113.346687;;;;1124.960571;867.933472;382.209015;;;;;;;748.320740;678.468994;115.998169;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
96;813.660767;621.650818;99.272652;867.116211;711.511108;113.819954;;;;1124.128418;867.849854;382.323761;;;;;;;746.833801;679.223267;117.133308;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
97;811.815613;622.322937;101.242310;865.736267;712.072937;114.624260;;;;1123.311157;867.752441;382.609467;;;;;;;745.380310;680.196594;118.471153;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
98;810.130493;622.875977;102.694077;863.519531;712.971619;115.658104;;;;1122.303833;867.593384;383.006042;;;;;;;744.062988;681.314575;119.721581;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
99;808.026245;623.579041;104.288162;862.459656;712.999451;116.401161;;;;1121.116821;867.427734;382.999603;;;;;;;741.864319;682.303833;121.547531;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
100;805.660767;624.294189;105.665611;860.486023;713.525757;117.683838;;;;1119.974976;867.206360;382.740906;;;;;;;739.771667;683.318787;123.267220;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
101;803.202087;625.196106;107.439774;858.568726;714.331970;119.104774;;;;1118.983032;867.185608;382.854553;;;;;;;737.717407;684.316040;124.359886;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
102;800.613342;625.735229;108.934448;856.572876;714.406189;119.973686;;;;1117.888672;867.063110;383.308838;;;;;;;735.563477;685.515625;126.030914;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
103;797.771606;626.405273;110.282967;853.866943;714.952515;121.101578;;;;1116.863770;866.875061;383.616760;;;;;;;733.244629;686.521973;127.811180;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
104;794.983398;627.255188;111.695595;851.620789;715.353271;122.646729;;;;1116.079224;866.652527;383.518616;;;;;;;730.629089;687.693237;129.419601;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
105;792.249634;627.854248;113.398338;848.463379;716.224854;124.214455;;;;1114.834351;866.475525;383.643005;;;;;;;727.916199;688.618774;130.899292;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
106;789.010742;628.555420;115.495026;845.665894;716.676392;125.458977;;;;1113.483521;866.341248;383.907166;;;;;;;725.125427;689.753052;133.100433;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
107;785.492249;629.407043;116.873138;843.043091;717.220093;126.634453;;;;1112.211914;866.036804;383.958038;;;;;;;721.944824;690.634277;134.840027;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
108;782.100891;630.248596;118.310593;839.888367;717.982544;128.019058;;;;1111.206543;865.586853;383.858154;;;;;;;718.707825;691.728027;136.580750;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
109;778.573608;631.212952;120.045479;836.855286;718.329529;129.352875;;;;1109.975464;865.165833;384.073975;;;;;;;715.567505;692.726990;138.498993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
110;775.103760;631.915466;122.012306;833.313904;719.342163;130.663406;;;;1108.683105;864.819214;384.371429;;;;;;;712.099976;693.676208;139.961349;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
111;771.318237;632.410828;123.229576;829.581665;719.697876;132.067474;;;;1107.394531;864.571350;384.267944;;;;;;;708.698914;694.859497;141.367950;1036.553955;873.593079;233.449570;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
112;767.579895;633.365051;124.902412;826.801086;720.241272;133.410049;;;;1106.108032;864.280762;384.017853;;;;;;;704.785156;695.934326;143.172195;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
113;763.512268;634.329102;126.715874;823.037964;721.207642;134.856430;;;;1104.589844;864.190430;384.385040;;;;;;;701.019287;696.915649;144.789337;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
114;759.429565;635.034546;128.627136;818.995972;721.876465;136.215118;;;;1103.147705;863.922058;384.812073;;;;;;;697.529968;698.065796;146.336533;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
115;755.538635;636.245422;129.636902;815.346680;722.265076;137.632126;;;;1101.915283;863.420227;384.816162;;;;;;;693.646912;699.171204;148.138412;;;;1025.892456;873.727173;236.263229;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
116;751.152222;637.063782;131.353226;811.681396;723.140076;139.140259;;;;1100.270630;862.925781;384.728760;;;;;;;689.364990;700.228638;149.570602;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
117;746.939941;637.591431;132.912231;807.035706;723.982178;140.313293;;;;1098.467773;862.529541;384.928314;;;;;;;685.723877;701.421326;151.061279;;;;;;;1019.859436;873.722046;238.010330;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
118;742.490906;638.334778;134.613541;803.234558;724.312012;141.565201;;;;1097.145264;862.070190;384.726471;;;;;;;681.838257;702.537170;152.470551;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
119;738.011780;639.340515;137.018417;799.660645;724.977844;142.976822;;;;1095.461060;861.803772;385.009949;;;;;;;677.389221;703.594055;153.944916;;;;;;;;;;1013.752319;873.831970;239.304718;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
120;733.784790;640.445374;137.715134;796.037964;725.621094;144.403061;;;;1093.411377;861.537537;385.112854;;;;;;;673.108093;704.760986;155.591583;;;;;;;;;;1012.078796;872.997681;240.320755;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
121;729.215881;641.312744;138.915756;791.754028;726.361328;145.389664;;;;1091.811279;861.135986;385.102936;;;;;;;669.290283;706.098633;157.196823;;;;;;;;;;1009.158020;873.010315;240.461487;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
122;724.432373;642.237854;140.558929;786.908569;726.711182;147.184799;;;;1090.027588;860.655090;385.500549;;;;;;;665.069458;707.197754;158.742767;;;;;;;;;;1005.197388;873.041138;241.535690;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
123;720.264954;642.970337;141.799927;782.862549;727.445984;148.695465;;;;1088.267334;860.180237;385.623138;;;;;;;660.631836;708.188293;160.441956;;;;;;;;;;1002.323669;872.682556;242.716873;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
124;715.854492;643.662842;142.707230;779.122864;727.846252;149.611084;;;;1085.916016;859.807129;385.702026;;;;;;;656.253601;709.289978;162.044006;;;;;;;;;;998.590027;872.648865;243.494431;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
125;711.050232;644.429810;144.246841;775.098511;728.472534;150.610138;;;;1083.843262;859.472534;385.885010;;;;;;;652.286133;710.443054;163.322464;;;;;;;;;;995.663330;872.051270;244.721222;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
126;706.524109;645.121094;145.869247;770.284729;729.194580;152.007706;;;;1082.463867;859.128479;386.170135;;;;;;;647.921875;711.329407;164.713913;;;;;;;;;;992.152100;872.015137;245.548416;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
127;702.046509;645.876221;146.685745;765.642456;729.691345;153.563568;;;;1080.153931;858.756287;386.510315;;;;;;;643.671936;712.238281;166.287155;;;;;;;;;;989.509644;871.319336;246.171692;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
128;697.668945;646.817261;147.578339;761.732056;730.091064;154.408112;;;;1078.023804;858.132385;386.578827;;;;;;;639.278015;713.179260;167.509674;;;;;;;;;;985.879944;871.153687;247.161438;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
129;693.094727;647.730103;148.160400;757.997437;730.497925;155.570297;;;;1075.796021;857.635132;386.899048;;;;;;;634.655029;713.836487;168.589340;;;;;;;;;;981.811401;870.391479;248.562927;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
130;688.177551;648.372803;149.546387;753.578491;731.163452;156.607895;;;;1073.965942;857.089050;387.143860;;;;;;;630.219543;714.501709;169.657410;;;;;;;;;;979.231567;870.114258;249.452591;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
131;683.802917;648.839905;150.464859;748.815979;731.647095;158.218231;;;;1071.432495;856.805847;387.615082;;;;;;;626.180786;715.106323;171.018936;;;;;;;;;;975.541321;869.735718;250.412064;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
132;679.692932;649.332581;150.989899;744.357422;732.075867;159.372284;;;;1069.458008;856.385681;387.566803;;;;;;;622.167786;715.860413;171.538986;;;;;;;;;;972.057007;869.002075;251.700455;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
133;675.229248;649.854309;151.914993;740.213440;732.550537;160.006485;;;;1067.037109;856.063843;388.243317;;;;;;;617.851746;716.528564;172.273193;;;;;;;;;;968.424805;868.745728;252.738297;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
134;670.624451;650.360474;152.638672;736.235046;732.797302;160.798386;;;;1064.623047;855.328308;388.179230;;;;;;;613.352539;717.218323;173.324249;;;;;;;;;;965.452393;867.968811;253.575653;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
135;666.101318;650.889343;153.250305;731.868164;733.473328;161.343781;;;;1061.920288;854.841187;388.646149;;;;;;;609.082642;717.925049;174.624039;;;;;;;;;;961.827026;867.750427;254.766068;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
136;661.671082;651.464355;153.917099;727.517639;734.040527;162.384964;;;;1059.885620;854.177856;388.624329;;;;;;;604.929443;718.637512;175.717896;;;;;;;;;;958.209412;867.027954;255.893417;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
137;657.334229;651.992615;154.600433;723.656982;734.091553;163.021637;;;;1057.122070;853.937988;389.171570;;;;;;;600.851013;719.325928;176.349106;;;;;;;;;;955.011169;866.699951;256.742249;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
138;653.027283;652.501465;155.200684;719.643311;734.246460;163.488708;;;;1054.925781;853.476624;389.239655;;;;;;;596.715393;719.955017;177.077286;;;;;;;;;;951.853638;865.830566;257.488037;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
139;648.435059;652.894165;155.685623;715.419373;734.483276;164.445511;;;;1052.362549;852.916504;389.992035;;;;;;;592.245667;720.629211;178.179840;;;;;;;;;;948.618469;865.127136;258.047638;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
140;644.084534;653.351379;155.995026;711.234863;734.830933;165.301422;;;;1049.739502;852.400208;389.867340;;;;;;;588.010803;721.291687;179.053604;;;;;;;;;;944.534119;864.739746;259.363922;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
141;639.729675;653.978149;156.615250;707.453003;735.126648;165.655655;;;;1047.368042;851.743896;390.230927;;;;;;;584.280029;722.029175;179.612640;;;;;;;;;;941.100098;863.877747;260.465057;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
142;635.264038;654.360168;157.246414;703.456970;735.113831;166.150269;;;;1044.714233;851.494385;390.387360;;;;;;;580.238220;722.695618;179.771561;;;;;;;;;;937.607056;863.589172;261.290802;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
143;631.024170;654.700134;157.841095;698.822876;735.315430;167.123489;;;;1042.138062;851.044617;390.629761;;;;;;;576.019531;723.267395;180.139664;;;;;;;;;;934.544006;862.599731;262.142822;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
144;626.860046;655.022705;158.222107;694.690979;735.694214;167.927811;;;;1039.692749;850.689148;391.185638;;;;;;;571.670105;723.779846;180.893570;;;;;;;;;;930.720032;862.039917;263.611237;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
145;622.791321;655.390015;158.769592;691.195618;735.507874;168.564865;;;;1037.157837;849.891052;391.136017;;;;;;;567.452881;724.239319;181.531387;;;;;;;;;;927.464661;860.958313;264.032990;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
146;618.770691;655.745300;159.101776;687.137024;735.870422;168.708542;;;;1034.333618;849.282227;391.767303;;;;;;;563.739624;724.736816;181.954300;;;;;;;;;;923.997375;860.445496;265.147278;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
147;614.829895;656.111633;159.127121;683.274536;736.157410;168.808487;;;;1032.151123;848.839905;391.763947;;;;;;;560.316833;725.292664;181.570068;;;;;;;;;;920.839539;859.372375;266.121735;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
148;610.708557;656.363892;159.284515;679.734985;735.871399;169.177200;;;;1029.044434;848.546326;392.154053;;;;;;;556.578674;725.680054;181.735870;;;;;;;;;;917.024048;858.869263;267.002777;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
149;606.464905;656.412964;159.805496;675.663269;736.034668;169.924652;;;;1026.929321;848.219727;392.335388;;;;;;;552.075195;726.049255;182.482727;;;;;;;;;;914.402222;857.572632;267.897888;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
150;602.673401;656.638428;159.880249;672.026062;736.115906;170.322296;;;;1023.987183;847.388245;392.777252;;;;;;;548.283752;726.411316;182.762970;;;;;;;;;;910.957092;857.083923;268.156128;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
151;598.951477;656.905396;160.282562;668.652954;735.814270;170.422348;;;;1021.435791;846.763000;392.701263;;;;;;;544.903198;726.826233;182.466141;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
152;595.557434;657.014404;160.485199;664.505188;736.019043;170.878464;;;;1018.941467;846.121338;393.180878;;;;;;;541.378662;727.119080;182.231949;;;;;;;;;;;;;904.393982;855.191711;269.930847;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
153;591.670349;657.078491;160.601563;661.598572;735.567749;170.387085;;;;1016.583435;845.705383;393.149139;;;;;;;537.892639;727.255615;182.489182;;;;;;;;;;;;;902.520447;854.048035;270.199280;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
154;587.615234;657.157715;160.779678;658.200623;735.472961;170.510666;;;;1014.057373;845.082520;393.501190;;;;;;;534.588013;727.454712;182.740250;;;;;;;;;;;;;899.025452;853.277771;270.777435;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
