;*1;;;*2;;;*3;;;*4;;;*5;;;*6;;;*7;;;*8;;;*9;;;*10;;;*11;;;*12;;;*13;;;*14;;;*15;;;*16;;;*17;;;*18;;;*19;;;*20;;;*21;;;*22;;;*23;;;*24;;;*25;;;*26;;;*27;;;*28;;;*29;;;*30;;;*31;;;*32;;;*33;;;*34;;;*35;;;*36;;;*37;;;*38;;;*39;;;*40;;;*41;;;*42;;;*43;;;*44;;;*45;;;*46;;;*47;;;*48;;;*49;;;*50;;
Field #;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z
102;827.726379;616.212585;125.307083;905.450134;688.813110;136.364899;;;;1170.063965;724.191589;423.584747;1137.027832;779.690308;215.301697;;;;;;;;;;774.076416;722.341064;142.358704;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
103;826.960999;615.964417;124.521317;904.559082;688.592224;136.302551;;;;1169.231201;724.270752;423.483246;1136.190552;779.398682;214.916504;;;;;;;;;;772.861511;721.620850;142.140335;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
104;825.562012;615.911438;123.916176;903.411011;688.357056;136.122635;;;;1168.818237;724.216736;423.397308;1135.362549;779.242676;214.573151;;;;;;;;;;771.747009;720.510681;141.702988;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
105;824.360840;615.702332;123.614441;902.422974;688.128235;136.038101;;;;1168.296875;724.289978;423.133911;1134.440308;779.107483;214.110443;;;;;;;;;;770.697021;719.610779;141.007507;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
106;824.050537;615.390137;123.091019;901.418762;687.899902;135.664566;;;;1167.198364;724.414673;422.520782;1133.659912;778.890991;213.913406;;;;;;;;;;769.849243;718.817383;139.947266;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
107;823.619812;615.091370;122.378075;900.755859;687.630493;134.958481;;;;1166.272217;724.539429;422.098328;1133.121460;778.836426;213.600601;;;;;;;;;;768.688171;717.675293;138.789612;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
108;823.153503;614.852173;121.989151;900.377258;687.436218;134.767303;;;;1165.446899;724.572144;421.897186;1132.401733;778.741150;213.174622;;;;;;;;;;767.782715;716.095764;137.458191;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
109;822.483032;614.716309;121.457619;899.760803;687.427551;134.496109;;;;1165.162109;724.709351;421.784790;1131.908936;778.597412;212.728546;;;;;;;;;;767.150269;714.591614;136.121597;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
110;821.876221;614.559692;120.818810;899.139771;687.370422;134.501846;;;;1164.416626;724.790283;421.122803;1131.339355;778.401001;212.145111;;;;;;;;;;765.945313;713.305115;135.132324;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
111;821.325500;614.330078;120.362076;898.381226;687.341797;134.532761;;;;1163.843506;724.758911;420.717896;1130.812012;778.280579;211.658508;;;;;;;;;;765.437073;711.595215;134.107574;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
112;820.684509;614.153381;119.942818;897.479431;687.572571;133.863754;;;;1163.084595;724.802307;420.485352;1130.501221;778.171326;211.303833;;;;;;;;;;765.041443;710.606873;133.311249;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
113;820.118591;614.144653;119.682724;896.918152;687.489014;133.529678;;;;1161.903320;725.003174;420.225006;1130.433228;777.928650;211.158173;;;;;;;;;;764.530945;709.557068;132.212006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
114;819.066223;614.103027;119.155807;896.493774;687.343750;133.295242;;;;1160.821045;725.171570;419.759918;1130.273926;777.883667;210.832672;;;;;;;;;;763.769104;708.067505;131.680054;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
115;818.394409;614.254822;118.367859;896.243286;687.166321;132.999969;;;;1160.146729;725.265320;419.573578;1129.323364;777.833740;210.111710;;;;;;;;;;763.251526;706.863953;131.060562;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
116;817.931030;614.530029;117.541016;896.074768;687.064087;132.806366;;;;1159.377197;725.366821;419.380463;1128.730469;777.971252;209.644760;;;;;;;;;;762.695129;705.595459;130.611526;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
117;817.466431;614.807739;116.498024;896.046387;686.850647;132.483292;;;;1158.784790;725.407349;418.918304;1128.139160;777.965393;209.087128;;;;;;;;;;763.080505;703.990967;129.987244;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
118;816.913147;615.201172;115.500450;895.852234;686.604431;132.241959;;;;1158.220337;725.401123;418.690765;1127.727051;777.938293;208.693436;;;;;;;;;;762.698547;702.642273;128.933350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
119;816.312683;615.753235;114.758148;895.644897;686.295288;131.942566;;;;1157.510620;725.579773;418.291870;1127.565186;777.841187;208.396378;;;;;;;;;;763.190979;701.608093;127.678207;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
120;815.515015;616.399780;114.231201;895.529480;686.114075;131.877060;;;;1156.819458;725.784912;418.051300;1127.454590;777.837219;208.207825;;;;;;;;;;764.065491;699.676025;125.937798;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
121;814.889160;616.950806;113.839264;895.329163;686.007385;131.876907;;;;1155.990845;725.898376;417.679901;1127.497314;777.844910;207.863251;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
122;814.511169;617.170471;113.713394;895.041260;685.901611;131.861862;;;;1155.117676;726.096313;417.302917;1127.358398;777.743652;207.822754;;;;;;;;;;;;;763.490540;697.532593;125.394394;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
123;814.478882;617.030396;113.821785;894.884460;685.805603;131.824692;;;;1154.373535;726.163635;416.937653;1127.238647;777.727966;207.689301;;;;;;;;;;;;;763.591675;696.731873;125.012794;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
124;814.531128;616.759094;113.897232;894.725342;685.676270;131.822189;;;;1153.698853;726.296936;416.795471;1127.146240;777.603394;207.348572;;;;;;;;;;;;;763.565674;696.029236;124.143646;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
125;814.458618;616.635010;113.995872;894.638855;685.673157;131.791779;;;;1152.805420;726.491394;416.674438;1126.900391;777.598816;207.029282;;;;;;;;;;;;;763.630920;695.645020;123.626457;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
126;814.274109;616.637207;113.985222;894.455383;685.575012;131.894455;;;;1152.297363;726.751953;416.666351;1126.768921;777.557556;206.749435;;;;;;;;;;;;;763.670471;695.544556;123.512726;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
127;814.168762;616.707336;114.020546;894.367310;685.519043;131.975296;;;;1151.353516;726.973083;416.517914;1126.643555;777.570190;206.560593;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
128;814.086975;616.733948;114.087357;894.259827;685.434021;131.960464;;;;1150.683472;727.175842;416.200714;1126.406738;777.708008;206.210312;;;;;;;;;;;;;;;;763.924011;694.973816;123.054703;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
129;814.000244;616.702148;114.169792;894.284729;685.293518;132.078552;;;;1150.150391;727.359558;415.970490;1126.158203;777.818115;205.747452;;;;;;;;;;;;;;;;763.890930;694.973022;122.976952;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
130;813.979187;616.677063;114.303574;894.230835;685.237793;132.114471;;;;1149.877563;727.474609;415.777710;1125.981445;777.895142;205.478775;;;;;;;;;;;;;;;;764.149231;694.837952;122.631874;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
131;813.945374;616.646484;114.386810;894.278931;685.181030;132.192764;;;;1149.158936;727.745544;415.606445;1125.959839;778.025146;205.295441;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
132;813.937378;616.637756;114.395889;894.361267;684.977478;132.363998;;;;1148.306641;728.047913;415.492035;1125.966553;778.166260;205.260269;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
133;813.890198;616.627991;114.434830;894.381592;684.832703;132.452393;;;;1147.527344;728.186523;415.419373;1125.912109;778.320618;205.195770;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
134;813.954041;616.649475;114.425743;894.407043;684.713928;132.614563;;;;1146.774170;728.349060;415.262207;1125.971069;778.505493;205.138016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
135;813.924072;616.599731;114.474632;894.425110;684.625427;132.887329;;;;1146.090332;728.607178;415.217651;1125.872437;778.679382;205.105560;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
136;813.978577;616.586243;114.754280;894.160278;684.469543;133.336304;;;;1145.399170;728.731018;415.185822;1125.858521;778.918396;205.093079;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
137;813.926270;616.550476;115.017471;894.079041;684.451660;133.605103;;;;1144.862061;728.899658;415.106049;1125.939575;779.140930;205.053146;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
138;813.977295;616.514771;115.396545;893.944214;684.461426;133.834869;;;;1144.239990;729.260803;414.904236;1125.984009;779.365112;205.051239;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
139;814.050964;616.435547;115.897255;893.987732;684.697510;134.461319;;;;1143.569214;729.499207;414.719971;1126.001099;779.576416;205.065857;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
140;814.078674;616.279480;116.522644;893.899475;684.887207;134.904602;;;;1143.017334;729.871887;414.601074;1126.175171;779.824768;205.039246;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
141;814.131653;616.188049;117.768143;893.912109;685.075439;135.234802;;;;1142.220825;730.225647;414.835754;1126.438477;780.196411;205.301620;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
142;814.304443;616.328491;119.049034;894.020874;685.232666;135.907959;;;;1141.261597;730.537964;414.860870;1126.697388;780.541382;205.143402;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
143;814.423340;616.472290;119.571556;894.092834;685.391907;136.553955;;;;1140.138794;730.964539;414.746002;1126.818359;780.842407;205.195297;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
144;814.606628;616.535034;120.060768;894.186035;685.580994;137.249084;;;;1139.438477;731.293579;414.471069;1126.716675;781.291443;205.491074;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
145;814.833984;616.189453;120.844444;894.354431;685.674194;137.964584;;;;1138.940186;731.553772;414.393951;1126.609619;781.880005;205.524872;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
146;814.936401;616.013184;122.338997;894.413086;685.771240;138.688095;;;;1138.444458;731.924316;414.427216;1126.243042;782.521973;205.625137;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
147;814.792847;616.218933;124.217804;894.170837;686.067322;139.823532;;;;1137.633057;732.311890;414.537140;1126.200562;782.984558;205.757278;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
148;814.690308;616.489990;125.445518;893.764282;686.532654;140.714401;;;;1136.758911;732.622498;414.682739;1126.234009;783.321594;205.933487;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
149;814.774231;616.261108;126.401436;893.653137;686.777466;141.594406;;;;1135.511719;733.039734;414.705750;1126.124634;783.763855;206.064270;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
150;814.798035;616.290894;127.883682;893.377686;686.949646;142.659119;;;;1134.409790;733.358154;414.596741;1126.022095;784.397339;206.339172;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
151;814.250977;616.352112;129.892990;893.247864;687.053101;144.052094;;;;1133.637939;733.764099;414.532196;1125.836182;785.073914;206.542877;;;;;;;;;;;;;;;;;;;764.969055;694.280762;129.755142;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
152;813.792114;616.442932;131.494019;892.847229;687.152649;145.520828;;;;1133.052856;734.001770;414.746765;1125.543579;785.720154;206.722122;;;;;;;;;;;;;;;;;;;764.248230;694.591736;131.960617;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
153;813.230042;616.597473;133.446121;892.162842;687.479309;146.628693;;;;1132.203979;734.373901;414.986115;1125.071533;786.295959;207.187225;;;;;;;;;;;;;;;;;;;763.390015;694.986450;133.505615;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
154;812.795227;616.558289;134.969040;891.583862;687.943115;148.186905;;;;1130.841675;734.860046;415.225708;1124.697144;786.633850;207.896667;;;;;;;;;;;;;;;;;;;763.113770;695.224670;134.164856;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
155;812.432556;616.869202;136.342682;891.013367;688.255798;149.635803;;;;1129.940063;735.220947;415.146881;1123.841431;787.268066;208.284973;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
156;811.592834;617.343079;138.295486;890.057129;688.899231;150.968155;;;;1128.978271;735.555298;414.853394;1123.227173;787.921082;208.538666;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
157;810.633911;617.707886;139.999252;889.098572;689.228088;152.272797;;;;1127.988892;735.738892;415.007721;1122.623047;788.589050;208.912903;;;;;;;;;;;;;;;;;;;;;;760.117310;695.661194;139.510712;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
158;809.361816;617.818420;141.860306;888.152954;689.611145;154.057098;;;;1126.625977;736.111023;415.150970;1121.814331;789.231934;209.649948;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
159;808.088867;618.111938;144.127533;886.635864;690.139526;155.859451;;;;1125.518066;736.457031;415.468567;1120.731079;790.005737;210.405441;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
160;806.813843;618.509216;145.638153;885.517639;690.499634;157.257675;;;;1124.736084;736.713867;415.614594;1119.859253;790.714783;210.700455;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
161;805.433899;618.969666;147.427536;884.412170;690.833435;158.911240;;;;1123.591064;736.978088;416.033295;1118.534790;791.426086;211.266586;;;;;;;;;;;;;;;;;;;;;;;;;754.749023;697.228516;147.168198;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
162;803.995178;619.508057;149.490692;882.272827;691.282715;160.821228;;;;1121.976685;737.226624;416.341217;1117.226318;791.924255;211.731705;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
163;801.901672;620.022766;151.441467;880.369019;691.717407;162.587769;;;;1120.940308;737.506531;416.107025;1115.522583;792.853027;211.908844;;;;;;;;;;;;;;;;;;;;;;;;;;;;752.429016;698.083191;150.312592;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
164;800.378967;620.499084;153.153580;879.188782;692.264771;164.385483;;;;1119.809937;737.724609;416.459045;1113.542480;793.682617;212.775482;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
