Präzision56
Date:,2025/04/22
Time:,15:47:33
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14,,,*15,,,*16,,,*17,,,*18,,,*19,,,*20,,,*21,,,*22,,,*23,,,*24,,,*25,,,*26,,,*27,,,*28,,,*29,,,*30,,,*31,,,*32,,,*33,,,*34,,,*35,,,*36,,,*37,,,*38,,,*39,,,*40,,,*41,,,*42,,,*43,,,*44,,,*45,,,*46,,,*47,,,*48,,,*49
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
117,682.718994,1015.426086,181.964737,667.350281,922.915222,142.261475,,,,,,,804.737549,1272.753174,404.151550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,642.133057,925.492859,119.836685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,681.964722,1015.953918,181.351898,666.783813,923.188965,141.903931,,,,,,,804.816101,1273.007324,404.234863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,641.742432,926.046631,119.084679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,681.208191,1016.382690,181.120880,666.291748,923.890869,141.248260,,,,,,,804.980713,1273.188110,404.344360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,641.511780,926.299866,118.863762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,680.424377,1016.783752,181.025803,665.945435,924.225403,140.991440,,,,,,,805.070068,1273.383423,404.458557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,641.022644,926.480652,118.634644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,680.077576,1017.200134,180.537933,665.410950,924.344238,140.727478,,,,,,,805.117126,1273.667114,404.588531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,640.039978,926.890564,118.185257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,679.740356,1017.566895,180.145157,664.738220,924.595154,140.239456,,,,,,,805.135925,1274.017578,404.497162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,639.116638,927.450745,117.718910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,679.700256,1017.848083,179.389557,664.127747,924.999268,139.697220,,,,,,,805.249695,1274.210449,404.457916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,638.611755,927.892395,117.306984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,678.937805,1018.001892,179.202271,663.800781,925.294373,139.285416,,,,,,,805.325806,1274.421387,404.432892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,637.719971,928.158936,116.599289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,678.260254,1018.239319,179.032486,663.507507,925.539551,138.833542,,,,,,,805.355591,1274.582153,404.382629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,677.745178,1018.431030,178.684845,663.150391,925.745422,138.373016,,,,,,,805.390686,1274.607056,404.384979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,637.031372,928.388550,115.620857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,677.210632,1018.592590,178.282532,662.808228,925.877197,137.950226,,,,,,,805.427307,1274.715332,404.324036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,636.808472,928.555298,115.507767,773.903198,1259.167847,245.915863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,676.897644,1018.727234,178.029984,662.587830,925.979858,137.591034,,,,,,,805.328796,1274.858887,404.292175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,636.636780,928.619446,114.790932,773.803162,1259.102295,245.916107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,676.538818,1018.787354,177.462357,662.163574,926.403748,136.827057,,,,,,,805.379211,1274.858765,404.242310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,637.384583,928.350098,114.428673,773.795776,1259.072632,245.822556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,676.130432,1018.920532,177.103775,661.878662,926.544617,136.472931,,,,,,,805.327209,1274.999512,404.140320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,637.643127,928.345215,114.314095,773.825867,1259.072266,245.780746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,675.818237,1019.005859,176.769150,661.558960,926.597290,136.280106,,,,,,,805.194763,1275.023438,404.095184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,637.355103,928.368652,114.200897,773.824341,1259.064819,245.742264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,675.579712,1019.088867,176.251663,661.391541,926.602478,136.250320,,,,,,,805.206604,1275.127197,404.023102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,637.021790,928.493835,114.240067,773.843567,1258.975342,245.653214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,675.313354,1019.145081,175.765564,661.124939,926.588867,136.088577,,,,,,,805.152771,1275.164917,403.898499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,773.745850,1258.883423,245.520508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,674.999023,1019.213867,175.458633,660.950073,926.485962,136.040466,,,,,,,805.137695,1275.178589,403.842529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,773.665466,1258.869385,245.436798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,674.785461,1019.303467,175.045349,660.739197,926.228149,136.076141,,,,,,,805.006042,1275.131958,403.681793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,773.649597,1258.824097,245.337540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,674.592285,1019.257080,174.908371,660.383789,926.117554,135.868530,,,,,,,804.961731,1275.125000,403.537781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,773.508667,1258.750732,245.147202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,674.437195,1019.212891,174.679306,660.057373,926.069519,135.425735,,,,,,,804.852661,1275.123169,403.433258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,773.503845,1258.707031,244.940643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,674.363770,1018.949524,174.271637,659.827942,925.894897,134.955444,,,,,,,804.779846,1275.089233,403.266968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,773.444824,1258.599976,244.678543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,674.201721,1018.779480,174.052460,659.688232,925.818542,134.633972,,,,,,,804.641113,1275.065308,403.192719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,773.287415,1258.464233,244.494049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,674.015442,1018.613831,173.934601,659.641052,925.709290,134.194199,,,,,,,804.602600,1275.005249,403.069855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,773.138123,1258.327637,244.458206,635.114746,927.926575,111.457161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,673.947510,1018.483704,173.696075,659.635437,925.628479,133.812775,,,,,,,804.499878,1274.993164,403.026154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,772.976563,1258.186890,244.293076,634.979431,927.865417,111.102654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,673.904297,1018.186829,173.453217,659.534363,925.463623,133.440018,,,,,,,804.450562,1274.914795,402.999603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,773.307312,1257.772217,243.947388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,673.972351,1017.964355,173.314713,659.668518,925.202271,133.216675,,,,,,,804.431763,1274.845093,402.847687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,773.138306,1257.551758,243.737671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,673.908752,1017.772827,173.069336,659.875549,925.029602,132.930954,,,,,,,804.402039,1274.808716,402.882599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,772.820435,1257.502686,243.578522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,673.855591,1017.547546,172.736115,660.012573,924.719055,132.140778,,,,,,,804.331604,1274.726196,402.849152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,772.584351,1257.308960,243.506058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,673.777954,1017.311707,172.420547,660.351013,924.457458,132.217911,,,,,,,804.326660,1274.620605,402.814972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,772.540100,1257.145020,243.467743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,673.976318,1017.267883,172.066284,660.597107,924.243896,132.010971,,,,,,,804.239075,1274.602905,402.818207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,772.532227,1256.900269,243.381546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,674.152222,1017.080933,171.858109,660.743225,924.033020,131.862015,,,,,,,804.142639,1274.554688,402.735901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,772.416870,1256.760254,243.288177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,674.309509,1016.740295,171.759827,660.916748,923.888367,131.742310,,,,,,,804.116394,1274.514648,402.803284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,772.275024,1256.675537,242.877808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,674.484619,1016.455566,171.738419,661.178040,923.811829,131.579575,,,,,,,804.283569,1274.438354,402.508301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,772.101501,1256.546021,242.789230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,674.677368,1016.202026,171.693954,661.370483,923.529297,131.346375,,,,,,,804.227661,1274.375854,402.265808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,772.166382,1256.255493,242.868408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,674.553345,1015.951477,171.837357,661.395447,923.460632,131.006683,,,,,,,804.103577,1274.349365,402.154572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,771.990479,1256.100342,242.763031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,674.578918,1015.729736,171.918869,661.590271,923.172363,130.683197,,,,,,,803.988464,1274.333252,402.066803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,771.774292,1255.978516,242.749207,,,,637.345093,924.589783,108.956787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,674.667847,1015.406067,171.884079,661.851563,922.820190,130.363724,,,,,,,803.857788,1274.268066,402.036896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,771.546570,1255.859497,242.747375,,,,637.699646,924.339722,108.735214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,674.925720,1015.037659,171.946365,662.375000,922.460449,130.090637,,,,,,,803.738831,1274.224854,401.984375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,771.354919,1255.720581,242.762863,,,,638.412354,924.000305,108.400238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,675.201538,1014.662964,171.890610,662.988586,922.115906,129.751846,,,,,,,803.585388,1274.236450,401.899628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,771.215332,1255.581909,242.723846,,,,639.095459,923.655701,107.796410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,675.532898,1014.278503,171.817627,663.443604,921.791504,129.763992,,,,,,,803.595886,1274.085938,401.772766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,771.061646,1255.392090,242.893967,,,,639.339783,923.391113,107.524673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,675.824402,1013.874329,171.688599,663.822510,921.406982,129.825836,,,,,,,803.332397,1274.071777,401.678680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,770.914063,1255.259033,242.938629,,,,639.386841,922.987610,107.497238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,676.236023,1013.456909,171.647018,664.338440,920.910034,129.845703,,,,,,,802.996094,1274.020020,401.612396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,770.795959,1255.077515,242.857971,,,,639.270935,922.676208,107.354019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,676.553467,1012.986023,171.504166,664.781677,920.663208,129.487350,,,,,,,802.792786,1273.932983,401.496857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,770.635986,1254.890015,242.755203,,,,639.522522,922.520935,107.160370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,676.888306,1012.700134,171.424438,665.194214,920.426147,129.217834,,,,,,,802.366638,1273.891968,401.332245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,770.608765,1254.755737,242.754791,,,,639.851318,922.384705,106.973320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,677.245117,1012.309509,171.360519,665.544189,920.141052,128.982925,,,,,,,802.283081,1273.819702,401.272583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,770.497253,1254.567383,242.653534,,,,640.238525,922.153809,106.735626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,677.520569,1011.993958,170.978256,665.909363,919.832092,128.808060,,,,,,,802.214111,1273.760986,401.190369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,770.366882,1254.383423,242.517120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,677.833923,1011.915771,170.771988,666.286499,919.624512,128.512589,,,,,,,802.029480,1273.635498,401.142761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,770.263367,1254.210571,242.352341,,,,,,,640.672729,921.969666,105.864388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,678.085266,1011.737671,170.667969,666.780090,919.230164,128.302185,,,,,,,802.018005,1273.529419,401.028442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,770.040527,1253.957764,242.355026,,,,,,,641.173706,921.547729,105.592308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,678.329651,1011.472351,170.600266,667.232483,918.860657,128.001236,,,,,,,801.720398,1273.576416,401.014893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,769.791443,1253.799194,242.388718,,,,,,,641.709351,921.304138,105.309593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,678.613708,1011.125732,170.613693,667.583862,918.586792,127.667084,,,,,,,801.541260,1273.454590,400.987030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,769.560852,1253.584106,242.380081,,,,,,,642.210693,921.172058,105.178322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,678.820923,1010.772217,170.518921,667.664795,918.471558,127.266403,,,,,,,801.450806,1273.424683,400.924469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,769.358887,1253.433960,242.393951,,,,,,,642.768250,920.740540,105.409286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,679.080444,1010.350952,170.584213,667.669739,918.442749,126.944336,,,,,,,801.299866,1273.376709,400.936554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,769.157288,1253.220337,242.366211,,,,,,,643.142700,920.422485,105.637383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,679.362915,1009.929688,170.634933,668.037170,918.492615,126.410522,,,,,,,801.154236,1273.337891,400.915771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,768.931396,1253.073853,242.352936,,,,,,,643.778442,920.380066,105.207169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,679.675293,1009.470154,170.553085,668.396851,918.385498,125.808830,,,,,,,800.971313,1273.183594,400.879578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,768.712402,1252.862061,242.355133,,,,,,,643.925293,920.142517,104.251335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,680.027588,1009.098145,170.464584,668.772278,918.280334,125.258873,,,,,,,800.949097,1273.066528,400.810303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,768.521729,1252.706177,242.369629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,680.378540,1008.750732,170.248474,669.458984,918.161438,124.484695,,,,,,,800.886963,1272.949951,400.783356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,768.196533,1252.478516,242.363678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,680.643616,1008.377258,169.796783,669.923584,917.867249,124.180008,,,,,,,800.786011,1272.837280,400.736359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,768.004517,1252.343994,242.332367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,681.037231,1008.153870,169.694550,670.221802,917.516724,124.032890,,,,,,,800.702759,1272.751343,400.755524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,767.764160,1252.220215,242.276321,,,,,,,,,,644.291260,919.918457,101.789711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,681.254272,1007.999695,169.642197,670.497864,917.260986,123.656471,,,,,,,800.671204,1272.649414,400.730194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,767.434875,1252.171631,242.229767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,681.756470,1007.913330,169.266006,670.721069,917.137634,123.407387,,,,,,,800.522095,1272.497681,400.736206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,682.187988,1007.783569,168.966171,671.055237,917.076416,122.939072,,,,,,,800.296875,1272.459595,400.661896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,644.867126,919.825989,100.793205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,682.466431,1007.490967,168.905548,671.276550,916.938965,122.616714,,,,,,,800.136169,1272.355591,400.582153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,644.980408,919.756042,100.492714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,682.665161,1007.381042,168.882706,671.445129,916.815430,122.428177,,,,,,,800.038025,1272.149170,400.515045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,645.125061,919.719482,100.262642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,682.828918,1007.216064,168.891235,671.528137,916.601379,122.394997,,,,,,,799.929016,1272.101685,400.489441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,645.182068,919.563660,100.051460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
