Präzision56
Date:,2025/04/22
Time:,15:47:33
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14,,,*15,,,*16,,,*17,,,*18,,,*19,,,*20,,,*21,,,*22,,,*23,,,*24,,,*25,,,*26,,,*27,,,*28,,,*29,,,*30,,,*31,,,*32,,,*33,,,*34,,,*35,,,*36,,,*37,,,*38,,,*39,,,*40,,,*41,,,*42,,,*43,,,*44,,,*45,,,*46,,,*47,,,*48,,,*49
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
374,709.564087,996.623352,159.235748,682.713623,911.013428,110.915482,,,,,,,797.312561,1269.583618,394.703735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658.024353,913.913879,94.817474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,709.559998,996.626526,159.213165,682.786804,911.072815,110.862015,,,,,,,797.286255,1269.633301,394.637726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658.098206,914.052734,94.604836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,709.617493,996.635254,159.207703,682.817139,911.055664,110.840607,,,,,,,797.314392,1269.630737,394.616425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658.199768,914.121704,94.421112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,709.649841,996.653381,159.231171,682.798645,911.052185,110.843857,,,,,,,797.314575,1269.625366,394.639435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658.186279,914.109253,94.579597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,709.677246,996.621460,159.198303,682.758850,910.992371,110.977203,,,,,,,797.308594,1269.624512,394.647980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658.209290,914.083435,94.593208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,709.672424,996.642273,159.160629,682.781433,911.069214,110.891335,,,,,,,797.309937,1269.624512,394.544525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658.113708,914.067505,94.723946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,709.702942,996.627991,159.186020,682.760559,911.080627,110.916092,,,,,,,797.319946,1269.624512,394.520447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658.024170,914.046326,94.828300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,709.744629,996.642578,159.193665,682.825989,911.041992,110.896660,,,,,,,797.330078,1269.646240,394.521942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658.208923,914.045471,94.591141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,709.673279,996.610840,159.065582,682.822327,911.186279,110.865929,,,,,,,797.364929,1269.621338,394.535431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658.178833,914.117920,94.646820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,709.722473,996.642212,159.088348,682.810730,911.080872,110.838394,,,,,,,797.295227,1269.641968,394.498779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658.154846,914.072144,94.655457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,709.720093,996.727600,159.105591,682.789978,911.176147,110.833725,,,,,,,797.285217,1269.718872,394.543640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658.133789,914.079529,94.680756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,709.640564,996.669556,159.042358,682.783752,911.215759,110.826805,,,,,,,797.237427,1269.687866,394.392395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658.064087,914.091980,94.800766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,709.683350,996.759827,159.098099,682.824829,911.175781,110.821869,,,,,,,797.217529,1269.736816,394.411835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658.162170,914.067078,94.661331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,709.681335,996.763611,159.064453,682.764893,911.203674,110.856178,,,,,,,797.205872,1269.750488,394.408173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658.124146,914.102905,94.720253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,709.606873,996.680115,158.961777,682.738525,911.216919,110.867249,,,,,,,796.798035,1269.736206,394.799255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658.188171,914.112122,94.629593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,709.683533,996.748779,159.061783,682.749390,911.074219,110.877548,,,,,,,797.073547,1269.753540,394.453125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658.112183,914.084473,94.698265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,709.684387,996.760986,159.064835,682.847229,911.013672,110.895058,,,,,,,797.335266,1269.778687,394.383820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658.042664,914.052795,94.795715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,709.679199,996.723206,159.047119,682.775208,911.037598,110.898857,,,,,,,797.331543,1269.782104,394.254333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658.140564,914.057556,94.673195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,709.751953,996.678040,159.048096,682.774048,911.175720,110.895737,,,,,,,796.858704,1269.786011,394.661499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658.087463,914.103760,94.736084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,709.764648,996.655518,159.024994,682.831421,911.124695,110.839729,,,,,,,797.067444,1269.773560,394.360809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658.052917,914.064209,94.809593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,709.761597,996.674133,159.044006,682.796448,911.070923,110.872147,,,,,,,797.191528,1269.805786,394.172791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658.018433,914.040955,94.839348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,709.749634,996.674622,159.052795,682.778015,911.150391,110.876167,,,,,,,797.260254,1269.823608,394.083252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658.007324,914.040222,94.860214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,709.757141,996.677063,159.050339,682.807861,911.129822,110.845421,,,,,,,797.246765,1269.860718,394.093506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658.004333,914.038757,94.844131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,709.774597,996.689087,159.068359,682.773499,911.061523,110.879585,,,,,,,796.927307,1269.974976,394.293915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658.174194,914.062805,94.634338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,709.765320,996.689087,159.081985,682.764404,911.092712,110.860741,,,,,,,797.155823,1269.839966,394.171906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658.175354,914.088379,94.646584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,709.748962,996.674255,159.056061,682.825500,911.114258,110.833351,,,,,,,797.252869,1269.813232,394.092316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658.079102,914.071045,94.758392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,709.747131,996.681458,159.081467,682.763245,911.110168,110.865692,,,,,,,797.279297,1269.866333,393.989868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658.013489,914.044067,94.839073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,709.715698,996.661926,159.066971,682.785828,911.041382,110.854904,,,,,,,797.291748,1269.852661,394.006836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658.007263,914.034790,94.871292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,709.720398,996.662537,159.059998,682.710938,911.005615,110.913376,,,,,,,797.212341,1269.877197,393.899078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,657.786377,913.947083,95.122139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,709.626648,996.620544,158.996170,682.708374,911.094299,110.891869,,,,,,,797.318542,1269.896240,393.896271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,657.977295,913.990356,94.909668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,709.690735,996.687134,159.061890,682.798096,911.061523,110.847267,,,,,,,797.278503,1269.904541,393.859680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658.062927,914.155334,94.698868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,709.698792,996.727844,159.047745,682.781189,910.963013,110.879860,,,,,,,797.028259,1270.095825,393.879517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658.000183,914.045044,94.690559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,709.721863,996.694580,159.002136,682.726563,911.034180,110.893219,,,,,,,797.229797,1269.929443,393.856506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658.129456,914.136597,94.530586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,709.772522,996.694092,158.985458,682.747070,911.059448,110.892227,,,,,,,797.289368,1269.880859,393.847839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658.222107,914.130615,94.401947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,709.775024,996.733032,158.971268,682.789795,911.069946,110.885002,,,,,,,797.323608,1269.893311,393.813324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658.184143,914.168579,94.585411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,709.825623,996.730896,158.977020,682.839600,911.060547,110.846268,,,,,,,797.316040,1269.900635,393.810791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658.065002,914.075134,94.773338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,709.879272,996.738953,158.896210,682.789246,911.063721,110.863052,,,,,,,797.015503,1270.174194,393.822784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658.093994,914.130127,94.614441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,709.801514,996.671631,158.801559,682.781433,911.068054,110.883820,,,,,,,797.224731,1270.042725,393.859711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658.267761,914.176331,94.489258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,709.900085,996.704529,158.883194,682.937744,910.939392,110.916214,,,,,,,797.244690,1270.002075,393.793396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658.211426,914.185059,94.590118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,710.063354,996.712708,158.716064,682.869873,911.016724,110.942513,,,,,,,797.243896,1270.004028,393.776031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658.111938,914.154602,94.743095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,710.005249,996.798645,158.759109,682.810791,911.105408,110.882881,,,,,,,797.289673,1270.008545,393.826569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658.027588,914.155945,94.864807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,710.009277,996.874939,158.768677,682.946167,911.012146,110.918137,,,,,,,797.190918,1270.056519,393.794556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658.017090,914.124512,94.873550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,710.021301,996.914551,158.749710,682.919006,911.027405,110.862137,,,,,,,797.229736,1270.024048,393.764099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658.201294,914.144043,94.645798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,710.033264,996.911804,158.718338,682.889771,911.137878,110.828545,,,,,,,797.264099,1270.015137,393.747681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658.130920,914.182861,94.554207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,709.974426,996.921265,158.682800,682.938293,911.130798,110.592476,,,,,,,797.254578,1270.036011,393.731720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658.125183,914.165771,94.683098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,709.990173,996.928650,158.706467,682.806213,911.180115,110.799515,,,,,,,797.383240,1270.008667,393.765533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658.169373,914.166382,94.545662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,709.977112,996.921509,158.706696,682.830139,911.161804,110.826004,,,,,,,797.265381,1270.117554,393.762451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658.232849,914.188965,94.400810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,709.975220,996.919189,158.685455,682.833435,911.108948,110.907722,,,,,,,797.215698,1270.064697,393.751587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658.270691,914.203613,94.343544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,709.969666,996.910889,158.683960,682.868774,911.192871,110.841927,,,,,,,797.281677,1270.054565,393.720123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658.111206,914.221191,94.548927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,709.917908,996.916626,158.609451,682.797668,911.280457,110.834953,,,,,,,797.229492,1270.131958,393.766357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658.119751,914.204712,94.563248,,,,,,,,,,,,,,,,,,,767.412170,1243.240234,235.819138,,,,,,,,,
424,709.940430,996.967834,158.654633,682.754517,911.184937,110.845039,,,,,,,797.321167,1270.430908,393.402466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658.036621,914.197937,94.667610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,709.976685,997.030945,158.567627,682.776672,911.254578,110.850586,,,,,,,797.346497,1270.208618,393.703461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658.115723,914.197449,94.570831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,709.989014,997.039368,158.601639,682.817322,911.195190,110.820816,,,,,,,797.269226,1270.155029,393.760315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658.219238,914.293518,94.438950,,,,,,,,,,,,,,,,,,,,,,767.666443,1243.351685,235.464691,,,,,,
427,709.966064,997.036865,158.622116,682.783569,911.161011,110.832977,,,,,,,797.256287,1270.150879,393.726471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658.273682,914.330017,94.365395,,,,,,,,,,,,,,,,,,,,,,767.660095,1243.409058,235.573685,,,,,,
428,709.988159,997.044983,158.577927,682.823486,911.251038,110.814430,,,,,,,797.242493,1270.184692,393.653748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658.132019,914.313904,94.532570,,,,,,,,,,,,,,,,,,,,,,767.661621,1243.309204,235.613235,,,,,,
429,709.961670,997.077087,158.524963,682.782776,911.207092,110.847961,,,,,,,797.243591,1270.205200,393.609924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658.149719,914.289368,94.529884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,709.910095,997.057800,158.517365,682.752380,911.249268,110.855392,,,,,,,797.506470,1270.181274,393.379578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658.208984,914.299194,94.455536,,,,,,,,,,,,,,,,,,,,,,,,,767.662048,1243.395630,235.383972,,,
431,709.954590,997.061218,158.503647,682.744995,911.288879,110.837860,,,,,,,797.322449,1270.214600,393.538147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658.250366,914.314636,94.397255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,709.954468,997.069641,158.508133,682.825073,911.265503,110.809669,,,,,,,797.458130,1270.265381,393.440613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658.244568,914.321899,94.394440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,709.956848,997.079102,158.523422,682.841553,911.267029,110.802818,,,,,,,797.245300,1270.348755,393.592651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658.243652,914.315857,94.403252,,,,,,,,,,,,,,,,,,,,,,,,,,,,767.638367,1243.377563,235.338989
434,709.980713,997.072449,158.445328,682.773438,911.289490,110.840263,,,,,,,797.408691,1270.296997,393.469299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658.224487,914.314453,94.422905,,,,,,,,,,,,,,,,,,,,,,,,,,,,767.633423,1243.436035,235.444702
435,709.974121,997.120300,158.414673,682.823669,911.184753,110.824860,,,,,,,797.503235,1270.278809,393.387634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658.074646,914.299133,94.609741,,,,,,,,,,,,,,,,,,,,,,,,,,,,767.605469,1243.412109,235.352814

