Weight70
Date:,2025/04/24
Time:,13:54:31
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14,,,*15,,,*16,,,*17,,,*18,,,*19,,,*20,,,*21,,,*22,,,*23,,,*24,,,*25,,,*26,,,*27,,,*28,,,*29,,,*30,,,*31,,,*32,,,*33,,,*34,,,*35,,,*36,,,*37,,,*38,,,*39,,,*40,,,*41,,,*42,,,*43,,,*44,,,*45,,,*46,,,*47,,,*48,,,*49,,,*50
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
11,705.217285,1041.582397,298.974396,795.300354,776.264709,85.561859,787.304016,665.090576,56.884529,709.744812,972.155945,133.525040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,704.810486,1042.541992,298.809418,794.825073,777.198792,87.094604,787.641724,665.871155,58.244484,709.527832,973.454407,132.985657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,704.390930,1043.408691,299.044708,794.225037,777.880615,88.472130,787.333374,666.385986,60.226192,709.243225,974.673279,132.619247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,704.006104,1044.400757,298.790985,793.415161,778.678711,89.639992,786.441528,667.049133,62.973663,708.991455,975.604431,132.598862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,703.827209,1045.196411,298.360016,792.737061,779.996094,89.890793,784.640869,667.729980,66.323212,708.424500,976.836975,132.611893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,703.401489,1046.213623,298.231354,792.253296,780.743591,92.074692,784.492004,668.582397,68.360786,708.443970,978.309326,132.745178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,702.989075,1047.474854,298.297424,792.063660,781.381104,94.235909,785.210693,669.501343,69.938683,708.187073,979.644470,132.227463,,,,805.190735,687.193848,79.673935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,702.559631,1048.817993,297.848450,791.545410,782.853210,96.469131,784.798218,670.588928,72.455750,707.943420,981.204956,131.889069,,,,804.657104,688.040649,81.397728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,702.180359,1049.843018,297.424744,790.440796,784.009766,97.863228,783.735840,671.592590,75.170425,707.272583,982.729736,132.296173,,,,804.236328,689.227234,83.942017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,701.697327,1051.062378,297.264465,790.034363,785.223267,99.200859,782.586304,672.838074,78.627167,706.619080,984.294556,132.372620,,,,803.961670,690.062378,87.129318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,701.424866,1052.372437,297.259644,789.354187,786.432983,101.856995,782.248962,673.912476,81.219620,705.998413,985.957275,132.754883,,,,803.505310,691.349243,90.121933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,701.043518,1053.754272,296.981262,789.588928,787.905396,104.044647,782.264709,675.062195,83.605064,705.791443,987.583862,132.626633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,700.452332,1055.135498,296.488861,788.628174,789.396057,106.185234,781.866821,676.502502,86.730194,705.556885,989.481934,132.549561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,699.698181,1056.722412,295.802307,788.091248,790.979919,107.569748,780.665100,677.899597,90.275063,705.020020,991.008362,132.189056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,699.048096,1058.207153,295.921051,787.666504,792.551636,110.549713,780.158569,679.296936,93.009132,704.528564,992.770508,132.261337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,698.764221,1059.634277,295.868713,787.584534,794.232788,113.120674,780.329102,680.930725,96.242943,703.998901,994.558044,132.273193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,698.265625,1061.415039,295.537323,786.593262,796.229492,115.343452,780.082581,682.733643,99.191811,703.267090,996.678101,132.312866,,,,,,,800.494873,700.100281,108.587257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,697.329163,1063.103027,295.198730,786.201782,797.907654,117.374207,779.341003,684.332703,102.771545,702.667725,998.567932,132.153473,,,,,,,800.366516,701.852539,111.600616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,696.962952,1064.830688,295.097382,785.813171,800.043030,120.590057,778.937500,686.258606,105.882980,702.146057,1000.677368,132.160126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,696.402100,1066.483521,294.961395,785.393982,801.883484,122.525444,779.072144,688.039307,109.040306,701.411255,1002.823669,132.766693,,,,,,,,,,799.129639,706.149841,118.027863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,695.615540,1068.414917,294.449341,784.678833,804.367676,124.708443,778.858398,690.108154,112.224449,700.603271,1004.833740,132.810745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,694.968323,1070.258911,294.107391,784.407593,806.656067,127.167671,777.710205,692.204163,116.071831,699.929504,1007.216431,132.562561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,694.365723,1072.073608,294.349243,783.705811,808.693420,129.888443,777.550903,693.988403,118.674309,699.379517,1009.374817,132.428879,,,,,,,,,,,,,799.731140,712.026062,128.203857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,693.369507,1073.847534,294.307983,783.353577,811.265442,131.842606,777.664917,696.310059,121.558640,698.442627,1011.642456,132.705154,,,,,,,,,,,,,798.687622,714.556641,130.916412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,692.716858,1075.865479,293.863129,782.393677,813.553650,134.160355,777.084106,698.952148,125.099609,697.592712,1014.053955,133.598755,,,,,,,,,,,,,798.137573,717.167358,133.395935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,692.229431,1077.955200,293.431335,782.200623,816.124146,135.979660,776.444946,701.501038,128.504898,696.896362,1016.426025,133.564041,,,,,,,,,,,,,797.755615,719.599792,136.680573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,691.626160,1079.894653,293.947571,781.599487,818.422668,139.066925,776.178833,704.008362,131.795258,696.181946,1018.829651,133.531876,,,,,,,,,,,,,797.592651,722.273743,140.122589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,690.781250,1081.815674,294.036163,781.125427,821.171509,141.348343,775.665039,706.445374,134.297607,695.478333,1021.211975,133.588760,,,,,,,,,,,,,797.457642,724.615967,143.000900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,689.881104,1083.702393,293.743958,780.386597,823.952759,143.699722,775.175110,709.132263,137.310501,694.663452,1023.495483,133.769501,,,,,,,,,,,,,796.709412,727.274048,146.329727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,689.172668,1085.915527,293.831879,780.001099,826.811340,145.737610,775.037354,711.780273,140.386978,694.059509,1026.150269,133.942154,,,,,,,,,,,,,796.240234,730.540100,149.570084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,688.454285,1087.942383,293.871155,779.429016,829.528015,147.914871,774.483521,714.454041,143.175140,693.204651,1028.945923,134.384079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,687.852966,1089.784546,293.780273,779.156799,832.571533,149.885391,773.908936,717.230530,146.226959,692.185059,1031.311890,134.437653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,687.002258,1091.672485,293.696716,778.325745,835.305115,152.237656,773.570496,719.961487,148.603226,691.171936,1033.769043,134.499420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,686.217834,1093.811646,293.958008,777.499329,838.146851,154.111572,773.598755,722.961609,150.674576,690.247986,1036.765137,134.604858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,685.549866,1095.619385,294.564758,777.511414,841.383118,156.110977,773.257813,725.909851,153.595978,689.429749,1039.484375,134.865448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,684.992554,1098.099487,293.278076,777.371216,844.374390,157.558884,772.646484,728.471558,155.903351,688.623779,1042.000122,135.447571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,684.432678,1100.183350,293.720917,775.871033,847.241272,159.600525,772.467834,731.459534,157.904022,687.465698,1044.719727,135.448257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,683.373718,1101.891357,294.375000,775.205444,850.064209,161.179337,772.285278,734.407715,159.773804,686.429993,1047.749268,135.102432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,683.905945,1104.257690,293.945221,774.221130,853.237793,163.138519,772.321594,737.472473,161.986099,685.616455,1050.522339,135.544815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,683.123047,1106.459473,293.579834,773.844177,856.296326,165.149384,772.045776,740.416443,163.832184,684.607300,1053.157593,135.897324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,682.422546,1108.452148,293.507660,772.645264,859.272827,166.803253,771.361328,743.282776,165.795273,683.701477,1056.012573,136.070801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,681.745239,1110.450928,293.368774,771.581421,862.037048,168.150497,770.889160,746.282654,167.147064,682.582947,1058.810181,136.104919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,681.222656,1112.495728,293.442108,770.820679,865.237244,169.383209,769.774658,749.399292,169.305267,681.476318,1061.735718,136.668152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,680.882446,1114.574463,293.889435,769.687012,868.165405,171.114090,769.333557,752.176208,170.708191,680.698853,1064.646240,136.516937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,680.270630,1116.498413,294.104706,769.020752,871.177979,172.073669,768.723694,755.437439,172.527374,679.705017,1067.269043,136.724075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,679.768433,1118.497681,293.421570,767.655701,874.137085,173.800400,767.928589,758.439575,173.444443,678.489197,1070.108398,137.356613,,,,,,,,,,,,,,,,788.891174,778.121460,181.736267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,679.361145,1120.715210,293.390442,766.758850,877.492676,174.677628,766.665527,761.619263,175.551575,677.571777,1073.031128,137.428238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,678.896423,1122.836914,293.596008,765.765686,880.692322,175.513245,765.888367,764.306885,176.227371,676.938232,1075.958984,137.223801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,678.437073,1124.839233,293.643494,764.285095,883.361328,176.669617,764.750977,767.546997,177.659943,675.632202,1078.787354,137.674927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,677.987854,1126.729858,293.626343,763.476807,886.347046,177.443314,763.280457,770.723877,178.723083,674.562561,1081.538086,138.049774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,677.460327,1128.654297,293.683319,762.549622,889.469116,178.196014,761.757263,773.884216,180.318573,673.542847,1084.546753,138.101959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
