Weight59
Date:,2025/04/24
Time:,13:52:59
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14,,,*15,,,*16,,,*17,,,*18,,,*19,,,*20,,,*21,,,*22,,,*23,,,*24,,,*25,,,*26,,,*27,,,*28,,,*29,,,*30,,,*31,,,*32,,,*33,,,*34,,,*35,,,*36,,,*37,,,*38,,,*39,,,*40,,,*41,,,*42,,,*43,,,*44,,,*45,,,*46,,,*47
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
260,536.721497,738.885315,100.270256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,830.377014,803.139282,306.545227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481.046295,652.787781,93.445023,,,,,,,,,,,,,411.393158,712.346069,93.743202,726.469849,829.523743,161.636932,,,,,,
261,536.691895,738.768494,100.268898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,830.403442,803.106873,306.606201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480.965851,652.884521,93.376152,,,,,,,,,,,,,411.479858,712.263489,93.706573,726.430603,829.595276,161.669693,,,,,,
262,536.677124,738.758423,100.366234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,830.520325,803.051331,306.602783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480.855774,652.975647,93.346642,,,,,,,,,,,,,411.485107,712.146545,93.655495,726.087646,829.772705,161.872437,,,,,,
263,536.566406,738.690247,100.612022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,830.496521,803.065186,306.620575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480.769684,653.040466,93.221001,,,,,,,,,,,,,411.661133,712.004517,93.549500,726.202393,829.628906,161.915741,,,,,,
264,536.566162,738.417969,100.928200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,830.496216,803.059875,306.750427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480.573364,653.225403,93.063850,,,,,,,,,,,,,411.871490,711.799255,93.354759,726.315247,829.650330,161.795944,,,,,,
265,536.479553,738.421692,100.833145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,830.450439,803.091919,306.908539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480.670013,653.092346,92.444473,,,,,,,,,,,,,412.052399,711.649109,93.252045,726.411926,829.669373,161.780136,,,,,,
266,536.489014,738.404480,100.807259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,830.462219,803.161987,307.031250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480.480743,653.304504,92.751938,,,,,,,,,,,,,412.093781,711.459473,93.206963,726.307007,829.800171,161.840637,,,,,,
267,536.409485,738.412720,100.925941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,830.525452,803.152954,307.353607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480.261383,653.322876,92.992775,,,,,,,,,,,,,412.149872,711.316833,93.214066,726.248657,829.902100,161.932693,,,,,,
268,536.370605,738.387573,101.505707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,830.421631,803.165588,307.640289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480.218842,653.303650,93.037392,,,,,,,,,,,,,412.116425,711.027161,93.228195,726.204590,829.972717,162.016815,,,,,,
269,536.146667,738.359558,102.181190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,830.387939,803.219421,307.817688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480.120300,653.267212,93.166710,,,,,,,,,,,,,412.085236,710.773499,93.358528,,,,,,,,,
270,536.046326,738.327454,102.630768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,830.106323,803.092041,308.245422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480.056000,653.268921,93.258537,,,,,,,,,,,,,412.003906,710.625977,93.679176,,,,,,,,,
271,536.076050,738.228210,103.163597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,830.247314,803.181458,308.619720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479.961243,653.281067,93.235397,,,,,,,,,,,,,412.016632,710.387695,94.084427,,,,,,,,,
272,536.104309,738.110535,103.497559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,830.457703,803.317322,308.780762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479.922180,653.348083,93.333824,,,,,,,,,,,,,412.057617,710.163635,94.487762,,,,,,,,,
273,535.989380,737.990723,103.817734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,830.632446,803.410950,308.897827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479.854309,653.409302,93.442863,,,,,,,,,,,,,412.232483,709.923218,94.770645,,,,,,,,,
274,536.137939,737.856567,104.172478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,830.709290,803.499634,309.131836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479.835358,653.369446,93.503906,,,,,,,,,,,,,412.382721,709.777039,94.973587,,,,,,,,,
275,536.126709,737.936523,104.478920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,830.935608,803.641846,309.461823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479.224854,653.297119,93.838127,,,,,,,,,,,,,412.546143,709.560120,95.174507,,,,,,,,,
276,536.054321,738.025208,104.785286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,831.044922,803.750488,309.660767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479.751404,653.411865,93.847977,,,,,,,,,,,,,412.715607,709.399414,95.385399,,,,,,,,,
277,535.791443,738.298950,105.165634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,831.153564,803.902466,309.866547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479.931519,653.424500,93.981888,,,,,,,,,,,,,412.959290,709.281128,95.478241,,,,,,,,,
278,535.996277,738.546021,105.244606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,831.370239,804.111145,310.007721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479.535614,653.470764,94.170273,,,,,,,,,,,,,413.290924,709.068481,95.624023,,,,,,,,,
279,536.075317,738.664063,105.411407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,831.493347,804.330627,310.114838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480.500732,653.926514,93.771355,,,,,,,,,,,,,413.413513,708.879822,95.881325,,,,,,,,,
280,536.164734,738.882019,105.438545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,831.589233,804.563782,310.070984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481.512604,654.830566,93.550919,,,,,,,,,,,,,413.638275,708.703430,95.963493,,,,,,,,,
281,536.648315,739.157043,105.459198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,831.899719,804.714417,310.189850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,482.604675,655.367981,93.335213,,,,,,,,,,,,,413.994659,708.393860,95.898506,,,,,,,,,
282,536.954163,739.403076,105.689690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,832.281311,804.894348,310.547028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,483.277008,655.093689,93.394516,,,,,,,,,,,,,414.609619,708.062256,95.567299,,,,,,,,,
283,537.325500,739.668640,105.838348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,832.855164,805.150085,310.782471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,483.916595,654.572021,93.850533,,,,,,,,,,,,,415.156799,707.755249,95.587814,,,,,,,,,
284,537.926392,739.888306,106.007843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,832.931213,805.737671,310.987122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,484.842377,654.614502,93.966637,,,,,,,,,,,,,415.789520,707.489197,95.605209,,,,,,,,,
285,538.513611,740.251770,106.143867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,833.216187,806.169006,311.282654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,485.464935,654.981873,93.837379,,,,,,,,,,,,,416.507568,707.158142,95.824348,,,,,,,,,
286,538.925476,740.467285,106.157784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,833.540344,806.708740,311.333038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,485.329712,655.384644,93.513306,,,,,,,,,,,,,416.981201,706.770752,96.608131,,,,,,,,,
287,539.256897,740.800903,106.224258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,834.164185,806.818237,311.435974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,486.802612,656.061279,93.257545,,,,,,,,,,,,,417.476807,706.482178,96.956215,,,,,,,,,
288,539.683044,740.959412,106.046631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,834.749878,806.930237,311.482819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,488.228821,656.491516,92.957458,,,,,,,,,,,,,418.152283,706.246094,97.163818,,,,729.357239,833.733032,166.291641,,,
289,540.471863,740.949402,106.259827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,835.248840,807.076233,311.356262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,489.930939,655.793152,93.167664,,,,,,,,,,,,,419.294464,705.970703,97.619316,,,,729.945679,834.348022,166.236115,,,
290,541.386292,740.916504,106.984734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,835.756714,807.300476,311.271484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490.703552,655.526306,93.966232,,,,,,,,,,,,,420.180115,705.863831,98.021385,,,,730.426025,834.816833,166.411774,,,
291,542.331360,740.810547,107.592255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,836.572754,807.534973,311.057007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,491.137726,656.108582,93.685898,,,,,,,,,,,,,420.658447,705.669434,98.504128,,,,730.956604,835.226929,166.386780,,,
292,542.975891,740.882080,108.013908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,837.480347,807.855225,310.905853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,492.208771,656.978333,93.267395,,,,,,,,,,,,,422.169891,705.343506,99.436806,,,,731.538391,835.632446,166.093811,,,
293,544.391541,741.055420,107.578194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,838.245728,808.224365,310.773315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,493.570465,657.121643,93.450966,,,,,,,,,,,,,423.464233,705.205688,99.965942,,,,732.511292,836.050049,165.980652,,,
294,545.765625,741.180054,107.755989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,839.039368,808.439941,310.725555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,495.306335,656.427734,94.170502,,,,,,,,,,,,,424.639404,705.067261,100.947502,,,,733.729553,836.404053,165.865341,,,
295,547.099182,741.068970,108.366714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,839.964783,808.602112,310.570740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,496.118744,655.877869,94.690628,,,,,,,,,,,,,425.671844,705.142090,102.115730,,,,,,,,,
296,548.071045,741.306824,108.901558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,840.692566,809.001892,310.566895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,497.441284,655.471741,95.380013,,,,,,,,,,,,,427.046875,704.881653,103.442383,,,,,,,,,
297,549.375305,741.270752,109.637733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,841.262024,809.704346,310.411804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,498.782104,655.251709,96.290184,,,,,,,,,,,,,428.583801,704.868103,104.559814,,,,,,,737.916016,837.731323,163.910309
298,550.445374,741.390076,110.053223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,842.166687,810.281006,309.958862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500.056946,655.353699,96.243866,,,,,,,,,,,,,429.994904,704.855225,106.342094,,,,,,,738.494019,838.106201,164.029495
299,552.308777,741.461792,109.998894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,843.190796,810.489624,309.488403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,501.540192,655.798157,96.395515,,,,,,,,,,,,,431.151794,704.718872,107.525215,,,,,,,739.819458,838.449341,163.970474
300,554.134155,741.677429,110.795326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,844.101013,810.808044,309.123291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,503.172394,655.943542,96.944893,,,,,,,,,,,,,433.106812,704.754028,109.049866,,,,,,,,,

