Weight59
Date:,2025/04/24
Time:,13:52:59
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14,,,*15,,,*16,,,*17,,,*18,,,*19,,,*20,,,*21,,,*22,,,*23,,,*24,,,*25,,,*26,,,*27,,,*28,,,*29,,,*30,,,*31,,,*32,,,*33,,,*34,,,*35,,,*36,,,*37,,,*38,,,*39,,,*40,,,*41,,,*42,,,*43,,,*44,,,*45,,,*46,,,*47
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
128,543.462708,730.002258,118.076088,423.139587,696.287903,111.677727,,,,,,,,,,,,,,,,,,,,,,,,,,,,841.903259,798.594910,318.366791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,491.408356,645.202332,109.807678,,,,,,,,,,,,,,,,,,,,,,,,
129,543.042297,730.363464,117.694595,422.258606,696.742981,111.567589,,,,,,,,,,,,,,,,,,,,,,,,,,,,840.490173,798.502380,318.308441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490.465515,645.669861,109.507721,,,,,,,,,,,,,,,,,,,,,,,,
130,542.169678,730.685059,117.367409,421.310852,697.125854,110.690796,,,,,,,,,,,,,,,,,,,,,,,,,,,,839.572449,798.418701,317.884827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,489.686615,645.790405,109.307213,,,,,,,,,,,,,,,,,,,,,,,,
131,541.373596,730.943176,116.608963,420.119232,697.589905,110.199936,,,,,,,,,,,,,,,,,,,,,,,,,,,,839.149170,798.221924,317.242950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,488.565582,645.930664,108.276268,,,,729.969055,823.404907,174.339615,,,,,,,,,,,,,,,,,,
132,540.488037,731.269897,116.313560,419.706116,698.129944,109.714767,,,,,,,,,,,,,,,,,,,,,,,,,,,,838.848511,797.846375,316.702606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,487.800873,644.766296,108.534843,,,,729.192261,823.462585,174.209961,,,,,,,,,,,,,,,,,,
133,539.724487,731.593872,116.283684,419.346619,698.650452,109.299141,,,,,,,,,,,,,,,,,,,,,,,,,,,,838.329163,797.521362,316.455811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,486.751587,643.957703,108.977585,,,,728.415039,823.612427,173.791077,,,,,,,,,,,,,,,,,,
134,538.919556,731.995605,115.867126,418.414551,699.258362,108.696938,,,,,,,,,,,,,,,,,,,,,,,,,,,,836.984192,797.525879,316.467773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,485.719604,644.541321,108.685677,,,,727.977356,823.704346,173.667038,,,,,,,,,,,,,,,,,,
135,538.130371,732.417114,115.516830,417.731964,699.760498,108.251801,,,,,,,,,,,,,,,,,,,,,,,,,,,,835.706299,797.421082,316.590485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,485.201752,645.335876,108.231583,,,,727.590820,823.742493,173.538773,,,,,,,,,,,,,,,,,,
136,537.223938,732.861450,114.743607,417.255127,700.275452,107.847206,,,,,,,,,,,,,,,,,,,,,,,,,,,,834.807129,797.319397,316.463043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,484.785858,646.138855,107.973434,,,,727.392517,823.390564,172.802261,,,,,,,,,,,,,,,,,,
137,536.950012,732.938843,114.393463,416.676514,700.681519,107.455833,,,,,,,,,,,,,,,,,,,,,,,,,,,,834.385193,797.280701,316.322937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,484.171082,647.735779,107.369919,,,,,,,,,,,,,,,,,,,,,,,,
138,536.724548,733.115540,114.246101,415.800262,701.067505,107.150909,,,,,,,,,,,,,,,,,,,,,,,,,,,,833.966553,797.112732,316.182861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,483.459412,648.993652,106.446358,,,,,,,,,,,,,,,,,,,,,,,,
139,536.293945,733.574890,113.752151,414.825195,701.481079,106.955856,,,,,,,,,,,,,,,,,,,,,,,,,,,,833.398560,797.093323,315.951843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,482.986938,650.053223,105.788483,,,,,,,,,,,,,,,,,,,,,,,,
140,535.776672,733.952637,113.403160,414.223480,701.916504,106.811256,,,,,,,,,,,,,,,,,,,,,,,,,,,,832.834290,797.097290,315.412903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,482.498993,649.177551,105.862717,,,,,,,,,,,,,,,,,,,,,,,,
141,535.189331,734.184998,113.071709,413.904480,702.546448,106.185799,,,,,,,,,,,,,,,,,,,,,,,,,,,,832.145020,796.853210,315.514893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,482.045044,648.283447,106.274132,,,,,,,,,,,,,,,,,,,,,,,,
142,534.685181,734.472900,112.865898,413.668854,703.167664,105.576775,,,,,,,,,,,,,,,,,,,,,,,,,,,,831.387512,796.604126,315.491333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481.214325,647.994751,106.271973,,,,,,,725.924377,823.529663,170.165573,,,,,,,,,,,,,,,
143,534.292358,734.753113,112.694588,413.084778,703.759094,104.952393,,,,,,,,,,,,,,,,,,,,,,,,,,,,830.932251,796.744995,315.361145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480.380737,648.455139,106.056183,,,,,,,725.147766,823.837830,170.112808,,,,,,,,,,,,,,,
144,533.930054,735.161011,112.485062,412.404602,704.221375,104.397408,,,,,,,,,,,,,,,,,,,,,,,,,,,,830.446106,796.958740,315.243164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479.625275,649.326294,105.613312,,,,,,,724.587891,824.083740,170.012497,,,,,,,,,,,,,,,
145,533.332214,735.495300,112.145065,412.122253,704.624023,104.066734,,,,,,,,,,,,,,,,,,,,,,,,,,,,829.989014,797.103943,315.017578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479.103210,649.849304,105.419098,,,,,,,724.185364,824.245178,169.790390,,,,,,,,,,,,,,,
146,533.053528,735.845154,111.402550,411.800812,704.985168,103.811333,,,,,,,,,,,,,,,,,,,,,,,,,,,,829.705994,797.106812,314.465912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,478.747284,650.138672,105.365074,,,,,,,723.910522,824.288086,169.520370,,,,,,,,,,,,,,,
147,532.673767,736.139404,111.025795,411.685760,705.336365,102.921234,,,,,,,,,,,,,,,,,,,,,,,,,,,,829.291016,797.268616,314.089752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,478.163086,650.346191,105.127762,,,,,,,723.428162,824.451477,169.234695,,,,,,,,,,,,,,,
148,532.271790,736.443970,110.908043,411.420258,705.705933,102.245468,,,,,,,,,,,,,,,,,,,,,,,,,,,,828.886108,797.393127,313.785278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,477.806702,651.048035,104.372734,,,,,,,723.248169,824.585510,169.143341,,,,,,,,,,,,,,,
149,531.921692,736.609375,110.964485,410.973816,706.152161,101.944000,,,,,,,,,,,,,,,,,,,,,,,,,,,,828.602966,797.417236,313.574219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,477.807648,651.372681,104.545410,,,,,,,723.338928,824.663635,168.762283,,,,,,,,,,,,,,,
150,531.740295,736.859680,110.981888,410.532684,706.587341,101.538010,,,,,,,,,,,,,,,,,,,,,,,,,,,,828.329346,797.472656,313.389069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,477.113708,651.201172,104.025208,,,,,,,723.322144,824.787659,168.367996,,,,,,,,,,,,,,,
151,531.716125,737.172180,110.512169,410.552094,707.053345,101.216736,,,,,,,,,,,,,,,,,,,,,,,,,,,,828.101501,797.566589,313.177185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,476.902802,651.640869,103.264633,,,,,,,723.300842,824.986694,167.816864,,,,,,,,,,,,,,,
152,531.534058,737.463440,110.167336,410.492737,707.390381,100.722618,,,,,,,,,,,,,,,,,,,,,,,,,,,,827.965210,797.623169,313.147278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,476.533569,652.146973,103.080437,,,,,,,723.797302,824.960754,167.028305,,,,,,,,,,,,,,,
153,530.828613,737.650879,109.563484,410.336761,707.697388,100.366379,,,,,,,,,,,,,,,,,,,,,,,,,,,,827.651611,797.731750,313.167755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,476.278625,652.554810,102.985214,,,,,,,,,,,,,,,,,,,,,,,,
154,531.215332,738.010498,109.097145,410.136169,707.961121,100.004990,,,,,,,,,,,,,,,,,,,,,,,,,,,,827.347290,797.764526,312.953003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,475.917603,652.456909,102.631180,,,,,,,,,,,,,,,,,,,,,,,,
155,531.072327,738.341858,108.305199,409.788300,708.237732,99.521187,,,,,,,,,,,,,,,,,,,,,,,,,,,,827.068970,797.783691,312.832733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,475.767456,652.466370,102.049599,,,,,,,,,,,,,,,,,,,,,,,,
156,531.084167,738.620361,107.448547,409.508911,708.459961,98.817566,,,,,,,,,,,,,,,,,,,,,,,,,,,,826.618958,798.083130,312.745605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,475.736694,652.766602,101.453941,,,,,,,,,,,,,,,,,,,,,,,,
157,530.911804,738.902771,107.105537,409.233032,708.571838,98.018318,,,,,,,,,,,,,,,,,,,,,,,,,,,,826.070740,798.382202,312.738556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,475.674194,653.168640,100.933029,,,,,,,,,,,,,,,,,,,,,,,,
158,530.643066,739.103577,106.903549,409.062256,708.700317,97.642281,,,,,,,,,,,,,,,,,,,,,,,,,,,,825.601624,798.590698,312.636932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,475.654297,653.308838,100.325966,,,,,,,,,,,,,,,,,,,,,,,,
159,530.549805,739.175537,106.829849,409.054596,708.908203,97.207825,,,,,,,,,,,,,,,,,,,,,,,,,,,,825.258179,798.873108,312.410126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,475.506927,653.570313,99.792488,,,,,,,,,,,,,,,,,,,,,,,,
160,530.266541,739.318481,106.687759,409.107178,709.066406,96.826065,,,,,,,,,,,,,,,,,,,,,,,,,,,,824.981567,799.255432,312.199402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,475.606750,653.956421,99.395531,,,,,,,,,,,,,,,,,,,,,,,,
161,530.236450,739.355652,106.564316,409.192383,709.239990,96.169571,,,,,,,,,,,,,,,,,,,,,,,,,,,,824.868164,799.507629,311.909210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,475.747833,654.228699,99.048111,,,,,,,,,,722.065308,827.019348,165.706421,,,,,,,,,,,,
162,530.284851,739.470764,106.370438,409.238007,709.452576,95.254417,,,,,,,,,,,,,,,,,,,,,,,,,,,,824.739624,799.641296,311.727997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,476.015839,654.551453,98.299988,,,,,,,,,,721.986877,827.255676,165.560364,,,,,,,,,,,,
163,530.290039,739.632996,106.135277,409.223907,709.695190,94.481689,,,,,,,,,,,,,,,,,,,,,,,,,,,,824.487305,799.817261,311.590546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,476.193054,655.008240,97.656250,,,,,,,,,,721.832886,827.496704,165.483231,,,,,,,,,,,,
164,530.337463,739.833557,105.714531,409.225403,709.796326,93.678276,,,,,,,,,,,,,,,,,,,,,,,,,,,,824.355530,799.926270,311.489410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,476.386749,656.109436,96.398209,,,,,,,,,,721.742615,827.629761,165.418243,,,,,,,,,,,,
165,530.933655,740.098572,104.403481,409.506195,709.901184,93.457336,,,,,,,,,,,,,,,,,,,,,,,,,,,,824.264282,800.046265,311.402222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,476.468414,656.318970,95.980072,,,,,,,,,,721.822937,827.834717,165.177078,,,,,,,,,,,,
166,531.145447,740.437012,103.609222,410.048553,709.893494,93.866470,,,,,,,,,,,,,,,,,,,,,,,,,,,,824.255005,800.137024,311.315430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,476.739990,655.888977,96.091118,,,,,,,,,,722.022705,828.010193,164.885101,,,,,,,,,,,,
167,531.492493,740.669128,103.499153,410.285309,709.843811,94.177734,,,,,,,,,,,,,,,,,,,,,,,,,,,,824.174805,800.174561,311.259949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,477.109772,655.482483,96.235855,,,,,,,,,,722.058289,828.149719,164.586945,,,,,,,,,,,,
168,531.761292,740.647278,103.500618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,824.141968,800.233276,311.131805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,477.477936,655.342896,96.271454,,,,,,,,,,722.141174,828.391357,164.298798,,,,,,,,,,,,
169,532.008911,740.644104,103.423592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,824.193420,800.258972,310.972961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,477.768127,655.312988,96.088142,,,,,,,,,,722.262146,828.489929,164.040237,,,,,,,,,,,,
170,532.236084,740.660034,103.301361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,824.174805,800.393738,310.880219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,477.993561,655.290100,95.830971,,,,,,,,,,722.368958,828.654297,163.924240,410.595398,709.715576,94.120407,,,,,,,,,
171,532.346130,740.711304,103.269806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,824.429871,800.344788,310.675079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,478.291962,655.543945,95.650696,,,,,,,,,,722.338440,828.779419,163.909912,410.675751,709.614868,94.083084,,,,,,,,,
172,532.558411,740.644775,103.173904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,824.454346,800.437866,310.429993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,478.721863,655.980957,94.710968,,,,,,,,,,722.436951,828.938538,163.829849,410.863892,709.228271,94.500000,,,,,,,,,
173,532.864685,740.543396,103.139542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,824.297546,800.701782,310.210327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,478.840973,655.841858,94.462601,,,,,,,,,,722.486694,829.046631,163.800964,411.010559,709.058228,94.731735,,,,,,,,,
174,533.020752,740.436401,103.102936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,824.458862,800.697937,310.030243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479.055145,655.027954,94.304649,,,,,,,,,,722.617371,829.389832,163.465134,411.170532,708.921082,94.360222,,,,,,,,,
175,533.273315,740.261414,103.008377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,824.515808,800.876343,309.823425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479.217346,654.155579,94.272575,,,,,,,,,,722.726013,829.533875,163.314621,411.375092,708.726501,94.164566,,,,,,,,,
176,533.299561,740.162781,102.734558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,824.635132,801.006165,309.697906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479.389618,653.431763,93.929787,,,,,,,,,,722.749023,829.681580,163.206223,411.603333,708.516663,94.715942,,,,,,,,,
177,533.607178,740.056335,102.482994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,824.710449,801.213318,309.539948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479.662109,653.278076,93.698013,,,,,,,,,,722.734497,829.802856,163.204880,411.769714,708.384460,95.170837,,,,,,,,,
178,533.739197,740.035400,102.317825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,824.873169,801.382141,309.415375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479.852234,653.353333,93.593857,,,,,,,,,,722.960205,829.836304,162.954178,411.756256,708.368164,95.315598,,,,,,,,,
179,533.808838,740.071838,102.309402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,824.849182,801.829468,309.049286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479.988342,653.425354,93.592743,,,,,,,,,,723.156311,829.902954,162.862671,411.812378,708.296997,95.286201,,,,,,,,,
180,533.690063,740.207703,102.359406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,824.828247,802.130310,308.895447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480.081177,653.335693,93.461113,,,,,,,,,,723.202332,829.929016,162.722488,411.809540,708.286316,95.070435,,,,,,,,,
181,533.707703,740.248779,102.330833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,825.077332,802.176697,308.701843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480.164886,653.346191,93.465370,,,,,,,,,,723.364075,830.037109,162.753952,411.927887,708.388184,94.911385,,,,,,,,,
182,533.865784,740.321472,102.336929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,825.510071,802.250732,308.427429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480.253784,653.427368,93.492310,,,,,,,,,,723.612732,830.055115,162.628586,411.925629,708.512756,94.945358,,,,,,,,,
183,533.955200,740.335449,102.288757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,825.803101,802.439148,308.239807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480.350952,653.694092,93.408707,,,,,,,,,,724.066467,830.018982,162.420547,411.976532,708.616821,94.883965,,,,,,,,,
184,534.133789,740.366455,102.157761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,825.998352,802.549255,308.164093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480.410797,653.825195,93.318939,,,,,,,,,,724.513062,829.995422,162.110275,411.989899,708.643616,94.873650,,,,,,,,,
185,534.277466,740.269348,102.009995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,825.680481,802.671021,308.277496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480.515900,653.892029,93.221321,,,,,,,,,,724.847290,830.017395,161.783752,411.945099,708.754639,94.770111,,,,,,,,,
186,534.300110,740.304016,101.911552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,825.739990,802.850830,308.075836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480.429840,653.846863,93.487495,,,,,,,,,,,,,411.994537,708.863098,94.660072,,,,,,,,,
187,534.274414,740.286743,101.808479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,825.882629,802.844971,308.070740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480.384705,653.704895,93.634926,,,,,,,,,,,,,412.014008,709.000366,94.614594,,,,,,,,,
188,534.361328,740.318298,101.724602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,826.002319,802.885376,307.822479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480.637421,653.704285,93.367531,,,,,,,,,,,,,412.027069,709.101196,94.611626,,,,,,,,,
189,534.526428,740.229858,101.622581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,826.093933,802.921326,307.691956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480.826691,653.816650,93.175957,,,,,,,,,,,,,412.042847,709.293396,94.599442,,,,,,,,,
190,534.709778,740.077637,101.535599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,826.046936,802.924316,307.590149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480.780212,653.804993,93.036613,,,,,,,,,,,,,411.974640,709.446411,94.485657,,,,,,,,,
191,535.023254,739.888000,101.404701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,826.047119,802.905823,307.450989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480.776428,653.808777,93.008064,,,,,,,,,,,,,411.950653,709.642578,94.417358,,,,,,,,,
192,535.320007,739.793335,101.270836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,826.101746,802.929565,307.445953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480.775238,654.107300,93.119377,,,,,,,,,,,,,411.994049,709.851563,94.356873,,,,,,,,,
193,535.651855,739.622314,100.991089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,826.199036,802.932983,307.404175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480.623230,653.823486,93.085510,,,,,,,,,,,,,411.986938,710.058899,94.329628,,,,,,,,,
194,535.920166,739.471558,100.796600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,826.370605,803.032715,307.274384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480.613495,653.703552,93.110527,,,,,,,,,,,,,411.920746,710.272400,94.205444,726.537903,829.854370,160.607651,,,,,,
