Weight13
Date:,2025/04/16
Time:,10:57:04
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14,,,*15,,,*16,,,*17,,,*18,,,*19,,,*20,,,*21,,,*22,,,*23,,,*24,,,*25,,,*26,,,*27,,,*28,,,*29,,,*30,,,*31,,,*32,,,*33,,,*34,,,*35,,,*36,,,*37,,,*38,,,*39,,,*40,,,*41,,,*42,,,*43,,,*44,,,*45
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
123,598.690918,704.162292,157.059631,914.229736,732.411194,410.004791,513.184387,657.270264,127.050484,855.316101,770.777710,258.437836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480.236023,734.682007,130.679230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,595.962769,704.360107,156.325317,912.594421,731.966125,410.476563,510.517731,657.237122,126.079445,852.633728,770.714783,258.645355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,478.087646,734.668274,129.120544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,593.626648,703.960510,155.862823,910.476685,731.908691,410.011353,508.522430,657.241577,125.121483,849.530579,770.671631,259.048370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,591.184998,703.801514,155.122009,908.582275,731.759216,409.928436,505.795898,657.371765,123.824409,847.688354,770.350037,259.032562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,473.141205,734.640686,128.355133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,588.825989,704.005493,154.317276,907.662598,731.466553,409.844574,503.563660,657.307068,123.079117,844.813599,770.440430,258.969208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,470.267181,734.648315,127.409073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,586.736694,703.599060,153.713043,905.096497,731.780457,409.901642,501.586365,657.325928,122.231842,842.791626,770.023010,259.001343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,584.238403,703.685425,153.582169,902.557495,731.748779,410.136261,499.063354,657.068787,121.576859,840.510437,769.930664,259.435547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,465.820648,734.481201,126.627777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,582.053040,703.785278,152.804886,,,,497.218567,657.060059,120.881645,837.992615,769.746460,259.461334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,580.592102,703.350586,152.188431,,,,495.284088,657.068542,120.150543,836.015015,769.413574,259.529419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,462.473297,734.541626,124.413353,899.871460,731.240417,410.185547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,578.132019,703.528198,151.492203,,,,493.300751,656.675842,118.996529,833.615479,769.294189,259.611847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,897.764771,731.210327,410.177673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,575.978882,703.435791,150.638870,,,,491.513916,656.534607,118.197701,831.785278,769.318604,259.376556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,896.560242,730.923767,410.110962,458.252106,734.279297,123.249825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,574.510254,703.194580,150.270889,,,,489.964600,656.410095,117.033081,830.216553,768.926025,259.686798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,895.176331,730.796875,409.788330,455.793732,734.233704,123.594963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,572.698120,703.074219,149.440277,,,,488.007935,656.418945,116.739754,827.424316,769.190308,259.625580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,893.299194,730.743103,409.628113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,571.045471,703.317017,148.742416,,,,486.014038,656.269287,116.193008,825.902954,768.896790,259.791656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,891.974609,730.668091,409.685608,,,,453.416901,733.992310,120.201981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,569.279175,703.082275,148.007492,,,,484.760040,656.369568,115.220146,824.553650,768.612061,259.689453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,890.815247,730.476379,409.068207,,,,450.703644,733.810791,120.909889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,567.746277,702.766235,147.410706,,,,483.130249,656.557068,114.694290,822.547729,768.695984,259.655945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,889.437866,730.393066,408.469910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,566.216370,702.826172,146.947205,,,,481.415192,656.393799,114.414818,820.557556,768.737305,259.493927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,887.971863,730.592407,408.889862,,,,,,,448.231354,733.601074,119.588921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,564.580566,703.004700,146.499649,,,,479.947693,656.421631,113.622444,819.330139,768.475464,259.406525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,886.323120,730.507751,408.748260,,,,,,,446.172119,733.602478,118.996948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,562.860352,702.890991,146.183380,,,,478.775482,656.345947,112.780785,817.718750,768.468628,259.185364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,885.288879,729.988464,408.289032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,561.476501,702.521118,145.538483,,,,477.520386,656.208618,111.991806,815.991760,768.395508,258.985504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,884.578735,729.617981,407.947662,,,,,,,,,,443.770233,733.380432,117.283592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,560.285034,702.557312,145.034088,,,,475.971954,656.024597,111.227417,814.509583,768.265564,258.958282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,882.995605,729.999329,407.951752,,,,,,,,,,442.191132,733.311157,117.545464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,558.702332,702.660522,144.638733,,,,474.470551,656.028381,111.193611,813.491699,767.951843,258.938812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,881.362732,730.019226,407.900848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,557.259460,702.549255,144.210419,,,,473.194977,655.971619,110.754219,812.240356,767.904053,258.683289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,879.792725,730.074158,407.851227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,556.168945,702.413940,143.883240,,,,472.027130,655.873413,109.981148,810.419250,768.038147,258.706665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,438.821350,733.142578,114.877319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,555.452454,702.300476,143.034073,,,,470.649689,655.586670,109.192017,808.911438,767.941345,258.692017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,437.294983,733.106628,114.778351,879.127563,729.094116,407.306335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,554.206604,702.319397,142.214417,,,,469.683685,655.427002,108.890396,807.750366,767.669495,258.539948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,877.063171,729.682861,407.433167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,552.814270,702.285034,142.097519,,,,468.220917,655.272339,108.993187,807.215576,767.220398,258.434021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,875.732910,729.832947,407.204956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,551.437439,702.137451,141.754745,,,,467.018951,655.360840,108.724808,806.319885,767.081726,258.400726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,874.496460,729.722839,407.001190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,550.582520,702.102783,141.240814,,,,466.408020,655.332458,107.890343,805.010986,767.090210,258.302795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873.920532,729.556213,406.784607,432.761841,732.830505,113.796280,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,549.744263,701.960022,141.161072,,,,465.490356,655.262207,107.214264,803.552917,767.110657,257.927429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,874.028992,729.124390,406.026031,431.143524,732.710815,113.267906,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,548.899658,701.611023,141.198883,,,,464.527008,655.177063,106.688004,802.359253,766.941345,258.023987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873.915771,728.950317,405.375275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,547.835876,701.538940,140.585236,,,,463.582886,655.146790,106.243195,801.746521,766.828003,257.936737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,872.759705,729.162781,405.581757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,546.855591,701.621460,140.079865,,,,462.700836,655.136780,106.017380,801.212952,766.583374,257.590820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,871.258911,729.518982,405.790558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,545.782654,701.694519,139.526978,,,,461.848480,655.181396,105.613647,800.409363,766.464294,257.367981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,869.840393,729.600098,406.004791,,,,428.169495,732.406555,110.669083,,,,,,,,,,,,,,,,,,,,,,,,
157,544.935425,701.774719,139.239853,,,,461.207153,655.134399,104.925072,799.282410,766.617798,257.143494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,868.473694,729.516602,406.374695,,,,427.385468,732.344666,110.640228,,,,,,,,,,,,,,,,,,,,,,,,
158,544.098389,701.660339,138.965057,,,,460.520630,655.125000,104.394180,798.297302,766.658875,257.045227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,868.126709,729.213806,406.296448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,543.329407,701.457275,138.820175,,,,459.928192,655.025452,103.737160,797.523743,766.517395,257.072418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,868.385559,729.057617,405.332672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,542.557129,701.312805,138.482559,,,,459.242157,654.734924,103.065430,796.823486,766.422119,257.067505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,868.346375,728.975342,404.735199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,542.146667,701.086975,137.933289,,,,458.797913,654.566406,102.657364,796.215149,766.183533,256.818115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,867.574402,729.168457,404.851593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,541.803223,700.822083,137.636703,,,,457.816254,654.584534,102.598557,795.626465,766.041931,256.650146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,866.626221,729.377258,405.018616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,541.403137,700.704956,137.117432,,,,456.994781,654.447083,102.605446,795.181396,765.870667,256.544434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,865.704346,729.470032,405.162811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,541.035400,700.544250,136.523712,,,,456.429504,654.168091,102.177284,794.981079,765.593262,256.273407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,864.741089,729.566895,404.962708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,540.523621,700.353271,136.317200,,,,456.368805,653.959106,101.176178,794.358337,765.623840,256.343842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,863.953857,729.580750,404.945404,,,,,,,422.877289,731.440063,105.451530,,,,,,,,,,,,,,,,,,,,,
166,540.072754,700.330688,135.936768,,,,456.169708,653.748718,100.164520,793.751099,765.577576,256.358093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,863.619263,729.597107,404.719696,,,,,,,422.582153,731.224731,104.629944,,,,,,,,,,,,,,,,,,,,,
167,539.840271,700.306213,135.015091,,,,455.895660,653.492798,99.362961,793.100281,765.575439,256.277527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,863.456848,729.463562,404.415466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,539.442627,699.879883,134.539063,,,,455.656860,653.257080,98.739044,792.524353,765.411865,256.212616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,863.174988,729.313416,404.094727,,,,,,,,,,422.015228,731.025208,103.362503,,,,,,,,,,,,,,,,,,
169,539.055054,699.544922,134.175156,,,,455.553040,652.888916,97.950417,791.930054,765.279968,255.979507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,863.034851,729.350403,403.924011,,,,,,,,,,421.761353,730.684875,102.559761,,,,,,,,,,,,,,,,,,
170,538.665283,699.262268,133.440338,,,,455.358490,652.650452,97.218918,791.409241,765.166809,255.743591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,863.508972,729.173401,403.644440,,,,,,,,,,421.464905,730.284302,101.642700,,,,,,,,,,,,,,,,,,
171,538.298767,699.092712,133.065430,,,,455.606628,652.470459,96.258469,790.989380,765.085876,255.492310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,863.309509,729.117004,403.462524,,,,,,,,,,421.147217,729.931824,101.137764,,,,,,,,,,,,,,,,,,
172,537.984558,698.985596,132.351685,,,,455.414246,652.476318,95.415329,790.611633,764.973328,255.144913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,862.784790,729.170349,403.620544,,,,,,,,,,420.807312,729.598083,100.791588,,,,,,,,,,,,,,,,,,
173,538.001892,698.872742,131.743805,,,,455.359131,652.405945,94.636475,790.311157,764.929688,254.950607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,862.078003,729.191772,403.799805,,,,,,,,,,420.513855,729.244995,100.417320,,,,,,,,,,,,,,,,,,
174,538.059509,698.531372,130.933029,,,,455.642639,652.132874,93.566887,790.104614,764.762390,254.747498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,861.309265,729.268494,403.935028,,,,,,,,,,420.738464,729.119080,98.816742,,,,,,,,,,,,,,,,,,
175,538.208252,698.286255,130.259659,,,,455.694092,651.637085,92.467476,789.893555,764.656555,254.509888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,860.701660,729.273682,403.953156,,,,,,,,,,421.072205,728.764404,97.098526,,,,,,,,,,,,,,,,,,
176,538.277527,697.895081,129.181595,,,,455.931427,651.329834,91.287651,789.877380,764.522400,254.345093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,860.129211,729.326904,403.858185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,538.286499,697.744629,128.329758,,,,456.158356,651.150146,90.543839,789.739868,764.432922,254.243652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,859.517456,729.328186,403.727417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,538.516052,697.599365,127.659775,,,,456.261932,650.818115,89.984596,789.740356,764.258362,253.992966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,859.028198,729.394775,403.501312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,538.707031,697.294983,127.144638,,,,456.534332,650.270325,88.902344,789.773682,764.130188,253.848206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,858.743530,729.400452,403.273895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,539.024109,697.081177,126.473267,,,,456.784149,649.784119,87.812279,789.540649,763.968323,253.417648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,858.608643,729.407288,403.102051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,539.428345,697.165283,125.516548,,,,456.869232,649.741028,88.165474,789.475464,763.819336,253.140091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,858.335693,729.394653,402.877655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,539.946533,697.477234,124.999641,,,,457.166962,650.065125,88.673561,789.526245,763.711609,252.918884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,858.302185,729.403198,402.702789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,540.204651,697.556519,124.355949,,,,457.168793,650.187744,88.739410,789.559509,763.509644,252.640182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,858.238220,729.324341,402.494781,,,,,,,,,,,,,423.679688,728.099182,91.328674,,,,,,,,,,,,,,,
184,540.370789,697.324890,124.481453,,,,457.276337,649.953735,88.662323,789.524780,763.539795,252.238480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,858.285034,729.224670,402.373840,,,,,,,,,,,,,423.917542,728.177124,91.554344,,,,,,,,,,,,,,,
185,540.759338,696.967651,124.350456,,,,457.532532,649.720581,88.386253,789.892883,763.518860,251.721359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,858.335571,729.222778,402.189941,,,,,,,,,,,,,424.069244,728.082397,91.732056,,,,,,,,,,,,,,,
186,540.522705,697.067078,124.521416,,,,457.788788,649.661499,88.068695,790.416016,763.497009,251.233688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,858.339539,729.140808,401.922913,,,,,,,,,,,,,424.341949,727.893066,91.623520,,,,,,,,,,,,,,,
187,540.490601,696.914185,124.547989,,,,457.956238,649.478088,87.985657,791.508850,762.999817,250.947830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,858.413574,729.134094,401.663239,,,,,,,,,,,,,424.523132,727.742432,91.544594,,,,,,,,,,,,,,,
188,540.703735,696.783264,124.547722,,,,458.077789,649.293396,88.068230,792.173767,762.764221,250.766602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,858.401917,729.148804,401.425262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,540.842773,696.650208,124.611916,,,,458.115326,649.367004,88.109962,792.460266,762.592896,250.598343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,858.923828,729.139099,400.924713,,,,,,,,,,,,,,,,424.879120,727.619934,91.405769,,,,,,,,,,,,
190,540.884888,696.503723,124.360954,,,,458.174225,649.396057,88.131638,792.658325,762.452454,250.486938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,859.340759,729.092346,400.352234,,,,,,,,,,,,,,,,424.924530,727.599792,91.520378,,,,,,,,,,,,
191,541.056641,696.357361,124.242378,,,,458.203918,649.396545,88.072205,792.650513,762.413086,250.235703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,859.879639,728.943848,399.935120,,,,,,,,,,,,,,,,425.023407,727.689636,91.566269,,,,,,,,,,,,
