PTP253;;;;;;;;;;;;
Date:;2025/04/23;;;;;;;;;;;
Time:;14:00:53;;;;;;;;;;;
Type:;test;;;;;;;;;;;
Description:;"";;;;;;;;;;;
Notes:;"";;;;;;;;;;;
TRAJECTORIES;;;;;;;;;;;;
200.000000;Hz;;;;;;;;;;;
;*1;;;*2;;;*3;;;*4;;
59;818.248901;690.320740;136.868958;;;;;;;;;
60;814.611023;692.854065;138.930099;;;;;;;;;
61;811.082703;695.322449;140.796127;;;;;;;;;
62;806.753296;697.873291;142.626389;;;;;;;;;
63;803.609131;700.205933;144.670807;;;;;;;;;
64;799.477478;702.849792;146.341095;;;;;;;;;
65;796.032043;705.023621;147.958740;;;;;;;;;
66;792.741455;707.278931;149.013718;;;;;;;;;
67;789.233948;709.200562;150.455292;;;;;;;;;
68;785.472900;711.537476;151.922836;;;;;;;;;
69;781.881775;713.737488;153.624313;;;;;;;;;
70;777.885559;715.958435;154.821976;;;;;;;;;
71;773.788147;718.202148;156.918106;;;;;;;;;
72;769.929626;720.474548;158.434280;;;;;;;;;
73;765.380432;723.006287;160.492554;;;;;;;;;
74;761.146118;725.364136;162.347046;;;;;;;;;
75;756.783691;728.019836;164.408173;;;;;;;;;
76;752.094177;730.616821;166.491241;;;;;;;;;
77;747.361084;733.503540;168.589874;;;;;;;;;
78;742.506958;736.343811;170.030167;;;;;;;;;
79;738.401489;739.168823;172.171967;;;;;;;;;
80;733.429688;742.263733;173.965866;;;;;;;;;
81;728.526001;744.982483;175.614838;;;;;;;;;
82;724.536743;747.747742;176.933716;;;;;;;;;
83;720.219971;750.349426;178.545425;;;;;;;;;
84;715.950500;753.203796;179.660187;;;;;;;;;
85;711.413086;755.848633;180.106689;;;;;;;;;
86;707.254517;758.384521;181.268723;;;;;;;;;
87;703.021057;760.927307;182.532135;;;;;;;;;
88;698.729309;763.475403;183.284088;;;;;;;;;
89;694.263062;766.096619;184.064651;;;;;;;;;
90;690.187195;768.496826;184.391708;;;;;;;;;
91;685.967407;770.777527;184.864410;;;;;;;;;
92;681.309143;773.427185;185.654251;;;;;;;;;
93;677.117188;776.061768;186.192932;;;;;;;;;
94;672.692383;778.480652;186.557480;;;;;;;;;
95;668.589233;781.048828;186.554337;;;;;;;;;
96;664.980408;783.483337;186.575989;;;;;;;;;
97;660.538208;785.907288;186.505005;;;;;;;;;
98;656.307861;788.295776;186.641113;;;;;;;;;
99;652.480408;791.004150;186.366196;;;;;;;;;
100;648.480042;793.184875;186.274078;;;;;;;;;
101;644.595825;795.689819;185.481613;2409.572021;215.755615;-112.161652;;;;;;
102;640.452759;797.936340;185.401199;;;;;;;;;
103;636.664307;800.437378;184.944275;;;;;;;;;
104;632.813843;802.521301;184.642715;;;;;;;;;
105;628.960022;804.760559;183.704590;;;;;;;;;
106;625.511169;806.771606;182.937775;;;;;;;;;
107;621.731628;808.852844;182.026077;;;;;;;;;
108;618.211792;810.913879;181.375214;;;;;;;;;
109;614.688965;812.831543;180.626389;;;;;;;;;
110;611.111511;814.762268;179.481934;;;;;;;;;
111;608.146484;816.729675;178.281097;;;;;;;;;
112;604.488220;818.641907;176.911331;;;;;;;;;
113;601.340637;820.446716;176.298431;;;;;;;;;
114;597.484375;822.816956;175.422928;;;;;;;;;
115;594.579102;824.330750;174.496445;;;;;;;;;
116;592.162231;826.264343;172.970200;;;;;;;;;
117;589.088684;828.181213;171.964401;;;;;;;;;
118;586.355103;829.768066;170.864090;;;;;;;;;
119;583.813843;831.371094;169.155518;;;;;;;;;
120;581.480591;833.017578;167.378174;;;;;;;;;
121;578.963074;834.018372;166.351807;;;;;;;;;
122;576.486450;835.640015;164.479385;;;;;;;;;
123;574.345398;837.174927;163.441208;;;;;;;;;
124;572.420715;838.110107;161.886246;;;;;;;;;
125;569.895142;839.377869;160.473740;;;;;;;;;
126;567.857178;840.628113;158.698792;;;;;;;;;
127;565.924988;841.574402;157.487610;;;;;;;;;
128;564.714783;842.622803;155.608047;;;;;;;;;
129;562.759949;843.851990;153.509247;;;;;;;;;
130;560.986633;844.647766;151.812973;;;;;;;;;
131;559.544800;845.318115;151.322586;;;;;;;;;
132;557.887756;846.400879;149.902267;;;;;;;;;
133;556.280212;847.379395;147.572220;;;;;;;;;
134;555.282471;848.242859;145.736908;;;;;;;;;
135;553.715820;849.156311;144.124146;;;;;;;;;
136;552.636292;849.629822;142.762451;;;;;;;;;
137;551.447693;849.926819;141.667450;;;;;;;;;
138;550.198914;850.647461;139.948532;;;;;;;;;
139;548.982239;851.283813;138.375275;;;;;;;;;
140;548.088379;851.593628;136.587952;;;;;;;;;
141;547.265625;852.184326;134.987885;;;;;;;;;
142;546.729370;852.664185;133.812912;;;;;;;;;
143;545.683289;853.225647;132.427032;;;;;;;;;
144;545.071960;853.614441;130.910843;;;;;;;;;
145;544.656677;853.674988;129.746780;;;;;;;;;
146;543.926086;854.135986;127.897491;;;;;;;;;
147;543.799377;854.385925;126.578606;;;;;;;;;
148;543.088074;854.567017;125.455956;;;;;;;;;
149;542.635742;855.060730;123.845612;;;;;;;;;
150;542.273254;855.028015;122.092049;;;;;;;;;
151;541.839722;855.120605;120.591675;;;;;;;;;
152;541.574341;855.424500;119.529549;;;;;;;;;
153;541.360413;855.447510;118.215973;;;;;;;;;
154;541.024658;855.438965;116.981628;;;;;;;;;
155;540.541809;855.602966;115.701607;;;;;;;;;
156;540.334595;855.632690;114.698898;;;;;;;;;
157;540.238403;855.531067;113.774208;;;;;;;;;
158;540.065186;855.555298;112.288261;;;;;;;;;
159;540.007202;855.559143;111.079262;;;;;;;;;
160;539.812073;855.423706;110.313179;;;;;;;;;
161;539.780151;855.058411;109.649063;;;;;;;;;
162;539.672607;854.810608;108.926437;;;;;;;;;
163;539.621887;854.751099;107.961327;;;;;;;;;
164;539.320007;854.882202;107.326729;;;;;;;;;
165;538.938660;854.941772;106.920128;;;;;;;;;
166;538.525513;854.945679;106.644226;;;;;;;;;
167;538.156433;855.024109;106.415604;;;;;;;;;
168;537.881470;855.164734;106.329483;;;;;;;;;
169;537.423401;855.190063;106.449142;;;;;;;;;
170;536.968018;855.221252;106.446159;;;;;;;;;
171;536.406494;855.123291;106.041046;;;;;;;;;
172;535.933228;855.194153;105.872894;;;;;;;;;
173;535.691589;855.249268;105.504173;;;;;;;;;
174;535.267456;855.115295;105.407295;;;;;;;;;
175;534.894043;855.139832;104.999680;;;;;;;;;
176;534.854187;855.369934;105.091232;;;;;;;;;
177;534.616455;855.411499;105.058151;;;;;;;;;
178;534.342163;855.321045;105.036552;;;;;;;;;
179;534.212036;855.234619;104.821060;;;;;;;;;
180;533.923401;855.191040;104.602638;;;;;;;;;
181;533.648560;855.061646;104.419876;;;;;;;;;
182;533.353699;855.030518;104.227066;;;;;;;;;
183;533.162903;854.849487;104.063240;;;;;;;;;
184;533.041870;854.661377;103.763000;;;;;;;;;
185;532.992188;854.469971;103.427948;;;;;;;;;
186;532.780090;854.361206;103.194519;;;;;;;;;
187;532.663452;854.300842;102.934776;;;;;;;;;
188;532.532593;854.226624;102.782623;;;;;;;;;
189;532.458069;854.231934;102.755219;;;;;;;;;
190;532.498108;853.938232;103.175713;;;;;;;;;
191;532.321167;853.849304;103.245903;;;;;;;;;
192;532.376404;853.836731;102.978775;;;;;;;;;
193;532.414490;853.928650;102.939316;;;;;;;;;
194;532.405579;853.925659;102.918900;;;;;;;;;
195;532.500793;853.983337;102.740135;;;;;;;;;
196;532.648804;854.089539;102.491142;;;;;;;;;
197;532.765076;854.176392;102.236809;;;;;;;;;
198;532.774292;854.399414;101.671234;;;;;;;;;
199;532.949158;854.433899;101.169800;;;;;;;;;
200;533.054565;854.354004;100.990700;;;;;;;;;
201;533.113281;854.247009;101.014587;;;;;;;;;
202;533.206726;854.247803;100.881592;;;;;;;;;
203;533.284729;854.196106;100.748291;;;;;;;;;
204;533.309143;854.098145;100.676292;;;;;;;;;
205;533.287109;854.082764;100.392235;;;;;;;;;
206;533.379822;854.008789;100.200729;;;;;;;;;
207;533.392395;853.912598;100.014442;;;;;;;;;
208;533.322937;853.836426;99.775864;;;;;;;;;
209;533.250793;853.744019;99.739883;;;;;;;;;
210;533.169739;853.633850;99.559891;;;;;;;;;
211;533.090942;853.637512;99.394295;;;;;;;;;
212;533.000061;853.538574;99.274651;;;;;;;;;
213;532.827148;853.376526;99.182365;;;;;;;;;
214;532.670715;853.316650;99.164764;;;;;;;;;
215;532.571411;853.300903;99.020424;;;;2409.481689;215.358444;-111.756020;;;
216;532.412109;853.196899;98.983902;;;;;;;;;
217;532.219421;853.176453;98.870041;;;;;;;;;
218;531.995544;853.177429;98.845169;;;;;;;;;
219;531.804321;853.085938;98.700241;;;;;;;2409.506592;215.421173;-111.787239
220;531.632446;853.186523;98.597420;;;;;;;;;
221;531.517761;853.226074;98.429329;;;;;;;;;
222;531.398743;853.237915;98.388939;;;;;;;;;
223;531.238220;853.337219;98.329689;;;;;;;;;
224;531.092529;853.360901;98.319885;;;;;;;;;
225;531.056396;853.452271;98.236298;;;;;;;;;
226;530.902222;853.497681;98.140678;;;;;;;;;
227;530.795593;853.590820;98.099312;;;;;;;;;
228;530.802307;853.689453;98.046669;;;;;;;;;
229;530.793335;853.711487;98.040489;;;;;;;;;
230;530.672852;853.802612;98.036682;;;;;;;;;
231;530.529297;853.914185;98.035103;;;;;;;;;
232;530.446533;853.937622;98.038307;;;;;;;;;
233;530.343872;854.037048;97.941093;;;;;;;;;
234;530.332703;854.065979;97.928757;;;;;;;;;
235;530.238708;854.075134;97.920296;;;;;;;;;
236;530.134277;854.178589;97.894897;;;;;;;;;
237;530.084839;854.202148;97.917267;;;;;;;;;
238;530.000671;854.213684;97.849579;;;;;;;;;
239;529.921875;854.210266;97.775719;;;;;;;;;
240;529.982727;854.227051;97.744881;;;;;;;;;
241;529.929321;854.257263;97.626907;;;;;;;;;
242;529.847473;854.184021;97.553185;;;;;;;;;
243;529.791626;854.194946;97.421097;;;;;;;;;
244;529.772217;854.126831;97.326385;;;;;;;;;
245;529.619385;854.042847;97.249046;;;;;;;;;
246;529.594116;853.946411;97.204521;;;;;;;;;
247;529.418701;853.858032;97.137497;;;;;;;;;
248;529.368713;853.863403;97.008881;;;;;;;;;
249;529.307251;853.807556;96.921700;;;;;;;;;
250;529.255188;853.804016;96.761505;;;;;;;;;
251;529.209412;853.750549;96.699997;;;;;;;;;
252;529.118042;853.763855;96.513329;;;;;;;;;
253;529.075378;853.786316;96.380180;;;;;;;;;
254;529.092712;853.789124;96.196648;;;;;;;;;
255;528.980225;853.826111;96.016731;;;;;;;;;
256;528.939270;853.834900;95.621574;;;;;;;;;
257;528.920471;853.883362;95.672501;;;;;;;;;
