PTP254;;;;;;
Date:;2025/04/28;;;;;
52;495.659698;837.692261;141.560852;;;
53;491.653625;840.781860;139.382294;;;
54;487.411255;843.943665;136.938034;;;
55;483.420380;847.278992;135.866409;;;
56;480.013428;850.374512;133.929794;;;
57;476.274445;853.735962;132.000717;;;
58;473.015320;856.749146;129.450500;;;
59;470.186371;859.571106;127.709702;;;
60;467.481659;862.329712;126.003426;;;
61;464.697540;865.342285;124.124733;;;
62;462.096527;868.385559;122.027725;;;
63;459.674561;871.017944;119.905144;;;
64;457.570404;873.391785;117.757492;;;
65;455.105957;875.954468;115.813812;;;
66;453.755127;878.033142;113.547356;;;
67;452.365082;880.388489;111.098976;;;
68;451.111359;882.229919;109.274780;;;
69;449.222748;884.349670;107.290047;;;
70;448.268433;885.929565;105.078011;;;
71;446.655212;887.857117;104.631073;;;
72;445.419373;889.255615;102.463432;;;
73;444.643951;890.570496;101.063774;;;
74;444.237823;892.019104;98.948944;;;
75;443.402496;892.940186;97.720009;;;
76;442.303131;893.868591;96.186623;;;
77;441.435516;894.524353;95.065796;;;
78;441.096008;895.067749;94.178520;;;
79;440.660248;895.714233;92.268074;;;
80;440.174835;896.017395;90.863876;;;
81;439.880005;896.053894;89.358452;;;
82;439.364563;896.124634;87.234871;;;
83;439.072937;895.871643;85.875786;;;
84;438.705566;895.433655;84.378494;;;
85;438.419006;895.023376;82.223175;;;
86;438.140686;894.425720;80.654610;;;
87;438.004822;893.501892;79.466995;;;
88;437.402435;892.576050;77.901825;;;
89;436.976379;891.791138;76.700768;;;
90;437.210083;891.131653;75.368248;;;
91;437.225067;890.350830;74.280777;;;
92;437.193359;890.003174;73.879715;;;
93;437.238800;890.210266;73.962112;;;
94;437.215607;890.438293;74.225502;;;
95;437.312164;890.761658;74.298462;;;
96;437.293457;891.055908;74.409149;;;
97;437.290588;891.269531;74.476715;;;
98;437.325806;891.391785;74.410767;;;
99;437.327545;891.480530;74.438545;;;
100;437.277527;891.471924;74.495895;;;
101;437.254669;891.460144;74.525444;;;
102;437.254913;891.458862;74.525658;;;
103;437.236206;891.478882;74.446335;;;
104;437.225769;891.466736;74.399864;;;
105;437.141144;891.493286;74.364334;;;
106;437.126038;891.475830;74.353683;;;
107;437.023071;891.480347;74.328720;;;
108;437.032654;891.461548;74.362152;;;
109;437.008057;891.477051;74.347374;;;
110;437.504730;891.706299;73.555870;;;
111;437.289795;891.542908;73.895096;;;
112;436.966705;891.467773;74.320267;;;
113;437.342102;891.705811;73.646759;;;
114;437.215698;891.570923;73.829079;;;
115;437.019531;891.496643;74.131195;;;
116;436.940765;891.484070;74.251129;;;
117;436.952911;891.490234;74.232613;;;
118;436.923035;891.504150;74.145744;;;
119;437.339050;891.823608;73.492485;;;
120;437.039307;891.668762;73.840195;;;
121;436.771118;891.616638;74.025612;;;
122;436.700806;891.740234;73.595779;;;
123;436.767273;891.663513;73.787292;;;
124;436.618927;891.637878;73.940544;;;
125;436.559418;891.619324;74.053658;;;
126;436.556610;891.617432;74.066788;;;
127;436.572144;891.620728;74.042984;;;
128;436.640594;891.630005;74.014336;;;
129;436.695465;891.628296;73.967194;;;
130;436.673309;891.634155;73.976334;;;
131;436.637939;891.518311;74.088989;;;
132;436.652313;891.513000;74.026131;;;
133;436.860870;891.500977;74.149139;;;
134;436.700653;891.498718;74.088242;;;
135;436.697845;891.585022;74.176346;;;
136;437.198303;891.839661;73.427689;;;
137;437.033813;891.590637;73.689896;;;
138;436.947723;891.714539;73.549484;;;
139;436.884857;891.637268;73.975204;;;
140;436.781555;891.619202;74.083527;;;
141;436.895020;891.728516;73.624596;;;
142;436.942902;891.673279;73.812248;;;
143;436.956604;891.749329;73.625961;;;
144;437.019287;891.784729;73.486824;;;
145;437.375488;891.855713;73.260719;;;
146;437.088898;891.681702;73.705582;;;
147;436.798279;891.739563;73.642097;;;
148;436.842560;891.772339;73.473213;;;
149;436.821869;891.669434;73.766876;;;
150;436.700348;891.621399;73.976311;;;
151;436.644684;891.590088;74.119553;;;
152;436.650360;891.614197;74.042320;;;
153;436.685913;891.539734;73.963676;;;
154;436.716034;891.519714;73.895973;;;
155;436.710022;891.515808;73.981674;;;
156;436.621063;891.534241;73.942749;;;
157;436.613037;891.538940;73.922165;;;
158;436.592102;891.530151;73.995087;;;
159;436.617432;891.526855;73.908951;;;
160;436.636322;891.539185;73.893806;;;
161;436.634338;891.526062;73.959160;;;
162;436.944824;891.833191;73.268250;;;
163;437.171021;891.935730;72.780075;;;
164;436.856659;891.697449;73.573997;;;
165;436.878906;891.825195;73.406792;;;
166;437.047394;891.898254;72.975609;;;
167;437.174683;891.923279;72.900688;;;
168;436.765320;891.593567;73.625618;;;
169;436.788940;891.812073;73.384277;;;
170;436.672424;891.678101;73.743729;;;
171;436.510498;891.621216;74.008209;;;
172;436.491547;891.651123;73.546402;;;
173;436.594147;891.649231;73.794609;;;
174;436.574402;891.672119;73.445816;;;
175;436.599701;891.708252;73.178970;;;
176;436.471771;891.603699;73.560997;;;
177;436.336121;891.631653;73.882088;;;
178;436.202057;891.653564;73.934029;;;
179;436.144684;891.664429;73.858444;;;
180;436.038483;891.669495;73.827820;;;
181;435.926178;891.768005;73.836678;;;
182;435.682007;891.897034;73.803604;;;
183;435.548157;892.009521;73.811935;;;
184;435.381805;892.140076;73.808304;;;
185;435.407288;892.322205;73.590614;;;
186;435.366852;892.359436;73.532257;;;
187;435.038544;892.474304;73.441139;;;
188;434.895264;892.484802;73.540260;;;
189;434.814972;892.569885;73.571251;;;
190;434.882080;892.576660;73.608681;;;
191;;;;;;
192;;;;434.881927;892.569336;74.127861
193;;;;435.154816;892.317688;74.363213
194;;;;435.520233;892.063354;74.541916
195;;;;436.029083;891.599792;74.622612
