;*1;;;*2;;;*3;;;*4;;;*5;;;*6;;;*7;;;*8;;;*9;;;*10;;;*11;;;*12;;;*13;;;*14;;;*15;;;*16;;;*17;;;*18;;;*19;;;*20;;;*21;;;*22;;;*23;;;*24;;;*25;;;*26;;;*27;;;*28;;;*29;;;*30;;;*31;;;*32;;;*33;;;*34;;;*35;;;*36;;;*37;;;*38;;;*39;;;*40;;
Field #;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z
207;548.888245;725.173218;131.041458;488.206329;649.784302;91.480789;;;;;;;;;;;;;;;;;;;;;;;;;942.985413;833.612122;449.844025;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;424.318359;718.403320;99.988106;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
208;548.537781;725.460754;130.161911;488.276825;650.427002;89.193352;;;;;;;;;;;;;;;;;;;;;;;;;942.507813;833.493408;449.577057;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;424.337128;718.708740;98.737656;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
209;548.477112;725.742188;129.146088;488.239960;650.663879;87.862480;;;;;;;;;;;;;;;;;;;;;;;;;942.097778;833.525879;449.447113;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;424.279602;718.970215;97.256599;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210;548.142578;725.749390;128.199081;488.166229;650.620361;86.833115;;;;;;;;;;;;;;;;;;;;;;;;;941.746765;833.479797;449.274445;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;424.191406;718.949280;95.945160;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
211;548.082520;725.737793;127.469864;488.026642;650.622070;86.328285;;;;;;;;;;;;;;;;;;;;;;;;;941.227356;833.499451;449.128693;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;424.053650;719.153870;95.181099;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
212;548.140808;725.764038;126.878288;487.915894;650.677551;85.968353;;;;;;;;;;;;;;;;;;;;;;;;;940.918152;833.464844;448.868134;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;424.083191;719.499146;93.703514;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
213;548.054260;725.710449;126.295868;487.973175;650.619324;85.391502;;;;;;;;;;;;;;;;;;;;;;;;;940.532288;833.416077;448.676178;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;424.179657;719.681580;92.700478;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
214;548.331299;725.674988;125.366852;487.946289;650.459961;84.747223;;;;;;;;;;;;;;;;;;;;;;;;;940.118652;833.378784;448.541870;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;424.180756;719.773865;92.069031;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
215;548.257813;725.977539;124.306313;488.054565;651.000305;83.227142;;;;;;;;;;;;;;;;;;;;;;;;;939.772034;833.314087;448.365326;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;424.216553;719.825439;91.505196;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
216;548.459961;726.023926;123.176682;488.331818;651.216003;82.617355;;;;;;;;;;;;;;;;;;;;;;;;;939.471008;833.249817;448.224823;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;424.349640;719.946045;91.264366;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
217;548.859497;726.182983;122.518417;488.244720;651.279297;82.242485;;;;;;;;;;;;;;;;;;;;;;;;;939.183350;833.177979;447.974640;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;424.349915;720.250549;91.041145;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
218;549.031982;726.348145;122.098221;488.116791;651.264038;82.051468;;;;;;;;;;;;;;;;;;;;;;;;;938.917542;833.187805;447.766174;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;424.289703;720.477417;90.663002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
219;549.085999;726.347595;121.820061;487.958557;651.327637;81.809082;;;;;;;;;;;;;;;;;;;;;;;;;938.742554;833.114075;447.614044;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;424.456543;720.809998;90.113159;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
220;549.131531;726.329102;121.522781;487.867462;651.319397;81.699707;;;;;;;;;;;;;;;;;;;;;;;;;938.560425;833.163025;447.362061;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;424.671967;720.973694;89.616867;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
221;549.126587;726.298462;121.314789;487.792816;651.292542;81.591148;;;;;;;;;;;;;;;;;;;;;;;;;938.412415;833.140564;447.079803;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;424.762360;720.971863;89.466209;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
222;549.028625;726.305847;121.177811;487.704956;651.286804;81.518028;;;;;;;;;;;;;;;;;;;;;;;;;938.259399;833.115723;446.912170;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;424.622406;721.064880;89.529854;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
223;549.138184;726.229004;121.123344;487.504669;651.150146;81.726784;;;;;;;;;;;;;;;;;;;;;;;;;938.065186;833.063232;446.566467;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;424.450897;721.088501;89.729179;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
224;549.135193;726.078918;121.007362;487.369598;650.925598;81.744804;;;;;;;;;;;;;;;;;;;;;;;;;938.004028;833.109314;446.398224;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;424.546234;721.019409;89.695732;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
225;548.986694;726.062378;120.996155;487.291260;650.858887;81.642044;;;;;;;;;;;;;;;;;;;;;;;;;937.778564;833.063843;446.003174;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;424.250458;720.977295;89.753891;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
226;548.839722;725.977234;120.918480;487.245667;650.843994;81.619659;;;;;;;;;;;;;;;;;;;;;;;;;937.717896;833.065369;445.797089;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;424.028168;720.893311;89.965500;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
227;548.736572;725.884949;120.976379;487.155304;650.886353;81.708992;;;;;;;;;;;;;;;;;;;;;;;;;937.706543;833.074524;445.640778;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;423.750519;720.738708;90.735420;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
228;548.643799;725.837830;120.872009;487.098877;650.876709;81.609123;;;;;;;;;;;;;;;;;;;;;;;;;937.753296;833.083801;445.527496;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
229;548.567505;725.740051;120.882446;487.037964;650.628906;81.576553;;;;;;;;;;;;;;;;;;;;;;;;;937.820984;833.034790;445.333679;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
230;548.443054;725.598267;120.908211;486.981506;650.629456;81.689362;;;;;;;;;;;;;;;;;;;;;;;;;937.967529;833.079224;445.088287;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
231;548.379700;725.489441;120.771721;486.866089;650.545349;81.807465;;;;;;;;;;;;;;;;;;;;;;;;;938.100220;833.127502;444.921661;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
232;548.345215;725.476807;120.798203;486.814056;650.430054;81.708496;;;;;;;;;;;;;;;;;;;;;;;;;938.220093;833.091125;444.748138;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
233;548.308105;725.344177;120.670029;486.771301;650.259705;81.729546;;;;;;;;;;;;;;;;;;;;;;;;;938.290588;833.116333;444.678680;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
234;548.178955;725.231384;120.616402;486.839386;650.286804;81.588226;;;;;;;;;;;;;;;;;;;;;;;;;938.508789;833.096802;444.669769;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;423.118652;719.951355;90.706062;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
235;548.311279;725.106934;120.471252;486.649414;650.143188;81.843094;;;;;;;;;;;;;;;;;;;;;;;;;938.653748;833.089478;444.622192;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
236;548.228699;725.107361;120.448067;486.640869;650.086182;81.673660;;;;;;;;;;;;;;;;;;;;;;;;;938.731628;833.202393;444.624573;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
237;548.211182;725.111511;120.367523;486.654602;649.948364;81.528404;;;;;;;;;;;;;;;;;;;;;;;;;938.807373;833.255127;444.712433;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
238;548.269958;725.006653;120.284126;486.595032;649.946716;81.730087;;;;;;;;;;;;;;;;;;;;;;;;;938.798645;833.325745;444.794586;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
239;548.271667;724.986145;120.273499;486.598022;649.876404;81.648308;;;;;;;;;;;;;;;;;;;;;;;;;938.724365;833.380737;444.864136;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240;548.120056;725.106689;120.336197;486.623749;649.951111;81.351913;;;;;;;;;;;;;;;;;;;;;;;;;938.689941;833.482666;444.979248;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;423.016998;719.748596;90.637154;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
241;548.274170;725.101990;120.264160;486.507385;649.845581;81.639763;;;;;;;;;;;;;;;;;;;;;;;;;938.398071;833.521118;445.277771;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
242;548.160278;725.119812;120.306793;486.649811;650.012878;81.347832;;;;;;;;;;;;;;;;;;;;;;;;;938.212158;833.586914;445.440033;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
243;548.070313;725.215698;120.397003;486.782593;650.145935;81.080696;;;;;;;;;;;;;;;;;;;;;;;;;938.102173;833.690491;445.508575;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
244;548.151611;725.221436;120.281204;486.849731;650.152893;81.163879;;;;;;;;;;;;;;;;;;;;;;;;;938.009277;833.730896;445.599335;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
245;548.264221;725.206909;120.141487;486.569946;649.978088;81.475792;;;;;;;;;;;;;;;;;;;;;;;;;937.870789;833.826721;445.648621;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
246;548.182922;725.221680;120.241554;486.665466;650.056641;81.192726;;;;;;;;;;;;;;;;;;;;;;;;;937.682739;833.906006;445.715881;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
247;548.108154;725.305908;120.200935;486.750183;650.151062;81.096809;;;;;;;;;;;;;;;;;;;;;;;;;937.573364;834.053711;445.798431;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
248;548.043213;725.340698;120.294281;486.870819;650.278259;80.847626;;;;;;;;;;;;;;;;;;;;;;;;;937.505066;834.117737;445.872009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
249;548.079529;725.330994;120.296944;486.855835;650.232605;80.896187;;;;;;;;;;;;;;;;;;;;;;;;;937.406738;834.155457;445.941620;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
250;548.116699;725.352600;120.142960;486.856049;650.181580;80.951813;;;;;;;;;;;;;;;;;;;;;;;;;937.253784;834.232605;445.939056;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
251;548.250549;725.338745;119.994446;486.711731;650.042847;81.208153;;;;;;;;;;;;;;;;;;;;;;;;;937.181030;834.278076;446.040527;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
252;548.257690;725.428101;119.894028;486.698059;650.014954;81.235458;;;;;;;;;;;;;;;;;;;;;;;;;937.131714;834.285645;446.015533;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
253;548.119141;725.453430;120.057259;486.951721;650.193542;80.769775;;;;;;;;;;;;;;;;;;;;;;;;;937.064880;834.331726;446.062500;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
254;548.170654;725.461548;119.920563;486.953735;650.195068;80.844376;;;;;;;;;;;;;;;;;;;;;;;;;937.054321;834.394470;446.079132;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
255;548.275635;725.454773;119.911766;486.880676;650.068420;80.988007;;;;;;;;;;;;;;;;;;;;;;;;;937.056458;834.442871;446.084747;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
256;548.406738;725.547363;119.529869;486.887115;650.114319;80.959770;;;;;;;;;;;;;;;;;;;;;;;;;937.059021;834.500793;446.088623;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
257;548.503845;725.558228;119.376945;486.936401;650.136353;80.872139;;;;;;;;;;;;;;;;;;;;;;;;;937.055664;834.548706;446.095703;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
258;548.506348;725.551697;119.385475;486.943939;650.042114;80.869980;;;;;;;;;;;;;;;;;;;;;;;;;937.085876;834.558899;446.096466;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
259;548.492676;725.540344;119.387337;487.000336;650.114929;80.837280;;;;;;;;;;;;;;;;;;;;;;;;;937.367798;834.613037;446.358459;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
260;548.489380;725.538879;119.388573;487.018219;650.147339;80.813080;;;;;;;;;;;;;;;;;;;;;;;;;937.503540;834.609436;446.363586;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;423.089935;719.639404;90.616257;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
261;548.518127;725.531006;119.370415;487.016510;650.146667;80.811768;;;;;;;;;;;;;;;;;;;;;;;;;937.548279;834.699768;446.383972;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;423.157959;719.741699;90.564728;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
262;548.500061;725.538513;119.378021;487.012634;650.141602;80.817589;;;;;;;;;;;;;;;;;;;;;;;;;937.518677;834.732178;446.316223;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;423.167267;719.751465;90.548164;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
263;548.558899;725.523926;119.343597;487.043427;650.151550;80.784393;;;;;;;;;;;;;;;;;;;;;;;;;937.500610;834.770691;446.304657;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;423.181366;719.744446;90.437027;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
264;548.494690;725.573364;119.251411;487.143219;650.333435;80.472229;;;;;;;;;;;;;;;;;;;;;;;;;937.611023;834.766357;446.287933;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;423.232574;719.727844;90.460403;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
265;548.591919;725.459473;119.466156;487.111694;650.210754;80.590004;;;;;;;;;;;;;;;;;;;;;;;;;937.642578;834.760132;446.287964;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;423.156586;719.840271;90.464317;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
266;548.573669;725.487488;119.289246;487.048828;650.144409;80.743240;;;;;;;;;;;;;;;;;;;;;;;;;937.668396;834.806824;446.296783;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;423.115906;719.865662;90.498466;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
267;548.494873;725.527771;118.993301;487.129242;650.309021;80.461784;;;;;;;;;;;;;;;;;;;;;;;;;937.729736;834.807983;446.242188;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
268;548.594849;725.461243;118.911079;487.118866;650.285522;80.572906;;;;;;;;;;;;;;;;;;;;;;;;;937.741760;834.803467;446.230743;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;423.136505;719.853333;90.483269;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
269;548.656311;725.430176;118.891228;487.068481;650.164795;80.708710;;;;;;;;;;;;;;;;;;;;;;;;;937.738892;834.812927;446.181488;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
270;548.680725;725.431091;118.901062;487.047241;650.131653;80.748123;;;;;;;;;;;;;;;;;;;;;;;;;937.816650;834.815796;446.137543;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;423.088928;719.962891;90.560318;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
271;548.435730;725.631226;119.086395;487.408844;650.790039;79.581772;;;;;;;;;;;;;;;;;;;;;;;;;937.840027;834.774719;446.128571;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;423.185303;719.959595;90.449440;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
272;548.326050;725.705872;119.001495;487.612274;651.061890;79.122711;;;;;;;;;;;;;;;;;;;;;;;;;937.810120;834.765747;446.114655;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;423.211914;719.957886;90.404892;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
273;548.396545;725.685425;118.918732;487.634644;650.991638;79.217026;;;;;;;;;;;;;;;;;;;;;;;;;937.592590;834.825623;445.785156;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;423.199829;719.958984;90.419441;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
274;548.503113;725.649536;119.040131;487.563782;650.935730;79.249046;;;;;;;;;;;;;;;;;;;;;;;;;937.828979;834.785217;445.981415;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;423.178436;720.052612;90.472107;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
275;548.199402;725.641724;118.892944;487.574432;650.983643;79.184814;;;;;;;;;;;;;;;;;;;;;;;;;937.933167;834.765686;446.068665;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
276;548.386719;725.597473;118.870956;487.632996;650.993347;79.094810;;;;;;;;;;;;;;;;;;;;;;;;;937.990601;834.721191;446.003754;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
277;548.445679;725.597473;118.853928;487.650726;650.994507;79.040016;;;;;;;;;;;;;;;;;;;;;;;;;937.990540;834.715271;445.979858;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;423.141144;720.068420;90.522926;;;;;;;;;;;;;;;;;;;;;;;;;;;
278;548.661987;725.516235;118.771370;487.555969;650.859497;79.226295;;;;;;;;;;;;;;;;;;;;;;;;;937.979370;834.756836;445.987518;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
279;548.497925;725.489685;118.782326;487.549957;650.870239;79.068016;;;;;;;;;;;;;;;;;;;;;;;;;937.978760;834.726318;445.985260;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;423.092621;719.962097;90.556129;;;;;;;;;;;;;;;;;;;;;;;;
280;548.702332;725.374329;118.720230;487.568726;650.794739;79.097664;;;;;;;;;;;;;;;;;;;;;;;;;938.042053;834.717163;446.022400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;423.230072;720.063171;90.383591;;;;;;;;;;;;;;;;;;;;;;;;
281;548.550781;725.371826;118.738762;487.555115;650.841064;79.035683;;;;;;;;;;;;;;;;;;;;;;;;;938.078308;834.700623;445.975525;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;423.221741;719.982056;90.235687;;;;;;;;;;;;;;;;;;;;;;;;
282;548.549805;725.358948;118.755424;487.535400;650.870850;78.984589;;;;;;;;;;;;;;;;;;;;;;;;;938.117554;834.707153;445.962708;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
283;548.631714;725.325012;118.722885;487.475189;650.783447;79.107178;;;;;;;;;;;;;;;;;;;;;;;;;937.787170;834.780701;445.622070;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;423.218353;719.965759;90.368515;;;;;;;;;;;;;;;;;;;;;
284;548.714905;725.173035;118.652962;487.447113;650.675903;79.239365;;;;;;;;;;;;;;;;;;;;;;;;;937.640503;834.860474;445.506409;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;423.239410;720.061157;90.373146;;;;;;;;;;;;;;;;;;;;;
285;548.691101;725.165649;118.687981;487.440521;650.640869;79.270325;;;;;;;;;;;;;;;;;;;;;;;;;937.724854;834.796265;445.601349;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;423.211395;720.077026;90.398842;;;;;;;;;;;;;;;;;;;;;
286;548.778381;725.142883;118.798653;487.417938;650.654297;79.268936;;;;;;;;;;;;;;;;;;;;;;;;;937.693909;834.805054;445.545227;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;423.119629;720.080627;90.379242;;;;;;;;;;;;;;;;;;;;;
287;548.686401;725.196411;118.675270;487.488708;650.724060;79.125740;;;;;;;;;;;;;;;;;;;;;;;;;937.644226;834.783203;445.555237;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;423.169983;720.073181;90.429817;;;;;;;;;;;;;;;;;;;;;
