;*1;;;*2;;;*3;;;*4;;;*5;;;*6;;;*7;;;*8;;;*9;;;*10;;;*11;;;*12;;;*13;;;*14;;;*15;;;*16;;;*17;;;*18;;;*19;;;*20;;;*21;;;*22;;;*23;;;*24;;;*25;;;*26;;;*27;;;*28;;;*29;;;*30;;;*31;;;*32;;
Field #;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z
43;887.654541;734.141113;128.294403;754.413330;702.748413;123.407990;847.419495;639.434387;115.885986;1150.016846;886.153381;406.377045;1071.717773;882.505310;252.111450;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
44;886.650818;733.344727;128.065826;755.247009;699.839600;122.449371;845.491455;639.268311;114.861420;1148.817505;885.773682;405.804535;1070.926758;881.995850;251.497589;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
45;885.817322;732.467834;128.111755;755.505981;697.248718;120.874962;843.280640;638.946594;113.902748;1147.802979;885.507996;405.290649;1070.407715;881.534973;251.176773;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46;885.534302;731.616272;128.156891;755.918091;695.252991;119.980911;842.367310;638.331421;113.022324;1146.541016;885.406006;405.322357;1069.680786;880.918579;251.092758;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
47;884.779419;731.156555;128.374344;756.483459;693.321350;119.329430;841.040405;637.821655;111.443672;1145.341064;885.282104;405.392151;1069.088623;880.080505;251.013931;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
48;883.871033;730.697937;128.728317;756.761902;691.360474;118.280136;840.102234;637.309082;110.847099;1143.992188;885.000122;404.960419;1068.276001;879.608704;250.703873;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
49;883.224426;730.085999;128.892609;757.591614;689.523071;117.334702;839.966553;636.602905;110.470673;1142.916626;884.935364;404.370544;1067.723022;879.151489;250.229996;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50;882.586670;729.581482;128.816559;758.436646;687.880676;116.327240;839.897339;635.796753;110.386475;1142.389404;884.719727;404.310242;1067.088013;879.057800;249.942215;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51;882.215759;728.798706;128.882614;758.925293;686.620117;115.549789;839.711731;634.880127;110.223557;1141.483032;884.778076;404.509460;1066.428833;878.872925;249.854645;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
52;882.081177;728.127258;128.989349;758.945740;685.923828;115.034256;839.164978;634.781006;109.446388;1140.138916;884.727173;404.488159;1065.801880;878.720947;249.830338;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
53;881.571594;727.692261;129.432556;759.013367;685.489075;114.908279;838.927795;634.034973;109.484764;1138.951172;884.645691;404.257782;1064.886841;878.746826;249.599976;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
54;880.923401;727.086853;130.129425;759.066162;685.246704;114.897697;838.625305;633.516724;109.852859;1137.981323;884.648376;403.912140;1064.140503;878.828308;249.570419;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55;880.299561;727.147217;130.685059;759.074341;685.060852;114.861069;838.098450;633.194885;110.153969;1137.224121;884.664001;403.734100;1063.526001;878.768250;249.614548;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
