PTP252
Date:,2025/04/23
Time:,12:52:38
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
161,547.239746,837.401978,136.545090,,,,,,,,,
162,546.773865,837.477478,134.996353,2310.864014,301.037811,-134.301117,,,,,,
163,545.955017,837.613770,133.632141,,,,,,,,,
164,545.220764,837.724792,133.104858,,,,,,,,,
165,544.468506,838.038757,132.109177,,,,2310.792969,301.067413,-134.669769,,,
166,543.322449,838.145813,131.214584,,,,,,,,,
167,542.611389,838.190918,130.679031,,,,,,,,,
168,542.005554,838.156860,129.781433,,,,,,,,,
169,541.299683,838.287842,128.823837,,,,,,,,,
170,540.864990,838.418640,127.930878,,,,,,,,,
171,540.270996,838.549561,127.099144,,,,,,,,,
172,539.419861,838.552917,126.430054,,,,,,,2310.881104,301.032593,-134.201538
173,538.559875,838.594299,125.809959,,,,,,,,,
174,538.085327,838.546021,124.486588,,,,,,,,,
175,537.765015,838.599182,123.750626,,,,,,,,,
176,537.135803,838.667786,123.093239,,,,,,,,,
177,536.570374,838.703430,122.432503,,,,,,,,,
178,536.873901,838.512756,121.257446,,,,,,,,,
179,536.745483,838.592896,120.216713,,,,,,,,,
180,536.404846,838.874817,119.649452,,,,,,,,,
181,536.013916,839.180176,118.763260,,,,,,,,,
182,535.561035,839.406982,118.236206,,,,,,,,,
183,535.298645,839.470215,117.852303,,,,,,,,,
184,535.253540,839.517029,117.322807,,,,,,,,,
185,535.190186,839.524475,116.380135,,,,,,,,,
186,535.072754,839.640625,115.416962,,,,,,,,,
187,534.789124,839.930908,114.590309,,,,,,,,,
188,535.161682,839.887573,113.217316,,,,,,,,,
189,535.251953,839.958374,112.638588,,,,,,,,,
190,535.132141,839.888672,112.514175,,,,,,,,,
191,535.210571,839.770142,112.248711,,,,,,,,,
192,535.304382,839.672791,111.919861,,,,,,,,,
193,535.233459,839.611328,111.789230,,,,,,,,,
194,535.201904,839.481934,111.567474,,,,,,,,,
195,535.188599,839.359253,111.441910,,,,,,,,,
196,535.053528,839.294739,111.300438,,,,,,,,,
197,534.973755,839.219543,111.176048,,,,,,,,,
198,534.915710,839.205688,111.065132,,,,,,,,,
199,534.923889,839.124817,111.025528,,,,,,,,,
200,534.807739,839.022217,110.973495,,,,,,,,,
201,534.786011,839.010132,110.909363,,,,,,,,,
202,534.782471,838.935486,110.782440,,,,,,,,,
203,534.867126,838.789856,110.598343,,,,,,,,,
204,534.897400,838.712524,110.468887,,,,,,,,,
205,535.012634,838.564453,110.243980,,,,,,,,,
206,535.160828,838.508362,110.063087,,,,,,,,,
207,535.219238,838.438843,109.982994,,,,,,,,,
208,535.319092,838.302979,109.855988,,,,,,,,,
209,535.397278,838.259705,109.760262,,,,,,,,,
210,535.340820,838.350769,109.831581,,,,,,,,,
211,535.267883,838.395691,109.930298,,,,,,,,,
212,535.273132,838.510986,109.915367,,,,,,,,,
213,535.275452,838.630981,109.946655,,,,,,,,,
214,535.223206,838.798096,109.949356,,,,,,,,,
215,535.370789,838.799133,109.743904,,,,,,,,,
216,535.369141,838.917236,109.773712,,,,,,,,,
217,535.315430,839.033630,109.853470,,,,,,,,,
218,535.261963,839.181702,109.945541,,,,,,,,,
219,535.236938,839.286133,110.016792,,,,,,,,,
220,535.230103,839.386780,110.048676,,,,,,,,,
221,535.198792,839.416382,110.084862,,,,,,,,,
222,535.145081,839.481323,110.124763,,,,,,,,,
223,535.132629,839.478760,110.136780,,,,,,,,,
224,535.113953,839.372681,110.221878,,,,,,,,,
225,535.122253,839.366699,110.137794,,,,,,,,,
226,535.100769,839.297852,110.049622,,,,,,,,,
227,534.721497,839.126160,110.044022,,,,,,,,,
228,535.041809,839.141724,110.025543,,,,,,,,,
229,534.824463,838.979004,109.946396,,,,,,,,,
230,535.123169,838.927856,109.870537,,,,,,,,,
231,535.184509,838.839417,109.759529,,,,,,,,,
232,535.084839,838.785156,109.821953,,,,,,,,,
233,535.012573,838.817871,109.917877,,,,,,,,,
234,535.076965,838.718323,109.769875,,,,,,,,,
235,535.185608,838.580444,109.671211,,,,,,,,,
236,535.114380,838.586731,109.561539,,,,,,,,,
237,535.545349,838.374268,109.003258,,,,,,,,,
238,535.691406,838.288635,108.813820,,,,,,,,,
239,535.587402,838.305969,108.803757,,,,,,,,,
240,535.489136,838.202576,108.825439,,,,,,,,,
241,535.464844,838.211792,108.706017,,,,,,,,,
242,535.473450,838.104065,108.750824,,,,,,,,,
243,535.461304,837.997925,108.769218,,,,,,,,,
244,535.386108,837.987671,108.674065,,,,,,,,,
245,535.341614,838.007568,108.700607,,,,,,,,,
246,535.333008,838.009460,108.722115,,,,,,,,,
247,535.341309,837.987671,108.713722,,,,,,,,,
248,535.347473,837.995850,108.705673,,,,,,,,,
249,535.341248,837.946594,108.792450,,,,,,,,,
250,535.302429,837.914978,108.839386,,,,,,,,,
251,535.313232,837.928955,108.859390,,,,,,,,,
252,535.304199,838.032959,108.762665,,,,,,,,,
253,535.337402,837.957520,108.789070,,,,,,,,,
254,535.327698,837.928589,108.821594,,,,,,,,,
255,535.297119,837.982422,108.789200,,,,,,,,,
256,535.381653,837.938721,108.848419,,,,,,,,,
257,535.392395,837.975037,108.787384,,,,,,,,,
258,535.438477,837.988708,108.709610,,,,,,,,,
259,535.467834,837.987610,108.747444,,,,,,,,,
260,535.487122,837.977783,108.754883,,,,,,,,,
261,535.523254,837.941223,108.641449,,,,,,,,,
262,535.546204,838.020630,108.602882,,,,,,,,,
263,535.567200,838.051514,108.579865,,,,,,,,,
264,535.580811,838.053162,108.522285,,,,,,,,,
265,535.552124,838.128113,108.343674,,,,,,,,,
266,535.569153,838.141174,108.330566,,,,,,,,,
267,535.598633,838.146729,108.242432,,,,,,,,,
268,535.635193,838.232056,108.246223,,,,,,,,,
269,535.639648,838.248352,108.327011,,,,,,,,,
270,535.596619,838.243835,108.341736,,,,,,,,,
271,535.619568,838.252747,108.230247,,,,,,,,,
272,535.678345,838.357971,108.165222,,,,,,,,,
273,535.692444,838.376160,108.152786,,,,,,,,,
274,535.621338,838.367432,108.187561,,,,,,,,,
275,535.702515,838.345215,108.209923,,,,,,,,,
276,535.668579,838.283020,108.155319,,,,,,,,,
277,535.707886,838.262024,108.076012,,,,,,,,,
278,535.714355,838.276550,108.047470,,,,,,,,,
279,535.703735,838.197937,108.055771,,,,,,,,,
280,535.641541,838.192383,108.022102,,,,,,,,,
281,535.692078,838.130554,107.940536,,,,,,,,,
282,535.690002,838.117188,107.895309,,,,,,,,,
283,535.708740,838.035400,107.854614,,,,,,,,,
284,535.732727,838.013245,107.888374,,,,,,,,,
285,535.764526,837.991577,107.841438,,,,,,,,,
286,535.773499,837.926880,107.706635,,,,,,,,,
287,535.845581,837.919983,107.653282,,,,,,,,,
288,535.834900,837.919128,107.728973,,,,,,,,,
289,535.803589,838.022522,107.690506,,,,,,,,,
290,535.833252,837.875305,107.620872,,,,,,,,,
291,536.040283,837.781616,107.398972,,,,,,,,,
292,536.094177,837.693665,107.347282,,,,,,,,,
293,536.135010,837.678833,107.270035,,,,,,,,,
294,536.055237,837.703308,107.217621,,,,,,,,,
295,535.929626,837.903381,107.367210,,,,,,,,,
296,535.954590,837.739929,107.331848,,,,,,,,,
297,535.939453,837.707581,107.221603,,,,,,,,,
298,535.828979,837.729675,107.312347,,,,,,,,,
299,535.801697,837.781860,107.436066,,,,,,,,,
300,535.660706,837.816101,107.417900,,,,,,,,,
301,535.633240,837.812683,107.458473,,,,,,,,,
302,535.493286,837.914490,107.540207,,,,,,,,,
303,535.382141,837.916077,107.647186,,,,,,,,,
304,535.344299,837.870728,107.794189,,,,,,,,,
305,535.146912,837.850952,107.841408,,,,,,,,,
306,534.933777,837.678284,108.038383,,,,,,,,,
307,535.054077,837.850891,107.881485,,,,,,,,,
308,534.839905,837.801636,108.195694,,,,,,,,,
309,534.828491,837.901672,108.262741,,,,,,,,,
310,534.745544,837.900940,108.416893,,,,,,,,,
311,534.440613,837.943054,108.658607,,,,,,,,,
312,534.290100,838.021606,108.777702,,,,,,,,,
313,534.229492,838.129517,108.896576,,,,,,,,,
314,533.982361,838.185913,109.560577,,,,,,,,,
315,533.908936,838.357239,109.932518,,,,,,,,,

