Weight62
Date:,2025/04/24
Time:,15:55:16
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14,,,*15,,,*16,,,*17,,,*18,,,*19,,,*20,,,*21,,,*22,,,*23,,,*24,,,*25,,,*26,,,*27,,,*28,,,*29,,,*30,,,*31,,,*32,,,*33,,,*34,,,*35,,,*36,,,*37,,,*38,,,*39,,,*40,,,*41,,,*42,,,*43,,,*44,,,*45,,,*46,,,*47,,,*48,,,*49,,,*50,,,*51,,,*52,,,*53,,,*54,,,*55,,,*56
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
106,,,,884.314270,698.741150,130.911438,1063.881470,757.060303,360.033813,807.259644,632.070190,144.803482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,,,,882.695313,699.607422,132.867615,1063.416138,757.295105,360.189514,805.663818,632.790161,146.717224,,,,,,,,,,,,,,,,1044.758789,793.509521,205.027435,760.400024,710.275146,143.870697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,,,,881.161377,699.813843,134.886353,1063.183716,757.482605,360.462463,804.730835,633.693604,148.287720,,,,,,,,,,,,,,,,1043.088379,794.643921,205.500122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,,,,879.393860,700.519958,136.149582,1062.312622,757.890076,360.706421,803.235657,634.682739,150.087143,,,,,,,,,,,,,,,,1042.087524,795.507141,206.104996,,,,757.051392,711.864075,146.965271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,,,,878.342651,701.445190,136.880798,1061.022705,758.475586,360.550537,801.361328,635.156799,151.826309,,,,,,,,,,,,,,,,1041.504639,795.799072,206.574890,,,,756.060791,712.658203,147.719452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,,,,876.669739,701.687927,138.267532,1060.014038,758.963196,360.664551,799.472839,636.037842,153.990433,,,,,,,,,,,,,,,,1040.404053,796.067688,206.725876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,,,,874.447815,702.772461,139.684494,1059.296265,759.262695,360.639099,797.803406,636.517212,155.264938,,,,,,,,,,,,,,,,1038.763428,796.706238,206.994614,,,,,,,751.852905,714.059204,152.045273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,,,,872.612305,703.597534,140.653976,1058.767700,759.385620,360.934631,795.421326,637.348389,156.775833,,,,,,,,,,,,,,,,1037.210815,797.595398,207.527847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,,,,870.211548,704.372070,142.470367,1057.615356,759.921082,361.371887,793.253723,638.327454,158.490906,,,,,,,,,,,,,,,,1036.479736,797.968994,207.865265,,,,,,,,,,747.300110,715.283691,156.199142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,,,,868.060120,704.786499,144.178467,1056.280151,760.389282,361.759155,791.335693,638.948364,159.827286,,,,,,,,,,,,,,,,1034.408936,799.020569,208.503815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,,,,866.240479,705.347778,145.185532,1055.562744,760.702026,361.892883,788.874756,639.254150,161.643753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,743.477600,716.809998,158.879639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,,,,863.162109,705.981384,146.572784,1054.215210,761.083252,361.730225,786.628784,639.740479,163.283707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,741.448669,717.209473,160.020554,1030.118652,800.070618,209.802292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,,,,860.638611,707.039795,148.803314,1052.174072,761.517639,362.006165,784.147949,640.214417,164.446396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,738.947205,717.877258,162.162613,1028.697144,800.448975,209.900925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,,,,857.847046,707.774292,150.220764,1050.849243,761.891724,362.169495,781.438599,641.019714,166.247726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,735.991943,718.586060,164.472351,1026.180298,801.001770,210.036270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,,,,855.708801,708.283447,151.213287,1050.097534,762.118225,362.469788,778.839050,641.900146,167.940964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024.163818,801.773376,210.437973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,,,,853.259033,708.217346,152.024826,1048.099976,762.759155,362.806763,776.201111,642.415466,169.936295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1021.129517,802.830566,211.000595,730.104309,719.923889,168.816452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,,,,850.011597,709.301941,153.352097,1046.299927,763.168884,362.766541,773.749573,643.399292,171.119141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1018.802368,803.074890,211.843307,728.368713,720.559753,169.079514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,,,,847.089172,709.828430,155.651581,1044.809204,763.284119,363.011841,770.365845,643.867981,172.808075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1016.086060,803.727234,212.288559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,,,,844.257996,710.674255,156.057388,1043.015625,763.781738,363.641418,767.738220,644.437378,174.355759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1013.958923,803.973328,212.486328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,,,,841.095032,711.434814,156.843765,1041.348145,763.989807,363.260345,764.700623,645.119751,175.628769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1010.870911,804.837952,212.517609,,,,719.638062,722.364502,173.887863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,,,,838.292236,712.258301,158.204666,1039.031494,764.370728,363.519409,761.618774,645.788757,177.249756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1008.445007,804.943359,213.168732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,,,,835.290466,712.658081,159.189301,1037.193115,764.691162,363.875732,758.569946,646.221008,179.140732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1005.389954,805.637207,213.739120,,,,,,,713.085449,723.910034,177.760315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,,,,831.596008,713.253357,160.693756,1035.595947,764.861938,364.056458,755.217590,647.087708,180.596130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1002.101013,806.324463,214.198166,,,,,,,709.355225,724.474731,179.555664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,,,,828.197632,713.751587,161.173523,1032.787598,765.364746,363.979401,752.055542,647.783630,181.747818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999.752197,806.528015,214.460693,,,,,,,705.574036,725.448547,181.447495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,,,,825.038147,714.198303,162.402771,1031.103149,765.592285,364.214203,748.519775,648.777100,183.968872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,995.958923,807.613892,214.912598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,,,,821.253540,715.098938,163.794006,1028.829956,765.744141,364.846344,745.440063,649.006042,184.987747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992.089539,807.966370,215.929260,,,,,,,,,,699.084534,726.314880,184.461853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,,,,817.508545,715.788696,165.140945,1026.889526,765.867310,364.553162,741.969482,649.505554,186.482025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,989.891907,807.998596,216.349930,,,,,,,,,,695.474915,727.362366,185.581589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,,,,813.394958,716.611877,166.001205,1024.655029,766.217468,365.171509,738.222473,650.058350,187.888947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,986.322449,808.561890,215.708557,,,,,,,,,,692.396912,727.648682,186.328400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,,,,810.750183,716.662964,167.324417,1022.405762,766.481506,365.034485,734.718384,650.629517,189.221878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,982.766846,809.116211,216.415787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,,,,807.459656,717.222595,168.435074,1020.254883,766.597229,365.142883,730.742493,651.107422,190.772812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,,,,803.002869,717.811279,169.296356,1017.955994,766.892212,365.426025,727.789368,651.409180,191.665878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,975.415894,809.800659,217.313385,681.581299,729.045776,190.595993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,,,,799.149902,718.020264,170.606659,1015.912537,766.957153,365.678894,723.959900,651.816345,192.499802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,972.668457,810.385986,217.351517,677.614990,729.515381,192.115234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,,,,795.541687,718.436707,170.731323,1013.323547,767.272827,365.454102,719.820251,652.708374,194.478836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,673.219421,730.032593,193.998032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,,,,791.878784,718.870911,171.700150,1011.320129,767.423767,365.820862,715.807617,653.232178,194.952164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,670.012451,730.085022,194.780304,964.586548,810.932007,219.193405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,,,,787.973511,719.245667,172.768707,1008.800354,767.605896,365.820740,712.227173,653.247192,195.805344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,666.648499,730.543945,195.301025,961.517578,811.260864,219.040070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,,,,784.344299,719.619202,173.774963,1006.738770,767.720703,365.840790,708.630371,653.214111,196.534637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,,,,780.373535,720.354431,174.410294,1004.200684,767.926819,366.149017,705.157349,653.669250,197.681595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658.890808,730.881165,197.699112,953.679321,811.853088,219.712555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,,,,776.155579,720.728333,174.873413,1001.647400,768.077942,365.959656,701.062256,653.918030,198.644318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,655.101074,731.282898,199.216431,950.410767,812.014221,220.003967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,,,,771.617432,721.058838,175.870453,999.662903,768.123291,366.733185,697.290955,654.000061,199.769165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,651.404419,731.496155,200.376785,947.587646,811.992126,220.130234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,,,,768.657227,721.343872,176.229828,997.229370,768.209717,366.465851,693.558228,654.427551,200.571762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,647.729248,731.612305,201.135239,943.940063,811.967224,220.136917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,,,,765.068054,721.728394,176.604965,994.888428,768.277588,366.913422,689.622375,654.522888,200.702179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,939.546997,812.273987,221.051910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,,,,760.105103,722.472534,177.616333,992.576355,768.378296,366.830750,685.754395,654.680664,200.943542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,936.013367,812.415100,221.629898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,,,,756.110535,722.637756,178.704071,990.268005,768.468201,366.867615,681.712830,655.244568,201.021942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,635.426270,732.491394,204.953903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,,,,752.331360,722.657715,179.568008,987.854126,768.734131,366.906281,677.907593,655.600403,202.641129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,631.840088,732.762939,205.790680,927.238342,813.075989,223.147186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,,,,748.346130,723.260742,179.273483,985.292358,768.775024,367.032867,673.848572,655.612122,204.085144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,627.857727,732.999512,206.342896,924.661011,812.647583,222.855881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,,,,744.437805,723.602173,179.568115,983.116211,768.776245,367.196869,670.332275,655.691040,204.551163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,623.611450,732.984314,206.688599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,,,,740.859253,723.592957,180.167664,980.980835,768.733337,367.188202,666.437866,656.068848,204.454193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,915.744141,813.254761,224.394623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,,,,736.725525,723.643738,181.090454,978.544800,768.908325,367.147186,662.327698,656.409912,204.812653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,912.937744,812.780334,223.998016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,,,,732.592468,724.336670,180.872482,976.253845,768.973145,367.293549,658.521301,656.620483,205.318146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,,,,728.689514,724.644409,180.488480,974.041992,768.930908,367.661743,654.822937,656.616272,205.774948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,905.583496,812.880310,224.386017,608.201660,733.995728,209.090286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,,,,724.345154,724.650024,181.465485,971.512756,769.085144,367.490784,650.759766,656.714844,205.965714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,901.445068,812.646301,225.101379,604.135193,734.316162,209.607941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,,,,720.712708,724.479370,181.874451,969.234192,768.987183,368.006989,646.866150,657.010132,206.160995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,897.811890,812.094788,225.329361,600.346741,734.598816,209.988907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,,,,717.227234,725.091248,181.746002,966.874451,769.068787,367.760315,642.923035,657.234558,206.172028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,894.663574,812.103333,225.016052,597.019653,734.772888,210.227905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,,,,713.293762,725.435303,181.730270,964.722534,769.005554,368.107971,639.099792,657.415649,206.258835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,890.486694,812.079163,225.594360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,,,,709.235474,725.239563,181.864822,962.162659,769.078918,367.710052,635.423889,657.580261,206.829605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,887.302368,811.818298,225.617691,,,,588.590332,735.160522,211.634171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,,,,705.479858,724.885742,182.415115,959.632507,769.090820,367.999878,631.171082,657.907959,207.172729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,883.798645,811.711792,225.841827,,,,585.510437,735.635742,211.580063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,,,,701.775452,725.160706,182.421265,957.350708,769.043335,368.172852,627.369568,657.954956,207.278336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,879.554321,811.391785,226.580383,,,,582.164185,735.846436,211.464752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,,,,698.348267,725.388062,181.758896,954.861267,768.997498,367.827820,623.434265,658.996887,207.032272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,876.154053,811.189392,226.954788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
