Weight59
Date:,2025/05/06
Time:,14:07:39
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14,,,*15,,,*16,,,*17,,,*18,,,*19,,,*20,,,*21,,,*22,,,*23,,,*24,,,*25,,,*26,,,*27,,,*28,,,*29,,,*30,,,*31,,,*32,,,*33,,,*34,,,*35,,,*36,,,*37,,,*38,,,*39,,,*40,,,*41,,,*42,,,*43,,,*44,,,*45,,,*46,,,*47,,,*48,,,*49,,,*50,,,*51,,,*52,,,*53,,,*54
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
31,858.943054,712.004944,121.691223,750.765320,663.271973,114.198929,1066.725098,891.566528,391.700317,820.015564,621.838379,116.688049,,,,,,,,,,,,,,,,,,,,,,1028.071289,898.444275,205.436676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,858.463989,712.249146,122.021057,750.419495,662.845398,114.824287,1064.880981,891.923096,391.722168,819.999512,621.753540,117.015030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,857.835754,712.478943,122.305634,750.240051,662.461121,115.218033,1063.588013,892.318665,391.510864,819.991821,621.646912,117.321213,,,,,,,,,,,,,,,,,,,,,,,,,1026.092651,900.204041,205.228699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,857.173889,712.648926,122.595650,750.094116,661.888916,116.112450,1063.017456,892.116760,391.676880,819.914124,621.653503,117.649513,,,,,,,,,,,,,,,,,,,,,,,,,1024.792969,901.066101,205.469101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,856.128052,712.808594,123.412682,749.885559,661.636536,116.512909,1061.340942,892.185242,392.303894,819.947205,621.647644,118.113358,,,,,,,,,,,,,,,,,,,,,,,,,1023.655640,901.710266,205.922272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,855.273804,712.972839,124.128609,749.797302,661.554749,116.533493,1059.878784,892.313904,392.681091,819.874939,621.560181,118.816086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,854.932251,713.066406,124.635551,749.472839,661.334534,117.122086,1058.930054,892.304932,393.011597,819.676270,621.505737,119.622032,,,,,,,,,,,,,,,,,,,,,,,,,,,,1021.987610,902.710388,206.535461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,854.573425,713.489685,125.267334,748.856506,661.038269,118.352028,1057.955933,892.392822,393.099152,819.256897,621.387817,120.826744,,,,,,,,,,,,,,,,,,,,,,,,,,,,1021.076721,903.357910,206.602463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,854.386719,713.750061,125.850212,748.225586,660.684937,119.323776,1056.486572,892.267883,393.336273,818.955200,621.162781,122.016953,,,,,,,,,,,,,,,,,,,,,,,,,,,,1020.292419,903.999390,206.873749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,853.671448,713.857849,126.409683,747.351929,660.239136,120.340950,1055.028564,892.238342,393.771545,818.641357,621.594116,122.571373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,852.487915,713.910828,127.107430,746.201416,659.879272,121.330063,1054.006348,892.173340,394.173981,818.245239,621.724731,123.484795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1018.467957,905.012451,207.250153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,850.926697,713.958252,128.574142,745.565979,659.604492,122.582069,1053.088135,892.010803,394.600708,817.742798,621.436340,124.416908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1016.491333,905.572449,208.358261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,850.037781,714.008606,129.763077,745.438721,659.831299,122.505630,1051.744873,891.649109,395.296783,816.943848,621.096802,125.563972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1015.073792,905.639587,209.423370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,849.485291,714.249329,130.137314,745.271423,659.771729,122.801003,1050.301270,891.507080,395.631805,816.118774,621.147095,127.047325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,848.948914,714.539551,130.403992,744.476685,659.518921,123.992798,1049.192993,891.454102,395.722504,815.395203,622.165955,127.665947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1013.920898,906.302856,209.739075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,847.885193,714.809570,130.886276,742.730347,659.066589,125.979294,1047.753418,891.180237,395.998901,814.672974,622.567688,128.608139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1012.887207,906.745239,209.764771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,845.693726,715.077881,132.702545,741.299805,658.741760,127.755463,,,,813.623962,622.251892,130.495117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1011.529968,906.935730,210.156693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,844.264038,715.286499,134.173355,740.130249,658.783813,128.534164,,,,812.454590,621.352539,132.307343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1045.234497,890.301758,396.737122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,843.290283,715.471802,134.204636,739.333496,658.697083,128.921555,,,,810.965454,621.599243,133.133896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1043.691528,889.805969,397.315887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,841.359497,715.539612,135.303070,737.889648,658.232727,130.291870,,,,809.726685,621.724609,134.269211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1042.080322,889.540710,397.840454,1007.348267,907.438293,211.898178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,839.212219,715.501099,137.025635,736.384216,658.218079,131.669281,,,,808.019714,621.753357,136.165131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1041.014282,888.827393,397.714691,1006.050415,907.432556,212.277527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,837.482483,715.865906,138.589722,733.980774,657.979553,134.001877,,,,806.283813,621.680786,137.880676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,835.030701,715.892456,139.916092,732.366882,657.997375,135.357376,,,,804.672974,621.315430,139.189651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1003.435120,907.423889,212.428680,1037.280273,887.705566,398.479462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,833.047607,715.737610,141.026108,730.267212,657.931213,136.411423,,,,802.156433,621.227539,141.138077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1035.841553,887.125244,399.131195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,831.039185,715.771057,141.878113,727.895630,657.876465,138.076569,,,,800.135620,621.227539,142.576950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1034.357422,886.483032,399.119965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,828.342896,715.920227,142.958923,725.200073,657.932068,140.247528,,,,797.466858,621.358887,144.182205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1033.077515,885.608948,398.806061,997.887634,906.900635,213.858536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
