Weight14
Date:,2025/04/16
Time:,10:57:07
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14,,,*15,,,*16,,,*17,,,*18,,,*19,,,*20,,,*21,,,*22,,,*23,,,*24,,,*25,,,*26,,,*27,,,*28,,,*29,,,*30,,,*31,,,*32,,,*33,,,*34,,,*35,,,*36,,,*37,,,*38,,,*39,,,*40,,,*41,,,*42,,,*43,,,*44
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
11,894.399048,671.179382,133.252090,1093.353516,716.725769,423.796783,811.298889,627.299194,95.288712,1119.653198,741.112061,264.654358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,894.453369,671.175598,133.244690,1093.279541,716.781860,423.780182,811.275879,627.286560,95.302246,1119.639648,741.183289,264.634247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,894.462402,671.172485,133.247665,1093.367798,716.824646,423.888672,811.287170,627.291992,95.300522,1119.634033,741.232971,264.635071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,894.432007,671.182251,133.261581,1093.340088,716.894714,423.823975,811.308838,627.379333,95.270538,1119.575439,741.244629,264.559387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,894.445801,671.174255,133.258835,1093.278076,716.953125,423.790985,811.304993,627.324402,95.275726,1119.443604,741.374023,264.607666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,894.426208,671.159180,133.266830,1093.302979,717.010559,423.812805,811.295654,627.293640,95.292336,1119.536011,741.358154,264.722687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,894.417786,671.156250,133.272491,1093.390991,716.936035,423.972565,811.292053,627.291260,95.298103,1119.467407,741.419312,264.676270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,894.464783,671.086304,133.500336,1093.147339,717.022888,423.924774,811.293030,627.295288,95.296043,1119.498779,741.396118,264.689758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,894.455261,671.069153,133.560867,1093.101318,716.993713,423.856262,811.316467,627.310974,95.280617,1119.440552,741.426941,264.658447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,894.451843,671.073486,133.548630,1093.279297,716.979248,424.013306,811.302795,627.303162,95.285278,1119.481079,741.529846,264.725616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,894.413208,671.170227,133.304962,1093.453247,716.938599,424.012146,811.277832,627.419373,95.257477,1119.439453,741.552673,264.662994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,894.385742,671.200989,133.196167,1093.189819,717.023193,423.873199,811.309814,627.416016,95.251221,1119.413208,741.600464,264.604309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,894.396912,671.177429,133.257324,1093.002319,717.098633,423.937714,811.327515,627.422363,95.285019,1119.416748,741.600403,264.619293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,894.532410,671.044128,133.555771,1093.035400,717.094666,423.824799,811.302368,627.407898,95.309669,1119.473389,741.573669,264.757935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,894.469849,671.056885,133.571487,1092.946411,717.196350,423.894318,811.291565,627.308960,95.297371,1119.439575,741.671204,264.742493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,894.423767,671.085999,133.555237,1092.934692,717.213318,423.917938,811.291626,627.284485,95.296585,1119.354248,741.721313,264.704041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,894.471802,670.981995,133.611389,1092.910278,717.215820,423.899017,811.293396,627.383545,95.315636,1119.337524,741.721375,264.695618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,894.482361,671.073181,133.313644,1092.859253,717.284363,423.913940,811.331482,627.418335,95.255920,1119.398438,741.794495,264.707794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,894.483032,671.007690,133.457977,1092.673218,717.258850,423.845093,811.249023,627.386353,95.340858,1119.359619,741.853271,264.610443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,894.488281,670.925415,133.576218,1092.700317,717.326355,423.818146,811.222717,627.350464,95.349808,1119.234009,742.008301,264.484467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,894.410889,670.942749,133.600571,1092.608398,717.374573,423.747192,811.216309,627.357544,95.381058,1119.172363,742.052063,264.371674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,894.368347,670.966736,133.607941,1092.493286,717.319214,423.699554,811.299622,627.406250,95.322083,1119.153442,742.182373,264.385986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,894.351685,670.936035,133.660782,1092.194824,717.525330,423.469086,811.247681,627.384033,95.351013,1119.182861,742.244080,264.366028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,894.322510,670.915283,133.781113,1092.081299,717.504883,423.412689,811.227966,627.325745,95.363853,1119.101074,742.370178,264.338928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,894.319397,670.835144,133.918716,1091.922119,717.532898,423.252502,811.183899,627.397034,95.403084,1118.826538,742.652344,264.264984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,894.225647,670.835693,134.069077,1091.808105,717.533569,423.066925,811.130676,627.419556,95.484787,1119.113770,742.707642,264.266357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,894.125916,670.708374,134.230316,1091.588257,717.574707,422.884827,811.003784,627.406860,95.569420,1119.142578,742.872070,264.330566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,893.781616,670.847351,134.772476,1091.338257,717.586853,422.713196,810.813721,627.514771,95.937195,1119.126221,742.973206,264.277832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,893.343323,670.892639,135.298721,1090.965698,717.691101,422.445221,810.626465,627.538147,96.162720,1119.095215,743.111755,264.252991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,892.812622,670.713440,136.134811,1090.733276,717.735840,422.390717,810.748169,627.655518,95.889473,1119.023071,743.201050,264.180145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,893.168518,670.245605,136.445724,1090.542725,717.827393,422.359863,810.442444,627.625427,96.203781,1119.017090,743.282166,264.128296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,892.795837,670.132690,136.489868,1090.267944,717.940063,422.272156,809.875000,627.529297,96.779198,1118.947998,743.388855,264.134644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,892.564819,670.151550,136.724472,1090.024414,718.112061,422.143585,809.410706,627.395264,97.217697,1119.086426,743.418701,264.118469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,892.469666,670.057251,136.961151,1089.976563,718.187195,422.183167,809.057861,627.448608,97.690796,1118.752319,743.523743,263.974731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,892.251099,669.900940,137.517288,1089.512329,718.310242,422.025635,808.742310,627.331360,98.077888,1118.136475,743.772339,263.890900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,891.715515,669.733459,138.260437,1088.747559,718.568787,421.667419,808.076721,627.388916,98.536377,1117.499634,744.024170,263.778595,777.807678,706.124390,101.616989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,890.614868,669.764099,139.112030,1087.546753,718.894043,421.258698,807.505798,627.393738,98.812653,1117.001953,744.214539,263.779114,777.381287,706.042175,101.764473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,889.354248,669.730957,140.024429,1086.647339,719.208313,421.061890,806.830200,627.306274,99.130409,1116.167236,744.496460,263.668304,776.976563,705.930176,101.847694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,888.249939,669.808594,140.507797,1086.219360,719.382690,420.884552,806.006531,627.100464,99.780724,1115.448120,744.731689,263.722595,776.554932,705.756042,101.820282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,887.565369,669.808838,140.753586,1085.921631,719.611755,420.786560,804.841736,626.716248,100.635071,1114.757080,744.745239,263.840240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,887.128174,669.735535,141.041473,1085.634277,719.535645,420.478210,804.338806,626.854431,101.086647,1114.363525,744.702087,263.817902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,886.540833,669.563110,141.543030,1084.984619,719.526550,420.219482,803.708557,626.932251,101.348785,1114.010132,744.733276,263.753479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,885.604553,669.222046,142.350769,1083.794067,719.693848,419.798767,802.751404,626.956421,101.667717,1113.130493,744.973633,263.430817,,,,772.641052,705.206299,104.870995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,884.134888,669.455811,143.197205,1082.527100,720.023743,419.547913,801.268738,626.894775,102.227173,1112.262939,745.194458,263.127960,,,,770.682373,705.195984,106.123322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,882.510864,669.906799,143.777954,1081.680176,720.208984,419.497833,799.659241,626.884888,103.131157,1111.015259,745.658264,262.872498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,881.077087,669.984009,144.260162,1080.970703,720.260437,419.227173,798.080566,626.964050,104.148560,1109.953979,745.831299,262.921539,,,,,,,767.925781,704.997253,108.093163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,879.592468,669.865845,145.065887,1080.028198,720.245667,418.899017,796.712280,626.983154,105.142479,1108.951050,745.963806,263.117523,,,,,,,766.273010,705.109314,109.174988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,877.508179,670.315979,145.547531,1078.923218,720.350586,418.529785,794.857239,626.987122,106.054871,1107.642456,746.341980,262.651215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,876.079895,670.326416,146.637070,1077.814941,720.545471,418.299072,793.186829,627.143188,107.153831,1106.360229,746.712341,262.222168,,,,,,,,,,762.381531,705.280945,110.337509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,873.874756,670.376587,147.349335,1076.923218,720.784546,418.059753,790.784180,627.317017,107.989563,1105.058960,746.971985,262.315857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,871.785828,670.947998,147.749130,1076.003784,720.864136,417.720428,788.312805,627.632385,109.496346,1103.265869,747.501160,262.234741,,,,,,,,,,,,,758.392517,705.322693,112.200195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,869.687378,670.938171,148.716873,1074.566040,720.988953,417.585144,786.094177,627.801208,110.890816,1101.515259,747.757263,261.764313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,866.813843,671.461121,150.270752,1073.539307,721.138489,417.446350,783.153748,627.740356,112.097038,1099.940186,747.949829,261.563965,,,,,,,,,,,,,,,,752.872620,706.011169,114.846642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,864.317322,671.812500,151.229630,1072.267822,721.311890,417.263947,780.718689,628.064636,112.889839,1097.669434,748.619080,261.387482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,861.134399,672.576843,151.950943,1070.862793,721.507324,416.813751,777.883118,628.365112,114.507660,1095.891357,748.828369,260.832520,,,,,,,,,,,,,,,,,,,747.348816,706.691772,117.305336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,859.304993,672.438721,152.929413,1069.566772,721.562561,416.339996,774.724976,628.572510,116.231926,1093.840942,749.277710,260.812897,,,,,,,,,,,,,,,,,,,744.773743,706.785828,117.547516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,855.585632,673.148560,153.722504,1067.938599,721.799438,416.386078,771.488892,628.980957,117.724876,1091.317017,749.652100,260.451569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,852.940552,673.230225,155.005783,1066.626831,721.858948,416.000275,768.385925,629.073914,119.004486,1088.997803,750.027039,259.867401,,,,,,,,,,,,,,,,,,,,,,737.926514,707.543335,120.367966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
