Weight14
Date:,2025/04/16
Time:,10:57:07
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14,,,*15,,,*16,,,*17,,,*18,,,*19,,,*20,,,*21,,,*22,,,*23,,,*24,,,*25,,,*26,,,*27,,,*28,,,*29,,,*30,,,*31,,,*32,,,*33,,,*34,,,*35,,,*36,,,*37,,,*38,,,*39,,,*40,,,*41,,,*42,,,*43,,,*44
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
140,574.326965,699.790039,151.009430,,,,487.544647,657.958191,116.969254,832.510681,756.317322,261.401611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,893.816895,717.559692,412.553558,458.283478,737.060486,121.175255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,572.477905,699.803223,150.339935,,,,485.780151,657.898315,116.198433,829.967102,756.470886,261.340881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,892.906982,717.153809,412.662231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,571.079834,699.680237,149.867569,,,,484.200165,657.890625,115.069275,828.151917,756.327759,261.327759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,892.037415,716.749756,412.568085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,568.919922,699.916138,149.506943,,,,482.578674,658.058777,114.531342,826.941223,755.881592,261.619995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,890.325806,716.916016,412.824524,,,,453.388885,737.204102,119.065254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,567.008545,700.133545,148.993927,,,,480.630157,658.000610,114.249260,825.178101,755.945984,261.410217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,888.589783,716.810059,412.519531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,566.091309,699.770203,148.130508,,,,479.197601,657.949402,114.020256,823.175842,755.864441,261.436035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,887.794128,716.423340,412.383087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,564.835205,699.577942,147.615036,,,,477.983215,658.051453,113.095985,821.713928,755.500488,261.589111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,886.763123,716.089050,412.301392,,,,,,,448.595337,737.251099,117.779472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,562.957092,699.721008,147.155609,,,,476.640594,658.139099,112.179176,820.710938,755.086731,261.731171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,885.275146,715.947449,411.992493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,561.120056,700.131714,146.621979,,,,475.311707,658.076111,111.426216,818.759216,755.198242,261.414185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,883.856506,715.983337,411.728699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,560.103638,699.950867,145.996231,,,,473.943359,658.004028,110.987137,816.835388,755.225220,261.659271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,882.707214,716.028015,412.008911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,559.263916,699.440430,145.565155,,,,472.830353,657.908691,110.397148,816.057739,754.723145,261.809113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,881.278931,715.822937,412.037537,,,,,,,,,,443.148651,737.281067,115.092133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,557.946350,699.488403,144.914383,,,,471.770203,657.829041,109.490837,815.272217,754.312805,261.521637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,880.437073,715.286011,411.910767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,556.674438,699.857361,144.169159,,,,470.529602,657.809082,108.601532,813.458801,754.406433,261.090179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,879.477478,715.301941,411.648529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,555.505432,699.813660,143.752228,,,,469.450684,657.787537,108.247711,811.813171,754.331360,261.504883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,878.055359,715.540405,411.304352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,554.286804,699.587524,143.267029,,,,468.237335,657.760559,107.972206,810.852600,754.240906,261.426392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,876.575745,715.598999,411.324585,,,,,,,,,,,,,439.157684,737.136841,111.804733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,553.403748,699.313232,142.820206,,,,467.317749,657.736877,107.397568,809.914612,754.260376,260.953461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,875.507874,715.467896,411.159363,,,,,,,,,,,,,437.818237,737.072327,111.689186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,552.681030,699.356628,142.130508,,,,466.358276,657.739868,106.977089,809.127869,753.931580,260.918488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,875.582947,715.049744,410.397949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,551.789734,699.533325,141.444473,,,,465.627747,657.795654,106.251617,807.892517,753.914185,260.777679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,875.646301,714.689148,410.276794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,550.729370,699.553162,141.077698,,,,464.723297,657.768005,105.539444,806.633606,753.932495,260.677429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,874.458130,714.715576,410.368011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,549.708801,699.399231,140.859619,,,,463.934418,657.651550,104.952263,805.668762,753.910583,260.453400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,872.638672,715.162170,410.296722,,,,,,,,,,,,,,,,434.237091,736.563599,108.863953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,548.416809,699.392578,140.374573,,,,462.970947,657.364380,104.439629,804.594604,753.903076,260.345703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,871.113281,715.163147,410.396851,,,,,,,,,,,,,,,,433.290009,736.580261,108.084885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,547.547241,699.271118,139.848663,,,,462.161133,656.942566,103.777817,803.802795,753.763428,260.381134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,870.104309,715.137756,410.363129,,,,,,,,,,,,,,,,432.391449,736.400696,107.472511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,547.063477,699.048462,139.276901,,,,461.754852,656.836975,102.795143,803.139587,753.420654,260.503937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,869.763245,714.990479,410.194794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,546.612122,698.756470,138.672409,,,,460.943237,656.467468,102.271477,802.493896,753.256226,260.548035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,869.714600,714.625488,410.289368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,545.976135,698.588135,137.888214,,,,460.076660,656.059937,101.785103,801.483093,753.207581,260.262451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,869.751587,714.418762,409.891602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,545.421570,698.427612,137.529068,,,,459.415100,656.008362,101.312386,800.032715,753.390015,259.965179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,869.177124,714.356018,409.561707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,544.382996,698.214966,137.185471,,,,459.041840,655.696899,100.731209,799.075195,753.366882,259.807068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,867.848206,714.547852,409.700989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,543.247925,698.131470,136.738693,,,,458.505737,655.640381,99.931046,798.350647,753.100769,259.865753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,866.316895,714.788757,409.740295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,542.531189,697.816406,136.211823,,,,458.058075,655.512207,98.634689,796.922363,752.280151,260.585876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,865.262024,714.801758,409.744293,,,,,,,,,,,,,,,,,,,428.038544,734.461853,101.835243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,541.967712,697.499084,135.778046,,,,457.523529,655.349976,97.517288,797.238098,752.086609,260.190002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,864.589478,714.900940,409.620636,,,,,,,,,,,,,,,,,,,427.466431,734.270874,101.557686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,541.461548,697.351135,135.278961,,,,456.954651,655.063965,96.876785,797.064026,751.881653,259.774963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,864.697876,714.824890,409.674927,,,,,,,,,,,,,,,,,,,426.924500,734.178711,101.251633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,541.056885,697.201538,134.741898,,,,456.523315,654.728638,96.180832,796.411743,751.755066,259.433807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,864.972290,714.428162,409.533813,,,,,,,,,,,,,,,,,,,426.481812,733.938599,100.413239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,540.426208,697.062988,133.679230,,,,456.091431,654.345642,95.286743,795.685547,751.557800,259.384003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,864.736633,714.411560,409.105621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,540.428589,696.692017,132.430801,,,,455.953369,654.056458,94.124794,794.617615,751.346497,259.199249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,864.166443,714.290039,409.119720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,540.256531,696.199158,131.835770,,,,455.780975,653.847717,93.128998,793.861633,751.173889,259.209564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,863.470520,714.116821,409.187927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,539.927734,695.857483,131.315872,,,,455.607574,653.355896,91.966614,793.404480,751.012268,259.340149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,862.632202,714.011719,409.261536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,539.551819,695.678894,130.722809,,,,455.424896,653.047546,90.858498,792.854980,750.788757,259.275360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,861.947693,713.956665,408.753937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,539.078857,695.324524,129.881958,,,,455.489807,653.032959,89.757195,792.259888,750.671082,258.974243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,861.325073,713.971558,408.553680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,538.918945,695.083679,129.078918,,,,455.287018,653.013611,88.885567,791.777100,750.546936,258.662933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,860.896912,713.941406,408.516937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,538.606689,694.852661,128.504089,,,,455.217865,652.939331,87.919708,791.426453,750.287903,258.323395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,860.702332,713.871094,408.490570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,538.709290,695.005798,127.807297,,,,454.993958,653.154114,88.254028,791.007446,750.109802,258.040100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,860.612854,713.665283,408.437866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,539.112610,695.235596,127.205147,,,,454.654968,653.474548,88.675980,790.721680,749.820496,257.932465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,860.341003,713.618286,408.367981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,538.953247,695.496094,126.936035,,,,454.522766,653.636719,88.737343,790.597534,749.519226,257.762939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,860.114197,713.509521,408.208527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,539.217041,695.230103,126.450653,,,,454.424011,653.526367,88.628525,790.496155,749.355835,257.512543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,859.776917,713.385071,408.097260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,539.217712,695.127502,126.284164,,,,454.306366,653.573181,88.545387,790.528259,749.177368,257.098755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,859.302673,713.262146,407.951324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,538.788269,695.168640,126.498260,,,,454.268982,653.665771,88.509911,790.753601,748.906616,256.689301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,859.104919,713.125916,407.853210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,538.802979,695.054199,126.490982,,,,454.285980,653.507019,88.410027,791.185669,748.663574,256.256409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,858.852905,713.165161,407.804688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,538.883728,694.829834,126.488632,,,,454.382996,653.374817,88.266190,791.622864,748.385986,255.904510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,858.737366,713.107910,407.582642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,538.831787,694.695679,126.468727,,,,454.390411,653.260803,88.253006,792.316956,747.938049,255.670792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,858.760071,713.101685,407.329620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,538.725586,694.562134,126.436821,,,,454.336426,653.169128,88.191628,792.632507,747.636169,255.510605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,858.746521,713.282471,407.115631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,538.926514,694.445007,126.295258,,,,454.321350,653.074219,88.162697,792.714294,747.549255,255.426926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,858.640381,713.376221,406.799377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,539.233276,694.177979,126.009438,,,,454.334625,653.061035,88.134079,792.694031,747.461182,255.302505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,858.634827,713.421143,406.532867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,539.276001,694.087708,125.855972,,,,454.329102,653.072571,88.157028,792.681458,747.348389,255.123886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,858.772278,713.446228,406.292847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,539.252563,694.064453,125.757843,,,,454.337555,653.062378,88.117798,792.649353,747.315552,254.960846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,858.891724,713.444824,406.065277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,539.311401,694.068420,125.666512,,,,454.336639,653.049377,88.082375,792.734253,747.238281,254.859680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,858.973145,713.451782,405.872101,,,,,,,,,,,,,,,,,,,,,,425.835815,732.793457,91.468903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,539.422913,694.043457,125.495682,,,,454.401184,653.071167,88.078415,792.759949,747.128845,254.722855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,859.006042,713.519653,405.490936,,,,,,,,,,,,,,,,,,,,,,426.020721,732.742065,91.312462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,540.198303,693.624268,125.288971,,,,454.501770,653.036743,87.876701,792.761597,747.057434,254.552521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,859.085266,713.532776,405.277740,,,,,,,,,,,,,,,,,,,,,,425.999878,732.757629,91.223404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,539.687195,694.013733,125.176094,,,,454.573975,653.042236,87.762543,792.873291,746.982178,254.397141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,859.163086,713.514343,405.237091,,,,,,,,,,,,,,,,,,,,,,425.970276,732.776367,91.398079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,539.510437,694.117493,125.204323,,,,454.585541,653.031616,87.717171,793.051270,746.932251,254.462280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,859.214905,713.525513,405.206024,,,,,,,,,,,,,,,,,,,,,,425.900269,732.776062,91.236984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,539.552063,694.214050,125.197296,,,,454.615723,653.026611,87.670616,793.080322,746.928467,254.497452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,859.256714,713.620483,405.172363,,,,,,,,,,,,,,,,,,,,,,425.889313,732.799744,91.384743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,539.578918,694.238037,125.199799,,,,454.711853,652.993225,87.639603,793.064148,746.973267,254.505981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,859.310242,713.596619,405.115936,,,,,,,,,,,,,,,,,,,,,,425.860596,732.910522,91.502029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,539.642090,694.201660,125.149467,,,,454.739563,653.033691,87.596695,793.055481,746.982178,254.505707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,859.344177,713.800232,405.021088,,,,,,,,,,,,,,,,,,,,,,425.904114,732.810181,91.381790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,539.738525,694.190796,125.112770,,,,454.746399,653.002136,87.592445,793.082153,747.048096,254.504974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,859.423767,713.871338,405.310883,,,,,,,,,,,,,,,,,,,,,,425.867676,732.888123,91.453400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,539.731628,694.180969,125.135086,,,,454.764069,653.028076,87.526405,793.059814,747.050720,254.512848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,859.849243,713.899780,405.439758,,,,,,,,,,,,,,,,,,,,,,425.857025,732.835388,91.487976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,539.749878,694.195679,125.098770,,,,454.821442,652.998413,87.507416,793.080200,747.054077,254.507889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,859.815674,714.017456,405.387909,,,,,,,,,,,,,,,,,,,,,,425.828278,732.895264,91.383850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,539.752014,694.297974,125.072960,,,,454.814819,652.968140,87.481667,793.085571,747.113892,254.513077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,859.773987,714.133362,405.384888,,,,,,,,,,,,,,,,,,,,,,425.906982,732.904663,91.374008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,539.747925,694.214722,125.089066,,,,454.805603,652.946411,87.447655,793.001770,747.100159,254.468536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,859.858459,714.398865,405.768188,,,,,,,,,,,,,,,,,,,,,,425.901031,732.916260,91.441048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,539.736267,694.206177,125.069901,,,,454.806091,652.946228,87.442131,793.091614,747.074707,254.591858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,859.966736,714.458252,405.770844,,,,,,,,,,,,,,,,,,,,,,425.764099,732.955750,91.576065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,539.810242,694.175842,125.141823,,,,454.806396,652.947876,87.444504,793.013977,747.144287,254.751404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,859.611267,714.719788,405.913910,,,,,,,,,,,,,,,,,,,,,,425.724854,732.939514,91.545662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,539.812073,694.178040,125.177101,,,,454.803253,652.984924,87.441612,792.920410,747.219177,254.881393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,859.530884,714.932800,406.147675,,,,,,,,,,,,,,,,,,,,,,425.761597,732.929016,91.480698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,539.657593,694.195068,125.081253,,,,454.825775,652.991394,87.367302,792.818726,747.225830,254.964752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,859.612793,715.037476,406.295349,,,,,,,,,,,,,,,,,,,,,,425.852448,732.894409,91.303146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
