Weight10
Date:,2025/04/15
Time:,13:43:44
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14,,,*15,,,*16,,,*17,,,*18,,,*19,,,*20,,,*21,,,*22,,,*23,,,*24,,,*25,,,*26
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
198,953.440430,888.452820,415.925995,831.282837,646.504761,98.044670,752.333557,657.432373,100.383133,838.075562,741.679443,120.655403,,,,,,,,,,966.298218,957.389893,262.560699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,953.124268,888.484863,416.109406,830.655762,646.299622,98.831848,752.045349,657.827576,99.548233,836.464539,742.013855,121.458946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,952.333496,888.448120,416.348267,830.024475,645.948181,99.737595,751.369568,657.803284,99.441811,835.332397,742.026733,122.395927,,,,,,,,,,,,,965.114807,958.163757,263.542664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,951.770569,888.474121,416.591705,829.265076,645.759277,101.138832,750.744568,657.788452,99.665169,834.542664,742.284119,122.975082,,,,,,,,,,,,,964.550476,958.478943,263.803894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,951.244141,888.407715,416.732635,828.323547,645.580811,102.114868,750.086975,657.820679,99.883904,833.799011,742.598877,123.327408,,,,,,,,,,,,,963.797607,958.766479,264.195190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,950.815674,888.380676,416.974609,827.456238,645.949524,102.765099,749.243469,657.929504,100.096848,832.206421,743.270447,124.326187,,,,,,,,,,,,,963.512024,958.741089,264.702271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,950.458435,888.257385,417.180542,827.008118,646.567688,103.311226,748.082275,658.010437,100.324203,831.540527,743.341797,124.208740,,,,,,,,,,,,,962.255981,959.246826,265.028198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,950.187622,888.077881,417.381897,826.351501,646.948669,103.654388,747.242615,658.036560,99.979187,829.282898,743.869690,125.408798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,949.751221,887.865051,417.649963,825.368042,647.113098,104.231277,746.248779,658.313293,99.967415,827.179260,744.422791,126.582748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,949.250061,887.723694,417.845612,824.123230,647.315735,105.120461,745.346741,658.502197,100.323936,826.420532,744.794983,126.607178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,948.758667,887.506836,417.970093,823.044922,647.376404,106.352211,744.500549,658.749084,100.356880,826.748657,744.805359,126.066635,,,,,,,,,,,,,,,,959.372742,960.245972,266.476379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,948.179260,887.171021,418.241028,822.184509,647.356873,107.488701,744.018372,659.189880,100.238617,826.554871,744.981018,125.954292,,,,,,,,,,,,,,,,958.731323,960.257446,266.611725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,948.056763,886.981323,418.177917,821.480225,647.553528,108.386650,743.159180,659.364502,99.953995,824.858215,745.210083,126.668182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,947.956482,886.845886,418.157013,820.368530,648.091248,109.441826,742.193420,659.659546,99.637222,821.764221,746.180969,128.374542,,,,,,,,,,,,,,,,,,,957.407227,960.267761,268.166931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,947.384766,886.895630,418.596863,818.868774,648.670837,109.954681,740.705872,659.900085,100.068878,819.300049,746.844604,129.632751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,946.817871,886.700684,418.920959,817.633545,648.744446,110.597244,739.294189,660.200378,100.569389,818.407410,747.124084,129.701736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,945.877747,886.410339,418.805634,816.694031,648.981018,111.826622,738.635925,660.486389,100.776718,817.613647,747.408875,129.838516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,945.336365,886.223938,419.089935,815.615417,649.348267,112.806770,737.824951,660.776123,100.635735,816.044189,747.741577,130.447098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,944.697998,886.012207,419.313293,814.301331,649.933594,114.087753,736.728821,661.007813,100.101898,814.444397,748.143616,130.987930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,944.173767,885.857727,419.394287,813.127869,649.755859,114.997574,735.446655,661.304077,100.298103,813.177307,748.489014,131.380737,,,,,,,,,,,,,,,,,,,,,,953.372131,961.483704,270.322540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,943.722656,885.649780,419.488251,811.785889,649.327393,115.688744,734.138672,661.402039,100.869507,811.505066,748.920776,132.220963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,943.429504,885.514343,419.527557,810.537537,649.577209,116.059441,733.190491,661.511353,101.564056,810.035828,749.186401,133.131882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,942.934998,885.351563,419.625366,809.280273,650.008423,116.083557,732.047241,661.799927,102.517151,808.799561,749.426331,133.944946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,942.531250,885.059998,419.757843,807.914124,650.261353,116.448830,730.305054,661.992249,103.504601,808.236450,749.484253,134.308655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,942.129211,884.665405,419.894348,806.205994,650.463501,117.095428,728.641418,662.044189,104.339661,807.825745,749.197998,134.108139,,,,,,,,,,,,,,,,,,,,,,,,,949.397644,961.461548,271.544312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,941.555054,884.419556,419.985992,804.689209,650.735779,117.369629,727.140747,662.332764,105.070526,806.652527,748.984619,134.441269,,,,,,,,,,,,,,,,,,,,,,,,,948.855530,961.468079,271.741882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,940.818481,884.288513,420.168030,803.556519,650.831238,117.600800,725.853821,662.536865,105.842415,805.194580,748.945190,134.687622,,,,,,,,,,,,,,,,,,,,,,,,,947.974854,961.455322,272.042114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,939.969788,884.150635,420.408997,801.776550,650.766602,118.061356,724.414124,662.608826,107.074593,803.666565,749.104431,135.098633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,939.576172,883.937744,420.403290,799.879639,650.798279,118.379745,722.380798,662.665283,108.581688,803.082703,749.095337,135.675629,,,,,,,,,,,,,,,,,,,,,,,,,,,,945.978638,961.359863,272.302521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,939.309753,883.746033,420.399689,798.529114,650.961914,118.756531,720.497375,662.794067,109.605484,800.682800,749.374634,137.165054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,939.013489,883.417053,420.566162,796.529297,651.237915,119.348282,718.655273,663.005737,110.451012,798.479858,749.528564,138.182434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,938.388123,883.185242,420.765747,794.568909,651.240295,119.706505,716.337097,663.102234,111.336990,797.636536,749.568115,138.416397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,943.702942,960.981201,273.233124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,937.681396,882.798462,420.962982,792.786743,651.367798,120.357651,714.890503,663.078735,112.208115,796.204529,749.258423,138.557892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,942.323608,960.407227,273.744720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,936.919373,882.479736,421.156982,790.569641,651.371277,120.707878,713.039551,663.232666,113.086197,795.109192,749.108826,138.598236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,936.062073,882.102051,421.608978,788.610474,651.313232,121.213593,710.644592,663.640442,114.448914,793.783203,749.250244,139.276459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,935.671448,881.859680,421.635773,786.428345,651.638916,121.690781,707.958496,663.923584,116.274445,791.683350,749.237671,139.549789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,935.352722,881.648071,421.543854,784.041382,651.564636,122.354218,705.914063,663.933167,117.450569,789.883118,749.422058,139.879196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,934.925415,881.469543,421.362610,781.767395,651.779602,123.660271,703.659973,664.326233,117.896461,787.903442,749.536804,140.834824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,937.263000,959.621887,274.762909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,934.074524,881.140381,421.737457,779.327759,651.917603,125.071220,701.491760,664.712769,118.375656,786.303467,749.620667,141.586823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,933.111084,881.046631,421.733795,777.012817,652.205078,125.891182,698.972534,665.197449,119.915970,784.326050,749.356873,141.706284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,932.432007,880.715759,422.012512,774.573547,652.205933,126.741379,696.380798,665.456604,121.086769,782.091064,749.526855,142.653198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,931.945496,880.412048,422.200043,771.695740,652.416931,127.505882,693.580566,665.897034,122.167542,780.713928,749.478394,143.069305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,931.476135,880.245605,422.258484,768.800537,652.912292,128.182724,691.091614,666.442871,123.106377,778.565125,749.380127,143.061737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,932.426636,958.420532,275.323730,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,930.633484,880.053833,422.372986,766.268005,653.225220,129.166763,688.697937,666.880981,123.969643,776.466248,749.736572,143.494385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,929.669495,879.698792,422.469635,763.418579,653.313171,130.632675,685.719971,667.516907,125.383217,775.121582,749.596924,143.280365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,928.856079,879.188782,422.833984,760.826782,653.031921,131.714676,683.044678,667.915955,126.574509,769.999939,750.532898,146.877335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,927.829956,958.094666,275.031250,,,,,,,,,,,,,,,,,,,,,,,,
244,927.905640,878.758240,422.907959,757.665833,652.741577,132.571701,679.900574,668.418091,127.407982,768.167480,750.269470,147.850433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,927.124939,878.442383,422.826385,754.973694,652.890564,133.225204,677.557739,668.753418,128.462662,764.462402,750.910339,149.569290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,925.089050,957.518738,276.547791,,,,,,,,,,,,,,,,,,,,,
246,926.472351,878.167236,423.101776,751.864685,653.059387,134.290970,674.340942,669.094177,129.293701,761.147888,751.212280,150.540237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,923.582336,956.826172,276.673340,,,,,,,,,,,,,,,,,,,,,
247,925.748535,877.845154,423.163330,748.915771,653.763611,135.427261,671.594299,669.457458,130.614090,759.265991,751.268860,151.134720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,922.535034,956.461731,276.417450,,,,,,,,,,,,,,,,,,,,,
248,924.972046,877.545532,423.033875,745.949768,653.908020,136.315353,668.451660,669.953979,131.528778,756.371826,751.469055,151.963577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,921.296814,956.177612,276.392853,,,,,,,,,,,,,,,,,,,,,
249,924.384827,877.090027,423.332489,742.974731,654.033325,136.901505,665.964355,670.359375,132.671692,754.096069,751.399658,152.500870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,919.341003,955.863525,276.879791,,,,,,,,,,,,,,,,,,,,,
250,923.243042,876.857178,423.379333,739.993408,654.111145,137.817551,662.646729,670.957581,133.851364,751.535339,751.619690,153.553055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,917.791687,955.610413,277.067810,,,,,,,,,,,,,,,,,,,,,
251,922.172668,876.533264,423.533203,736.946289,654.061951,138.690216,659.586060,671.527588,135.108398,749.159180,751.629150,154.196762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,916.409668,955.191467,277.198273,,,,,,,,,,,,,,,,,,,,,
252,920.840393,876.053833,423.765106,733.936035,654.285461,139.500458,656.476868,672.070740,136.394409,746.065308,751.876099,155.342911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,914.679321,954.439392,277.383331,,,,,,,,,,,,,,,,,,,,,
253,919.605774,875.648376,423.959015,730.576721,654.294250,140.090103,653.520996,672.731567,137.132980,743.754272,751.940796,155.784912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,913.545654,954.202087,277.582855,,,,,,,,,,,,,,,,,,,,,
254,918.789551,875.208496,423.836487,727.613892,654.607544,141.093201,650.582458,673.117920,138.078094,740.886780,752.137085,156.225998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,912.433655,953.884338,277.672882,,,,,,,,,,,,,,,,,,,,,
255,918.200867,874.751160,423.952820,724.259949,655.106262,142.073990,648.161072,673.783203,138.097549,738.894836,751.955444,156.742416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,910.405945,953.523254,277.513977,,,,,,,,,,,,,,,,,,,,,
256,917.523987,874.125366,424.182220,721.328979,656.435303,141.666077,645.072998,674.249634,139.445953,735.645447,752.126526,157.482300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,908.774048,953.157227,277.594421,,,,,,,,,,,,,,,,,,,,,
257,916.597900,873.700134,424.248322,718.179382,656.738037,142.143784,641.363037,674.661621,141.052353,733.340881,752.435608,157.924377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,907.292725,952.689575,277.987885,,,,,,,,,,,,,,,,,,,,,
258,915.490173,873.449219,424.111206,715.069092,656.226074,143.111206,638.202637,674.799255,142.123245,730.254028,752.633972,158.647064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,905.621460,952.178345,277.931152,,,,,,,,,,,,,,,,,,,,,
259,914.456909,873.199280,423.736755,711.637085,655.599060,143.982422,635.133240,675.286377,143.150452,727.530945,752.579651,159.979553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,904.175659,951.444641,278.030853,,,,,,,,,,,,,,,,,,,,,
260,913.137146,872.670227,424.298553,708.281433,655.105164,144.794830,631.952393,675.897339,144.091248,724.441772,752.800354,160.503098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,902.826538,950.828003,277.906006,,,,,,,,,,,,,,,,,,,,,
261,911.879272,872.114502,424.460083,705.212402,655.384155,145.418686,628.526306,676.424988,145.225952,722.040344,752.763062,160.881271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,901.606812,950.291931,278.005341,,,,,,,,,,,,,,,,,,,,,
262,911.208008,871.600098,424.507721,701.710327,655.789490,146.082504,625.264160,676.976868,146.281464,719.389282,752.954834,160.664169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,899.156738,950.166077,277.737640,,,,,,,,,,,,,,,,,,,,,
263,910.552124,871.174622,424.371704,698.540039,656.138489,146.408463,621.968384,677.418884,147.257233,716.378967,752.818726,161.646240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,897.169434,949.745361,277.922333,,,,,,,,,,,,,,,,,,,,,
264,909.727234,870.758545,423.943848,695.185608,656.363708,146.972870,618.683289,678.031860,147.673538,713.512512,753.038940,162.169830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,895.853333,949.222839,278.045715,,,,,,,,,,,,,,,,,,,,,
265,908.021606,870.139282,424.205475,691.735046,656.647400,147.183502,615.680237,678.459839,148.035568,710.445435,753.108765,162.670959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,894.196289,948.439819,277.991669,,,,,,,,,,,,,,,,,,,,,
266,906.844482,869.730652,424.500671,688.621643,657.156250,147.449524,612.727783,679.163818,148.430313,707.824219,753.165466,162.935257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,892.604675,947.773743,277.821991,,,,,,,,,,,,,,,,,,,,,
267,905.938477,869.419678,424.686279,685.193298,656.998047,147.738251,609.094421,679.666443,149.373199,704.742737,753.194702,163.764999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,890.932922,947.236572,277.839905,,,,,,,,,,,,,,,,,,,,,
268,904.566589,868.814148,424.897522,681.917847,657.034973,148.029236,605.654541,680.059631,150.748398,701.482971,753.320984,164.639893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,889.052795,946.672668,277.949188,,,,,,,,,,,,,,,,,,,,,
269,903.296204,868.291687,424.926483,678.169373,657.683838,147.833176,602.069397,680.591187,151.205490,698.860596,753.414551,164.872513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,902.586853,867.845337,424.802826,674.769165,657.979553,148.121414,598.768250,681.003113,151.445953,695.555725,753.513916,165.125763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,884.969238,945.585510,278.212280,,,,,,,,,,,,,,,,,,
271,901.369568,867.400391,424.490082,671.318726,658.100342,148.349655,595.669434,681.579712,151.678360,692.775635,753.515869,165.623306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,883.728455,945.022034,278.157288,,,,,,,,,,,,,,,,,,
272,900.189026,866.870483,424.874603,667.692505,657.656128,148.362198,591.800171,681.912537,152.683670,689.934875,753.631653,166.018799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,882.033386,943.985413,277.989075,,,,,,,,,,,,,,,,,,
273,899.341064,866.353210,425.071991,664.085571,657.718506,148.487915,588.327637,682.564087,152.725159,686.989014,753.647522,165.908737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,880.576721,943.205200,277.652008,,,,,,,,,,,,,,,,,,
274,898.418762,865.701111,425.050720,660.729980,657.855652,148.759674,585.115234,683.147217,152.608643,684.297791,753.766663,165.618744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,878.999512,942.671570,277.747864,,,,,,,,,,,,,,,,,,
275,897.387512,865.089539,424.992401,657.326477,657.609558,149.054291,581.906067,683.583557,152.620026,681.296509,753.489685,165.785416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,876.382324,942.270752,277.898102,,,,,,,,,,,,,,,,,,
276,895.908997,864.662537,424.971649,653.938599,657.871460,149.034210,578.510437,684.259399,152.588013,677.817078,753.843506,166.600449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,874.733765,941.679565,278.025177,,,,,,,,,,,,,,,,,,
277,894.678711,864.350464,424.918793,650.322998,656.854004,149.211319,574.767639,684.762878,152.297348,674.503174,753.754211,166.942215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873.016846,940.478943,278.165222,,,,,,,,,,,,,,,,,,
278,893.822998,863.851440,425.079285,646.382996,656.019714,149.844696,571.130554,685.029846,153.421005,671.377319,753.773804,167.438751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,871.490173,939.713867,277.855469,,,,,,,,,,,,,,,,,,
279,892.874023,863.147644,425.182312,642.830444,656.063538,149.137299,567.757446,685.492920,153.150864,668.835693,753.790771,167.406464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,869.723389,938.916199,277.798920,,,,,,,,,,,,,,,,,,
280,891.428467,862.507629,424.965271,639.181702,655.786377,149.090530,564.219849,686.062927,152.986649,665.302795,754.055237,167.123627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,868.064331,938.403320,277.872986,,,,,,,,,,,,,,,,,,
281,890.424438,862.018494,424.702271,635.915222,655.919006,149.092636,560.521179,686.324829,153.528214,662.690491,753.997742,167.370483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,866.237366,937.786743,277.567657,,,,,,,,,,,,,,,,,,
282,889.344971,861.341858,424.958771,632.299316,656.203918,149.219879,556.977417,686.850281,152.648453,659.609741,754.042603,167.082169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,888.028442,860.895569,425.079620,629.473450,656.295837,148.659164,554.138367,687.453247,151.864304,656.305237,753.951172,166.821503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,862.916809,935.918213,277.468811,,,,,,,,,,,,,,,
284,887.175110,860.291016,424.996033,626.208618,656.609680,148.311783,550.638062,687.777466,152.046112,653.348694,754.095886,167.146851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,860.169678,934.935303,277.518951,,,,,,,,,,,,,,,
285,886.180420,859.595154,424.810699,622.954712,656.990540,147.993332,547.187256,688.379395,151.890320,650.410767,754.112610,166.774292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,858.892090,934.180359,277.608246,,,,,,,,,,,,,,,
286,884.910645,858.771973,424.660400,619.609253,657.193604,147.486404,543.527039,688.566589,152.354050,647.245239,754.621277,167.044220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,857.298279,933.063049,277.277008,,,,,,,,,,,,,,,
287,884.218567,858.213989,424.393829,616.227295,657.326782,147.221390,540.765503,689.051208,151.519012,644.570374,754.401978,166.074356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,855.838562,931.958374,276.815430,,,,,,,,,,,,,,,
288,883.029541,857.835815,424.561310,613.126160,657.446594,146.547852,537.730469,689.637085,150.473907,641.170410,754.453125,165.996841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,853.595825,931.371155,277.046112,,,,,,,,,,,,,,,
289,881.347473,857.187134,424.468079,610.171692,657.680847,146.153748,534.289795,689.880798,150.683334,638.825134,754.372681,166.157959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,851.345337,930.530823,277.113403,,,,,,,,,,,,,,,
290,880.055725,856.582092,424.445190,606.861755,658.168640,145.668655,531.193176,690.489929,150.217209,635.649109,754.556458,165.821426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,849.612610,929.381836,276.894379,,,,,,,,,,,,,,,
291,878.985596,855.837708,424.176514,603.760254,658.451782,145.043793,528.223450,690.977783,149.622009,633.420776,754.644409,165.123520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,848.516357,928.223816,276.569824,,,,,,,,,,,,,,,
292,877.891296,854.997681,424.135590,600.677490,658.496704,144.365189,525.305786,691.565002,148.980087,630.372009,754.719604,164.524780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,846.662231,927.324219,275.689209,,,,,,,,,,,,,,,
293,877.013367,854.279175,424.299683,597.407593,658.768738,143.983383,522.306519,692.098633,148.295944,627.682556,754.546265,164.170792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,844.374146,926.622620,275.837402,,,,,,,,,,,,,,,
294,875.747498,853.592896,424.156128,594.509888,659.106323,143.886856,519.447937,692.521118,147.657684,625.061157,754.666138,164.296555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,842.270935,925.633179,275.929779,,,,,,,,,,,,,,,
295,874.824219,852.844971,423.876556,591.513123,659.199158,143.423950,516.266846,693.181702,147.255112,622.465332,754.625671,163.787674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,840.305603,924.571716,275.663940,,,,,,,,,,,,,,,
296,873.394653,852.252747,423.567810,588.332153,659.388733,142.394363,513.605347,693.612610,147.290863,619.766113,754.739197,163.148392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,839.080994,923.346008,275.514099,,,,,,,,,,,,,,,
