Weight18
Date:,2025/04/16
Time:,14:18:21
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14,,,*15,,,*16,,,*17,,,*18,,,*19,,,*20,,,*21,,,*22,,,*23,,,*24,,,*25,,,*26,,,*27,,,*28,,,*29,,,*30,,,*31,,,*32,,,*33,,,*34,,,*35,,,*36,,,*37
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
27,877.017090,713.502502,137.303085,820.696045,634.984497,108.363518,754.305115,691.644104,116.616379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,875.820190,713.678650,138.123962,819.432983,635.282043,109.476044,753.315002,691.713074,117.524200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,874.654175,713.671509,138.725281,817.832825,634.716919,111.045258,751.761047,691.782104,118.552750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,872.989136,714.263367,139.420410,816.447144,634.466064,111.623718,750.432556,691.857422,120.050133,,,,1129.449219,855.029785,430.449799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,871.119995,714.758606,140.513794,815.195251,634.685791,112.268883,749.100891,691.921326,121.121460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,870.547546,714.459961,141.627991,813.453247,635.142883,113.415184,747.586609,691.862366,121.856789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,869.095581,714.464294,142.676270,812.054016,635.939270,113.883347,745.915344,691.769775,123.244476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,866.862366,714.942566,143.574692,810.687744,635.712708,115.394699,744.205200,691.780090,124.602287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,865.630920,715.003357,144.023056,808.904541,635.437866,116.560600,742.190247,692.238098,125.221313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,863.778442,714.983704,144.776825,807.081543,635.645508,116.877129,740.609558,692.444885,127.111435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,861.398621,715.571167,146.285110,805.226563,635.754028,118.204254,739.002930,692.409790,128.241119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,859.988220,715.568909,147.283478,803.237366,636.340515,118.737213,736.802979,692.661987,129.194611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,858.227722,715.593262,147.435074,801.526855,636.856567,119.325569,735.178894,692.931702,130.138519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,856.046448,715.992615,148.267776,799.591309,636.970032,120.124962,732.716858,693.218323,131.159744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,854.110535,716.117676,148.969894,797.189026,636.824585,121.650909,730.780212,693.408813,132.446075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,851.970215,716.572510,150.059448,794.670166,636.843018,123.131157,728.437561,693.585022,133.845856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,849.518372,716.833801,151.358841,792.859497,637.618713,123.520943,726.174133,693.950439,134.765274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,847.203735,716.901062,151.845306,790.283264,638.025085,124.563095,724.068909,694.173096,135.968567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,845.012451,717.284973,152.460220,787.673279,637.828003,126.075569,721.757446,694.565796,136.601059,,,,,,,1112.790894,853.873230,433.826935,1070.414307,864.311401,297.220551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,842.748352,717.391541,153.357864,784.936951,637.675110,127.238510,719.307617,694.938049,137.916794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,839.648499,717.974976,154.232254,782.304749,637.917847,128.193802,716.805542,695.348633,138.220428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,837.539001,717.865723,154.936707,779.671631,638.666931,128.394180,714.312805,695.502991,139.487213,,,,,,,,,,,,,1108.221558,853.522095,435.128998,1064.644287,864.083435,298.278381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,834.980713,718.260498,155.460846,777.233887,638.792480,129.638184,711.546692,695.966614,140.481094,,,,,,,,,,,,,1106.795288,853.033569,434.448029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,832.619629,718.372559,156.332642,774.181396,638.757141,130.708130,708.989624,696.365112,141.684067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,829.823364,718.664185,157.466034,771.574219,639.156555,131.469482,706.074707,696.905457,142.679611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,827.041626,718.796082,157.957321,768.846497,639.779053,132.167984,703.457031,697.480957,143.878815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,824.451233,719.236694,158.436600,765.960388,639.982239,133.347122,700.560303,698.093689,144.224197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,822.094910,719.145081,159.097076,762.887878,640.261963,134.094574,698.146057,698.380310,145.150162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,818.612427,719.592651,160.017853,759.886902,640.357544,135.329071,695.091248,698.733093,146.249176,,,,,,,,,,,,,,,,,,,1097.221802,851.057007,436.409943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,816.214600,719.588562,160.732773,756.767883,641.146179,136.124359,692.060059,699.151489,147.311569,,,,,,,,,,,,,,,,,,,1095.602905,850.864685,436.350433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,812.666992,720.200317,161.619278,753.648804,641.195801,137.204025,689.355225,699.554138,148.248444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,810.755737,720.042419,162.166977,750.849976,641.533813,137.526260,686.259216,700.089478,148.867340,,,,,,,,,,,,,,,,,,,,,,1092.406738,849.979492,436.583801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,807.073853,720.277100,163.089798,747.358154,641.654541,138.938354,683.154602,700.459229,149.768906,,,,,,,,,,,,,,,,,,,,,,1091.064087,849.614014,436.574921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,804.792542,720.374146,163.841782,744.065796,641.981934,139.982071,680.155029,700.975891,150.327698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,800.901550,720.561401,164.498764,740.987305,641.824219,141.136185,677.057190,701.421997,151.279434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,798.583618,720.738098,165.119141,737.933472,642.723083,141.040421,673.567871,702.123840,151.749588,,,,,,,,,,,,,,,,,,,,,,,,,1084.991089,848.537903,437.738464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,795.199524,721.054565,165.461121,734.525818,642.557983,142.712936,670.729126,702.672058,152.978485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,791.850220,721.271484,166.650894,731.165771,642.904297,143.396469,667.740479,703.145874,153.370621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,788.805115,721.338684,167.546387,728.055725,643.340393,143.826553,664.713867,703.651001,154.042801,,,,,,,,,,,,,,,,,,,,,,,,,,,,1079.069580,847.140808,438.435577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,785.532043,721.485840,168.049225,724.279358,643.644409,145.113251,661.293274,704.093445,154.723083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,783.178223,721.448547,168.246796,720.957458,643.979004,146.298752,658.053406,704.531311,155.852646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,779.454956,721.908630,169.394363,717.717957,644.161621,146.827255,654.915527,704.990356,156.565125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1073.693237,845.934875,438.576599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,776.302490,721.762390,169.892456,714.514648,644.401489,147.281708,651.493896,705.495178,157.162186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,773.240601,722.349487,170.321732,710.816589,644.847778,148.340912,648.430969,705.892517,157.962418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,770.457642,722.139160,170.597717,707.599976,644.946960,149.253799,645.369812,706.369507,158.613861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1068.563232,844.288757,438.159882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,766.780151,722.680786,171.551010,704.411438,645.189148,149.652496,641.832825,706.717224,159.400620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1065.433350,843.881409,438.833618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,763.421143,722.752258,171.764069,700.854858,645.497253,150.300720,638.721680,707.049744,159.725266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,760.752502,722.551147,172.518112,697.363220,645.844666,151.463058,635.557739,707.633362,160.842102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1062.122070,842.709167,439.030121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,757.177795,722.887512,173.272751,694.041931,646.046082,152.047729,632.019836,708.090454,161.192093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,754.359924,722.802979,173.261368,690.995300,646.503906,152.002838,628.922668,708.563049,162.106522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,751.089478,723.009338,173.860260,687.585754,646.656677,152.441666,625.622803,709.058228,162.001099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1056.213867,841.090759,439.239075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,747.903992,722.964417,174.429749,684.003418,647.160156,152.878860,622.668579,709.445557,162.903671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,744.388306,723.228638,175.406113,680.726929,647.204346,153.698898,619.447205,709.807434,163.235550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,740.794250,723.342590,175.899689,677.116211,647.272644,154.561722,615.860352,710.188049,163.632462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1049.524414,839.412903,439.404297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,738.009644,723.410217,176.009827,673.334412,647.586426,155.332901,612.737976,710.664001,164.313156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,734.573425,723.723450,176.258118,670.241028,647.878174,155.632950,609.555481,711.089172,164.872971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,731.682739,723.671143,176.358093,667.076233,648.315918,155.414413,605.768555,711.481506,165.533539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1042.891357,837.778931,439.064972,979.964783,848.656494,309.273529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,728.530579,723.859680,176.542633,663.818298,649.303467,155.273651,602.793396,711.788574,166.025711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
