Grasp117
Date:,2025/04/24
Time:,16:09:10
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
34,896.328064,685.063843,102.561256,1086.442627,893.906189,266.255798,929.524963,780.528564,101.262383,795.350098,755.747009,124.058647,1153.593506,875.388428,441.878387,,,,,,,,,,,,,,,,,,
35,895.812988,683.690491,104.889832,1086.133423,893.013062,265.830597,929.337036,778.545410,101.814301,794.520447,754.486450,125.343582,1153.050049,875.067200,441.410522,,,,,,,,,,,,,,,,,,
36,895.812805,681.929871,106.560715,1085.461914,892.109741,265.886688,928.630554,776.543884,102.748795,794.020569,753.295410,126.184052,1152.534546,874.758179,441.007294,,,,,,,,,,,,,,,,,,
37,895.571777,679.872437,108.441452,1084.584473,891.395264,265.837524,927.387451,774.584534,103.807213,793.171509,751.839783,128.070175,1151.743530,874.514404,440.322235,,,,,,,,,,,,,,,,,,
38,895.742249,676.866699,110.964493,1084.077515,890.436584,265.544891,926.418579,772.893250,104.810173,792.424133,750.781799,129.551819,1151.280029,874.310730,439.863251,,,,,,,,,,,,,,,,,,
39,895.763000,674.374023,112.417412,1083.752075,889.494507,265.016083,925.422424,771.002930,105.838715,790.982788,749.882629,131.369644,1150.958130,874.007141,439.625702,,,,,,,,,,,,,,,,,,
40,894.737427,673.117798,113.207458,1083.733643,888.312683,264.041931,923.675476,769.220459,107.167244,790.061279,748.573547,132.625687,1150.773926,873.615723,439.304382,,,,,,,,,,,,,,,,,,
41,893.324402,671.728027,116.099030,1083.586182,887.449158,263.301697,923.030396,767.264343,107.975510,789.709534,747.331299,133.492401,1150.151123,873.393799,438.658051,,,,,,,,,,,,,,,,,,
42,892.815063,669.942322,118.201691,1082.848267,886.759827,262.920807,922.190918,765.093750,108.667641,788.126526,746.337097,134.614349,1149.680542,873.158325,437.962341,,,,,,,,,,,,,,,,,,
43,891.704163,668.462585,119.252716,1081.846313,885.764221,262.711517,921.032043,763.357483,109.860992,786.966492,745.344727,135.620483,1149.074707,872.998901,437.420013,,,,,,,,,,,,,,,,,,
44,890.511597,666.305664,121.056007,1081.276855,884.580017,262.005859,920.439087,761.421570,110.497917,786.482544,743.779602,136.752869,1148.596680,872.563538,436.980194,,,,,,,,,,,,,,,,,,
45,889.582397,664.925537,121.855545,1080.640503,883.892212,261.645905,919.333435,759.707397,110.807060,785.445435,742.722046,137.948380,1148.005371,872.113525,436.485107,,,,,,,,,,,,,,,,,,
46,888.730896,662.834045,123.093231,1080.192261,883.004456,260.626678,918.131897,757.772156,111.749649,784.114990,741.794678,138.558990,1147.242676,871.665405,435.688110,,,,,,,,,,,,,,,,,,
47,888.265198,661.146545,124.576401,1079.709473,881.905640,259.898346,917.012634,755.986328,112.906143,783.741333,740.269836,139.437500,1146.339111,871.228882,434.850159,,,,,,,,,,,,,,,,,,
48,887.357849,659.030518,125.812157,1079.614258,880.517273,258.842255,916.078918,753.939758,113.365067,782.626831,739.052979,140.686966,1145.788208,870.993530,434.274017,,,,,,,,,,,,,,,,,,
49,885.772522,657.303284,127.437836,1079.050293,879.717896,258.121063,915.448853,752.422058,113.874420,780.726990,738.271667,141.941483,1145.522705,870.662659,433.915955,,,,,,,,,,,,,,,,,,
50,884.986450,655.364746,128.858032,1078.179321,879.013367,257.679657,914.240906,750.473389,114.371284,780.046143,736.765137,142.620773,1144.989502,870.287781,433.645172,,,,,,,,,,,,,,,,,,
51,884.208984,654.024902,129.665619,1077.005371,877.706848,257.466156,913.400024,748.983887,115.000343,779.465149,735.424133,143.744843,1144.016968,869.857544,432.679810,,,,,,,,,,,,,,,,,,
52,882.412109,653.203979,131.584717,1076.479858,876.358887,256.785065,912.209961,746.943726,116.021919,777.978882,734.584778,144.385590,1143.146484,869.499512,431.969604,,,,,,,,,,,,,,,,,,
53,881.437378,650.730835,131.953506,1076.178711,875.484802,255.891098,910.797668,745.321838,116.669365,776.629395,733.440857,145.178528,1142.721069,868.949768,431.551025,,,,,,,,,,,,,,,,,,
54,879.775085,649.943481,132.240601,1075.351074,874.497803,255.383621,909.984375,743.933167,116.702271,775.148132,732.509216,146.213058,1142.180908,868.320679,431.170258,,,,,,,,,,,,,,,,,,
55,878.261108,648.106750,132.588287,1073.880981,873.137878,255.058609,909.194153,742.199158,116.845573,773.677185,731.380981,146.741074,1141.229126,867.951965,430.494049,,,,,,,,,,,,,,,,,,
56,877.660522,646.327148,133.033981,1072.630371,872.363037,254.998596,907.742554,740.617920,117.267807,773.056152,730.200867,146.410873,1140.278076,867.710632,429.509064,,,,,,,,,,,,,,,,,,
57,875.493652,644.717834,134.298935,1071.372070,871.638367,254.691833,906.667175,739.075073,117.184174,772.180664,729.075623,146.169113,1139.660156,867.256836,429.091827,,,,,,,,,,,,,,,,,,
58,874.390564,643.294006,134.975510,1070.096313,870.446777,254.237808,905.928772,737.665466,117.317894,770.537720,728.259888,146.368423,1139.513672,866.815430,428.697174,,,,,,,,,,,,,,,,,,
59,873.623230,641.837463,135.146591,1068.891968,869.249268,253.535461,904.779480,736.021606,117.815849,769.409546,727.462036,147.147476,1138.942993,866.289001,428.242188,,,,,,,,,,,,,,,,,,
60,872.889282,640.180176,135.524658,1068.368774,868.371704,252.787750,903.307434,734.661316,118.432831,768.501038,726.066345,147.001022,1138.074585,865.924072,427.617218,,,,,,,,,,,,,,,,,,
61,871.787964,639.018799,135.704636,1067.311523,867.371704,252.147781,902.110474,733.444702,118.801903,767.632385,724.657104,146.608871,1137.140869,865.545288,427.025818,,,,,,,,,,,,,,,,,,
62,870.404358,637.683716,135.098297,1065.973389,866.301331,251.715820,900.748108,731.791931,118.216515,766.841553,723.396973,146.440170,1136.458862,865.167786,426.706146,,,,,,,,,,,,,,,,,,
63,869.117432,636.255798,134.838104,1065.554321,865.192993,251.244843,900.041931,730.612915,117.660995,766.158875,722.013611,146.279602,1135.840454,864.779175,426.446594,,,,,,,,,,,,,,,,,,
64,868.550049,635.180725,134.847519,1064.471191,864.255737,250.656082,899.782654,729.479004,117.248001,765.114136,721.028015,146.006180,1135.278198,864.287354,425.935089,,,,,,,,,,,,,,,,,,
65,867.904785,633.809814,134.716248,1063.539063,863.210754,250.278854,898.771545,727.924866,116.700218,764.071655,719.601807,145.782318,1134.302490,863.820190,425.056763,,,,,,,,,,,,,,,,,,
66,867.071594,632.175354,133.787247,1062.913696,861.991821,249.591888,897.862000,726.797241,116.460251,763.109314,718.361938,145.146988,1133.482666,863.518677,424.415375,,,,,,,,,,,,,,,,,,
67,866.090576,630.924011,133.113403,1061.848511,861.218262,248.885025,896.653748,725.919922,116.535873,762.012512,717.222717,144.161865,1132.902344,862.946350,424.245209,,,,,,,,,,,,,,,,,,
68,865.208069,629.713928,132.740875,1060.862305,860.166016,248.568604,895.294922,724.772949,116.413879,761.002502,715.730164,143.686630,1132.253174,862.507629,423.973877,,,,,,,,,,,,,,,,,,
69,864.463440,628.694458,132.411880,1059.561035,859.149902,248.498154,894.487000,723.622192,116.139946,760.119080,714.568420,143.053757,1131.480957,862.264709,423.435059,,,,,,,,,,,,,,,,,,
70,863.602478,627.566895,131.930756,1058.506836,858.329956,248.323364,894.072571,722.449097,115.488380,759.434570,713.262390,141.935211,1130.440918,861.735779,423.135132,,,,,,,,,,,,,,,,,,
71,862.748352,626.285400,131.200867,,,,893.429016,721.357910,114.895760,758.805237,711.783508,141.320740,1129.466675,861.310852,422.668793,,,,,,,,,,,,,,,,,,
72,862.156372,625.140808,130.278275,,,,892.850403,720.327881,114.326393,757.980652,710.519775,140.372574,1128.759521,861.021484,422.492950,1056.423706,856.959656,247.205750,,,,,,,,,,,,,,,
73,861.757813,624.298645,129.702621,,,,892.211365,719.313965,113.546455,757.415588,709.177673,138.954498,1128.158691,860.489136,422.222046,1055.996826,855.899231,246.516342,,,,,,,,,,,,,,,
74,861.014343,623.302734,128.396988,,,,891.802734,718.537842,113.090790,757.104187,708.025391,137.678925,1127.403320,860.389099,421.804199,1055.377930,855.158264,245.989212,,,,,,,,,,,,,,,
75,859.775696,622.475952,127.619698,,,,891.285950,717.501892,112.554909,756.610596,707.177368,137.034409,1126.569824,860.330688,421.288361,1054.739746,854.586182,245.686813,,,,,,,,,,,,,,,
76,858.705322,621.567200,126.370880,,,,890.843689,716.686584,111.876366,755.973999,705.681702,135.570465,1125.685059,860.190979,420.770569,1054.115234,854.007629,244.752716,,,,,,,,,,,,,,,
77,858.433105,620.623535,125.586281,,,,890.767151,715.771790,110.933907,755.511047,704.326416,134.790771,1124.884766,859.817871,420.711609,1053.214233,853.368408,244.121414,,,,,,,,,,,,,,,
78,857.943542,619.558960,124.810669,,,,890.857056,714.328186,109.626091,755.262329,703.255493,134.441574,1124.048828,859.493896,420.477600,1052.414795,852.764709,243.722214,,,,,,,,,,,,,,,
79,856.924744,618.372864,123.436569,,,,890.565247,713.264465,109.257591,755.283447,701.588013,133.103622,1123.091919,858.949890,420.259094,1051.513428,852.184326,243.298325,,,,,,,,,,,,,,,
80,856.556519,617.009705,121.779350,,,,889.920959,712.555420,109.200043,755.547180,700.205261,131.681137,1122.387329,858.583801,419.806335,1050.916870,851.549622,243.149460,,,,,,,,,,,,,,,
81,855.543457,616.158508,120.406654,,,,889.630615,711.880127,108.624245,755.087341,698.964661,130.616165,1121.785767,858.485046,419.350220,1049.900391,850.998413,242.868423,,,,,,,,,,,,,,,
82,855.304932,614.794006,118.879852,,,,889.752502,710.829285,107.209236,754.362000,697.724426,130.015808,1121.069458,858.019897,418.963135,1048.674438,850.553040,242.677994,,,,,,,,,,,,,,,
83,853.622070,614.199524,116.610306,,,,889.505127,709.971802,106.281891,754.102234,696.878784,128.705048,1120.464844,856.620178,418.698975,1047.858765,850.044800,242.392807,,,,,,,,,,,,,,,
84,851.713806,613.705444,114.832336,,,,888.995300,709.305542,105.788132,754.494995,695.053711,126.915176,1119.783447,856.090027,418.706970,1047.503296,849.498901,242.021713,,,,,,,,,,,,,,,
85,850.574463,613.548767,112.191170,,,,888.562256,708.697083,105.348969,754.913818,693.597534,125.824188,1119.087646,856.045593,418.592407,1047.386108,848.695801,241.526230,,,,,,,,,,,,,,,
86,849.067688,613.181824,110.194496,,,,888.242310,708.063232,105.063774,755.172485,692.322510,125.056068,1118.348145,856.010498,418.291107,1047.377563,847.874878,241.005753,,,,,,,,,,,,,,,
87,848.107117,612.515564,109.319733,,,,888.055725,707.350342,104.421402,755.229675,691.101196,123.834625,1117.663696,855.929138,417.927185,1046.972168,847.116821,240.465897,,,,,,,,,,,,,,,
88,846.834534,612.044983,107.588150,,,,888.217529,706.586914,103.683266,755.560608,690.040649,122.662254,1117.009155,855.819702,417.564026,1046.318481,846.586487,240.108932,,,,,,,,,,,,,,,
89,845.812134,612.131531,106.073853,,,,888.220703,706.115112,103.255432,755.073853,689.488220,122.269600,1116.483154,855.705383,417.117767,1045.759644,846.196533,239.921402,,,,,,,,,,,,,,,
90,844.756226,612.425659,104.251732,,,,887.781555,705.822388,102.594810,754.417175,688.931030,121.937553,1115.611572,855.523682,417.410126,1045.469727,845.680847,239.812256,,,,,,,,,,,,,,,
91,843.114502,613.114136,103.233841,,,,887.484375,705.637634,101.891785,755.143982,687.557251,120.300476,1114.806519,855.275452,417.606110,1045.343872,845.141113,239.620041,,,,,,,,,,,,,,,
92,841.911377,613.110352,101.718254,,,,887.058838,705.546082,101.384697,755.947754,686.593445,118.244980,1114.429077,855.119629,417.413239,1045.782349,844.450806,238.667648,,,,,,,,,,,,,,,
93,840.604065,613.318176,100.287621,,,,886.913269,705.406677,101.042007,756.501953,685.654480,116.519958,1114.099121,854.856201,416.901154,1045.888306,843.970947,237.738617,,,,,,,,,,,,,,,
94,839.362793,613.685974,98.887558,,,,886.740784,705.335083,100.503792,756.565308,684.288147,114.754311,1113.945313,854.623230,416.092102,1045.514038,843.674683,237.404587,,,,,,,,,,,,,,,
95,838.287964,614.213257,97.368790,,,,886.703003,704.901855,99.939804,757.029663,682.720703,113.193901,1113.718018,854.462646,415.564667,1045.139771,843.572449,237.157104,,,,,,,,,,,,,,,
96,836.875977,614.908997,96.022423,,,,886.629089,704.765930,99.644974,757.524292,681.172119,111.744156,1113.294434,854.251343,415.401642,1044.854004,843.400085,237.120224,,,,,,,,,,,,,,,
97,835.741943,615.560059,94.907181,,,,886.450745,704.770508,99.464211,758.475464,679.107056,110.301018,1112.519653,854.174683,415.367981,1044.600830,843.172119,237.160965,,,,,,,,,,,,,,,
98,834.566467,615.910400,93.417183,,,,886.279297,704.611389,99.393982,759.423096,677.025940,108.784630,1111.817871,854.006836,415.454498,1044.248535,842.891418,236.861984,,,,,,,,,,,,,,,
99,833.620056,616.097290,92.643059,,,,886.158447,704.467041,99.280006,760.692139,674.787476,107.692848,1111.077271,853.893433,415.498047,,,,,,,,,,,,,,,,,,
100,833.375061,616.006836,92.756874,,,,886.077942,704.352661,99.090240,762.020935,672.443909,106.222313,1110.774780,853.573486,415.605225,,,,1043.841064,842.623779,236.686005,,,,,,,,,,,,
101,833.531616,615.671997,92.935852,,,,886.066711,704.229126,99.018311,762.991333,671.402466,105.519058,1110.461792,853.448486,415.291687,,,,1044.011230,842.450684,235.714661,,,,,,,,,,,,
102,833.480591,615.458130,92.936150,,,,886.088928,704.021729,98.987381,763.182007,671.524841,105.475197,1110.073853,853.394409,414.939484,,,,1044.140503,842.391174,235.428543,,,,,,,,,,,,
103,833.260620,615.398987,92.740814,,,,886.100891,703.821655,98.986115,762.833374,671.487427,105.645248,1109.734375,853.410400,414.674042,,,,1044.592285,842.069641,234.936539,,,,,,,,,,,,
104,832.901794,615.430481,92.762047,,,,886.078186,703.695129,99.043640,763.025452,671.305542,105.853706,1109.366455,853.473938,414.522430,,,,1044.970703,841.752991,234.959793,,,,,,,,,,,,
105,832.560486,615.363281,92.822754,,,,885.966553,703.552124,99.151054,762.726135,671.259216,105.740494,1109.046509,853.431702,414.274170,,,,1044.673340,841.903503,234.351425,,,,,,,,,,,,
106,832.328186,615.304382,92.908890,,,,885.867249,703.371887,99.275459,763.111755,671.161438,105.668251,1108.830566,853.426941,414.071991,,,,1044.231445,841.979675,234.099808,,,,,,,,,,,,
107,832.146729,615.224731,93.093864,,,,885.772949,703.308899,99.440338,763.252869,671.049988,105.523323,1108.597046,853.408081,413.815979,,,,1044.026978,842.066650,234.173752,,,,,,,,,,,,
108,831.955505,615.252380,93.253654,,,,885.710938,703.166504,99.534698,763.330200,670.887695,105.318687,1108.459473,853.409485,413.724792,,,,1044.093628,842.050049,234.209824,,,,,,,,,,,,
109,831.792236,615.222473,93.430046,,,,885.718384,703.120178,99.801567,763.328125,670.773743,105.267326,1108.201172,853.452698,413.717499,,,,1044.069092,842.190979,234.113815,,,,,,,,,,,,
110,831.698303,615.231018,93.661690,,,,885.643250,703.033630,100.002678,763.311768,670.638855,105.242760,1107.494263,853.708069,413.904358,,,,1044.150269,842.299072,234.016296,,,,,,,,,,,,
111,831.360168,615.145874,94.061050,,,,885.741943,702.816772,100.163696,763.317688,670.614624,105.221489,1107.511108,853.635254,413.552704,,,,1044.317383,842.357056,233.903412,,,,,,,,,,,,
112,831.217041,615.093201,94.322296,,,,885.727600,702.774048,100.262482,763.268555,670.619873,105.207123,1107.461670,853.634094,413.394562,,,,1044.400635,842.564636,233.751633,,,,,,,,,,,,
113,831.182007,615.108887,94.477844,,,,885.679199,702.716980,100.432510,763.243408,670.504089,105.252800,1107.013062,853.838867,413.379700,,,,1044.600342,842.701294,233.478806,,,,,,,,,,,,
114,831.160156,615.172424,94.678864,,,,885.539978,702.797974,100.536934,763.206665,670.415833,105.359184,1106.529419,853.885132,413.360138,,,,1044.709961,842.881470,233.384781,,,,,,,,,,,,
115,831.345764,615.144348,94.740730,,,,885.298462,702.932861,100.790733,763.086731,670.413147,105.530800,1105.872192,853.922058,413.347931,,,,1044.885376,843.115967,233.378967,,,,,,,,,,,,
116,831.200684,615.339966,95.026222,,,,885.141907,703.144348,100.947556,763.028931,670.324524,105.861694,1105.451172,854.107788,413.204803,,,,1044.568359,843.447205,233.449738,,,,,,,,,,,,
117,831.075989,615.419495,95.363220,,,,885.069153,703.296631,101.228935,762.900024,670.346313,106.260902,1105.026245,854.221863,413.106964,,,,1044.208496,843.669617,233.592804,,,,,,,,,,,,
118,830.942078,615.446350,95.632919,,,,884.799927,703.466064,101.442345,762.853333,670.442383,106.652863,1104.495117,854.455872,413.125763,,,,1043.861206,844.094971,233.370575,,,,,,,,,,,,
119,830.824036,615.514709,95.999992,,,,884.763855,703.514343,101.983032,762.754272,670.460571,106.930412,1104.062622,854.526001,412.957642,,,,1043.694092,844.494812,233.350204,,,,,,,,,,,,
120,830.566650,615.657837,96.466118,,,,884.340027,703.691711,102.489662,762.503357,670.532349,107.349648,1103.665649,854.600769,412.708130,,,,1043.309082,844.805847,233.395248,,,,,,,,,,,,
121,830.139954,615.811768,97.115585,,,,883.916748,703.908569,102.932411,762.084229,670.620300,107.938148,1103.390625,854.716675,412.690887,,,,1042.475464,845.179199,233.692947,,,,,,,,,,,,
122,829.499756,616.083008,98.226555,,,,882.964355,704.472107,103.539787,761.452454,670.816467,108.820457,1102.680298,854.920105,412.923828,,,,1041.464722,845.538086,234.003387,,,,,,,,,,,,
123,828.915039,616.401917,99.355789,,,,882.157349,704.856628,103.943886,760.563904,670.984375,109.593781,1101.478027,855.168701,413.530579,,,,1040.842773,845.836975,234.540237,,,,,,,,,,,,
124,828.117249,616.610657,100.348579,,,,881.610718,705.052368,104.443451,759.912048,671.185120,110.542549,1100.149048,855.346741,413.898346,,,,1040.310059,846.061157,234.993622,,,,,,,,,,,,
125,827.397400,616.584717,101.236832,,,,880.898010,705.143921,105.536774,759.182556,671.400940,112.077423,1098.966797,855.299683,413.792847,,,,1040.257813,846.105286,235.334900,,,,,,,,,,,,
126,826.369446,616.553955,102.575546,,,,880.142761,705.167603,106.244469,758.373718,671.600647,112.993195,1098.216309,855.350403,413.527740,,,,1040.683716,846.140015,234.691391,,,,,,,,,,,,
127,825.208679,616.792480,103.959816,,,,878.894409,705.496155,106.847160,757.254517,671.988525,113.754059,1098.155884,855.392151,412.989136,,,,1039.564209,846.934448,234.762527,,,,,,,,,,,,
128,824.085754,617.209534,105.315300,,,,877.066162,705.952637,107.321228,755.842102,672.294373,114.613518,1096.918823,855.773499,413.253326,,,,1038.233643,847.465881,235.257004,,,,,,,,,,,,
129,822.848572,617.479004,106.186066,,,,876.140198,706.224243,107.964493,754.613159,672.617798,115.862061,1095.529785,855.994751,413.870361,,,,,,,,,,,,,,,,,,
130,821.193176,617.756592,107.275856,,,,875.017700,706.291748,109.111382,753.003174,673.021912,116.926689,1094.323853,855.909058,414.200653,,,,,,,1036.760620,847.525452,235.938736,,,,,,,,,
131,819.314026,618.181091,108.511673,,,,872.608459,706.783325,110.113167,751.240112,673.429626,118.397758,1093.250977,855.905334,414.091217,,,,,,,1035.502075,847.899902,236.254150,,,,,,,,,
132,817.837036,618.501648,109.675774,,,,870.710022,707.431763,111.155876,749.420654,673.784912,119.437439,1092.110229,855.905701,414.088623,,,,,,,1033.716675,848.342590,236.385132,,,,,,,,,
133,815.460938,618.817139,111.260094,,,,869.048645,707.317871,111.862190,747.458923,674.060486,120.955612,1091.087891,856.036133,413.905975,,,,,,,1032.010986,848.771362,236.359955,,,,,,,,,
134,813.330505,619.002930,112.433083,,,,866.712830,707.896484,112.720726,745.288940,674.295959,122.119514,1089.960815,856.025085,413.981659,,,,,,,1031.693359,848.671875,236.478790,,,,,,,,,
135,811.063049,619.199219,112.999931,,,,864.733948,708.310486,113.263962,742.684753,674.779053,123.531273,1088.388916,856.006165,414.470612,,,,,,,1030.158813,849.004456,236.636734,,,,,,,,,
136,808.601013,619.872314,114.694550,,,,861.719177,708.750122,114.719238,740.449829,675.138672,124.837189,1087.333008,856.042847,414.229584,,,,,,,1027.320068,849.659058,237.168442,,,,,,,,,
137,805.556885,620.246582,116.082390,,,,859.235413,709.100037,115.373756,737.797974,675.484009,126.219048,1085.893433,856.058228,413.553223,,,,,,,1026.153320,849.563843,237.448212,,,,,,,,,
138,802.817749,620.494995,116.810059,,,,856.410645,709.337463,116.812279,734.772217,675.992310,127.608498,1084.206909,856.064758,413.601654,,,,,,,1023.682373,849.838562,238.059113,,,,,,,,,
139,799.863647,620.750122,117.955963,,,,854.045715,709.495728,117.327499,732.072449,676.363220,128.540909,1083.090332,856.040100,413.927856,,,,,,,1021.922302,849.888367,238.363129,,,,,,,,,
140,796.578125,621.467712,118.947853,,,,850.448975,710.190613,117.756607,728.940186,676.948303,129.434830,1081.671753,856.037292,413.598694,,,,,,,1019.251709,850.151062,238.494034,,,,,,,,,
