Grasp84
Date:,2025/04/22
Time:,17:17:14
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14,,,*15,,,*16,,,*17,,,*18,,,*19,,,*20,,,*21,,,*22,,,*23,,,*24,,,*25,,,*26,,,*27,,,*28,,,*29,,,*30,,,*31
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
34,916.021606,827.221802,71.757439,1116.110474,899.205933,460.223724,851.724060,765.320618,33.366966,785.557861,808.370605,36.395485,1082.420532,935.352356,253.026428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,915.723999,827.227478,72.541527,1116.252808,899.100464,460.035522,851.601990,765.154663,33.315197,785.324219,808.667603,37.343349,1082.792358,935.494446,252.831528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,915.812317,827.434448,73.145645,1116.426025,898.936340,459.912323,851.817566,764.681885,33.369564,784.953308,809.119080,39.379627,1083.172974,935.612427,252.755417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,915.506592,827.432068,73.646118,1116.534180,898.758789,459.733826,852.285156,763.757690,33.451103,784.374878,809.617188,42.245308,1084.014526,936.236816,252.342377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,915.302917,827.398376,74.195831,1116.771606,898.568054,459.547028,852.818237,762.127502,33.667236,784.005493,810.107971,44.834644,1084.781128,936.416504,251.956741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,915.259583,827.485474,74.775803,1117.378052,898.273743,459.440826,853.580566,760.353516,34.070889,783.549683,810.635254,48.174557,1085.354858,936.376709,251.656784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,915.089661,827.487549,75.530403,1117.772827,898.132141,459.198822,854.106262,758.840332,34.827465,783.043213,811.199463,50.732517,1086.123901,936.104065,251.195496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,914.869934,827.358032,76.556534,1118.084351,898.294983,458.550995,854.120728,757.520813,36.119118,782.394104,811.953796,53.415165,1086.753052,936.373840,250.664169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,914.497314,827.396423,77.624557,1118.626221,898.324707,458.107178,854.413574,756.185852,38.249859,782.281311,812.789185,56.045910,1087.431763,936.731873,250.457550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,913.892761,827.217346,78.958755,1119.048218,898.139954,457.556366,854.217834,755.204407,40.441296,781.619995,813.390259,59.136707,1088.055786,936.834106,249.973663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,913.789246,826.940491,79.783798,1119.367065,898.215271,457.300385,854.195251,753.747070,42.269817,780.889221,814.086060,61.536728,1088.609253,936.833191,249.608719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,913.179565,826.403992,80.883919,1119.586060,898.409119,456.855499,854.374329,752.257507,44.495949,780.408569,815.038879,63.588039,1089.391113,936.305298,249.052979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,912.580322,826.115540,82.029060,1120.028931,898.494934,456.288422,854.561707,751.224182,46.274303,780.130188,815.784668,65.901802,1089.844727,936.357666,248.833038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,912.549866,825.657898,82.983910,1120.633667,898.445007,455.893890,854.797546,749.804749,48.197197,779.518799,816.120789,67.975449,1090.271606,936.579651,248.637970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,912.256592,825.472351,84.414040,1121.465210,898.361816,455.575043,854.838257,748.039551,50.457985,778.883301,816.582458,70.118355,1090.774658,936.554077,248.321793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,912.008850,825.032654,85.178619,1121.978638,898.317322,455.062561,855.169189,745.909790,52.928867,778.669556,816.623718,72.131187,1091.241943,936.472473,247.936768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,912.013306,824.181824,85.910889,1122.442017,898.144409,454.850311,855.732178,743.746033,54.877426,778.135925,816.178833,74.281029,1091.944824,936.215637,247.578064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,912.057495,823.028809,87.297691,1122.899902,898.043274,454.651062,856.828796,741.312256,56.812557,777.767212,815.682739,75.640884,1092.665283,935.690308,247.174805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,911.844849,821.893921,88.433647,1123.239624,897.884033,454.310760,858.002075,738.992432,58.618034,777.709839,814.399719,77.430077,1093.216553,935.775452,246.813919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,911.106750,820.717407,90.124680,1123.499146,897.925415,453.857422,859.199402,736.722046,60.731430,777.859253,812.724060,78.756187,1093.711670,935.832764,246.487076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,910.714905,819.411438,91.379868,1123.831421,897.814636,453.540039,860.026733,734.406677,62.733044,777.695190,810.775879,80.326897,1094.145264,935.628052,246.161072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,910.726746,818.009155,92.429375,1124.128662,897.631592,453.233063,860.641541,732.092163,65.048546,776.930603,808.254700,81.772003,1094.895508,934.874573,245.441330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,910.888794,817.060486,93.200287,1124.356079,897.464172,452.965179,861.567688,729.665588,67.717400,777.037415,806.083862,83.865036,1095.183594,934.578857,245.081299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,910.670105,816.679688,94.341217,1124.315063,897.505249,452.798309,862.812012,727.002747,69.760559,777.239441,803.504761,85.198784,1095.247437,934.101135,244.940048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,910.372742,813.998840,95.803741,1124.383179,897.473328,452.730682,864.293945,724.237976,71.817314,777.247437,800.545288,86.581863,1095.176270,933.352478,244.588242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,909.779907,811.993164,96.848801,1124.383789,897.421021,452.535156,865.648499,721.912354,73.459183,776.694153,797.961243,87.577339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,909.590149,809.874695,97.792130,1124.633667,897.397034,452.194092,866.776855,719.347961,75.186150,776.967590,795.282471,89.358253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,909.761108,808.368713,98.350830,1124.789185,897.315979,451.948181,868.083801,716.359375,77.736687,777.073547,792.436096,90.675812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,909.730225,806.432312,99.507164,1124.861450,897.211060,451.744446,868.933105,713.953674,79.581795,776.541748,789.780579,92.159332,,,,1094.715210,931.828125,242.868484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,909.272888,804.398376,101.216042,1124.909912,897.110718,451.558472,870.227356,711.229919,81.268913,776.317383,786.991943,92.876793,,,,1094.155396,931.770508,243.319183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,908.876770,802.277466,102.175583,1124.833130,897.017273,451.344452,871.613159,708.586121,82.980995,776.849854,783.946411,94.508453,,,,1093.713989,931.294739,243.088287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,909.044800,800.612000,102.708908,1124.664185,896.912537,451.185760,872.269470,706.096313,84.519051,776.792053,780.896362,96.024612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,908.878540,798.239746,103.702499,1124.421631,896.827698,450.964294,873.243896,703.277649,86.239319,776.380737,777.889221,97.392128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,908.294617,796.052002,104.431633,1124.106445,896.685730,450.802582,874.115356,700.892090,87.358192,776.396057,774.654297,97.784515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,908.163757,793.767517,105.603134,1123.795044,896.643372,450.653381,875.258911,698.212830,88.249062,776.544495,771.531860,99.837875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,908.181458,791.726746,106.537247,1123.507813,896.528259,450.547485,875.745300,695.301514,89.549194,776.212341,768.166199,100.899925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,907.992004,789.508850,107.358917,1122.958740,896.455566,450.523560,876.830688,693.124329,90.069038,776.188171,764.650024,101.573120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,907.346436,787.380371,108.169289,1122.341553,896.448303,450.225983,877.818848,690.524048,91.487831,776.693298,761.163086,101.916649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,906.733948,785.039673,109.050270,1122.221069,896.228882,450.177643,878.497192,688.138062,91.884514,776.606201,757.915955,103.410301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,906.673340,783.051636,109.143661,1122.176636,895.891846,449.921844,879.140320,685.315613,92.598167,776.229614,754.954468,104.371910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,906.409851,780.794678,109.853943,1121.711914,895.541748,449.772186,880.010803,682.990662,93.814362,776.122681,751.649841,105.796700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,905.956055,778.549683,110.670471,1120.974243,895.401062,449.232574,880.403870,680.673584,93.967270,775.996582,748.467957,106.899651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,905.734558,776.476929,111.131111,1120.290405,895.167969,448.845032,880.601868,678.627075,94.274498,775.704651,745.416565,108.067451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,905.679443,774.454590,111.509468,1119.535522,895.068726,448.494263,880.974487,676.282837,94.716011,775.736450,742.315857,108.887703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,904.913879,772.499939,112.240936,1118.784668,894.978882,448.294281,881.220459,674.287964,94.860085,775.501221,739.650146,109.411751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,904.185364,770.140991,113.053581,1118.159790,894.791321,448.117584,881.724243,671.691040,95.644867,775.094727,736.874573,110.615776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,903.757751,768.461670,113.307198,1117.494019,894.507874,447.862061,882.068970,668.820801,96.640396,774.762024,734.075684,111.067032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,903.515015,766.445313,113.373528,1116.531372,893.932739,447.600555,882.101868,666.697632,96.959496,774.572815,731.378906,111.046478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,902.686218,764.527954,113.440147,1115.651001,893.614258,447.140442,881.736450,665.049194,97.037224,774.380493,728.837402,111.473129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,902.128479,762.336243,113.807182,1115.603149,893.024780,446.774170,881.301819,663.099365,97.269608,773.853577,726.306396,111.932991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,901.741211,760.445984,113.988182,1115.534668,892.592529,446.473755,881.081299,660.763428,97.806702,773.603821,724.127441,112.224236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,901.070435,758.448669,114.196861,1115.229248,892.209473,446.166656,880.598389,658.722961,98.279083,772.857849,721.939941,112.581200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
