Grasp10
Date:,2025/04/08
Time:,12:53:06
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14,,,*15,,,*16,,,*17,,,*18,,,*19,,,*20,,,*21,,,*22,,,*23,,,*24,,,*25,,,*26,,,*27,,,*28,,,*29,,,*30
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
173,,,,160.850281,752.046570,305.743958,277.978546,330.022980,136.303391,,,,,,,,,,,,,,,,269.714874,460.467834,130.638565,,,,,,,,,,,,,,,,,,,,,,,,,181.521790,669.833313,183.274902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345.228271,393.015503,129.149704
174,,,,161.922211,749.718933,306.144348,278.399841,326.217987,134.900574,,,,,,,,,,,,,,,,270.255219,456.484772,129.895767,,,,,,,,,,,,,,,,,,,,,,,,,182.496063,666.610840,183.505493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345.271332,388.876190,128.195343
175,,,,162.682938,747.474915,306.692078,278.591278,322.486786,133.598206,,,,,,,,,,,,,,,,270.935547,452.598999,129.229156,,,,,,,,,,,,,,,,,,,,,,,,,183.790131,663.063843,184.033371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346.081635,384.904205,126.848305
176,,,,163.247910,745.241028,307.181396,278.936035,318.882874,132.412888,,,,,,,,,,,,,,,,271.451721,448.719421,128.419861,,,,,,,,,,,,,,,,,,,,,,,,,184.223404,659.495422,184.666702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346.499054,381.126129,125.823273
177,,,,164.367813,743.110718,307.639771,279.228088,315.344696,131.200363,,,,,,,,,,,,,,,,272.087585,445.213989,127.772293,,,,,,,,,,,,,,,,,,,,,,,,,185.656174,656.197632,185.568710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346.821320,377.159485,125.096565
178,,,,165.272186,741.118591,307.597015,279.460938,311.784424,129.954361,,,,,,,,,,,,,,,,272.721527,441.799774,126.606682,,,,,,,,,,,,,,,,,,,,,,,,,186.249954,653.243103,185.841171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347.058502,373.251221,123.468529
179,,,,166.339386,738.938538,307.121918,279.476685,308.240967,128.887222,,,,,,,,,,,,,,,,273.236969,438.534637,125.800323,,,,,,,,,,,,,,,,,,,,,,,,,187.206558,649.761963,186.485214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347.460510,369.566376,121.859596
180,,,,167.242371,736.697693,307.760803,279.508270,304.901581,127.803337,,,,,,,,,,,,,,,,273.620880,435.029724,124.811951,,,,,,,,,,,,,,,,,,,,,,,,,187.943359,646.681274,186.658829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347.942596,366.018982,120.777832
181,,,,167.913086,734.668396,307.620148,279.262268,301.515015,126.802383,,,,,,,,,,,,,,,,273.959351,431.906555,124.074959,,,,,,,,,,,,,,,,,,,,,,,,,188.897263,643.923950,186.716217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348.069153,362.668243,119.605301
182,,,,168.822235,732.596313,307.830627,279.275848,298.250702,125.641731,,,,,,,,,,,,,,,,274.473724,428.598541,122.876488,,,,,,,,,,,,,,,,,,,,,,,,,190.144928,640.991760,187.211105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348.517578,359.014160,117.901642
183,,,,169.799530,730.382629,308.032715,279.281708,295.065338,124.187096,,,,,,,,,,,,,,,,274.722046,425.536438,122.046425,,,,,,,,,,,,,,,,,,,,,,,,,191.186172,638.478577,187.437027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348.284576,355.653076,116.718872
184,,,,170.364883,728.343689,308.334442,279.196655,292.159790,123.103065,,,,,,,,,,,,,,,,275.088562,422.774292,120.853622,,,,,,,,,,,,,,,,,,,,,,,,,192.298447,635.660583,187.787491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348.150269,352.915527,114.760460
185,,,,171.198288,726.319824,308.481171,279.056366,289.327301,121.737228,,,,,,,,,,,,,,,,275.578217,419.847687,119.880692,,,,,,,,,,,,,,,,,,,,,,,,,193.329529,632.896851,188.215302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347.978790,349.602386,113.166992
186,,,,172.135910,724.239990,308.772552,279.004639,286.706207,120.321190,,,,,,,,,,,,,,,,275.697296,416.763306,119.193100,,,,,,,,,,,,,,,,,,,,,,,,,194.442795,630.421265,188.490662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347.583130,346.452026,112.081856
187,,,,173.047638,722.504944,308.650177,278.911163,283.698578,118.740921,,,,,,,,,,,,,,,,275.916443,414.111694,118.521286,,,,,,,,,,,,,,,,,,,,,,,,,195.775360,627.954102,188.308731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348.111542,343.634491,110.531036
188,,,,173.847595,720.470642,307.939270,278.676605,280.741760,117.266762,,,,,,,,,,,,,,,,276.085419,411.295319,117.421135,,,,,,,,,,,,,,,,,,,,,,,,,196.832336,625.544189,188.061432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348.328644,340.470123,109.084793
189,,,,174.898804,718.571045,308.539856,278.710327,278.320831,115.288132,,,,,,,,,,,,,,,,276.206848,408.993347,116.558151,,,,,,,,,,,,,,,,,,,,,,,,,197.831406,622.978394,188.759048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348.336853,337.772949,107.771751
190,,,,175.588150,716.824463,308.583252,278.477142,276.113708,113.578568,,,,,,,,,,,,,,,,276.495148,406.349548,115.597092,,,,,,,,,,,,,,,,,,,,,,,,,198.613892,620.919678,189.332535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348.885376,335.179962,106.340042
191,,,,176.267593,715.077454,308.779572,278.434906,273.412659,111.791649,,,,,,,,,,,,,,,,276.759613,403.958496,114.827034,,,,,,,,,,,,,,,,,,,,,,,,,199.306717,618.939697,189.474136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348.904938,332.743774,105.274933
192,,,,177.083282,713.405823,309.165527,278.283783,271.332092,110.067787,,,,,,,,,,,,,,,,277.025909,401.828003,113.910042,,,,,,,,,,,,,,,,,,,,,,,,,200.118866,616.659546,189.768967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348.886597,329.825562,104.205444
193,,,,177.830490,711.814331,309.619019,278.186157,269.207092,108.152145,,,,,,,,,,,,,,,,277.205688,399.838531,112.682083,,,,,,,,,,,,,,,,,,,,,,,,,201.031174,615.028992,190.009308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349.052551,327.588898,103.067505
194,,,,178.392532,710.220581,309.645966,278.050964,267.289337,106.399620,,,,,,,,,,,,,,,,277.514465,397.672455,111.985069,,,,,,,,,,,,,,,,,,,,,,,,,201.482025,612.981506,189.692139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349.163544,325.331696,101.794991
195,,,,179.420074,708.563843,309.301270,277.929932,265.426971,104.735115,,,,,,,,,,,,,,,,277.853638,395.657776,110.924011,,,,,,,,,,,,,,,,,,,,,,,,,202.038849,611.309570,189.577316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349.167664,323.218048,100.704597
196,,,,180.070938,707.105774,309.665985,277.753754,263.590515,103.173615,,,,,,,,,,,,,,,,277.993011,393.856354,110.122414,,,,,,,,,,,,,,,,,,,,,,,,,202.597748,609.499146,189.877594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349.238770,321.147552,99.648796
197,,,,180.795914,705.615540,309.665131,277.709167,261.732941,101.695923,,,,,,,,,,,,,,,,278.279236,392.245270,108.872116,,,,,,,,,,,,,,,,,,,,,,,,,203.560074,607.793945,189.982025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349.123322,319.579590,98.383156
198,,,,181.627609,704.186157,309.349487,277.709656,260.325867,100.323822,,,,,,,,,,,,,,,,278.655823,390.627625,107.635292,,,,,,,,,,,,,,,,,,,,,,,,,204.094482,606.286926,189.845062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349.075500,317.920471,96.999352
199,,,,182.174637,702.758484,309.622772,277.772308,258.631500,98.856590,,,,,,,,,,,,,,,,278.838928,389.159790,106.735855,,,,,,,,,,,,,,,,,,,,,,,,,204.352936,604.792603,189.699524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349.482849,316.022766,95.430557
200,,,,182.517487,701.626831,310.304260,277.905731,257.399048,97.358185,,,,,,,,,,,,,,,,278.962708,387.677002,105.665756,,,,,,,,,,,,,,,,,,,,,,,,,205.230179,603.094910,189.755905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349.572083,314.400421,94.398941
201,,,,183.059097,700.157898,310.018158,277.780334,256.131958,96.248466,,,,,,,,,,,,,,,,278.937897,386.102112,104.771324,,,,,,,,,,,,,,,,,,,,,,,,,206.222229,602.097534,189.761292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349.477020,313.239380,92.895409
202,,,,183.896759,699.056274,309.650848,277.902283,254.601822,94.949928,,,,,,,,,,,,,,,,279.220245,385.200256,103.492241,,,,,,,,,,,,,,,,,,,,,,,,,206.799042,600.755371,189.813934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349.462341,311.909363,91.278854
203,,,,184.623474,697.999634,309.272217,277.815765,253.497986,93.650558,,,,,,,,,,,,,,,,279.265564,383.973572,102.375000,,,,,,,,,,,,,,,,,,,,,,,,,207.143738,599.465942,189.574127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349.258545,310.635468,89.398819
204,,,,185.190475,696.858948,309.276062,277.506226,252.364395,92.410530,,,,,,,,,,,,,,,,279.293243,382.514923,101.605263,,,,,,,,,,,,,,,,,,,,,,,,,207.861923,598.544006,189.218384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349.134644,309.417603,88.157623
205,,,,185.778931,695.843567,309.356415,277.486755,251.046158,91.212357,,,,,,,,,,,,,,,,279.323364,381.376404,100.653725,,,,,,,,,,,,,,,,,,,,,,,,,208.734451,597.361694,188.753326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349.535095,308.129517,86.317162
206,,,,186.426590,694.885681,309.143921,277.473297,250.075974,89.863678,,,,,,,,,,,,,,,,279.663483,380.516418,99.408424,,,,,,,,,,,,,,,,,,,,,,,,,209.420624,596.439331,188.648315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349.556091,306.842590,84.812813
207,,,,187.122330,693.878296,308.730713,277.602386,249.221848,88.408867,,,,,,,,,,,,,,,,279.821045,379.501892,98.654465,,,,,,,,,,,,,,,,,,,,,,,,,209.896576,595.474976,188.766907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349.426849,305.754608,83.149818
208,,,,187.384003,693.186401,308.855469,277.375610,248.367081,86.843582,,,,,,,,,,,,,,,,280.015656,378.425110,97.671104,,,,,,,,,,,,,,,,,,,,,,,,,210.358490,594.294128,188.720352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349.504028,304.739075,81.919922
209,,,,187.445145,692.305969,309.016296,276.952423,247.496704,85.274178,,,,,,,,,,,,,,,,280.016846,377.528290,96.553040,,,,,,,,,,,,,,,,,,,,,,,,,210.806000,593.199768,188.389160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349.617096,303.766663,80.905350
210,,,,187.960327,691.423096,308.552979,276.907166,246.511490,84.400856,,,,,,,,,,,,,,,,280.254364,376.911774,95.559181,,,,,,,,,,,,,,,,,,,,,,,,,211.213943,592.635925,187.962601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349.092133,303.070801,79.898239
211,,,,188.388062,690.593018,308.089996,276.898102,245.790161,83.014969,,,,,,,,,,,,,,,,280.278687,375.966278,94.759148,,,,,,,,,,,,,,,,,,,,,,,,,211.434769,591.796326,187.844452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348.991241,302.271179,78.682182
212,,,,188.867645,689.858032,307.847748,276.884827,245.182144,81.627357,,,,,,,,,,,,,,,,280.291840,375.181580,93.415901,,,,,,,,,,,,,,,,,,,,,,,,,211.597656,590.777283,187.648376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349.091553,301.180634,77.026299
213,,,,189.208099,689.266541,307.800873,276.689362,244.562241,80.245827,,,,,,,,,,,,,,,,280.439819,374.612122,92.272369,,,,,,,,,,,,,,,,,,,,,,,,,211.838928,589.785706,187.608215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349.123383,300.459717,75.843147
214,,,,189.790161,688.519592,307.272247,276.764435,243.935577,78.687408,,,,,,,,,,,,,,,,280.459015,374.120697,91.478546,,,,,,,,,,,,,,,,,,,,,,,,,212.428482,589.293518,187.111526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348.993317,300.135468,74.956802
215,,,,190.240707,687.759766,306.863434,276.801666,243.431198,77.424133,,,,,,,,,,,,,,,,280.449036,373.575714,90.670898,,,,,,,,,,,,,,,,,,,,,,,,,212.742722,588.792114,187.000839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349.133850,299.662231,73.260635
216,,,,190.633591,687.094666,306.653748,276.875336,242.765579,76.224571,,,,,,,,,,,,,,,,280.800507,372.832184,89.423691,,,,,,,,,,,,,,,,,,,,,,,,,213.145065,588.003357,186.997589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349.481049,298.966217,71.503647
217,,,,190.810196,686.525024,306.628296,276.933838,242.197693,74.806137,,,,,,,,,,,,,,,,281.026062,372.256348,88.180717,,,,,,,,,,,,,,,,,,,,,,,,,213.561874,587.146912,186.717529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349.149536,298.437714,70.246735
218,,,,190.983383,686.053650,306.660400,276.971283,241.827820,73.444443,,,,,,,,,,,,,,,,281.096436,371.826904,87.409485,,,,,,,,,,,,,,,,,,,,,,,,,213.906647,586.543396,186.378799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349.254944,298.174011,68.568237
219,,,,191.169724,685.497314,306.755432,277.055145,241.531860,72.111099,,,,,,,,,,,,,,,,280.976898,371.370911,86.404259,,,,,,,,,,,,,,,,,,,,,,,,,214.174759,586.080444,186.209549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349.355438,297.822418,66.809258
220,,,,191.323776,684.861450,306.797485,277.080658,241.176117,70.816818,,,,,,,,,,,,,,,,280.709839,371.142395,85.267639,,,,,,,,,,,,,,,,,,,,,,,,,214.344818,585.631775,186.045731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349.363647,297.397003,65.274239
221,,,,191.391586,684.414368,306.719513,277.182251,240.957535,69.378632,,,,,,,,,,,,,,,,280.737579,370.835205,84.278564,,,,,,,,,,,,,,,,,,,,,,,,,214.561066,585.030518,185.930496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349.261230,297.373718,63.800365
222,,,,191.541809,683.966736,306.590881,277.233673,240.862991,68.236679,,,,,,,,,,,,,,,,281.067261,370.596741,83.076950,,,,,,,,,,,,,,,,,,,,,,,,,214.715073,584.439209,185.658401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349.443085,297.223145,61.911919
223,,,,191.699356,683.448608,306.735931,277.249176,240.664124,67.191566,,,,,,,,,,,,,,,,281.304626,370.447174,82.131218,,,,,,,,,,,,,,,,,,,,,,,,,214.931732,583.958130,184.704803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349.683472,296.978729,60.333549
224,,,,191.774277,683.052490,306.853699,277.248077,240.603577,66.023003,,,,,,,,,,,,,,,,281.421417,370.349365,81.325455,,,,,,,,,,,,,,,,,,,,,,,,,214.814590,583.637268,184.690598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349.380371,296.993713,59.219551
225,,,,192.162796,682.475403,306.348541,277.235748,240.512054,64.613770,,,,,,,,,,,,,,,,281.660126,370.210266,80.644928,,,,,,,,,,,,,,,,,,,,,,,,,214.811432,583.333618,184.623383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349.328522,296.978241,57.646088
226,,,,192.615036,682.049927,305.761505,277.230804,240.556961,63.663212,,,,,,,,,,,,,,,,281.553925,370.260071,79.665474,,,,,,,,,,,,,,,,,,,,,,,,,214.820145,583.262390,184.446106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349.284027,297.262665,56.169827
227,,,,192.920990,681.594177,305.404114,277.225342,240.711594,63.646103,,,,,,,,,,,,,,,,281.272797,370.277863,78.648994,,,,,,,,,,,,,,,,,,,,,,,,,214.895477,583.197510,184.137253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349.428375,297.279144,56.208973
228,,,,193.122711,681.303162,304.991058,277.139984,240.848083,63.650795,,,,,,,,,,,,,,,,281.214691,370.678955,77.608643,,,,,,,,,,,,,,,,,,,,,,,,,214.998138,583.151062,183.729492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349.328186,297.588379,56.155540
229,,,,193.249725,680.953247,304.835846,277.082733,241.162125,63.382336,,,,,,,,,,,,,,,,281.014893,370.971100,76.698738,,,,,,,,,,,,,,,,,,,,,,,,,215.383942,583.196167,183.162689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349.344849,297.809875,55.721905
230,,,,193.287399,680.763062,304.787323,276.994019,241.315582,63.293320,,,,,,,,,,,,,,,,281.104950,371.180481,76.201317,,,,,,,,,,,,,,,,,,,,,,,,,215.536545,583.190918,182.642471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349.421051,297.922607,55.522499
231,,,,193.260788,680.481934,304.716827,277.009827,241.557129,63.139435,,,,,,,,,,,,,,,,281.289917,371.513031,75.720802,,,,,,,,,,,,,,,,,,,,,,,,,215.539307,583.120361,182.209839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349.191650,298.109833,55.247356
232,,,,193.225922,680.307190,304.645813,277.081268,241.841202,62.921963,,,,,,,,,,,,,,,,281.557526,371.795715,75.353256,,,,,,,,,,,,,,,,,,,,,,,,,215.525055,583.198608,181.951263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349.440186,298.374725,55.039356
233,,,,193.143204,680.112061,304.510803,277.156708,241.957260,62.892204,,,,,,,,,,,,,,,,281.651917,371.957550,75.035912,,,,,,,,,,,,,,,,,,,,,,,,,215.573456,583.306335,181.667725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349.611908,298.505463,54.938862
234,,,,193.186539,679.952209,304.459747,277.182678,242.090225,62.851543,,,,,,,,,,,,,,,,281.766418,372.223663,74.800850,,,,,,,,,,,,,,,,,,,,,,,,,215.611237,583.345337,181.443405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349.627045,298.623474,54.907131
235,,,,193.128174,679.835938,304.351196,277.137390,242.174759,62.735065,,,,,,,,,,,,,,,,281.751648,372.509644,74.607513,,,,,,,,,,,,,,,,,,,,,,,,,215.637558,583.445313,181.273499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349.717102,298.761322,54.920212
236,,,,193.025772,679.772766,304.332214,277.202698,242.258057,62.696747,,,,,,,,,,,,,,,,281.817902,372.642395,74.544159,,,,,,,,,,,,,,,,,,,,,,,,,215.727798,583.452759,181.138474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349.788727,298.813416,54.849007
237,,,,193.024033,679.668396,304.123749,277.217010,242.264877,62.696404,,,,,,,,,,,,,,,,281.943207,372.577057,74.483391,,,,,,,,,,,,,,,,,,,,,,,,,215.861343,583.496887,181.005630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349.832764,298.811493,54.782455
238,,,,193.015747,679.583679,303.959015,277.247345,242.240616,62.691853,,,,,,,,,,,,,,,,281.864594,372.631775,74.311707,,,,,,,,,,,,,,,,,,,,,,,,,215.942062,583.447510,180.889816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349.998962,298.871490,54.570309
239,,,,192.858475,679.516785,303.895203,277.264313,242.330887,62.656910,,,,,,,,,,,,,,,,281.913757,372.738892,74.199532,,,,,,,,,,,,,,,,,,,,,,,,,216.046860,583.320923,180.584930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.029846,298.778961,54.144482
240,,,,192.861160,679.418762,303.790588,277.283539,242.366547,62.631714,,,,,,,,,,,,,,,,281.995941,372.700806,74.071426,,,,,,,,,,,,,,,,,,,,,,,,,216.253311,583.166382,180.462967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.181366,298.789063,54.151653
241,,,,192.802063,679.268188,303.741730,277.331482,242.245224,62.694588,,,,,,,,,,,,,,,,282.204742,372.732300,73.760765,,,,,,,,,,,,,,,,,,,,,,,,,216.273849,583.086121,180.363113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.060272,298.786591,54.053856
242,,,,192.730728,679.151001,303.780060,277.353577,242.228714,62.705788,,,,,,,,,,,,,,,,282.259430,372.687500,73.469421,,,,,,,,,,,,,,,,,,,,,,,,,216.249176,583.085022,180.348434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.017914,298.740784,54.034126
243,,,,192.737579,678.984375,303.810791,277.386871,242.135696,62.675060,,,,,,,,,,,,,,,,282.256897,372.596832,73.385521,,,,,,,,,,,,,,,,,,,,,,,,,216.181870,583.024231,180.414047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.224396,298.721252,54.154011
244,,,,192.713913,678.868774,303.838104,277.410309,242.112549,62.665188,,,,,,,,,,,,,,,,282.198151,372.590057,73.353592,,,,,,,,,,,,,,,,,,,,,,,,,216.151840,582.921814,180.328125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.279144,298.684998,54.192039
245,,,,192.648773,678.789307,303.724335,277.566284,241.942184,62.774372,,,,,,,,,,,,,,,,282.002319,372.441864,73.599358,,,,,,,,,,,,,,,,,,,,,,,,,216.057312,582.905090,180.303970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.088379,298.653290,54.044006
246,,,,192.635391,678.682800,303.697876,277.693207,241.752350,62.736008,,,,,,,,,,,,,,,,281.866486,372.379578,73.662964,,,,,,,,,,,,,,,,,,,,,,,,,215.930161,582.814026,180.074478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.247803,298.581879,54.105690
247,,,,192.622192,678.587646,303.719635,277.734894,241.646774,62.779755,,,,,,,,,,,,,,,,281.745239,372.313171,73.645256,,,,,,,,,,,,,,,,,,,,,,,,,215.851700,582.708191,179.954147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.265320,298.565063,54.173428
248,,,,192.600128,678.491516,303.788879,277.760345,241.545639,62.788197,,,,,,,,,,,,,,,,281.591370,372.211090,73.673378,,,,,,,,,,,,,,,,,,,,,,,,,215.826447,582.661560,179.990036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.275787,298.565155,54.160503
249,,,,192.545319,678.383850,303.857391,277.832550,241.497162,62.794666,,,,,,,,,,,,,,,,281.451141,371.997437,73.738983,,,,,,,,,,,,,,,,,,,,,,,,,215.691620,582.575256,180.049408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.271210,298.512146,54.143631
250,,,,192.540298,678.282166,303.863892,277.888824,241.330811,62.848602,,,,,,,,,,,,,,,,281.341431,371.888641,73.724518,,,,,,,,,,,,,,,,,,,,,,,,,215.756607,582.551453,180.071182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.279968,298.494171,54.141125
251,,,,192.529251,678.178040,303.794403,277.923462,241.199814,62.845207,,,,,,,,,,,,,,,,281.262238,371.803864,73.694252,,,,,,,,,,,,,,,,,,,,,,,,,215.642410,582.386658,180.158646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.250763,298.487427,54.116219
252,,,,192.378601,678.132202,303.829681,277.993652,241.072098,62.849823,,,,,,,,,,,,,,,,281.129089,371.721771,73.636230,,,,,,,,,,,,,,,,,,,,,,,,,215.529892,582.289429,180.181824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.271149,298.436401,54.118256
253,,,,192.380386,678.090149,303.837036,277.989380,240.986343,62.882130,,,,,,,,,,,,,,,,281.126862,371.607422,73.655067,,,,,,,,,,,,,,,,,,,,,,,,,215.450089,582.193298,180.279205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.300873,298.411469,54.163273
254,,,,192.388412,677.999634,303.813538,278.046844,240.874786,62.944607,,,,,,,,,,,,,,,,281.062225,371.507050,73.604469,,,,,,,,,,,,,,,,,,,,,,,,,215.306198,582.026733,180.312958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.278351,298.410248,54.180225
255,,,,192.283646,677.911499,303.831116,278.089203,240.749527,62.905083,,,,,,,,,,,,,,,,280.963348,371.415070,73.660133,,,,,,,,,,,,,,,,,,,,,,,,,215.140137,582.006958,180.618500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.263611,298.385468,54.163780
256,,,,192.194870,677.732056,303.926971,277.814972,240.437622,62.746719,,,,,,,,,,,,,,,,280.875397,371.286652,73.607887,,,,,,,,,,,,,,,,,,,,,,,,,215.039917,581.896118,180.786789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.251007,298.386841,54.159153
257,,,,192.121002,677.636353,304.101166,278.146729,240.512573,62.907578,,,,,,,,,,,,,,,,280.749023,371.205353,73.563469,,,,,,,,,,,,,,,,,,,,,,,,,214.946930,581.711365,180.838684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.232391,298.339172,54.160019
258,,,,192.054077,677.527954,304.141632,278.237396,240.454453,62.955284,,,,,,,,,,,,,,,,280.622437,371.058228,73.577293,,,,,,,,,,,,,,,,,,,,,,,,,214.805588,581.650940,180.867752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.242706,298.315948,54.136887
259,,,,192.071167,677.431274,304.267120,278.256836,240.334991,62.977741,,,,,,,,,,,,,,,,280.602539,370.973083,73.577583,,,,,,,,,,,,,,,,,,,,,,,,,214.725662,581.557800,180.944138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.247681,298.315582,54.129612
260,,,,191.973480,677.346130,304.276764,278.296356,240.309814,62.969803,,,,,,,,,,,,,,,,280.538971,370.866425,73.522926,,,,,,,,,,,,,,,,,,,,,,,,,214.858231,581.308411,181.079178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.247589,298.236237,54.164894
261,,,,191.864334,677.235962,304.335907,278.305023,240.296387,62.923126,,,,,,,,,,,,,,,,280.500580,370.770447,73.509987,,,,,,,,,,,,,,,,,,,,,,,,,214.883316,581.183167,181.283615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.248840,298.217834,54.171169
