Grasp116
Date:,2025/04/23
Time:,14:05:38
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14,,,*15,,,*16,,,*17,,,*18,,,*19,,,*20,,,*21,,,*22,,,*23,,,*24,,,*25,,,*26,,,*27,,,*28,,,*29,,,*30,,,*31,,,*32,,,*33,,,*34,,,*35,,,*36
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
42,914.655273,753.590942,116.002884,886.699890,653.108887,97.661583,782.932068,730.569824,120.670639,1178.993774,895.584045,382.712952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,913.953674,752.056946,116.194580,885.533508,651.416443,98.891579,782.352722,729.102905,121.819046,1177.692505,894.944275,382.687927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,912.317932,750.315979,116.852585,884.836060,649.811340,99.881371,781.484009,727.831360,122.242081,1175.886841,894.783691,382.988495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,911.238892,748.990295,117.173668,883.175659,648.529907,100.595535,780.128113,726.574829,122.496071,1174.425781,894.247314,383.075928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,910.007141,747.818726,117.080910,881.566895,646.865356,101.998512,779.238159,725.575562,123.238853,1173.496948,893.604065,382.552032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,909.128479,746.445313,116.859055,880.448608,645.868591,102.347588,778.306458,724.256470,123.718170,1172.624023,893.041199,382.158081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,908.462280,745.188721,116.719978,879.134644,644.289673,103.288246,777.195496,723.012085,123.888275,1171.844971,892.598694,381.728577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,907.230042,743.676941,117.093033,877.845459,643.087830,104.177902,776.359741,721.848145,123.935150,1171.183350,892.360535,381.419525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,906.322083,742.151062,116.801224,875.653809,642.534058,104.562317,775.580078,720.747437,124.130569,1170.157471,891.922363,380.784027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,905.397156,741.352722,116.776840,874.196411,641.531189,104.956451,774.365540,719.632385,124.460594,1168.687256,890.866882,380.531799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,904.136292,740.225830,116.542198,873.344727,639.915955,105.312225,772.915588,718.691467,124.790962,1167.579102,889.767151,380.233826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,903.036377,738.876343,116.155396,871.993042,638.762634,105.757385,771.639343,718.300598,124.790283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,902.536255,737.790466,115.958015,870.443054,637.322083,106.687912,770.472961,717.600159,124.677742,,,,,,,1165.951050,888.993835,379.158752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,901.882507,736.863342,115.860748,869.186768,636.496643,106.477959,769.257935,716.679199,124.513626,,,,,,,1164.115112,889.224243,379.230988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,900.521362,735.638184,115.886238,867.791077,635.682861,106.879173,768.653198,715.758728,124.280037,,,,,,,1162.844360,889.584045,379.311676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,899.443481,734.557434,115.510330,866.260010,634.678711,107.277962,767.760010,715.268677,124.098755,,,,,,,1162.298950,888.736267,378.863190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,898.559692,733.779846,114.971481,863.969116,634.243225,107.100784,766.495972,714.825623,124.171799,,,,,,,1162.105835,887.283325,377.918640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,897.835938,732.668823,114.838882,863.006531,633.376099,107.447693,765.239807,714.124390,124.100655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,896.628052,731.497192,115.131035,862.271545,632.245544,107.689529,764.378296,713.282715,123.828346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,895.483215,730.690918,114.971703,860.614014,631.419983,107.327850,764.067810,712.182800,124.015549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,894.804688,729.951660,114.492287,859.175415,630.515808,107.511589,763.429016,711.427429,123.572884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,893.951904,729.061157,114.055336,858.198669,629.670776,107.564812,762.659546,710.832886,123.033363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,892.731750,728.120422,113.868080,856.764282,629.103760,106.934265,761.915222,710.137939,122.557442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,892.204285,727.125488,113.780518,854.675415,628.801819,106.922363,761.311951,709.324036,122.270485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,891.826721,726.301636,113.414009,853.292480,627.943909,106.747253,760.828796,708.529907,122.020256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,891.320251,725.511414,112.790298,852.799316,627.058472,106.200394,760.104126,707.876831,122.251686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,890.938049,724.510437,111.855507,852.185852,626.302368,105.723862,759.340942,707.275452,121.802628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,889.770874,723.626221,111.879944,850.936035,625.585388,105.340553,758.896240,706.344299,121.317535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,888.898499,722.905334,111.704956,849.887451,625.096924,104.743217,758.660339,705.217651,120.784157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,888.772400,722.144165,111.400085,849.023926,624.512695,104.487572,758.351074,704.431152,120.517776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,888.519958,721.458069,110.929970,848.126831,623.820801,104.426826,758.232544,703.716125,120.159309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,888.206299,720.888428,110.644913,847.057434,623.267090,104.276039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,887.674988,720.367371,110.245537,845.747742,623.205688,103.887489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,887.093323,719.696289,109.892532,844.930969,623.091980,103.275269,,,,,,,,,,,,,757.291382,700.758972,118.927589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,886.561707,718.964783,108.967560,843.767700,622.640198,103.081314,,,,,,,,,,,,,756.674500,700.099854,118.370163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,886.306335,718.309509,108.404640,843.312134,622.152100,102.392975,,,,,,,,,,,,,756.385254,698.844421,117.796303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,886.127319,717.572998,107.785591,842.969727,621.352600,102.011940,,,,,,,,,,,,,756.113953,697.754822,117.153381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,886.062866,717.102051,107.348427,842.117920,620.756287,101.463852,,,,,,,,,,,,,756.166077,696.687256,116.572746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,885.803772,716.723816,106.967712,841.367126,620.257751,101.170853,,,,,,,,,,,,,756.285522,695.394470,115.906044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
