Grasp117
Date:,2025/04/30
Time:,17:42:05
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14,,,*15,,,*16,,,*17,,,*18,,,*19,,,*20,,,*21,,,*22,,,*23,,,*24,,,*25,,,*26,,,*27,,,*28,,,*29,,,*30,,,*31
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
14,1145.512817,774.408630,492.275116,,,,1112.987671,816.950684,277.716644,951.232910,745.135864,76.690025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,1145.839722,774.528442,492.087830,,,,1114.171143,817.144958,277.551483,950.850220,745.476746,78.005348,,,,881.492065,679.835571,43.033081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,1146.124878,774.650513,491.838196,,,,1114.992065,817.333252,277.613647,950.342407,745.806396,79.811310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,1146.339355,774.754150,491.558716,,,,1115.762085,817.515625,277.969971,950.074829,746.241943,81.617569,,,,,,,880.763123,678.786072,47.211777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,1146.691528,774.853638,491.389099,,,,1116.403076,817.652893,278.306702,949.595337,746.571777,83.100471,,,,,,,,,,817.228333,777.746826,54.511833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,1146.998291,774.929016,491.273773,,,,1117.017456,817.803650,278.431000,948.954712,746.987549,84.926033,,,,,,,,,,,,,880.410400,677.134888,53.562996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,1147.220703,775.039734,491.097809,,,,1118.138184,817.888611,278.394104,948.489929,747.377014,86.628059,,,,,,,,,,,,,880.139648,676.150574,57.242119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,1147.358276,775.143250,491.003632,,,,1118.831909,818.075867,278.026489,947.865601,747.642578,88.216805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,1147.477539,775.245483,490.840607,,,,1119.581299,818.135925,278.193878,947.124451,747.534668,90.345871,,,,,,,,,,,,,,,,880.135742,677.414551,62.029034,814.045959,777.633362,66.633949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,1147.704468,775.390442,490.681641,,,,1120.184692,818.209717,278.352325,946.245117,747.445007,92.744041,,,,,,,,,,,,,,,,879.790039,676.812805,64.794319,813.209656,777.511353,69.345078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,1148.161499,775.477783,490.335266,,,,1120.540649,818.250916,278.409271,944.868896,747.164612,94.244995,,,,,,,,,,,,,,,,879.408936,674.707153,68.190094,811.626099,776.960632,72.459724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,1148.399658,775.578918,490.035126,,,,1120.778442,818.360229,278.448639,943.918884,746.686279,95.962349,,,,,,,,,,,,,,,,878.886963,672.824646,71.846489,810.420044,776.509827,74.983292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,1148.632813,775.582947,489.799622,,,,1120.847412,818.352722,278.540283,943.255432,746.032349,97.750221,,,,,,,,,,,,,,,,878.182373,671.278137,74.991653,809.752991,775.589172,77.462608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,1148.920166,775.659607,489.652527,,,,1120.929077,818.300110,278.491974,942.036621,745.312683,99.472313,,,,,,,,,,,,,,,,877.615723,669.699036,77.299118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,1149.125244,775.668884,489.447815,,,,1120.915039,818.182861,278.459778,940.977600,744.581360,101.360168,,,,,,,,,,,,,,,,877.240295,667.798462,81.117676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,1149.292969,775.719177,489.243256,,,,1120.909912,818.012756,278.325165,940.029297,743.737915,102.917747,,,,,,,,,,,,,,,,876.716003,665.761108,84.459900,,,,805.972778,771.892761,83.912010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,1149.450317,775.681763,489.011383,,,,1120.821289,817.901978,278.200928,938.434204,742.755066,104.919685,,,,,,,,,,,,,,,,876.067078,663.777466,87.092102,,,,804.014221,769.875854,86.579506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,1149.672119,775.720215,488.717224,,,,1120.665894,817.655090,278.038635,936.879700,741.523376,107.144958,,,,,,,,,,,,,,,,875.519226,662.059265,90.072044,,,,802.485596,768.072144,88.991531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,1149.675293,775.775146,488.511780,,,,1120.480225,817.424561,277.848663,935.904663,740.684387,108.575653,,,,,,,,,,,,,,,,875.303040,659.872437,93.856499,,,,800.873779,765.724060,92.051956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,1149.601440,775.751953,488.314789,,,,1120.063110,817.115112,277.597687,934.406555,739.742798,110.321602,,,,,,,,,,,,,,,,874.716309,657.875793,97.368622,,,,799.353577,763.258911,94.844818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,1149.413330,775.758484,488.134949,,,,1119.535034,816.810303,277.191071,932.877808,738.415527,112.392426,,,,,,,,,,,,,,,,874.573242,655.860107,100.365448,,,,798.197083,760.517883,96.737022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,1149.337769,775.730408,487.926514,,,,1119.095825,816.394592,276.972137,931.115845,737.281860,114.292297,,,,,,,,,,,,,,,,874.478577,653.895081,103.617020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,1149.154419,775.699768,487.640259,,,,1118.421387,815.883850,276.706787,929.565430,736.261841,115.939049,,,,,,,,,,,,,,,,874.249817,651.437439,106.726799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,1148.812500,775.634705,487.290009,,,,1117.650269,815.382813,276.316925,928.436646,735.028687,117.538757,,,,,,,,,,,,,,,,873.743042,649.403198,110.237099,,,,,,,793.030518,752.092407,105.192184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,1148.559570,775.554932,486.768280,,,,1116.648315,814.935791,275.993195,926.441284,733.574280,119.259232,,,,,,,,,,,,,,,,873.403809,647.295105,113.066635,,,,,,,790.109192,749.254883,108.885666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,1148.100098,775.521667,486.123688,,,,1115.752686,814.486816,275.983917,924.841064,732.340576,120.502357,,,,,,,,,,,,,,,,873.272034,645.236938,115.911850,,,,,,,788.393677,746.633423,111.389732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,1147.672119,775.411499,485.564270,,,,1114.362427,814.040344,275.633301,923.164795,730.751282,122.264282,,,,,,,,,,,,,,,,872.847107,642.995361,119.222710,,,,,,,786.970032,743.903137,113.026985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,1147.175659,775.404480,484.868195,,,,1113.165771,813.619019,275.099304,921.521179,729.561462,123.551056,,,,,,,,,,,,,,,,872.452209,641.353455,121.903847,,,,,,,784.932129,741.181885,116.051605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,1147.051025,775.360718,484.448242,,,,1112.395020,812.932922,274.634735,919.393311,728.321350,125.005554,,,,,,,,,,,,,,,,871.956787,639.076233,124.067009,,,,,,,783.062073,738.808655,117.865417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,1146.675049,775.254517,484.038635,,,,1111.360107,812.056396,274.164551,917.738831,726.590759,126.431480,,,,,,,,,,,,,,,,871.568237,636.907471,126.518829,,,,,,,781.495544,736.144104,119.613182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,1146.030029,775.109802,483.446259,,,,1110.296509,811.322632,273.688202,916.002686,724.917480,127.578064,,,,,,,,,,,,,,,,870.771301,635.052185,128.300949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,1145.262817,774.966614,482.757446,,,,1108.752686,810.920593,273.048492,914.528564,723.415588,127.882133,,,,,,,,,,,,,,,,869.568359,633.222107,129.871796,,,,,,,,,,778.358887,731.712158,122.449326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,1144.679199,774.867065,482.414948,,,,1106.976074,810.397827,272.624084,912.549927,721.769653,128.329056,,,,,,,,,,,,,,,,868.765747,631.347534,131.641586,,,,,,,,,,776.160645,729.809082,124.577538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,1144.160400,774.726746,482.227295,,,,1105.418823,809.540344,272.229675,911.068787,720.580383,129.031174,,,,,,,,,,,,,,,,867.981384,629.821106,132.944916,,,,,,,,,,774.031433,728.081787,125.711319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,1143.113770,774.595398,481.659607,,,,1104.029541,808.605713,271.324341,909.037109,718.911255,129.468719,,,,,,,,,,,,,,,,866.334473,628.093994,134.344528,,,,,,,,,,772.655945,726.078003,126.739929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,1141.941284,774.605835,480.759796,,,,1102.765991,808.018127,270.463409,907.383667,717.361084,130.280396,,,,,,,,,,,,,,,,865.020020,626.398987,136.084000,,,,,,,,,,770.991211,724.231567,127.450836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,1141.086914,774.624756,480.190430,,,,1101.283203,807.467468,269.817932,905.677368,715.869019,130.906631,,,,,,,,,,,,,,,,863.588623,624.891479,137.124146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,1140.600098,774.600281,479.856049,,,,1100.042725,806.641113,269.039703,903.839050,714.641479,131.268143,,,,,,,,,,,,,,,,862.627136,623.736511,137.615112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,1139.735718,774.427979,479.157745,,,,1098.076660,805.627075,268.796814,901.966675,713.544922,131.502365,,,,,,,,,,,,,,,,861.610779,622.380554,137.901733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,1138.653320,774.363464,478.121918,,,,1096.535278,804.935608,267.946808,900.276245,712.049927,131.519608,,,,,,,,,,,,,,,,859.621399,620.785522,138.944473,,,,,,,,,,,,,764.686462,718.387146,127.856323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,1137.430176,774.450562,477.729492,,,,1095.053101,804.507996,266.980072,899.332642,710.519043,131.016647,,,,,,,,,,,,,,,,858.366699,619.727783,139.588104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,1136.535889,774.450867,477.197388,,,,1093.621460,803.776917,266.211945,897.394531,709.392334,130.748367,,,,,,,,,,,,,,,,856.607544,617.979370,139.320816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,1135.415527,774.407227,476.183899,,,,1092.245850,802.868774,265.308380,895.766418,708.212585,130.764023,,,,,,,,,,,,,,,,854.644287,616.681213,139.680954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,1134.371338,774.401794,475.706940,,,,1090.794312,801.985046,264.533752,894.291809,706.891052,130.757462,,,,,,,,,,,,,,,,853.067078,615.742737,138.711212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,1133.057373,774.330078,475.187408,,,,1089.318726,801.613708,263.593414,892.601379,705.707581,130.133072,,,,,,,,,,,,,,,,851.455200,614.144714,138.715927,,,,,,,,,,,,,,,,756.398376,712.202026,127.159241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,1131.670044,774.317871,474.354553,,,,1088.027710,801.058655,262.907867,891.357666,704.452393,129.464996,,,,,,,,,,,,,,,,849.823181,613.279236,137.503555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,1130.589600,774.396179,473.684204,,,,1086.624023,800.182312,261.802002,889.967041,703.234314,129.297485,,,,,,,,,,,,,,,,847.817627,612.044556,136.664490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,1129.544556,774.382324,472.869537,,,,1085.480835,799.455505,260.536224,888.870056,702.293091,128.132401,,,,,,,,,,,,,,,,845.820068,610.871765,136.277451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,1128.182129,774.250916,472.054291,,,,1084.243530,798.944275,259.939453,887.697388,701.306213,127.156662,,,,,,,,,,,,,,,,843.359436,609.575684,135.715790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,1126.986694,774.247375,471.330170,,,,1082.879272,798.470459,259.256775,885.952515,700.360718,127.190804,,,,,,,,,,,,,,,,841.157959,608.274719,134.557739,,,,,,,,,,,,,,,,,,,750.635681,705.768982,122.693016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,1125.981689,774.269836,470.498718,,,,1081.524048,797.901917,258.365448,884.616150,699.558838,126.810822,,,,,,,,,,,,,,,,838.901184,607.111694,132.847061,,,,,,,,,,,,,,,,,,,748.517517,704.898804,123.123749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,1124.901733,774.270020,469.331909,,,,1081.059448,797.099121,257.001587,883.270935,698.616699,126.450066,,,,,,,,,,,,,,,,837.031860,606.348511,131.059097,,,,,,,,,,,,,,,,,,,747.278198,703.633972,122.603142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,1124.200806,774.272400,468.700409,,,,1079.622437,796.649048,256.116302,882.021179,697.165283,125.666061,,,,,,,,,,,,,,,,835.201294,604.854736,129.019989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,1123.000244,774.283691,467.807739,,,,1078.303223,796.029541,255.370850,881.390564,696.309631,124.913025,,,,,,,,,,,,,,,,833.120178,604.029541,127.810280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,1121.858154,774.244812,466.872528,,,,1077.267334,795.478271,254.696030,880.077148,695.508545,124.510643,,,,,,,,,,,,,,,,830.777893,603.612610,126.465378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,1121.224731,774.297180,466.282562,,,,1076.315430,795.112122,253.732941,878.471802,694.631897,124.704178,,,,,,,,,,,,,,,,828.965637,602.975403,125.301422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1120.183350,774.401123,465.296722,,,,1075.539795,794.713257,252.794983,877.343689,693.951782,124.883347,,,,,,,,,,,,,,,,827.156067,602.438049,124.132622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,1119.070557,774.400696,464.289032,,,,1075.066406,793.843567,251.279663,876.566345,693.353027,124.443176,,,,,,,,,,,,,,,,825.101379,601.922363,123.541191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,1118.178223,774.427246,463.822876,,,,1073.755615,793.318726,250.690506,875.478882,692.893311,123.904213,,,,,,,,,,,,,,,,823.395935,601.759338,122.290672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,1117.126343,774.447876,463.062653,,,,1072.767090,792.852417,249.994400,874.003906,692.367432,123.951477,,,,,,,,,,,,,,,,821.043579,601.499939,121.471222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,1116.180298,774.407715,462.115356,,,,1072.134644,792.327026,249.399612,873.048401,691.614563,123.636093,,,,,,,,,,,,,,,,818.928833,601.074036,121.002655,,,,,,,,,,,,,,,,,,,,,,740.224670,687.728760,120.169830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,1115.671509,774.540039,461.227448,,,,1071.668945,791.915771,248.910950,872.335327,690.934021,123.023331,,,,,,,,,,,,,,,,817.031616,600.694336,119.656715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,1115.005005,774.546814,460.658081,,,,1070.746948,791.574463,248.018387,871.348999,690.497803,122.608490,,,,,,,,,,,,,,,,815.083496,600.261047,118.091743,,,,,,,,,,,,,,,,,,,,,,,,,737.647034,683.489014,119.877975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,1113.716553,774.653748,460.030640,,,,1069.840454,791.112183,247.237488,870.051331,689.806885,123.081299,,,,,,,,,,,,,,,,813.168762,600.099243,116.909180,,,,,,,,,,,,,,,,,,,,,,,,,737.118225,681.269287,119.185600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,1112.743042,774.616516,459.335510,,,,1069.713867,790.376343,246.232056,869.074036,689.373474,123.109108,,,,,,,,,,,,,,,,811.326233,599.879700,115.961021,,,,,,,,,,,,,,,,,,,,,,,,,737.230469,678.505554,117.852325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,1112.052124,774.687317,459.045471,,,,1068.817627,790.049500,245.843826,868.234985,688.760742,122.746368,,,,,,,,,,,,,,,,809.954773,599.333313,115.562218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,1111.245483,774.806641,458.471191,,,,1068.047485,789.487549,245.307800,867.257446,688.159424,122.439980,,,,,,,,,,,,,,,,808.855957,598.777466,115.635551,,,,,,,,,,,,,,,,,,,,,,,,,,,,737.230713,672.737854,116.142326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,1110.142578,774.803284,457.651855,,,,1067.172852,789.385254,244.781189,866.000854,687.386658,122.739738,,,,,,,,,,,,,,,,807.620056,598.382507,115.906158,,,,,,,,,,,,,,,,,,,,,,,,,,,,737.065735,670.047241,116.402748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,1109.319824,774.827271,457.167480,,,,1066.397461,789.052368,244.325821,864.881226,687.028931,122.928391,,,,,,,,,,,,,,,,805.843689,598.112488,115.902863,,,,,,,,,,,,,,,,,,,,,,,,,,,,736.767883,667.526611,116.587280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,1108.658813,774.977844,457.013092,,,,1065.961548,788.911926,243.721420,863.964600,686.590698,123.259583,,,,,,,,,,,,,,,,804.245911,597.983765,115.970901,,,,,,,,,,,,,,,,,,,,,,,,,,,,736.460022,665.235291,116.195885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,1107.625122,775.032959,456.611633,,,,1065.279663,788.598999,243.585953,862.711060,686.239258,123.612259,,,,,,,,,,,,,,,,802.833984,597.690918,116.092911,,,,,,,,,,,,,,,,,,,,,,,,,,,,736.285400,663.694214,115.828552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,1106.695801,774.999390,456.161682,,,,1064.245361,788.397949,243.340591,861.351624,685.949036,124.145546,,,,,,,,,,,,,,,,801.121887,597.536926,116.302811,,,,,,,,,,,,,,,,,,,,,,,,,,,,736.050598,662.620483,115.417465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,1105.769287,774.962036,455.611176,,,,1063.431396,788.134216,242.797318,860.389832,685.673645,124.435410,,,,,,,,,,,,,,,,799.385132,597.520508,116.541603,,,,,,,,,,,,,,,,,,,,,,,,,,,,735.757202,661.873474,114.555389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,1105.054932,775.079102,455.364136,,,,1062.774048,787.708618,242.346710,859.103943,685.524475,124.435341,,,,,,,,,,,,,,,,797.734436,597.432983,116.463181,,,,,,,,,,,,,,,,,,,,,,,,,,,,734.984497,661.493835,113.973259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
