Grasp124
Date:,2025/04/24
Time:,16:10:01
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14,,,*15,,,*16,,,*17,,,*18,,,*19,,,*20,,,*21,,,*22,,,*23,,,*24,,,*25,,,*26,,,*27,,,*28,,,*29,,,*30,,,*31,,,*32,,,*33
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
11,708.236816,467.573700,27.455576,919.600525,685.013977,259.372620,842.083496,499.221039,59.882202,798.146851,414.513611,27.984211,1003.722168,778.159912,423.251556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,708.158691,467.604065,27.448257,919.492432,685.044250,259.369659,842.063538,499.221771,59.865097,798.136902,414.517731,27.942095,1003.588501,778.158264,423.350677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,708.179932,467.597382,27.432884,919.479065,685.074341,259.348236,842.045898,499.234253,59.896809,798.128784,414.521790,27.898664,1003.560364,778.068481,423.357880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,708.237793,467.572296,27.457273,919.430603,685.072693,259.342804,842.090881,499.210358,59.857315,798.098694,414.551025,27.937784,1003.564087,778.054871,423.343475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,708.209961,467.591309,27.488512,919.480286,685.073608,259.344086,842.075928,499.221985,59.846256,798.065613,414.526733,27.952755,1003.544128,778.040588,423.349792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,708.107788,467.583466,27.470947,919.500610,684.981934,259.292938,842.068176,499.213257,59.869503,798.084229,414.542633,27.958652,1003.469482,777.961975,423.288818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,708.105164,467.586029,27.461908,919.525208,684.954163,259.254700,842.007324,499.134338,59.920734,798.070007,414.524414,27.950453,1003.681458,777.900024,423.099792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,708.067505,467.585052,27.510683,919.500549,684.957642,259.259369,841.940247,499.126984,59.897942,798.122986,414.493530,27.920376,1003.541260,777.915955,423.196381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,708.056213,467.576050,27.500957,919.456848,684.979370,259.282318,841.936584,499.137207,59.883778,798.045898,414.531738,27.900482,1003.396790,777.940857,423.314758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,708.102539,467.583710,27.468693,919.518555,684.935486,259.276733,841.978516,499.132813,59.954350,798.022156,414.545685,27.902414,1003.350647,777.949402,423.354980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,708.098938,467.564789,27.446665,919.471924,684.970947,259.276886,841.992249,499.120148,59.948509,798.011230,414.466705,27.932487,1003.269897,777.934937,423.335571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,708.076904,467.565857,27.469866,919.521912,684.935669,259.271851,841.927185,499.144501,60.001606,798.021362,414.516785,27.921202,1003.264038,777.840332,423.308533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,708.059204,467.570190,27.497574,919.470947,684.941101,259.222992,841.903137,499.141418,59.941788,798.028564,414.544586,27.904692,1003.315857,777.910583,423.350159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,708.021240,467.590881,27.512070,919.407837,684.979431,259.223816,841.974487,499.117828,59.919483,798.064941,414.528931,27.940693,1003.337219,777.847656,423.338409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,708.260315,467.497345,27.462280,919.404724,684.994263,259.248383,841.937561,499.139282,59.906322,798.080261,414.511688,27.925858,1003.302124,777.822998,423.290405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,708.085022,467.571503,27.460035,919.432373,685.001404,259.215576,841.909302,499.184601,60.155769,798.071228,414.514648,27.900187,1003.215088,777.822937,423.322479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,708.052185,467.593781,27.516294,919.450867,685.008240,259.171509,841.937744,499.100800,59.991913,798.068176,414.521942,27.939819,1003.196838,777.820313,423.345673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,708.046997,467.591339,27.545053,919.410278,685.094238,259.202301,841.927368,499.136383,59.987808,798.029724,414.536682,27.915632,1003.301453,777.831421,423.349976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,708.046387,467.564423,27.499239,919.435608,685.112000,259.198059,841.913391,499.150269,60.011463,798.106018,414.499542,27.910156,1003.258057,777.819092,423.316986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,708.100281,467.570587,27.456091,919.451233,685.104980,259.186859,841.913757,499.153107,60.032963,798.158569,414.431122,27.766163,1003.223511,777.816162,423.323486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,708.110107,467.581696,27.456940,919.419189,685.213806,259.099243,841.936951,499.226868,59.971886,798.129944,414.491272,27.896563,1003.283875,777.839233,423.353729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,708.120483,467.605377,27.492121,919.463745,685.294312,259.142670,841.934326,499.162537,59.967594,798.091187,414.453217,27.898932,1003.292053,777.833008,423.303711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,708.106567,467.595490,27.498995,919.490967,685.441467,259.183899,841.909058,499.240417,59.997070,798.111938,414.480316,27.914896,1003.307373,777.736633,423.259888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,708.095154,467.616577,27.535183,919.493774,685.470764,259.066528,841.898499,499.258026,60.031139,798.085693,414.512970,27.917885,1003.385254,777.702209,423.332977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,708.057983,467.581818,27.520947,919.507874,685.557190,259.038452,841.916931,499.247009,60.033051,798.127380,414.521637,27.925314,1003.396851,777.692993,423.410614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,708.058472,467.609711,27.528452,919.565063,685.663879,259.106750,841.826172,499.342682,60.393097,798.078979,414.522247,27.944227,1003.506409,777.612305,423.404938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,708.094727,467.602539,27.515583,919.598572,685.792358,258.978333,841.663269,499.358704,60.531406,798.070496,414.530426,28.015343,1003.684998,777.518005,423.457184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,708.022217,467.598145,27.538544,919.661560,685.903442,259.046265,841.591858,499.350922,60.563728,798.078613,414.501007,27.950344,1003.783386,777.393555,423.416260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,708.034302,467.583893,27.557697,919.654602,686.025757,259.067596,841.562927,499.492340,60.781502,798.079529,414.526978,28.003649,1003.939819,777.254578,423.348480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,708.026794,467.613525,27.568466,919.600403,686.140198,259.128448,841.588867,499.595490,60.900352,798.089111,414.516022,27.894127,1004.098328,777.108093,423.334747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,708.007141,467.695221,27.581320,919.671814,686.336975,259.106842,841.546265,499.699402,61.320065,798.043457,414.529968,28.000608,1004.361389,777.025940,423.278015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,707.981384,467.709503,27.615923,919.677185,686.468750,259.106750,841.431458,499.735046,61.564110,798.023621,414.548492,28.042795,1004.509399,776.875427,423.251343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,707.999207,467.807434,27.638781,919.680237,686.615906,259.150116,841.319763,499.762695,61.823616,797.975159,414.544861,28.028893,1004.698853,776.690002,423.229736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,707.944580,467.847870,27.704918,919.763489,686.768921,259.207672,841.171570,499.897339,62.048161,798.023193,414.582458,28.039696,1004.645325,776.725281,423.261383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,708.020508,467.917206,27.739231,919.839172,687.156128,258.871246,841.025635,500.064423,62.338280,798.064697,414.539246,27.994728,1004.666504,776.607971,423.361389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,707.990906,468.071075,27.924074,920.092529,687.521851,258.838318,840.840515,500.133606,62.794128,798.109802,414.582825,28.000132,1004.762878,776.520142,423.317139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,708.055908,468.205658,28.100307,920.327148,688.089050,258.921570,840.635132,500.321381,63.115223,798.157776,414.647339,28.092169,1004.907532,776.426086,423.210876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,708.074585,468.426056,28.230186,920.800476,688.886230,258.751556,840.405273,500.427185,63.585754,798.270142,414.619965,28.134047,1005.421143,776.275513,423.105042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,708.171265,468.691315,28.410894,920.965942,689.722046,258.843597,840.160461,500.531006,64.099007,798.391724,414.665985,28.154881,1005.374634,776.397827,423.087311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,708.202271,468.973785,28.645815,920.959656,690.312866,258.985077,840.394043,500.820496,65.116997,798.604431,414.767700,28.275415,1005.450745,776.351624,423.128021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,708.222290,469.249329,28.968746,921.326843,691.007263,259.052643,840.407959,500.919281,66.262260,798.834839,414.827942,28.398924,1005.669678,776.433533,423.158081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,708.135681,469.401855,30.247105,921.648132,692.297974,258.961731,840.349182,501.111450,67.617142,799.039001,414.793671,28.863211,1005.949280,776.469055,423.097260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,707.775757,469.648102,30.974644,922.185669,693.580994,258.627625,840.120483,501.224030,68.776054,799.287842,414.725677,29.754972,1005.837219,776.781311,423.087708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,707.888245,469.960602,32.425026,923.467102,694.614624,257.906464,839.901001,501.619781,70.213982,799.265015,414.822052,31.371426,1006.427368,776.882202,423.056793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,708.142883,470.203522,33.983688,924.439148,695.880005,257.709869,839.908936,502.358398,71.377159,799.181458,414.882721,33.532597,1006.946167,776.980225,422.941956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,707.926086,470.541016,37.280449,924.902100,697.244568,257.609253,839.951599,502.902161,72.526093,799.057556,415.137024,35.547897,1007.135193,777.458801,422.817871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,707.722778,470.947235,39.518726,925.673218,698.825439,257.184723,839.977173,503.550507,74.334900,798.728516,415.349609,38.170021,1007.564514,777.710205,423.097992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,707.341858,471.370789,43.176174,926.828308,700.362854,257.186890,839.851501,503.961243,76.589554,798.653992,415.333893,40.563137,1008.078308,778.278442,423.195404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,707.058594,472.038757,46.674583,927.587891,701.942871,256.717499,839.668640,504.333771,78.338554,798.501282,415.569336,44.098881,1008.852844,779.022583,422.915009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,706.776062,472.642090,49.859982,928.606689,704.090820,257.128754,839.839417,505.073212,80.975197,798.095398,415.701477,47.376457,1009.918335,779.671631,422.573700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,706.540222,473.194641,53.698303,929.964966,705.648865,256.939301,839.583496,505.258301,83.223320,797.836792,416.097687,51.193684,1010.914978,780.355347,422.499023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,706.372131,473.792236,57.175396,931.246155,707.576172,256.539154,839.726318,506.097168,85.869690,797.940796,416.053711,54.476425,1011.826294,780.900085,422.374786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,706.402649,474.236755,61.435410,932.644775,709.471130,256.190613,839.719604,506.580688,88.809319,797.841614,416.160828,58.479679,1012.780273,781.771301,421.875946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,706.401855,474.576752,65.687996,933.647888,711.737915,256.316254,840.056274,507.202209,91.519150,797.806091,416.331177,62.637348,1013.903259,782.551147,421.703339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,706.601563,474.710571,69.861870,935.429565,713.787292,256.407776,840.303467,507.808838,94.630211,798.128845,416.434540,66.549042,1014.972290,783.315063,421.744049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,706.750671,474.959534,74.315598,937.234985,715.620789,255.911407,840.514832,508.411499,98.287094,798.590332,416.599335,71.127754,1015.292480,784.355835,421.960175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,706.921936,475.069855,79.376167,938.744080,718.363464,256.004700,841.047180,508.794708,101.425354,799.075867,416.603699,75.756775,1016.440430,785.821167,421.580963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,707.029541,475.162964,84.724686,940.215332,720.325867,255.970383,841.294128,509.536194,104.553734,799.682068,416.613861,80.385651,1017.778198,786.724976,421.231720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,707.419495,475.123993,89.977432,942.320618,722.566040,255.722198,841.654358,510.320313,108.649948,800.435303,416.788300,85.251663,1019.078003,787.590942,421.191620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,707.988342,475.155731,95.552544,944.046021,724.999573,255.640701,842.254333,510.974396,112.704964,801.297363,416.959625,90.053337,1020.557373,788.583923,421.029053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,708.605774,475.078125,101.519760,945.578491,727.291138,255.657120,842.740295,511.675110,117.100594,801.779602,417.321808,95.645737,1021.624084,789.692017,420.966492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,709.159302,474.889771,107.465469,947.213989,729.971619,255.828583,843.031677,512.611816,121.418266,802.520813,417.708740,101.341805,1023.209106,790.656738,420.833099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,709.820313,474.989868,113.715828,948.769714,732.541992,256.124298,843.574707,513.514221,125.474068,803.478516,418.272522,107.103577,1025.253540,791.460449,420.459442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,710.662476,474.970306,119.672722,951.262634,734.607300,255.761765,844.236694,514.602417,129.952133,804.378784,418.850861,112.442459,1026.365112,792.515930,420.319885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,711.535645,475.002045,125.725365,953.251770,737.332153,255.710907,844.799744,515.679260,134.657486,805.383911,419.372772,118.084846,1027.524414,793.807007,420.105133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,712.346924,475.272186,132.096390,954.815491,740.079773,256.085388,845.456787,516.889648,139.142807,806.470947,420.120087,124.304817,1028.326660,795.086914,420.015686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,712.974304,475.617401,138.199936,956.900024,742.553772,255.900177,846.072144,518.437988,143.877686,807.512878,420.875122,130.639114,1029.762817,796.228333,419.971802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,714.028442,476.145874,144.770966,958.732056,744.932556,256.059174,847.027100,519.813354,148.893509,808.773865,421.918152,136.765762,1031.878906,797.268921,419.290741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,715.418518,476.718201,151.417572,961.002991,747.458923,256.605865,847.874756,521.332397,153.483505,810.165222,423.229034,142.769318,1033.376221,798.060547,419.415009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,716.667603,477.444305,157.926788,963.611633,750.035400,256.200165,848.671143,523.088257,157.777893,811.498352,424.684265,149.185745,1034.855103,799.230103,419.337402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
