Grasp61
Date:,2025/04/22
Time:,16:05:10
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14,,,*15,,,*16,,,*17,,,*18,,,*19,,,*20,,,*21,,,*22,,,*23,,,*24,,,*25,,,*26,,,*27,,,*28,,,*29,,,*30,,,*31,,,*32,,,*33,,,*34,,,*35,,,*36,,,*37,,,*38,,,*39,,,*40,,,*41,,,*42,,,*43,,,*44,,,*45,,,*46,,,*47,,,*48,,,*49,,,*50,,,*51,,,*52,,,*53,,,*54,,,*55,,,*56,,,*57,,,*58,,,*59,,,*60,,,*61,,,*62,,,*63,,,*64
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
310,907.247070,793.932251,299.210968,706.825806,728.813171,152.854294,,,,,,,,,,640.234680,646.897339,144.823639,,,,,,,,,,,,,,,,,,,,,,,,,,,,997.531677,839.143799,483.600067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,904.972717,793.246094,299.434357,704.805542,728.650269,152.659775,,,,,,,,,,637.634094,647.111450,144.230392,,,,,,,,,,,,,,,,,,,,,,,,,,,,996.947693,838.152893,483.505981,,,,,,,,,,,,,,,,,,,,,,574.513611,715.981689,151.735184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,902.414734,792.877014,299.594025,701.698364,728.948486,152.969772,,,,,,,,,,634.929688,647.203186,144.399323,,,,,,,,,,,,,,,,,,,,,,,,,,,,994.896057,837.561523,483.585876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,900.265076,792.342468,299.848328,699.353455,728.787170,152.768112,,,,,,,,,,632.084839,647.201904,144.123718,,,,,,,,,,,,,,,,,,,,,,,,,,,,992.764771,837.192200,483.443604,,,,,,,,,,,,,,,,,,,,,,,,,568.934753,716.349243,152.099121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,897.334839,792.114502,299.561584,696.661987,728.758850,152.790527,,,,,,,,,,629.699951,647.169189,143.667023,,,,,,,,,,,,,,,,,,,,,,,,,,,,991.202148,836.369934,483.419952,,,,,,,,,,,,,,,,,,,,,,,,,566.715759,716.487915,151.203613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,895.709778,791.702576,299.913116,694.177307,728.761353,152.587769,,,,,,,,,,626.720642,647.434875,143.404160,,,,,,,,,,,,,,,,,,,,,,,,,,,,989.983215,835.645874,483.256165,,,,,,,,,,,,,,,,,,,,,,,,,564.061768,716.775818,150.811768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,892.820007,790.683044,300.242798,691.676392,728.754333,152.097107,,,,,,,,,,624.431213,647.558289,143.149094,,,,,,,,,,,,,,,,,,,,,,,,,,,,988.088745,835.087891,482.921997,,,,,,,,,,,,,,,,,,,,,,,,,561.690918,716.824524,150.267700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,890.853271,790.215332,300.209442,689.389404,728.958313,151.889481,,,,,,,,,,621.471924,647.640076,143.059738,,,,,,,,,,,,,,,,,,,,,,,,,,,,985.435242,834.670715,482.972778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,888.891907,789.607727,300.063721,687.034546,728.748901,151.979950,,,,,,,,,,619.217834,647.794556,142.852936,,,,,,,,,,,,,,,,,,,,,,,,,,,,984.212524,834.050537,482.935120,,,,,,,,,,,,,,,,,,,,,,,,,,,,556.256531,717.162231,150.547165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,886.846008,789.054443,299.996124,684.219116,729.246643,151.950516,,,,,,,,,,616.400391,647.698547,142.376083,,,,,,,,,,,,,,,,,,,,,,,,,,,,982.599121,832.922302,482.883240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,884.190918,788.969849,300.280182,681.796448,728.854370,151.838913,,,,,,,,,,613.940918,647.936035,141.899368,,,,,,,,,,,,,,,,,,,,,,,,,,,,980.533447,832.425049,482.801392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,551.556396,717.632446,149.832184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,881.968628,788.675293,300.040314,679.768127,729.180908,151.402023,,,,,,,,,,611.709900,648.081970,141.677780,,,,,,,,,,,,,,,,,,,,,,,,,,,,978.954895,831.877869,482.889648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,879.970703,787.733582,300.686737,676.627014,729.276001,151.058670,,,,,,,,,,609.105347,648.091370,141.353226,,,,,,,,,,,,,,,,,,,,,,,,,,,,977.588623,831.181702,482.538940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,546.255371,717.865295,149.588760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,877.853088,787.164978,300.233673,674.896179,728.939270,151.296188,,,,,,,,,,606.772278,648.344788,141.193024,,,,,,,,,,,,,,,,,,,,,,,,,,,,975.935303,830.551880,482.141968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,875.518066,786.628540,299.736755,672.350342,729.082825,151.030075,,,,,,,,,,604.130493,648.295166,140.661194,,,,,,,,,,,,,,,,,,,,,,,,,,,,974.174988,829.980896,481.969543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,541.817566,718.069153,148.772842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,873.918152,785.794922,299.897430,670.310791,729.020142,150.955643,,,,,,,,,,601.818054,648.398926,140.195511,,,,,,,,,,,,,,,,,,,,,,,,,,,,972.333374,829.461487,481.578857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,871.091675,785.876709,299.958527,667.828064,729.206787,150.711288,,,,,,,,,,599.625671,648.719360,140.374527,,,,,,,,,,,,,,,,,,,,,,,,,,,,970.505737,828.787170,481.324554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,537.058105,718.393250,148.396576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,869.200500,785.651611,299.921448,665.781738,729.226929,150.605804,,,,,,,,,,596.973083,648.687256,139.743790,,,,,,,,,,,,,,,,,,,,,,,,,,,,969.032104,827.916321,481.579712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,867.314270,784.584900,300.307159,663.446045,728.720154,150.428574,,,,,,,,,,595.168335,648.722229,139.235596,,,,,,,,,,,,,,,,,,,,,,,,,,,,967.399536,827.300903,481.401794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,532.646423,718.654846,147.859833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,865.010010,784.217468,300.022430,661.272583,729.190247,150.178635,,,,,,,,,,592.594177,648.852112,138.670929,,,,,,,,,,,,,,,,,,,,,,,,,,,,965.490723,826.664185,481.233826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,863.631836,783.577026,299.841064,658.849609,729.337708,149.697342,,,,,,,,,,590.707031,648.857483,138.507797,,,,,,,,,,,,,,,,,,,,,,,,,,,,964.154297,826.159424,481.230774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,528.573059,718.942200,146.609528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,861.325867,783.059753,299.890656,657.005615,728.862793,149.713013,,,,,,,,,,588.306335,649.094543,137.790665,,,,,,,,,,,,,,,,,,,,,,,,,,,,962.329590,825.378235,480.887939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,859.157410,782.751953,299.539368,654.684448,729.224304,149.357880,,,,,,,,,,586.569946,648.944519,137.496643,,,,,,,,,,,,,,,,,,,,,,,,,,,,960.793579,824.662781,480.335388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,524.478760,719.295288,145.859711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,857.052734,782.435059,299.862061,652.416138,729.093323,149.478180,,,,,,,,,,583.992310,649.247864,137.248077,,,,,,,,,,,,,,,,,,,,,,,,,,,,959.682617,824.066528,480.104218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,521.531250,719.293945,146.679077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,855.196228,782.038330,299.704254,650.700562,728.915344,148.927216,,,,,,,,,,582.025146,649.123779,137.071701,,,,,,,,,,,,,,,,,,,,,,,,,,,,957.411194,823.518311,480.304413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,519.810913,719.392578,145.815598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,853.412292,781.054626,299.978271,648.814392,728.863037,148.834564,,,,,,,,,,579.689514,649.115845,136.423630,,,,,,,,,,,,,,,,,,,,,,,,,,,,955.262573,823.096802,480.274841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,518.066711,719.656982,144.864548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,851.631836,780.549988,299.952576,646.336609,728.717102,148.727539,,,,,,,,,,577.850098,649.164551,135.898819,,,,,,,,,,,,,,,,,,,,,,,,,,,,954.574768,821.905396,480.219788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,849.735168,780.081116,299.411377,644.971497,728.718994,148.175339,,,,,,,,,,575.841125,649.307983,135.648666,,,,,,,,,,,,,,,,,,,,,,,,,,,,953.425476,821.204529,479.968109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,514.307068,719.823914,144.178665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,847.950989,779.425110,299.631622,642.762329,728.851501,147.809052,,,,,,,,,,573.623718,649.199524,135.493546,,,,,,,,,,,,,,,,,,,,,,,,,,,,951.313599,820.951172,479.645477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,846.266846,778.971313,299.279694,640.675781,728.736328,148.052979,,,,,,,,,,571.879883,649.350220,135.071457,,,,,,,,,,,,,,,,,,,,,,,,,,,,948.934509,820.494995,479.737427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510.222504,719.950134,143.857986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,843.951111,778.885498,298.823853,639.121338,728.674255,147.434402,,,,,,,,,,569.875793,649.194092,134.756302,,,,,,,,,,,,,,,,,,,,,,,,,,,,947.999817,819.575745,479.436249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,507.711914,720.047546,144.237473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,842.246399,778.455566,299.002167,637.134094,728.855347,146.933060,,,,,,,,,,567.822632,649.192688,134.251251,,,,,,,,,,,,,,,,,,,,,,,,,,,,946.961304,818.907776,478.716675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,505.884033,720.135437,143.135651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,840.823059,777.636047,298.741669,635.193665,728.797302,146.782761,,,,,,,,,,565.879272,649.307373,133.847580,,,,,,,,,,,,,,,,,,,,,,,,,,,,945.319580,818.373718,478.237915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,504.605499,720.230469,142.005585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,838.959473,776.944458,298.978851,633.570740,728.443848,146.413254,,,,,,,,,,564.097290,649.537781,133.642181,,,,,,,,,,,,,,,,,,,,,,,,,,,,943.909058,817.884644,478.130707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,837.159241,776.659546,298.818207,631.739258,728.580566,146.033783,,,,,,,,,,562.076477,649.417542,133.314026,,,,,,,,,,,,,,,,,,,,,,,,,,,,942.298157,817.284668,477.931458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500.631683,720.267090,141.971024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,835.261169,776.240967,298.093781,629.340698,728.787415,145.738266,,,,,,,,,,560.143066,649.596924,133.013992,,,,,,,,,,,,,,,,,,,,,,,,,,,,941.333496,816.437866,477.495453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,498.986511,720.467163,141.584335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,834.334045,775.597717,298.124237,628.051453,728.341492,145.760254,,,,,,,,,,558.702576,649.710754,131.940598,,,,,,,,,,,,,,,,,,,,,,,,,,,,940.411743,815.676392,477.207367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,832.729614,774.893799,297.796448,626.536987,728.217041,145.101440,,,,,,,,,,556.911499,649.645203,131.829147,,,,,,,,,,,,,,,,,,,,,,,,,,,,938.533752,815.105164,477.094666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,495.576965,720.442688,139.572250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,830.487671,774.614563,297.789032,624.504883,728.581848,145.082336,,,,,,,,,,554.756042,649.517700,131.351624,,,,,,,,,,,,,,,,,,,,,,,,,,,,935.934937,814.778442,477.186493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,494.126312,720.399719,138.958694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,828.872986,774.208191,297.873962,622.102661,728.443787,144.551270,,,,,,,,,,553.366394,649.398193,130.878983,,,,,,,,,,,,,,,,,,,,,,,,,,,,934.517639,814.265869,477.153625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,827.800964,773.630676,297.470551,621.241943,728.110962,143.949524,,,,,,,,,,551.426208,649.512268,130.398987,,,,,,,,,,,,,,,,,,,,,,,,,,,,933.875366,813.388855,476.961212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490.267303,720.547119,139.210388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,826.036987,773.023682,297.563293,619.804138,728.070740,143.451370,,,,,,,,,,549.637878,649.419800,130.000290,,,,,,,,,,,,,,,,,,,,,,,,,,,,932.455078,812.571533,476.629639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,824.310730,772.645630,297.427704,617.307251,728.303528,143.464645,,,,,,,,,,548.169128,649.380554,129.164856,,,,,,,,,,,,,,,,,,,,,,,,,,,,931.137329,811.885193,476.122192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,487.142487,720.509888,137.073807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,822.692810,772.372803,296.751221,616.150757,728.078735,143.301086,,,,,,,,,,546.580627,649.555054,128.219009,,,,,,,,,,,,,,,,,,,,,,,,,,,,929.558838,811.373596,476.235474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,485.498749,720.584106,137.177170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,820.788086,772.122620,296.691223,615.224609,727.814087,142.405853,,,,,,,,,,545.026733,649.484497,128.184769,,,,,,,,,,,,,,,,,,,,,,,,,,,,928.309998,810.759521,475.957458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,819.963623,771.198853,296.551697,613.360229,727.766479,142.076477,,,,,,,,,,543.374390,649.526917,127.668388,,,,,,,,,,,,,,,,,,,,,,,,,,,,927.248352,810.318481,475.350372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,818.494812,770.597839,296.226196,611.228943,728.078491,141.857513,,,,,,,,,,542.093018,649.646362,127.302711,,,,,,,,,,,,,,,,,,,,,,,,,,,,925.867004,809.741577,475.010956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480.677887,720.699341,135.716187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,816.993713,770.325012,295.977020,609.892090,727.991455,141.540878,,,,,,,,,,540.521179,649.665588,126.595390,,,,,,,,,,,,,,,,,,,,,,,,,,,,924.692993,808.965881,474.785736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,815.631042,770.001404,295.941467,608.737305,727.836182,141.250534,,,,,,,,,,539.000549,649.587341,125.989357,,,,,,,,,,,,,,,,,,,,,,,,,,,,923.801208,808.418823,474.184021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,813.976990,769.472656,295.593872,607.175110,727.812012,140.709564,,,,,,,,,,537.326172,649.622498,125.707085,,,,,,,,,,,,,,,,,,,,,,,,,,,,922.573059,807.779663,473.544312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,476.003082,720.780640,134.284439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,812.618286,769.099060,295.130005,605.639709,728.036987,140.242691,,,,,,,,,,535.903381,649.819885,125.141624,,,,,,,,,,,,,,,,,,,,,,,,,,,,920.982544,807.294556,473.502808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,474.895538,720.870850,133.424561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,811.606201,768.482971,295.110382,604.492554,727.847717,139.477234,,,,,,,,,,534.739624,649.838318,125.461487,,,,,,,,,,,,,,,,,,,,,,,,,,,,919.589111,806.833740,473.604248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
