Grasp61
Date:,2025/04/22
Time:,16:05:10
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14,,,*15,,,*16,,,*17,,,*18,,,*19,,,*20,,,*21,,,*22,,,*23,,,*24,,,*25,,,*26,,,*27,,,*28,,,*29,,,*30,,,*31,,,*32,,,*33,,,*34,,,*35,,,*36,,,*37,,,*38,,,*39,,,*40,,,*41,,,*42,,,*43,,,*44,,,*45,,,*46,,,*47,,,*48,,,*49,,,*50,,,*51,,,*52,,,*53,,,*54,,,*55,,,*56,,,*57,,,*58,,,*59,,,*60,,,*61,,,*62,,,*63,,,*64
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
362,809.624023,768.152588,295.125824,602.805481,727.843750,139.128845,,,,,,,,,,533.201294,649.814087,123.894302,,,,,,,,,,,,,,,,,,,,,,,,,,,,918.102661,806.325195,473.477478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,808.076355,767.882568,294.774567,601.839172,727.729492,138.967972,,,,,,,,,,531.732910,649.713806,123.197403,,,,,,,,,,,,,,,,,,,,,,,,,,,,916.820435,805.470276,473.020294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,470.623779,720.869812,131.049637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,806.940247,767.479187,294.181793,600.192993,728.009460,138.446686,,,,,,,,,,530.500061,649.525940,122.578606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,806.033875,767.101929,294.076508,598.846741,728.062134,138.044830,,,,,,,,,,529.463501,649.619934,121.902084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,915.987183,803.974548,472.152557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,804.871155,766.377686,293.847321,597.885925,727.876770,137.470703,,,,,,,,,,528.024536,649.793091,121.330170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,913.711304,803.732178,472.349426,467.060669,720.931213,129.716690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,803.368408,765.889893,293.455444,596.941467,727.682861,136.445679,,,,,,,,,,526.480652,649.754822,120.997559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,911.934631,803.199341,472.282196,465.779053,721.076294,127.904915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,802.226868,765.542603,293.338928,596.179626,727.536926,135.742447,,,,,,,,,,525.798523,650.009583,119.825691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,910.725830,802.737549,472.264435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,800.655396,765.210632,292.987091,594.365356,727.763794,135.832642,,,,,,,,,,524.565613,649.836121,119.212891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,909.214050,802.365417,472.431610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,799.548462,764.882324,292.605225,592.880371,727.955811,135.077682,,,,,,,,,,523.711426,649.426331,119.289375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,908.499634,801.348206,471.837708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,798.779541,764.453247,292.420013,591.904480,727.828003,134.877335,,,,,,,,,,522.030212,649.884644,118.475937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,908.539551,800.689026,470.713470,,,,461.121277,721.537720,126.404144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,798.009277,763.645996,292.543854,591.473877,727.386597,134.301254,,,,,,,,,,520.729919,649.875305,117.951813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,908.581299,800.126282,469.991364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,796.514465,763.241150,292.277283,590.359924,727.430908,133.374466,,,,,,,,,,519.649475,649.808350,117.089783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,907.111023,799.580994,470.111847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,795.171387,763.180176,291.690857,589.208008,727.338867,132.995712,,,,,,,,,,518.767090,650.173157,116.318375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,905.140564,799.212158,469.932465,,,,,,,458.496368,721.521240,123.492340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,794.337952,762.907898,291.470032,587.415771,727.510742,133.021393,,,,,,,,,,517.619019,650.053833,115.679276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,903.741150,798.717407,469.743530,,,,,,,457.095856,721.655090,123.836601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,793.470642,762.353699,291.250916,586.138794,727.734375,132.748337,,,,,,,,,,516.768127,650.147461,115.132835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,903.056458,798.351685,469.577057,,,,,,,455.529877,721.752869,123.761345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,792.222534,761.855469,291.173126,585.563782,727.670288,132.016449,,,,,,,,,,515.876770,650.110596,114.410454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,902.636902,797.717651,469.319031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,791.224243,761.453369,290.719208,585.396973,727.411194,131.309097,,,,,,,,,,514.760437,649.980469,114.040886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,901.961243,796.959534,468.928833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,790.690125,761.075317,290.410370,584.451721,727.047424,131.015640,,,,,,,,,,513.576965,649.853882,113.707603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,901.147461,796.455872,468.522034,,,,,,,,,,453.488678,721.806274,120.218979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,790.098267,760.697327,289.942871,583.317505,727.160828,130.459488,,,,,,,,,,512.932068,650.138306,112.409081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900.487488,795.874512,468.253479,,,,,,,,,,452.615051,721.824646,120.164658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,789.119690,760.232605,289.612701,582.140503,727.156250,130.199493,,,,,,,,,,511.952454,650.159790,112.054253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,899.889832,795.236084,468.145233,,,,,,,,,,451.534210,721.880981,120.162331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,787.830444,760.045349,289.224213,581.048340,727.131897,129.785583,,,,,,,,,,511.084717,649.949524,111.869118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,898.620667,794.815369,468.095825,,,,,,,,,,450.476776,721.905212,119.201065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,786.689209,759.901672,289.064667,580.561951,727.230347,129.024139,,,,,,,,,,510.507629,649.905396,111.364937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,897.004150,794.490173,467.941528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,785.952698,759.629456,288.973358,579.819214,727.232605,128.595917,,,,,,,,,,509.678619,649.966919,110.614273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,896.008423,794.171509,467.702393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,785.345581,759.179321,288.567780,579.529297,727.014404,128.158478,,,,,,,,,,508.585052,650.023743,110.269753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,895.370728,793.723877,467.319855,,,,,,,,,,,,,448.610291,721.875549,116.417480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,784.802429,758.733948,288.253876,578.971802,726.804993,127.876785,,,,,,,,,,507.710907,649.757080,109.572952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,894.823059,793.337463,467.273987,,,,,,,,,,,,,448.086914,721.832275,115.951614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,783.621399,758.399170,288.136139,577.957764,726.593323,127.317856,,,,,,,,,,507.223236,649.821106,108.556114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,894.226807,792.722107,466.939850,,,,,,,,,,,,,447.119995,721.861877,116.009850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,782.544800,758.004700,287.851135,576.981567,726.502930,126.789291,,,,,,,,,,506.550201,649.810303,108.185486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,893.466797,792.280579,466.693817,,,,,,,,,,,,,446.094330,721.845032,116.112473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,782.283997,757.627319,287.467346,576.215393,726.344116,126.330971,,,,,,,,,,506.184570,649.957458,107.288628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,892.565308,791.789490,466.375916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,781.958069,757.353882,287.326355,575.726624,726.527405,125.878639,,,,,,,,,,505.556396,649.777954,107.003815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,891.348267,791.591980,466.187103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,781.167419,756.998291,287.009766,575.206665,726.529724,125.475533,,,,,,,,,,505.085419,649.488281,106.488777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,891.067749,790.824158,465.765930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,780.483704,756.676819,286.457733,574.387085,726.281921,125.100601,,,,,,,,,,504.326385,649.214294,105.738113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,779.827942,756.263855,286.437897,573.737610,726.251831,124.796852,,,,,,,,,,503.550964,649.233032,105.231667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,889.865540,789.838745,465.166382,443.061401,721.183777,111.875732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,778.846191,756.159668,286.256042,573.260864,726.177063,124.440918,,,,,,,,,,502.776794,649.342041,104.908508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,442.667511,721.154663,111.647568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,778.289368,755.910950,285.983521,572.691284,726.007874,124.102638,,,,,,,,,,502.375092,649.358337,104.618378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,442.313324,721.072876,111.040070,888.865417,789.017822,464.636444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,778.058044,755.627014,285.346497,572.010315,725.791382,123.591148,,,,,,,,,,501.958710,649.002808,103.708099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,441.809570,720.869263,110.108803,888.237915,788.589600,464.437653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,777.109802,755.518677,284.881653,571.145691,725.645142,123.029350,,,,,,,,,,501.533875,648.869995,102.767281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,441.231049,720.789368,109.114410,887.418396,788.310059,464.396881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,776.194885,755.371765,284.358917,570.866577,725.591064,122.301476,,,,,,,,,,500.970886,648.705200,102.246208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440.521271,720.707947,108.640541,886.657043,787.895325,464.415161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,775.659058,755.148315,284.344269,570.769958,725.532593,121.721428,,,,,,,,,,500.481537,648.641663,101.690750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,885.848206,787.466980,464.337006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,775.323792,754.610901,284.150543,570.638245,725.449707,121.313011,,,,,,,,,,500.197296,648.623047,101.119743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,885.170715,787.097473,464.040649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,775.057800,754.232056,284.128265,570.259827,725.404602,120.942368,,,,,,,,,,499.855774,648.665894,100.442848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,884.440979,786.851990,463.804596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,774.567261,754.048767,283.993439,569.740051,725.373108,120.559875,,,,,,,,,,499.628967,648.640625,99.925842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,883.697632,786.506592,463.623352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,774.115540,753.719543,283.794769,569.151855,725.490173,120.119705,,,,,,,,,,499.182281,648.630005,99.391495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,883.196106,786.060608,463.620270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,773.562500,753.526978,283.545502,568.540833,725.541931,119.803047,,,,,,,,,,498.832184,648.666992,98.729065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,882.576111,785.747986,463.198700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,773.553406,753.120117,283.232758,568.149414,725.451904,119.380028,,,,,,,,,,498.428772,648.748901,98.359467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,882.135620,785.289368,463.504700,438.168335,720.554321,103.844765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,773.340820,752.802979,282.874664,567.990967,725.344971,119.077843,,,,,,,,,,498.027130,648.735718,97.770050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,881.421631,784.820251,463.460724,437.994049,720.511108,103.409927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,773.075439,752.577026,282.582855,567.449097,725.403809,118.605247,,,,,,,,,,497.567535,648.773926,97.389885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,881.007385,784.461914,463.315216,437.488800,720.546875,103.015572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,772.761108,752.121826,282.594269,566.942017,725.485107,118.194031,,,,,,,,,,497.250061,648.811768,96.909737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,880.727417,784.159180,462.931030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,772.435242,751.872253,282.239075,566.817688,725.249268,117.716133,,,,,,,,,,496.971222,648.736389,96.526901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,880.837158,783.773560,462.319641,,,,437.035126,720.602783,101.697174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,772.144592,751.440857,282.191040,566.551086,725.158630,117.116913,,,,,,,,,,496.803406,648.629761,95.902206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,881.020081,783.388367,461.664246,,,,436.794037,720.706970,101.149841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,771.515442,751.405212,281.854034,566.412476,725.188110,116.786224,,,,,,,,,,496.707214,648.575195,95.122093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,881.027893,782.913818,461.206848,,,,436.631256,720.793152,100.582199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,771.235413,751.105469,281.644470,566.283081,725.098083,116.478966,,,,,,,,,,496.378296,648.601074,94.684464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,880.594788,782.570923,461.067596,,,,436.465179,720.903870,99.868103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,770.752991,750.909363,281.063934,566.184692,725.000488,116.115631,,,,,,,,,,496.045380,648.588379,94.322098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,879.944031,782.515442,460.820435,,,,436.271362,720.941223,99.509819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
