Grasp30
Date:,2025/04/16
Time:,10:56:10
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14,,,*15,,,*16,,,*17,,,*18,,,*19,,,*20,,,*21,,,*22,,,*23,,,*24,,,*25,,,*26,,,*27,,,*28,,,*29,,,*30,,,*31,,,*32,,,*33,,,*34,,,*35,,,*36,,,*37,,,*38,,,*39,,,*40,,,*41
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
143,,,,889.610596,699.222351,157.043381,,,,832.046448,627.134460,110.417435,1092.806396,779.216553,437.629852,,,,,,,,,,,,,,,,,,,1117.311279,810.470093,272.880524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,,,,888.892883,698.280396,156.670197,,,,829.455811,627.636108,110.315384,1091.822144,779.442017,437.328949,,,,,,,,,,,,,,,,,,,1115.339966,810.477600,272.561920,,,,,,,,,,,,,,,,,,,,,,757.503662,711.185852,124.234985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,,,,887.785339,697.813782,156.369614,,,,827.271179,627.876892,110.307205,1091.060791,779.626648,437.273499,,,,,,,,,,,,,,,,,,,1113.940552,810.388367,271.944916,,,,,,,,,,,,,,,,,,,,,,756.906189,708.541687,123.688950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,,,,886.659058,697.664795,156.296341,,,,825.302917,628.629700,110.230293,1089.778564,779.586182,437.161407,,,,,,,,,,,,,,,,,,,1112.814697,810.383240,271.411102,,,,,,,,,,,,,,,,,,,,,,756.881287,706.175049,122.648888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,,,,885.228394,697.584045,156.764877,,,,823.909302,629.243896,109.659637,1088.345215,779.124329,437.012268,,,,,,,,,,,,,,,,,,,1110.951294,810.657104,271.075836,,,,,,,,,,,,,,,,,,,,,,756.624390,703.989929,122.118736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,,,,883.459290,697.250916,157.211609,,,,822.549072,629.617615,109.523201,1087.268921,779.406128,436.419128,,,,,,,,,,,,,,,,,,,1109.401245,810.719788,270.949371,,,,,,,,,,,,,,,,,,,,,,755.904114,702.196594,122.206688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,,,,881.843445,696.736694,157.723801,,,,821.754456,628.721558,109.449860,1086.650391,779.845337,435.896851,,,,,,,,,,,,,,,,,,,1108.249634,810.775696,270.731018,,,,,,,,,,,,,,,,,,,,,,755.500366,700.490967,122.302322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,,,,881.010803,695.744385,158.292648,,,,820.268005,627.932068,109.764420,1085.880005,779.804626,435.532806,,,,,,,,,,,,,,,,,,,1106.773193,810.974121,269.905426,,,,,,,,,,,,,,,,,,,,,,755.598694,698.621277,122.112518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,,,,880.069580,695.067322,158.322617,,,,819.309509,627.244751,110.243309,1084.972656,779.828735,435.235260,,,,,,,,,,,,,,,,,,,1105.577271,811.270508,269.490906,,,,,,,,,,,,,,,,,,,,,,755.615112,696.938965,122.210411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,,,,879.201660,694.293274,158.807495,,,,817.927246,627.178406,110.545685,1083.556763,779.502747,434.873474,,,,,,,,,,,,,,,,,,,1104.495972,811.547424,269.494995,,,,,,,,,,,,,,,,,,,,,,755.253723,696.179199,122.147903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,,,,878.477295,693.715576,159.453278,,,,816.520081,627.033508,111.189590,1082.373535,779.504211,434.683533,,,,,,,,,,,,,,,,,,,1103.638672,811.570801,269.685944,,,,,,,,,,,,,,,,,,,,,,754.660400,695.329590,122.682083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,,,,877.550598,693.330994,160.027710,,,,815.535095,626.745789,112.150795,1081.843750,779.563721,434.268921,,,,,,,,,,,,,,,,,,,1102.200073,811.774109,269.399231,,,,,,,,,,,,,,,,,,,,,,754.061646,694.707214,123.493240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,,,,875.868835,693.001038,161.171524,,,,814.793945,625.813477,113.644165,1081.020142,779.406311,433.600098,,,,,,,,,,,,,,,,,,,1100.633301,812.097534,269.053894,,,,,,,,,,,,,,,,,,,,,,753.269226,694.016235,123.965012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,,,,874.331055,692.710632,161.962646,,,,813.869019,625.156860,114.529610,1080.759033,778.949097,433.317688,,,,,,,,,,,,,,,,,,,1099.702637,812.280884,268.854889,,,,,,,,,,,,,,,,,,,,,,752.666260,693.592346,124.507149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,,,,873.485229,692.386841,162.439133,,,,812.858459,624.666809,115.209877,1079.413696,779.514832,433.331604,,,,,,,,,,,,,,,,,,,1099.109741,812.323547,268.991486,,,,,,,,,,,,,,,,,,,,,,751.473511,693.187439,125.396187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,,,,872.909241,691.721619,163.324615,,,,811.378967,624.591248,116.251648,1077.961304,779.864258,433.660583,,,,,,,,,,,,,,,,,,,1097.899414,812.718018,269.157745,,,,,,,,,,,,,,,,,,,,,,750.378601,692.783386,126.534317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,,,,872.054138,691.198181,164.514420,,,,809.878540,624.519348,117.598297,1076.767456,779.906738,433.569733,,,,,,,,,,,,,,,,,,,1096.254761,813.109802,269.020508,,,,,,,,,,,,,,,,,,,,,,749.610291,692.427246,127.879112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,,,,870.353149,691.290894,165.819061,,,,808.696350,624.201294,119.320808,1076.003540,780.374512,433.237762,,,,,,,,,,,,,,,,,,,1095.136963,813.371826,268.560181,,,,,,,,,,,,,,,,,,,,,,748.426147,692.398315,128.953644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,,,,869.033081,691.469849,167.022797,,,,807.798279,623.930115,120.597366,1075.246216,780.593689,433.053528,,,,,,,,,,,,,,,,,,,1094.319336,813.473267,268.379913,,,,,,,,,,,,,,,,,,,,,,747.047913,692.340149,129.909622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,,,,867.378052,691.169067,168.526947,,,,806.633911,623.468262,121.976715,1074.315918,781.081360,432.866302,,,,,,,,,,,,,,,,,,,1094.064209,813.394043,268.850769,,,,,,,,,,,,,,,,,,,,,,746.193115,692.147583,131.179184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,,,,865.819275,690.968140,169.523773,,,,804.739441,623.510498,123.458656,1073.414795,781.481201,432.556091,,,,,,,,,,,,,,,,,,,1092.390747,814.082764,269.104980,,,,,,,,,,,,,,,,,,,,,,744.787354,691.932556,132.635834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,,,,864.963806,690.686096,170.418579,,,,802.319946,623.758240,124.988655,1072.005981,780.824219,432.504578,,,,,,,,,,,,,,,,,,,1090.794067,814.595093,268.765900,,,,,,,,,,,,,,,,,,,,,,742.733704,691.940674,134.172989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,,,,863.020630,690.746887,171.970108,,,,801.154663,623.378113,126.553276,1071.079468,780.453186,432.506775,,,,,,,,,,,,,,,,,,,1089.912964,814.589722,268.626892,,,,,,,,,,,,,,,,,,,,,,741.231567,691.914978,136.256088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,,,,860.711304,690.778137,173.365311,,,,799.606812,623.221802,128.225754,1070.187988,780.579041,432.119690,,,,,,,,,,,,,,,,,,,1089.095215,814.475403,268.849030,,,,,,,,,,,,,,,,,,,,,,739.768372,691.880920,137.326080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,,,,859.367981,690.452393,174.805527,,,,797.048523,623.503601,129.599808,1069.200562,781.094910,431.845367,,,,,,,,,,,,,,,,,,,1087.313477,814.818420,269.326263,,,,,,,,,,,,,,,,,,,,,,737.187622,692.026489,138.747696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,,,,857.449585,690.364807,176.012711,,,,794.820007,623.319824,130.994507,1068.203369,781.264160,431.934235,,,,,,,,,,,,,,,,,,,1086.059692,815.093994,269.165405,,,,,,,,,,,,,,,,,,,,,,735.812195,692.120422,140.072144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,,,,855.082275,690.435913,177.082764,,,,792.730652,623.297424,132.222290,1067.054688,781.090942,432.043518,,,,,,,,,,,,,,,,,,,1084.904419,815.279541,268.810455,,,,,,,,,,,,,,,,,,,,,,733.470947,692.401184,141.210907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,,,,853.516418,690.231262,178.433594,,,,789.938293,623.842407,134.065292,1065.627319,781.293579,431.902832,,,,,,,,,,,,,,,,,,,1082.550049,815.484924,269.184570,,,,,,,,,,,,,,,,,,,,,,731.351013,692.477966,143.319977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,,,,850.815247,690.297180,180.235321,,,,787.989746,623.505920,135.076096,1064.146729,781.483276,431.648376,,,,,,,,,,,,,,,,,,,1081.048950,815.752991,269.053619,,,,,,,,,,,,,,,,,,,,,,728.999329,692.685669,145.167786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,,,,847.666016,690.283936,182.274750,,,,785.711792,623.374756,136.318939,1063.435303,781.793091,431.490570,,,,,,,,,,,,,,,,,,,1079.435547,815.896851,268.675018,,,,,,,,,,,,,,,,,,,,,,726.536621,692.828552,146.821686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,,,,845.742859,690.058899,183.067490,,,,782.356506,623.873779,137.890747,1062.536743,781.690918,431.423859,,,,,,,,,,,,,,,,,,,1076.536377,816.347473,268.895111,,,,,,,,,,,,,,,,,,,,,,723.696533,693.161377,148.372009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,,,,843.440247,690.412476,183.766251,,,,779.735901,624.029846,139.276657,1060.848267,781.721130,431.309418,,,,,,,,,,,,,,,,,,,1075.211426,816.268616,268.473572,,,,,,,,,,,,,,,,,,,,,,720.897400,693.312683,149.519379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,,,,841.015869,690.297485,185.030090,,,,776.089966,624.454773,140.567749,1059.392578,781.932434,430.997620,,,,,,,,,,,,,,,,,,,1072.418335,816.770386,268.402100,,,,,,,,,,,,,,,,,,,,,,718.388306,693.576477,151.574570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,,,,837.727783,690.599365,186.320663,,,,773.530029,624.390808,141.578278,1058.418457,781.953125,430.858917,,,,,,,,,,,,,,,,,,,1070.196655,816.921143,268.384857,,,,,,,,,,,,,,,,,,,,,,714.905762,693.713257,153.363052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,,,,834.912598,690.834961,187.150421,,,,770.310730,624.862854,143.315796,1057.122559,781.777954,430.764740,,,,,,,,,,,,,,,,,,,1068.039429,816.975891,268.327484,,,,,,,,,,,,,,,,,,,,,,711.858582,694.011963,155.118210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,,,,831.547913,691.026306,188.500580,,,,766.840454,625.060608,144.914764,1055.398804,781.946838,430.296722,,,,,,,,,,,,,,,,,,,1065.519775,817.180481,268.461548,,,,,,,,,,,,,,,,,,,,,,708.669006,694.342285,156.863861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,,,,828.385986,691.455750,189.338684,,,,763.744690,625.384949,145.974533,1053.744019,782.349731,429.850403,,,,,,,,,,,,,,,,,,,1062.880859,817.402466,267.936951,,,,,,,,,,,,,,,,,,,,,,705.040466,694.902710,158.268555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,,,,825.318787,691.479309,190.722061,,,,759.045349,626.237366,147.491913,1052.584473,781.918335,429.968170,,,,,,,,,,,,,,,,,,,1060.107544,817.577087,267.886963,,,,,,,,,,,,,,,,,,,,,,701.580261,695.356445,159.745453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,,,,821.336670,692.046997,191.665192,,,,755.446594,626.346069,148.824173,1050.159058,782.001770,430.045898,,,,,,,,,,,,,,,,,,,1056.844727,817.909668,267.530579,,,,,,,,,,,,,,,,,,,,,,698.182129,696.169678,161.142014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,,,,817.996033,692.481995,192.594803,,,,751.706665,626.816833,149.955612,1048.123901,782.218872,429.926208,,,,,,,,,,,,,,,,,,,1054.604004,817.719849,267.582886,,,,,,,,,,,,,,,,,,,,,,694.750061,697.046265,162.577774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,,,,814.675537,692.524902,193.471527,,,,746.946411,627.802551,151.236328,1046.180176,782.294678,430.016174,,,,,,,,,,,,,,,,,,,1050.598145,818.326172,267.270172,,,,,,,,,,,,,,,,,,,,,,690.653625,697.829712,163.805756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,,,,810.281921,693.076965,194.333954,,,,743.215820,628.076538,152.505814,1044.172974,782.092712,429.857056,,,,,,,,,,,,,,,,,,,1047.505615,818.433411,266.922852,,,,,,,,,,,,,,,,,,,,,,686.488281,698.545349,164.957504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,,,,806.362915,693.704590,195.538727,,,,738.850647,628.649780,153.873474,1042.426392,782.139160,429.444366,,,,,,,,,,,,,,,,,,,1044.473999,818.390259,267.117126,,,,,,,,,,,,,,,,,,,,,,682.765015,699.554504,166.455231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,,,,802.281677,693.917114,196.551910,,,,733.978699,629.458435,155.253952,1040.945190,781.665222,429.721802,,,,,,,,,,,,,,,,,,,1041.169678,818.512207,266.426056,,,,,,,,,,,,,,,,,,,,,,678.267090,700.527832,167.643936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,,,,798.171692,694.235474,196.910629,,,,729.236938,630.211182,156.206894,1039.115967,781.743896,429.182281,,,,,,,,,,,,,,,,,,,1037.666870,818.714722,266.289276,,,,,,,,,,,,,,,,,,,,,,673.931946,701.536499,168.862366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,,,,794.117126,694.918579,197.443680,,,,724.931335,630.987610,157.417374,1037.427124,781.668884,429.286652,,,,,,,,,,,,,,,,,,,1034.093994,818.669312,266.445465,,,,,,,,,,,,,,,,,,,,,,669.693359,702.584534,170.177460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,,,,789.278015,695.468689,198.207703,,,,719.716125,631.715942,158.954147,1035.201294,781.710999,429.018707,,,,,,,,,,,,,,,,,,,1029.988770,818.870300,265.781677,,,,,,,,,,,,,,,,,,,,,,665.628052,703.504517,171.261871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,,,,784.937622,695.815674,198.690201,,,,715.367554,632.228638,159.458313,1032.786377,781.839600,428.803131,,,,,,,,,,,,,,,,,,,1026.093262,818.961609,265.681549,,,,,,,,,,,,,,,,,,,,,,661.108032,704.497498,171.949570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,,,,780.786682,696.375671,198.758621,,,,710.554932,632.850708,159.954071,1030.991211,781.447815,429.123383,,,,,,,,,,,,,,,,,,,1022.667542,818.685364,265.842987,,,,,,,,,,,,,,,,,,,,,,656.739868,705.472595,172.329056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,,,,776.778931,696.794617,199.202118,,,,705.265381,633.740906,160.906586,1028.461060,781.633118,428.809601,,,,,,,,,,,,,,,,,,,1018.802734,818.503784,265.422272,,,,,,,,,,,,,,,,,,,,,,652.230591,706.610107,172.899078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,,,,771.879822,697.430725,199.893082,,,,700.474365,634.247437,161.715958,1025.956787,781.487366,428.986481,,,,,,,,,,,,,,,,,,,1014.378662,818.599976,265.207581,,,,,,,,,,,,,,,,,,,,,,647.435974,707.452454,173.780609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,,,,766.464233,698.074585,200.625351,,,,695.469666,635.051819,162.482468,1023.991516,780.964478,429.354370,,,,,,,,,,,,,,,,,,,1010.533752,818.492249,265.438293,,,,,,,,,,,,,,,,,,,,,,642.608215,708.273804,174.681839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,,,,761.985107,698.621765,200.669662,,,,690.246216,635.674194,163.075943,1021.659668,780.966125,428.931396,,,,,,,,,,,,,,,,,,,1006.794006,818.252991,265.427460,,,,,,,,,,,,,,,,,,,,,,637.732178,709.187622,175.144882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,,,,757.519958,699.027039,200.627640,,,,684.998108,636.223755,163.562851,1019.868286,780.796021,428.812592,,,,,,,,,,,,,,,,,,,1002.728577,818.279358,264.997314,,,,,,,,,,,,,,,,,,,,,,633.431824,710.125977,175.296768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,,,,753.135437,699.377747,200.885223,,,,680.441040,636.949341,163.358109,1017.140747,780.631470,428.975464,,,,,,,,,,,,,,,,,,,998.184204,818.309326,264.953369,,,,,,,,,,,,,,,,,,,,,,628.891174,710.986267,175.205948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,,,,748.294983,699.789001,200.684799,,,,675.560974,637.845215,163.288864,1014.408020,780.644836,428.810120,,,,,,,,,,,,,,,,,,,994.113037,817.972656,265.428253,,,,,,,,,,,,,,,,,,,,,,624.026062,711.856873,175.751007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,,,,743.890503,700.134521,200.387375,,,,670.325928,638.712708,163.704285,1012.498535,780.202209,428.926788,,,,,,,,,,,,,,,,,,,990.255005,817.603821,265.742279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,,,,738.958191,700.375671,200.731842,,,,665.059143,639.320923,163.973572,1010.065857,780.072998,428.813599,,,,,,,,,,,,,,,,,,,985.813416,817.422058,265.298492,,,,,,,,,,,,,,,,,,,,,,,,,614.185486,713.632690,176.040375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,,,,733.933350,700.854614,200.821152,,,,660.451660,639.803040,163.748169,1007.665649,779.503296,429.214722,,,,,,,,,,,,,,,,,,,981.144409,817.360229,265.265961,,,,,,,,,,,,,,,,,,,,,,,,,608.885498,714.568970,176.870926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,,,,729.125183,701.415771,200.445389,,,,655.191895,640.459717,163.908386,1005.566345,779.240723,429.087769,,,,,,,,,,,,,,,,,,,977.347473,816.902161,265.681061,,,,,,,,,,,,,,,,,,,,,,,,,604.173950,715.168762,177.639816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,,,,724.242188,701.896240,199.850128,,,,649.950684,641.096924,163.853104,1003.063904,778.832031,429.201813,,,,,,,,,,,,,,,,,,,973.409485,816.612854,265.896057,,,,,,,,,,,,,,,,,,,,,,,,,599.529968,716.092651,176.730576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,,,,718.870789,702.495239,199.791122,,,,644.662659,641.927612,163.680801,1000.177246,778.934631,429.411987,,,,,,,,,,,,,,,,,,,968.285767,816.672546,266.043945,,,,,,,,,,,,,,,,,,,,,,,,,594.873291,716.906921,176.493164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,,,,714.135742,702.589172,199.740372,,,,639.718079,642.639282,163.228638,996.969788,778.359924,429.972290,,,,,,,,,,,,,,,,,,,963.898804,816.271912,266.612976,,,,,,,,,,,,,,,,,,,,,,,,,589.852539,717.835449,176.068314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,,,,709.317627,702.971924,199.316193,,,,634.882507,643.182068,162.228470,995.514832,777.829041,430.171936,,,,,,,,,,,,,,,,,,,959.426880,815.914001,266.965027,,,,,,,,,,,,,,,,,,,,,,,,,585.325012,718.672607,175.722092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,,,,704.516541,703.274841,198.736740,,,,630.111572,643.760925,161.879150,992.089966,777.633972,430.104553,,,,,,,,,,,,,,,,,,,955.317505,815.227600,267.054626,,,,,,,,,,,,,,,,,,,,,,,,,580.537720,719.646912,175.562531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,,,,700.144104,703.511047,198.296982,,,,624.476624,644.525391,161.982178,990.002319,777.321228,430.192413,,,,,,,,,,,,,,,,,,,951.253052,814.722717,267.216553,,,,,,,,,,,,,,,,,,,,,,,,,575.762146,720.594849,174.927124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,,,,695.160950,704.215393,197.751541,,,,619.668701,645.017761,161.421295,987.356445,776.956787,430.498169,,,,,,,,,,,,,,,,,,,946.654785,814.750610,267.579559,,,,,,,,,,,,,,,,,,,,,,,,,570.911133,721.403015,174.355057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,,,,689.938049,704.963745,197.921326,,,,614.417175,645.943726,161.066238,984.987854,776.331665,430.461090,,,,,,,,,,,,,,,,,,,942.568359,814.377136,268.076294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,,,,684.992310,705.306030,197.706894,,,,609.534973,646.888916,160.905701,982.774048,775.800171,430.853455,,,,,,,,,,,,,,,,,,,938.539917,813.770081,268.432800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,,,,680.739258,705.608337,197.052353,,,,604.799072,647.569641,160.387802,980.162720,775.268005,431.024567,,,,,,,,,,,,,,,,,,,933.731567,813.237000,268.822693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,,,,676.507019,706.014893,196.387405,,,,600.337036,648.007935,159.762314,977.198242,775.215759,431.464081,,,,,,,,,,,,,,,,,,,929.621460,812.598755,269.465546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,,,,672.106201,706.295105,195.748825,,,,596.156677,648.674072,159.046005,974.629578,774.281982,431.755585,,,,,,,,,,,,,,,,,,,925.655945,812.132690,269.776398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
