PTP359
Date:,2025/04/23
Time:,12:53:09
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
206,513.174561,460.597900,108.243729,,,,,,,,,
207,513.163879,460.282471,107.419861,,,,2310.864014,301.036743,-134.289993,,,
208,513.419983,459.860474,106.877487,,,,,,,,,
209,513.994263,459.286621,105.960548,,,,,,,,,
210,514.573059,458.835114,104.755714,,,,,,,,,
211,514.950684,458.482697,103.708588,,,,,,,,,
212,515.229797,458.110168,102.918365,,,,,,,,,
213,515.289673,457.658264,102.366997,,,,,,,,,
214,515.350830,457.269989,102.124763,,,,,,,,,
215,515.344177,457.022034,101.996986,,,,,,,,,
216,515.367493,456.856628,101.863220,,,,,,,,,
217,515.171326,456.611206,101.929070,,,,,,,,,
218,515.088379,456.545319,101.857903,,,,,,,,,
219,514.932190,456.394196,101.729614,,,,,,,,,
220,515.004578,456.309113,101.501434,,,,,,,,,
221,515.010559,456.198090,101.202255,,,,,,,,,
222,514.971619,456.015472,101.060280,,,,,,,,,
223,514.928528,455.822723,100.951202,,,,,,,,,
224,514.827881,455.685608,100.845406,,,,,,,,,
225,514.836609,455.581635,100.763161,,,,,,,,,
226,515.042175,455.571991,100.443321,,,,,,,,,
227,514.842957,455.484528,100.347160,,,,,,,,,
228,514.817017,455.345398,100.321465,,,,,,,,,
229,514.769409,455.263550,100.342918,,,,,,,,,
230,514.727966,455.257416,100.202446,,,,,,,,,
231,514.640686,455.277252,100.179489,,,,,,,,,
232,514.449951,455.312805,100.241898,,,,,,,,,
233,514.271606,455.475830,100.166901,,,,,,,,,
234,514.099731,455.576294,99.999992,,,,,,,,,
235,514.045776,455.515564,99.964622,,,,,,,,,
236,513.957886,455.503296,99.884789,,,,,,,,,
237,513.815735,455.409729,99.899811,,,,,,,,,
238,513.747803,455.379364,99.974449,,,,,,,,,
239,513.612854,455.271667,99.929451,,,,,,,,,
240,513.456177,455.071808,99.915314,,,,,,,,,
241,513.348450,454.874725,99.796967,,,,,,,,,
242,513.251892,454.763275,99.722153,,,,,,,,,
243,513.161133,454.661346,99.672173,,,,,,,,,
244,513.063843,454.524170,99.599327,,,,,,,,,
245,512.948181,454.417969,99.566582,,,,,,,,,
246,512.913940,454.279846,99.409378,,,,,,,,,
247,512.852600,454.106842,99.358780,,,,,,,,,
248,512.863159,453.993378,99.417778,,,,,,,,,
249,512.815247,453.910797,99.393456,,,,,,,,,
250,512.793762,453.805847,99.358047,,,,,,,,,
251,512.769653,453.703461,99.298500,,,,,,,,,
252,512.752869,453.609711,99.316063,,,,,,,,,
253,512.812500,453.470306,99.222794,,,,,,,,,
254,512.845093,453.362976,99.116341,,,,,,,,,
255,512.817261,453.256561,99.105515,,,,,,,,,
256,512.810059,453.148682,99.130257,,,,,,,,,
257,512.833618,452.997803,99.054756,,,,,,,,,
258,512.826660,452.898560,99.060204,,,,,,,,,
259,512.760681,452.900391,99.040024,,,,,,,,,
260,512.721497,452.808533,99.011803,,,,,,,,,
261,512.720947,452.792786,99.010696,,,,,,,,,
262,512.723877,452.797852,99.011375,,,,,,,,,
263,512.676208,452.682129,99.131783,,,,,,,,,
264,512.633484,452.742645,99.198250,,,,,,,,,
265,512.621338,452.770020,99.172943,,,,,,,,,
266,512.637756,452.764465,99.180550,,,,,,,,,
267,512.568054,452.779388,99.236931,,,,,,,,,
268,512.495361,452.771027,99.356979,,,,,,,,,
269,512.497925,452.865540,99.396126,,,,,,,,,
270,512.500732,452.892639,99.353035,,,,,,,,,
271,512.514893,452.882050,99.365929,,,,,,,,,
272,512.513855,452.884491,99.436005,,,,,,,,,
273,512.499695,452.900452,99.398590,,,,,,,,,
274,512.539612,452.992920,99.363503,,,,,,,,,
275,512.596680,452.980804,99.432304,,,,,,,,,
276,512.605225,452.980865,99.466125,,,,,,,,,
277,512.581848,452.992340,99.463966,,,,,,,,,
278,512.681519,453.084167,99.424042,,,,,,,,,
279,512.646729,453.149170,99.314636,,,,,,,,,
280,512.730896,453.116394,99.375809,,,,,,,,,
281,512.709778,453.151703,99.487671,,,,,,,,,
282,512.682678,453.249542,99.521805,,,,,,,,,
283,512.703613,453.163422,99.562607,,,,,,,,,
284,512.756104,453.237122,99.487579,,,,,,,,,
285,512.744873,453.269501,99.461189,,,,,,,,,
286,512.768982,453.155701,99.557922,,,,,,,,,
287,512.763367,453.123932,99.624794,,,,,,,,,
288,512.749512,453.114044,99.663948,,,,,,,,,
289,512.767639,453.094086,99.722107,,,,,,,,,
290,512.692749,453.010040,99.753937,,,,,,,,,
291,512.661560,452.977905,99.809273,,,,,,,,,
292,512.619568,452.979523,99.848976,,,,,,,,,
293,512.574463,452.872467,99.990173,,,,,,,,,
294,512.539856,452.876312,100.003731,,,,,,,,,
295,512.503235,452.834229,100.089165,,,,,,,,,
296,512.416626,452.746063,100.135399,,,,,,,,,
297,512.430237,452.700775,100.243660,,,,,,,,,
298,512.408752,452.696442,100.300179,,,,,,,,,
299,512.402405,452.699677,100.303619,,,,,,,,,
300,512.376831,452.683411,100.282051,,,,,,,,,
301,512.284241,452.678772,100.373627,,,,,,,,,
302,512.286072,452.697723,100.384064,,,,,,,,,
303,512.271118,452.679291,100.429283,,,,,,,,,
304,512.159119,452.672394,100.532616,,,,,,,,,
305,512.068726,452.657166,100.575493,,,,,,,,,
306,511.951660,452.612000,100.697334,,,,,,,,,
307,511.877167,452.604828,100.851219,,,,,,,,,
308,511.686737,452.606171,101.001930,,,,,,,,,
309,511.603516,452.683472,101.211502,,,,,,,,,
310,511.715790,452.907257,101.179405,,,,,,,,,
311,511.712494,453.020599,101.317978,,,,,,,,,
312,511.625885,453.056091,101.561264,,,,,,,,,
313,511.522858,453.004517,102.306252,,,,,,,,,
314,511.288940,452.980133,102.828659,,,,,,,,,
315,511.280365,453.227997,103.202248,,,,,,,2310.872803,301.026581,-134.238495
316,510.964020,453.234283,103.794868,,,,,,,,,
317,510.700836,453.392242,104.369400,,,,,,,,,
318,510.335358,453.667755,105.028107,,,,,,,,,
319,510.272614,453.906158,105.311729,,,,,,,,,

