PTP-1162
Date:,2025/04/23
Time:,14:00:26
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2
Field #,X,Y,Z,X,Y,Z
166,717.731567,671.812378,171.432907,,,
167,715.159790,671.994141,171.427261,,,
168,712.582031,671.861877,171.838089,,,
169,710.025452,672.013733,171.391846,,,
170,707.513123,672.284180,171.363754,,,
171,704.769836,672.284424,171.181641,,,
172,702.674622,672.334473,170.964462,,,
173,700.071960,672.078308,171.512970,,,
174,697.989075,671.934692,170.695084,,,
175,695.881531,671.537170,170.247787,,,
176,693.360229,671.570984,169.722504,,,
177,691.297180,671.475098,169.343567,,,
178,689.074463,671.315491,168.736404,,,
179,687.452454,671.031555,168.038284,,,
180,685.026245,670.909912,167.653290,,,
181,682.964294,670.987000,167.176147,,,
182,680.782043,670.922791,166.458221,,,
183,679.124573,670.516968,165.834061,,,
184,677.306030,670.283997,165.070450,,,
185,675.289978,670.138367,164.671219,,,
186,673.011230,670.018982,163.550644,,,
187,671.276306,669.797791,162.411682,,,
188,669.486206,669.595276,161.760910,,,
189,667.759155,669.509644,160.870422,,,
190,666.136780,669.335327,160.288879,,,
191,664.012085,669.613647,158.572159,,,
192,662.725525,669.449036,157.760803,,,
193,661.001648,669.047424,156.974243,,,
194,659.089539,668.869263,155.465103,,,
195,657.395447,668.926270,154.369339,,,
196,656.050903,668.495728,154.044052,,,
197,654.338806,668.472656,152.293686,,,
198,653.066467,668.312805,150.626022,,,
199,651.956909,668.059631,149.606491,,,
200,650.539246,667.614319,148.673706,,,
201,648.999756,667.898438,147.006805,,,
202,647.705872,667.899414,145.735123,,,
203,646.759583,667.325562,144.483139,,,
204,645.328308,667.452637,143.035858,,,
205,643.956543,667.345459,141.885986,,,
206,642.724060,667.070251,140.538086,,,
207,641.640442,666.772705,139.300476,,,
208,640.652466,666.513367,138.010986,,,
209,639.386902,666.063721,137.074463,,,
210,638.340271,666.170410,135.822235,,,
211,637.344360,665.952881,134.216568,,,
212,636.886353,665.462463,132.871902,,,
213,635.988525,665.128784,131.817734,,,
214,634.864990,665.041748,130.825424,,,
215,633.963928,665.145691,128.830109,,,
216,632.839722,665.123169,127.424377,,,
217,632.267822,665.102356,126.619591,,,
218,631.464661,664.919006,125.197670,,,
219,630.802307,664.840149,123.616043,,,
220,630.113586,664.473877,123.096367,,,
221,628.831665,664.414917,122.223686,,,
222,628.284851,664.651123,120.349686,,,
223,627.376160,664.781738,119.483368,,,
224,626.857361,664.589539,117.738670,,,
225,626.671448,664.559387,116.103432,,,
226,626.126892,664.565247,114.567406,,,
227,625.494019,664.416687,114.099258,,,
228,624.887756,664.437805,113.365479,,,
229,624.397034,664.548523,111.582077,,,
230,623.882385,664.563110,109.804222,,,
231,623.595032,664.728760,108.948326,,,
232,623.074951,664.722412,107.579437,,,
233,622.625427,665.199829,105.973991,,,
234,622.546631,665.448181,104.953156,,,
235,622.599182,665.330017,104.788643,,,
236,622.526794,665.164124,104.513908,,,
237,622.148071,664.989258,103.736855,,,
238,621.805237,665.002258,102.914764,,,
239,621.528198,664.994751,102.000114,,,
240,621.331299,664.893127,101.518021,,,
241,621.104187,664.829102,101.203918,,,
242,621.033875,664.722839,101.049759,,,
243,620.955505,664.643555,100.910034,,,
244,620.785339,664.543335,100.756371,,,
245,620.673401,664.444946,100.562614,,,
246,620.645813,664.521240,100.379257,,,
247,620.468628,664.450134,99.819916,,,
248,620.453064,664.425781,99.382271,,,
249,620.492615,664.416626,98.907631,,,
250,620.525208,664.489258,98.585228,,,
251,620.525818,664.506775,98.378052,,,
252,620.711365,664.650818,98.052788,,,
253,620.891174,664.803589,97.818855,,,
254,620.934448,664.932861,97.748352,,,
255,620.885986,665.022644,97.646667,,,
256,620.896973,665.129150,97.602135,,,
257,620.937866,665.265503,97.493828,,,
258,620.925049,665.349487,97.405472,,,
259,620.953674,665.383057,97.456039,,,
260,620.923340,665.365234,97.473572,,,
261,620.861328,665.369629,97.424812,,,
262,620.839478,665.392090,97.462738,,,
263,620.813477,665.378662,97.494232,,,
264,620.777893,665.364258,97.517754,,,
265,620.747009,665.275146,97.519005,,,
266,620.814209,665.145447,97.573349,,,
267,620.723938,665.032349,97.687965,,,
268,620.697937,664.896851,97.708412,,,
269,620.652466,664.789490,97.742470,,,
270,620.616943,664.599243,97.789894,,,
271,620.676758,664.493286,97.860909,,,
272,620.687378,664.358032,97.852707,,,
273,620.558655,664.192261,98.111755,,,
274,620.493896,663.977722,98.239311,,,
275,620.475586,663.938110,98.258240,,,
276,620.500366,663.848145,98.315475,,,
277,620.541382,663.754578,98.350189,,,
278,620.319397,663.413147,98.453224,,,
279,620.440491,663.542175,98.527740,,,
280,620.472229,663.522400,98.524406,,,
281,620.271729,663.272827,98.592819,,,
282,620.176025,663.199707,98.661880,,,
283,620.430420,663.365234,98.722633,,,
284,620.484985,663.415833,98.662827,,,
285,620.513428,663.386475,98.722054,,,
286,620.496582,663.375916,98.795738,,,
287,620.436523,663.283020,98.891037,,,
288,620.440979,663.293823,98.958771,,,
289,620.432678,663.363647,98.936935,,,
290,620.423279,663.388184,98.957527,,,
291,620.441101,663.290100,99.079300,,,
292,620.420898,663.257813,99.094841,,,
293,620.397156,663.260071,99.160629,,,
294,620.388489,663.244080,99.283234,,,
295,620.387451,663.230408,99.282234,,,
296,620.489319,663.219299,99.330856,,,
297,620.461121,663.169006,99.397293,,,
298,620.408386,663.130554,99.467445,,,
299,620.376709,663.112732,99.496529,,,
300,620.432556,663.116577,99.568169,,,
301,620.476074,663.142639,99.565414,2409.533691,215.580627,-111.978416
302,620.452026,663.125977,99.562263,,,
303,620.440674,663.118225,99.568527,,,
304,620.472412,663.142944,99.558861,,,
305,620.526978,663.135193,99.592537,,,
306,620.531433,663.129150,99.601646,,,
307,620.526917,663.128601,99.601730,,,
308,620.493958,663.104614,99.613022,,,
309,620.502563,663.037659,99.633347,,,
310,620.468201,663.002502,99.643410,,,
311,620.411499,663.014343,99.627747,,,
312,620.356628,663.001587,99.639648,,,
313,620.417358,663.027771,99.619293,,,
314,620.355042,662.997253,99.620277,,,
315,620.315979,663.022034,99.604584,,,
316,620.316833,663.031738,99.597809,,,
317,620.263245,662.903381,99.602364,,,
318,620.246155,662.871765,99.619461,,,
319,620.324890,662.888855,99.630882,,,
320,620.300049,662.913696,99.576721,,,
321,620.258057,662.878113,99.546227,,,
322,620.249146,662.810608,99.607819,,,
323,620.281433,662.817749,99.629471,,,
324,620.238281,662.775879,99.592461,,,
325,620.257629,662.790955,99.578354,,,
326,620.238403,662.776184,99.581688,,,
327,620.265442,662.785889,99.539688,,,
328,620.298889,662.805359,99.507759,,,
329,620.240723,662.687927,99.547592,,,
330,620.258118,662.672668,99.532539,,,
331,620.293518,662.697388,99.500549,,,
332,620.302917,662.706482,99.488457,,,
333,620.331543,662.651245,99.440620,,,
334,620.308716,662.695862,99.479492,,,
335,620.256836,662.714783,99.412468,,,
336,620.208008,662.682251,99.410133,,,
337,620.261963,662.792908,99.380699,,,
338,620.238586,662.788208,99.374741,,,
339,620.256958,662.723206,99.392288,,,
340,620.260620,662.763855,99.340118,,,
341,620.335205,662.665527,99.403282,,,
342,620.271362,662.699524,99.403877,,,
343,620.268616,662.802490,99.375099,,,
344,620.306763,662.828064,99.302795,,,
345,620.294556,662.822510,99.338272,,,
346,620.368774,662.758789,99.359703,,,
347,620.310242,662.795532,99.320992,,,
348,620.281067,662.817444,99.351433,,,
349,620.280945,662.887573,99.334496,,,

