Grasp117
Date:,2025/04/23
Time:,12:58:19
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14,,,*15,,,*16,,,*17,,,*18,,,*19,,,*20,,,*21,,,*22,,,*23,,,*24,,,*25,,,*26,,,*27,,,*28,,,*29,,,*30,,,*31,,,*32,,,*33,,,*34,,,*35,,,*36,,,*37,,,*38,,,*39,,,*40,,,*41,,,*42,,,*43
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
124,,,,,,,1094.054199,827.106934,186.376053,1112.506714,809.187134,276.998199,,,,828.378723,616.189087,117.170174,,,,,,,,,,,,,,,,,,,,,,,,,756.316284,696.052856,118.574432,883.120483,701.150879,99.029686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,,,,,,,1093.820068,826.974792,186.190964,1112.128418,809.122192,276.585602,,,,827.653931,616.465088,116.347008,,,,,,,,,,,,,,,,,,,,,,,,,756.784668,695.067261,117.814781,883.125854,700.996582,98.474281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,,,,,,,1093.578369,826.763855,185.849106,1111.598389,809.167236,276.190430,,,,827.133972,616.716003,115.913361,,,,,,,,,,,,,,,,,,,,,,,,,757.034058,694.347046,117.250320,883.014160,700.829285,97.986397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,,,,,,,1093.324585,826.658936,185.493759,1111.570801,808.965332,275.727722,,,,826.728271,616.760193,115.638855,,,,,,,,,,,,,,,,,,,,,,,,,,,,882.910339,700.615601,97.580566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,,,,,,,1093.005127,826.556946,185.219574,1111.381592,808.748962,275.490509,,,,826.513611,616.686768,115.317581,,,,,,,,,,,,,,,,,,,,,,,,,,,,882.715027,700.381104,97.293266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,,,,,,,1092.879272,826.406250,184.969162,1111.078125,808.683838,275.281464,,,,826.332886,616.596680,115.156456,,,,,,,,,,,,,,,,,,,,,,,,,,,,882.659241,700.159790,96.705536,757.093140,692.724792,116.829727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,,,,,,,1092.782837,826.235291,184.715179,1110.744873,808.498291,275.126587,,,,825.997803,616.329224,115.110008,,,,,,,,,,,,,,,,,,,,,,,,,,,,882.996887,699.716187,96.425407,757.574402,691.722839,116.336540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,,,,,,,1092.524780,826.198914,184.410172,1110.468506,808.521912,274.943176,,,,825.508972,616.197327,114.967293,,,,,,,,,,,,,,,,,,,,,,,,,,,,882.746521,699.330566,96.659096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,,,,,,,1092.277954,826.131775,184.144516,1109.991089,808.496277,274.402008,,,,825.018921,616.080566,114.795647,,,,,,,,,,,,,,,,,,,,,,,,,,,,882.146423,699.189270,97.140190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,,,,,,,1092.049316,826.102600,183.723450,1109.510376,808.369263,274.323273,,,,824.595886,616.067261,114.635971,,,,,,,,,,,,,,,,,,,,,,,,,,,,881.891418,698.945435,97.318214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,,,,,,,1091.957642,826.033386,183.637939,1108.769531,808.484375,274.342133,,,,824.182617,615.932129,114.634323,,,,,,,,,,,,,,,,,,,,,,,,,,,,881.544556,698.572815,97.874260,,,,758.406738,688.906433,116.058136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,,,,,,,1091.852295,825.944702,183.514175,1108.107422,808.492493,273.901428,,,,823.767456,615.860229,114.659103,,,,,,,,,,,,,,,,,,,,,,,,,,,,880.934631,698.315796,97.794441,,,,758.529968,687.947998,115.985077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,,,,,,,1091.716675,825.861511,183.307587,1107.786743,808.567505,273.756470,,,,823.509888,615.714905,114.357498,,,,,,,,,,,,,,,,,,,,,,,,,,,,880.784485,698.128906,97.991005,,,,758.954041,686.811890,115.636986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,,,,,,,1091.529663,825.783325,183.088730,1107.480225,808.567688,273.676910,,,,823.255920,615.716492,114.105934,,,,,,,,,,,,,,,,,,,,,,,,,,,,880.547485,697.805481,98.204025,,,,759.254822,685.707886,114.803238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,,,,,,,1091.343872,825.718140,182.937897,1107.061768,808.569885,273.465363,,,,822.894470,615.688232,114.006493,,,,,,,,,,,,,,,,,,,,,,,,,,,,880.483398,697.602356,98.543144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,,,,,,,1091.228271,825.650635,182.838058,1106.749268,808.488953,273.423035,,,,822.839722,615.754578,113.691872,,,,,,,,,,,,,,,,,,,,,,,,,,,,880.390442,697.351685,98.583626,,,,,,,759.693054,683.787109,113.788651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,,,,,,,1091.051514,825.581360,182.623550,1106.454590,808.493652,273.513214,,,,822.621338,615.885681,113.295303,,,,,,,,,,,,,,,,,,,,,,,,,,,,880.256470,697.021667,98.266983,,,,,,,759.605164,683.402039,114.057465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,,,,,,,1090.816895,825.589294,182.321899,1106.209106,808.478149,273.447418,,,,822.500183,615.987183,113.115059,,,,,,,,,,,,,,,,,,,,,,,,,,,,880.322327,696.862854,98.384377,,,,,,,759.645386,683.104004,114.142265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,,,,,,,1090.571167,825.517456,182.231979,1105.921875,808.498657,273.417053,,,,822.371521,616.025024,113.173973,,,,,,,,,,,,,,,,,,,,,,,,,,,,880.259399,696.592041,98.601768,,,,,,,759.637695,682.874756,114.022339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,,,,,,,1090.359863,825.466370,182.186279,1105.636230,808.447205,273.344421,,,,822.322083,616.010010,113.181633,,,,,,,,,,,,,,,,,,,,,,,,,,,,880.151062,696.366089,98.660194,,,,,,,759.744690,682.598450,113.721764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,,,,,,,1090.143677,825.351074,182.171677,1105.270142,808.400330,273.188568,,,,822.385132,616.048401,113.100197,,,,,,,,,,,,,,,,,,,,,,,,,,,,880.165771,696.090393,98.679153,,,,,,,759.816833,682.328918,113.584419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,,,,,,,1089.889282,825.272400,182.140152,1104.810425,808.407532,272.957458,,,,822.270691,615.887756,113.061752,,,,,,,,,,,,,,,,,,,,,,,,,,,,880.120056,695.794861,98.607002,,,,,,,759.737000,682.109314,113.529747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,,,,,,,1089.689453,825.230652,182.236572,1104.358643,808.376892,272.859283,,,,822.238220,615.886230,113.031281,,,,,,,,,,,,,,,,,,,,,,,,,,,,880.101563,695.486633,98.653320,,,,,,,759.707214,681.866089,113.466209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,,,,,,,1089.472046,825.243896,182.285339,1103.925537,808.342468,272.656555,,,,822.096497,615.759216,112.944496,,,,,,,,,,,,,,,,,,,,,,,,,,,,879.974121,695.139038,98.667770,,,,,,,759.827454,681.806580,113.314209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,,,,,,,1089.218628,825.256348,182.224655,1103.235962,808.479797,272.610779,,,,821.911072,615.653259,112.957542,,,,,,,,,,,,,,,,,,,,,,,,,,,,879.705505,694.981079,98.690498,,,,,,,759.872314,681.737000,113.224113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,,,,,,,1088.785645,825.313354,182.197601,1102.741821,808.538452,272.653412,,,,821.819580,615.622864,113.038033,,,,,,,,,,,,,,,,,,,,,,,,,,,,879.425232,694.906372,98.910675,,,,,,,759.777405,681.643005,113.087814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,,,,,,,1088.275635,825.447876,182.201981,1102.255005,808.578003,272.801422,,,,821.646667,615.624573,113.157730,,,,,,,,,,,,,,,,,,,,,,,,,,,,879.221985,694.798584,99.139420,,,,,,,759.643921,681.438049,112.992912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,,,,,,,1087.871460,825.524109,182.266052,1101.781860,808.605408,272.939484,,,,821.539978,615.647278,113.229980,,,,,,,,,,,,,,,,,,,,,,,,,,,,878.895264,694.638794,99.336037,,,,,,,759.633423,681.390625,112.954559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,,,,,,,1087.555664,825.648193,182.284225,1101.235352,808.641724,273.237213,,,,821.396851,615.673950,113.373413,,,,,,,,,,,,,,,,,,,,,,,,,,,,878.573792,694.446777,99.427155,,,,,,,759.500793,681.342651,112.881248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,,,,,,,1087.098633,825.788269,182.529984,1100.887207,808.677734,273.260468,,,,821.093140,615.566101,113.502159,,,,,,,,,,,,,,,,,,,,,,,,,,,,878.248840,693.941040,99.679001,,,,,,,759.289063,681.252441,112.800743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,,,,,,,1086.793213,825.915894,182.613953,1100.536011,808.746765,273.297058,,,,820.835510,615.566956,113.825760,,,,,,,,,,,,,,,,,,,,,,,,,,,,877.725708,693.950439,100.252518,,,,,,,759.130554,681.152466,112.704140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,,,,,,,1086.564453,826.040833,182.674484,1100.257324,808.847473,273.382355,,,,820.461426,615.562073,114.191399,,,,,,,,,,,,,,,,,,,,,,,,,,,,877.361450,693.950500,100.639542,,,,,,,758.897034,681.061890,112.602409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,,,,,,,1086.385620,826.168396,182.786377,1099.932617,808.907349,273.321838,,,,820.226868,615.584412,114.418549,,,,,,,,,,,,,,,,,,,,,,,,,,,,877.194092,693.860901,101.155807,,,,,,,758.606750,681.102905,112.612556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,,,,,,,1086.143799,826.310181,182.863922,1099.614868,808.984741,273.274658,,,,819.809998,615.818970,114.725815,,,,,,,,,,,,,,,,,,,,,,,,,,,,876.641418,693.847717,101.514236,,,,,,,758.364075,681.066772,112.310577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,,,,,,,1085.958374,826.433716,182.882675,1098.754883,809.118958,273.293396,,,,819.192200,616.073730,115.208054,,,,,,,,,,,,,,,,,,,,,,,,,,,,876.686401,693.754761,101.862480,,,,,,,758.091248,681.075317,112.171616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,,,,,,,1085.669556,826.666748,183.020294,1097.994507,809.216492,273.412048,,,,818.617493,616.033386,115.504745,,,,,,,,,,,,,,,,,,,,,,,,,,,,876.641785,693.720276,102.188248,,,,,,,757.683411,681.224731,112.202675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,,,,,,,1085.344238,826.885071,183.192810,1097.255859,809.385193,273.530090,,,,818.214233,615.890686,115.901413,,,,,,,,,,,,,,,,,,,,,,,,,,,,876.432739,693.684753,102.609360,,,,,,,757.245850,681.381409,112.392960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,,,,,,,1084.962891,827.082520,183.413910,1096.459717,809.575806,273.721863,,,,817.761108,615.847107,116.444817,,,,,,,,,,,,,,,,,,,,,,,,,,,,876.137939,693.800659,103.229919,,,,,,,756.900879,681.476135,112.700745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,,,,,,,1084.451050,827.341858,183.763031,1095.927002,809.721680,273.875580,,,,817.425659,615.968689,117.199287,,,,,,,,,,,,,,,,,,,,,,,,,,,,875.735596,693.869263,103.710541,,,,,,,756.444763,681.651245,112.955818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,,,,,,,1083.950684,827.530090,184.057831,1095.696167,809.742371,273.976135,,,,817.059875,616.323181,118.473732,,,,,,,,,,,,,,,,,,,,,,,,,,,,875.523010,693.957336,104.471794,,,,,,,755.938171,681.821350,113.784492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,,,,,,,1083.513916,827.811096,184.204193,1095.366699,809.759644,273.891663,,,,816.191406,615.968567,119.197884,,,,,,,,,,,,,,,,,,,,,,,,,,,,874.975281,694.083069,105.248993,,,,,,,755.248718,681.930115,114.436516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,,,,,,,1083.075928,827.979675,184.397217,1095.018921,809.813477,274.001862,,,,815.522827,615.915894,119.640762,,,,,,,,,,,,,,,,,,,,,,,,,,,,874.237793,694.126160,105.924812,,,,,,,754.857361,682.096619,114.964996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,,,,,,,1082.638184,828.137573,184.653137,1094.133057,810.164246,274.497345,,,,814.837524,616.274597,120.156860,,,,,,,,,,,,,,,,,,,,,,,,,,,,873.305298,693.892212,107.021667,,,,,,,754.386475,682.249146,115.500633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,,,,,,,1082.163696,828.227234,184.914169,1093.256836,810.406494,274.985596,,,,814.077820,616.500427,121.000999,,,,,,,,,,,,,,,,,,,,,,,,,,,,872.414917,693.924866,107.716637,,,,,,,753.952393,682.406677,116.043472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,,,,,,,1081.613281,828.441956,185.090057,1092.407471,810.475769,275.216675,,,,813.265015,616.653748,122.435654,,,,,,,,,,,,,,,,,,,,,,,,,,,,871.824463,694.140930,108.505920,,,,,,,753.420471,682.439758,117.149780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,,,,,,,1080.948364,828.752319,185.317139,1091.838501,810.508057,275.158447,,,,812.720154,617.049438,124.212883,,,,,,,,,,,,,,,,,,,,,,,,,,,,870.954468,694.638062,109.370003,,,,,,,752.431641,682.589905,118.803185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,,,,,,,1080.170532,829.032532,185.701675,1091.275269,810.553406,274.971619,,,,812.201294,617.175842,125.302353,,,,,,,,,,,,,,,,,,,,,,,,,,,,870.671692,695.121094,110.863899,,,,,,,751.369141,682.759277,120.265213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,,,,,,,1079.567627,829.324280,185.990402,1090.452271,810.797241,275.228424,,,,811.524109,617.578369,126.282600,,,,,,,,,,,,,,,,,,,,,,,,,,,,869.893127,695.454285,111.587517,,,,,,,749.901611,682.817261,121.530113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,,,,,,,1078.875977,829.585571,186.189423,1089.468140,811.017334,275.716675,,,,810.386169,618.117676,127.714043,,,,,,,,,,,,,,,,,,,,,,,,,,,,868.487122,695.642761,112.339363,,,,,,,748.806519,683.102783,122.979660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,,,,,,,1078.160889,829.835205,186.235825,1088.455688,811.153259,276.107056,,,,809.440613,618.308594,129.671402,,,,,,,,,,,,,,,,,,,,,,,,,,,,866.975342,696.038086,113.448166,,,,,,,748.317322,683.146851,124.210213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,,,,,,,1077.182617,830.172974,186.717438,1087.738281,811.191956,276.088409,,,,808.211426,618.106995,131.306320,,,,,,,,,,,,,,,,,,,,,,,,,,,,865.739990,696.559937,114.659035,,,,,,,747.286682,683.351257,125.875397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,,,,,,,1076.079224,830.397217,187.479507,1086.931030,811.265869,276.213379,,,,806.952820,618.379333,133.179230,,,,,,,,,,,,,,,,,,,,,,,,,,,,864.534119,697.120605,115.695084,,,,,,,745.466675,683.497253,127.527603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,,,,,,,1075.189453,830.541321,187.876541,1085.812012,811.489258,276.807007,,,,805.668518,618.905212,134.719498,,,,,,,,,,,,,,,,,,,,,,,,,,,,863.174438,697.336914,117.316315,,,,,,,743.590088,683.936890,129.483475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,,,,,,,1074.134888,830.917053,187.909195,1084.723877,811.586853,277.446411,,,,804.470154,619.683655,136.513489,,,,,,,,,,,,,,,,,,,,,,,,,,,,861.301453,697.520325,119.273476,,,,,,,742.621155,684.171509,131.169647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,,,,,,,1072.736572,831.321411,188.539337,1084.100464,811.595093,277.571655,,,,803.021423,619.983337,138.002823,,,,,,,,,,,,,,,,,,,,,,,,,,,,859.468445,698.142944,120.512939,,,,,,,740.639771,684.456970,133.060516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,,,,,,,1071.609863,831.492188,189.042816,1083.016602,811.751160,277.794769,,,,801.136292,620.267517,139.914764,,,,,,,,,,,,,,,,,,,,,,,,,,,,858.228088,698.684753,122.020203,,,,,,,738.591919,684.685364,135.258408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,,,,,,,1070.219727,831.656677,189.586273,1081.289307,811.948975,278.349884,,,,799.622864,620.556824,141.835800,,,,,,,,,,,,,,,,,,,,,,,,,,,,856.037659,698.937683,123.605721,,,,,,,737.208557,685.002075,136.907837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,,,,,,,1068.307861,831.989929,189.849197,1080.031006,812.063293,278.481384,,,,797.669250,620.947693,143.144257,,,,,,,,,,,,,,,,,,,,,,,,,,,,854.057495,699.527222,124.712761,,,,,,,735.059082,685.323792,138.437393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,,,,,,,1066.758789,832.275574,190.198990,1078.900024,812.206970,278.618164,,,,795.418457,621.333191,145.454300,,,,,,,,,,,,,,,,,,,,,,,,,,,,852.057678,700.082703,126.349854,,,,,,,733.035400,685.628967,140.944260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,,,,,,,1065.041870,832.518433,190.932999,1077.443237,812.391479,279.468750,,,,793.348206,622.159424,147.149261,,,,,,,,,,,,,,,,,,,,,,,,,,,,849.510315,700.376221,128.360825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,,,,,,,1063.238037,832.663391,191.356659,1076.351318,812.422424,279.804321,,,,791.147400,622.509460,148.853592,,,,,,,,,,,,,,,,,,,,,,,,,,,,847.323364,701.123535,129.970306,,,,,,,,,,728.840454,686.383240,144.637527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,,,,,,,1061.081543,832.961426,191.808487,1074.924072,812.588501,280.338623,,,,788.962708,622.927490,150.718353,,,,,,,,,,,,,,,,,,,,,,,,,,,,844.073608,702.034851,131.622482,,,,,,,,,,726.236023,686.908752,146.929871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,,,,,,,1059.156250,833.110657,192.213654,1073.013184,812.765564,280.770386,,,,786.525024,623.557983,153.041885,,,,,,,,,,,,,,,,,,,,,,,,,,,,842.137085,702.294739,132.808121,,,,,,,,,,723.898499,687.292175,149.241776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,,,,,,,1056.888062,833.252747,192.876175,1071.466431,812.760681,280.681976,,,,783.773376,623.893860,154.691879,,,,,,,,,,,,,,,,,,,,,,,,,,,,839.579163,702.791931,134.712341,,,,,,,,,,721.314575,687.720154,150.810974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,,,,,,,1054.885620,833.580688,193.179245,1069.226318,812.943542,281.404938,,,,781.317505,624.376160,156.933319,,,,,,,,,,,,,,,,,,,,,,,,,,,,836.718872,703.446167,135.618347,,,,,,,,,,718.566956,688.287659,152.634094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,,,,,,,1052.258179,833.656738,193.683899,1067.970459,813.040588,281.803558,,,,778.426758,624.962036,158.971909,,,,,,,,,,,,,,,,,,,,,,,,,,,,833.509827,703.627136,137.897278,,,,,,,,,,715.871155,689.020813,154.847427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,,,,,,,1050.000977,833.937439,194.176346,1065.848267,813.187012,282.203674,,,,775.623108,625.667175,160.265793,,,,,,,,,,,,,,,,,,,,,,,,,,,,830.754944,704.392029,139.195862,,,,,,,,,,713.094788,689.589722,156.853592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,,,,,,,1047.219604,834.150146,194.595612,1063.550537,813.271667,282.243011,,,,772.531311,625.886047,162.512146,,,,,,,,,,,,,,,,,,,,,,,,,,,,827.810486,704.609558,141.151474,,,,,,,,,,709.635925,690.106384,158.927444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,,,,,,,1044.713501,834.298523,195.095963,1061.639648,813.451599,282.793579,,,,769.390381,626.477844,164.724319,,,,,,,,,,,,,,,,,,,,,,,,,,,,824.307556,705.710876,142.812759,,,,,,,,,,706.743530,690.786926,161.136551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
