Grasp30
Date:,2025/04/16
Time:,11:09:47
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14,,,*15,,,*16,,,*17,,,*18,,,*19,,,*20,,,*21,,,*22,,,*23,,,*24,,,*25,,,*26,,,*27,,,*28,,,*29,,,*30,,,*31,,,*32,,,*33,,,*34,,,*35,,,*36
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
11,919.177551,555.207703,64.082474,789.648743,512.588379,31.575529,863.535339,479.682587,30.581221,1113.229126,813.785461,327.627319,1026.798218,759.925598,131.664169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,919.183105,555.440063,63.954903,789.675842,512.657288,31.756931,863.676697,479.536652,30.600739,1113.311523,813.781982,327.689850,1026.742188,760.049072,131.704453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,919.288635,555.702820,63.885941,789.952637,512.854187,31.983732,863.989563,479.263885,30.690750,1113.314697,813.856934,327.732025,1026.754395,760.284058,131.724533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,919.405396,556.054504,63.950611,790.067749,513.030090,32.180908,864.372864,478.776520,30.799490,1113.512817,813.855896,327.924988,1026.745605,760.445862,131.722275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,919.531738,556.477478,64.159409,790.144226,513.258728,32.638683,864.939819,478.245850,30.859951,1113.560059,813.942688,327.978333,1026.718994,760.634888,131.640244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,919.654419,557.020447,64.333733,790.357117,513.391357,33.476784,865.643005,477.817505,30.890835,1113.625732,813.989258,328.047302,1026.603394,760.864929,131.675186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,919.693420,557.616516,64.854462,790.795166,513.615234,34.606335,866.548401,477.228760,31.091707,1113.773804,814.024719,328.090546,1026.516235,761.084656,131.660065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,919.966187,558.013306,65.235817,791.247009,513.754761,36.045177,867.610229,476.724609,31.345821,1113.920898,813.967773,328.201141,1026.533569,761.414063,131.675919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,920.279846,558.476013,65.722008,791.752563,513.972595,38.685062,868.725830,476.249298,31.602745,1113.964478,814.035339,328.251007,1026.575806,761.900696,131.518097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,920.438049,559.058655,66.617783,792.194336,514.357544,42.656662,870.266968,475.424103,32.480511,1114.050781,814.102905,328.313385,1026.676025,762.375183,131.355911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,920.827515,559.571838,67.611229,792.506592,514.892944,46.827980,871.356812,474.458679,33.494442,1114.237793,814.060730,328.360352,1026.874268,762.751770,131.205490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,921.601135,560.288086,68.776436,793.123901,515.328003,51.697269,872.526489,473.781525,35.362778,1114.380249,814.184875,328.353882,1027.120239,763.296265,130.993423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,922.252319,561.372192,69.488182,793.501526,516.017334,57.226093,873.600037,473.150116,38.329285,1114.505737,814.322083,328.445709,1027.813599,763.633057,130.765915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,922.898193,562.323303,70.341270,794.546753,516.480774,63.031635,874.846863,473.173279,41.969532,1114.867920,814.411255,328.525818,1028.495972,764.092163,130.495407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,924.273132,563.647644,72.460045,796.205933,516.901550,68.769218,876.129578,473.447296,45.531887,1115.318359,814.598999,328.435638,1029.391724,764.491882,130.202301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,924.917480,564.978455,73.651413,797.950012,517.815430,75.577980,877.463684,473.935913,49.700787,1115.837646,814.919189,328.335907,1030.005371,765.232239,130.007385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,925.928772,566.788147,75.362114,799.804199,519.030029,82.267044,878.668213,474.627075,54.476433,1116.356445,815.222473,328.185516,1030.272217,766.280212,129.618195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,928.025940,567.897888,77.517990,801.403442,520.697754,89.289688,879.759644,475.341095,59.674133,1117.013550,815.515564,328.136871,1030.722778,767.491150,129.472168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,929.127441,569.787842,79.209267,803.973938,522.294556,96.155495,881.133850,476.523529,64.608147,1117.692017,815.971558,328.230652,1032.018555,768.560669,128.738846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,930.522705,571.900513,81.592361,807.306580,523.831299,103.308296,882.836609,478.349213,69.457550,1118.540649,816.290955,328.255371,1033.656128,769.270508,128.242874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,932.678467,573.213623,84.447739,810.010559,526.376343,111.157784,884.081909,479.861389,74.677361,1119.243042,816.599365,328.471252,1034.716675,770.339844,128.288742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,934.596680,574.322815,86.608231,813.301270,528.262695,118.704720,885.891235,481.907776,80.190636,1119.613159,817.189758,328.501343,1036.265015,771.339600,128.329315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,936.465759,575.974854,88.824287,817.138794,530.572998,126.472282,887.595215,483.935669,85.411797,1120.334595,817.825439,328.258057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,,,,821.095703,533.504517,134.074036,889.210022,485.867676,90.996895,1121.193726,818.460449,327.848328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,,,,826.032288,536.331116,141.800842,891.952881,488.114319,96.563087,1122.384399,818.887085,327.787537,,,,1040.715088,774.979309,128.163116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,,,,830.569458,539.835205,149.950058,894.425354,490.247192,101.672729,1123.452271,819.511841,327.931152,,,,1041.162964,776.598450,129.059464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,,,,835.634583,542.771606,157.713150,897.149536,492.331482,106.536102,1124.274292,820.106934,328.199524,,,,1041.706055,778.608398,129.664154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,,,,839.700745,546.849060,165.220657,900.185730,494.323792,111.359581,1125.587524,820.519714,328.330658,,,,1043.269165,779.548889,130.245148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,,,,845.033264,550.090515,172.148376,904.381470,495.593109,117.193062,1127.080688,820.933411,328.234039,,,,1044.917847,780.962097,131.045761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,,,,850.154846,553.562378,178.920105,908.383972,497.444122,122.425560,1128.384155,821.488220,328.214111,,,,1046.476318,782.566895,131.528793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,,,,855.362061,557.515503,185.846222,911.234436,500.328552,126.779221,1128.974976,822.531067,328.204163,,,,1047.707275,783.875854,132.273392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,,,,860.443665,561.396790,192.182678,914.360229,503.009705,130.836990,1129.767700,823.201172,328.416840,,,,1049.213501,785.456726,133.557816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,,,,865.206970,565.450012,198.291245,919.558472,504.673004,135.530411,1131.648193,823.699585,328.792053,,,,1051.035889,786.770996,134.298172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,,,,870.229431,569.884644,203.706818,923.261169,506.834412,140.060013,1133.666138,823.844543,328.787354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,,,,874.400940,575.275452,208.997467,926.306824,509.343231,144.546921,1134.927979,824.346252,329.017151,,,,,,,1053.803345,790.348572,135.959808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,,,,878.487793,579.956604,214.495316,,,,1136.076904,825.157898,329.614105,,,,,,,1055.191528,792.014954,136.900681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,,,,882.030701,584.910706,218.910690,,,,1137.610718,825.869873,330.249634,,,,,,,1056.958618,793.847961,137.848114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,,,,885.269714,590.244080,223.902802,,,,1139.346802,826.351135,330.365234,,,,,,,1058.358887,795.187622,138.457001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,,,,887.993958,595.332825,227.547806,,,,1140.954224,826.834229,330.607849,,,,,,,1060.580200,796.989075,139.554077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,,,,889.806091,600.829163,231.403381,,,,1142.631348,827.402771,331.638214,,,,,,,1062.548828,798.209595,140.083221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,,,,891.481018,605.951477,235.104996,,,,1143.556274,828.268250,331.859161,,,,,,,1064.892822,799.502502,141.603714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,,,,892.488831,611.732727,238.073486,,,,1145.343262,828.950195,332.024200,,,,,,,1066.201782,800.954346,142.781998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,,,,892.749695,617.081360,240.946655,,,,1147.503418,829.188843,332.681488,,,,,,,1068.108643,802.701355,143.823669,935.815857,540.572937,170.448669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,,,,892.922974,622.838928,243.249191,,,,1148.588989,829.863098,333.027954,,,,,,,1069.495728,804.534058,144.744293,936.077332,544.807068,172.208542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,,,,892.366272,628.153076,245.511139,,,,1149.525879,830.674438,333.383942,,,,,,,1071.245728,806.146118,145.529480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,,,,892.147705,633.680237,247.313034,,,,1151.353760,831.199097,334.301758,,,,,,,1072.732056,808.097534,146.669098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,,,,891.479248,639.318542,248.797562,,,,1153.585815,831.348877,334.593506,,,,,,,1074.155151,809.734863,147.192841,,,,936.838318,554.218384,179.577454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,,,,890.443054,644.946655,249.859772,,,,1155.198975,831.539001,335.126099,,,,,,,1076.031616,810.995544,148.444550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,,,,889.324707,650.927429,250.692352,,,,1156.222412,832.326355,335.851654,,,,,,,1078.118652,812.145935,149.046524,,,,,,,935.624817,562.212830,183.214752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,,,,888.090454,657.245239,251.443344,,,,1157.305664,832.966736,336.361664,,,,,,,,,,,,,,,,935.045715,565.870178,185.751038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,,,,886.338501,663.478943,251.799789,,,,1158.899658,833.353882,336.923340,,,,,,,,,,,,,,,,,,,1082.109863,815.492920,149.441833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,,,,884.834290,669.104614,252.515411,,,,1160.551880,833.717285,337.490662,,,,,,,,,,,,,,,,,,,1082.875000,816.781372,150.507202,931.532227,574.542114,187.919052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,,,,883.586975,675.398376,252.660721,,,,1161.626221,833.991455,337.302399,,,,,,,,,,,,,,,,,,,1083.398682,818.668518,151.521255,933.138306,567.244202,194.917603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,,,,881.816345,681.560486,252.255142,,,,1162.793701,834.325806,337.978333,,,,,,,,,,,,,,,,,,,1085.015869,820.148865,152.326340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,,,,880.246338,686.900818,251.645142,,,,1163.930786,834.502380,338.848389,,,,,,,,,,,,,,,,,,,1086.317993,821.254761,152.669266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,,,,877.797791,692.683105,250.876816,,,,1164.921875,834.618408,339.407440,,,,,,,,,,,,,,,,,,,1087.146729,823.158020,152.819489,,,,926.660828,586.219299,195.131241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,,,,875.624634,697.800781,250.394562,,,,1165.859497,834.845459,339.595856,,,,,,,,,,,,,,,,,,,1088.046021,824.652283,153.234650,,,,923.361816,592.924377,193.507828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,,,,872.751038,703.356445,248.696915,,,,1166.785400,835.144897,339.655945,,,,,,,,,,,,,,,,,,,1089.098145,825.941406,153.924515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,,,,,,,,,,1167.666992,835.334290,339.780853,,,,,,,,,,,,,,,,,,,1090.378296,827.583374,154.287582,,,,,,,919.409180,601.768616,192.149109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,,,,,,,,,,1168.586792,835.516052,340.027924,,,,,,,,,,,,,,,,,,,1091.399780,828.619873,154.350250,,,,,,,917.219849,606.249329,190.677277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,,,,,,,,,,1169.547852,835.607056,340.191559,,,,,,,,,,,,,,,,,,,1092.554077,829.658325,154.332626,,,,,,,,,,864.002319,718.545288,241.896973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,,,,,,,,,,1170.134644,835.677551,340.343414,,,,,,,,,,,,,,,,,,,1093.703491,831.085266,154.536835,,,,,,,,,,,,,910.716248,617.296204,187.088165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,,,,,,,,,,1170.928955,835.727112,340.681030,,,,,,,,,,,,,,,,,,,1094.680786,832.104431,154.933945,,,,,,,,,,,,,907.462708,620.879395,185.802887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,,,,,,,,,,1171.447998,835.772705,340.990967,,,,,,,,,,,,,,,,,,,1095.073120,833.397949,155.363159,,,,,,,,,,,,,,,,853.371094,732.671143,234.539566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,,,,,,,,,,1171.945801,835.926208,341.020081,,,,,,,,,,,,,,,,,,,1095.220581,834.885315,155.761459,,,,,,,,,,,,,,,,850.380493,736.715881,231.106476,906.511414,626.960693,185.822662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,,,,,,,,,,1172.218750,836.105225,341.036346,,,,,,,,,,,,,,,,,,,1095.605103,836.091980,155.456223,,,,,,,,,,,,,,,,846.751404,740.344849,228.300919,904.821777,629.254639,184.947556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,,,,,,,,,,1172.819336,836.204102,341.202454,,,,,,,,,,,,,,,,,,,1096.225342,836.895569,155.661621,,,,,,,,,,,,,,,,843.051880,743.844116,224.865662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,,,,,,,,,,1173.552368,836.315796,341.338257,,,,,,,,,,,,,,,,,,,1096.472900,838.031311,155.796402,,,,,,,,,,,,,,,,839.992981,746.817993,221.545074,,,,900.772888,635.229858,180.978409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,,,,,,,,,,1174.249023,836.371277,341.369659,,,,,,,,,,,,,,,,,,,1096.785522,839.088562,155.891327,,,,,,,,,,,,,,,,836.942078,749.704712,218.258255,,,,898.854919,640.704041,178.623962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,,,,,,,,,,1174.786133,836.432312,341.304840,,,,,,,,,,,,,,,,,,,1097.076904,839.924438,155.781128,,,,,,,,,,,,,,,,833.650879,752.522644,214.457458,,,,897.440796,644.170532,177.233246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
