Grasp88
Date:,2025/04/22
Time:,17:17:44
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14,,,*15,,,*16,,,*17,,,*18,,,*19,,,*20,,,*21,,,*22,,,*23,,,*24,,,*25,,,*26,,,*27,,,*28,,,*29,,,*30,,,*31,,,*32,,,*33,,,*34,,,*35,,,*36,,,*37,,,*38,,,*39,,,*40,,,*41,,,*42,,,*43,,,*44,,,*45,,,*46,,,*47,,,*48,,,*49,,,*50,,,*51,,,*52,,,*53,,,*54,,,*55,,,*56,,,*57
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
166,897.337524,724.377136,116.797081,,,,842.167175,638.354004,91.505730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,896.706665,724.184998,116.857063,,,,841.793213,637.893982,90.780060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,896.473389,723.945496,116.871788,,,,841.362610,637.866577,90.318985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,896.143311,723.865234,116.820633,,,,840.887817,638.656067,89.817268,,,,,,,,,,,,,,,,,,,,,,,,,,,,767.622925,716.218750,108.730682,1103.036865,873.866699,429.509979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,895.655334,724.015015,116.808456,,,,840.113281,640.106445,88.569763,,,,,,,,,,,,,,,,,,,,,,,,,,,,767.942627,714.768250,108.478767,1102.278198,873.956177,429.615417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,895.177185,724.222290,116.950897,,,,839.537231,641.623779,87.353439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1101.173706,873.992493,429.572968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,894.633179,724.483887,117.186783,,,,839.570190,642.625000,86.547569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1100.210083,873.837036,429.531250,768.283875,711.221741,108.600929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,893.998657,724.708191,117.050110,,,,839.836243,642.878540,86.561546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,768.829956,708.781250,107.871223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,893.425293,725.010620,117.213486,,,,840.032959,642.335205,87.130936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,769.336365,706.462219,107.657143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,893.070862,725.189209,117.543358,,,,840.136658,641.520081,87.725647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,769.634155,703.976624,108.100067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,892.686584,725.498474,118.106407,,,,839.904358,640.715881,88.263992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,770.553650,701.272095,107.948639,1099.017700,873.570923,428.488831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,892.294250,725.573975,118.750504,,,,839.799133,640.466309,88.525490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,771.524841,699.335938,107.520943,1097.564453,873.918091,428.720917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,891.789734,725.601196,119.340012,,,,839.667542,640.685425,88.731133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,771.462524,699.152161,107.233139,1096.252930,874.166504,428.376770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,891.085632,725.644043,120.014526,,,,839.555908,641.114746,88.951675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,770.979492,699.205811,106.933792,1095.237305,874.097961,428.593933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,890.112793,725.816162,120.660217,,,,839.346375,641.588501,89.366249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,770.535889,699.060486,106.817856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,889.568665,726.084045,120.967667,,,,839.146301,641.979431,90.114227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,770.101990,698.934753,107.275848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,889.170532,726.445190,121.353836,,,,838.994080,642.198425,91.275673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,769.345581,698.776978,107.921776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,888.620300,726.699646,121.824005,,,,838.652222,642.022217,92.624710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,768.586426,698.862854,108.564796,,,,1091.552490,874.790649,428.326050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,887.928589,726.994141,123.260880,,,,838.151611,641.783569,94.202789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,767.916138,698.993774,109.070702,,,,1090.331787,875.111877,428.739197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,887.201538,727.282349,124.322327,,,,837.686584,641.756958,95.746780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,767.443054,699.068909,110.020050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,886.705750,727.544556,124.820908,,,,836.739807,641.868530,97.226234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,766.673401,699.155334,111.308533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,885.941711,727.937256,125.277657,,,,836.098938,642.414734,99.147644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,765.814087,699.369690,112.493263,,,,,,,1087.793457,875.053101,428.735382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,885.128296,728.251099,126.020004,,,,835.381714,642.823669,100.453140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,765.193115,699.652527,113.718025,,,,,,,1086.741211,875.445923,428.965851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,884.194885,728.659912,126.693832,,,,835.099854,643.069458,101.888794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,764.308960,699.725037,115.220711,,,,,,,1085.908691,875.521179,429.149841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,883.161926,729.066467,127.711655,,,,834.684143,643.269592,103.577278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,763.322510,699.868958,116.750343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,882.465576,729.538818,128.628143,,,,834.343018,643.418152,104.947685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,762.435059,700.000366,118.727371,,,,,,,,,,1083.997070,875.365723,429.291595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,881.411926,729.977356,129.051361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,761.391235,700.197571,119.990021,,,,,,,,,,1082.578247,875.819580,429.447876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,880.507996,730.163574,129.751678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,760.472412,700.322632,120.892723,,,,,,,,,,1081.556885,875.944824,429.586578,832.342407,644.233032,106.123276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,878.954468,730.385925,130.911438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,759.278137,700.313843,121.955788,,,,,,,,,,,,,831.454529,644.385132,107.560738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,877.403015,730.679810,132.056549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,758.209167,700.522644,123.041824,,,,,,,,,,,,,830.539246,644.587891,109.426521,1078.658447,876.285706,431.144287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,875.972534,731.015442,132.673523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,757.051514,700.583435,123.973930,,,,,,,,,,,,,829.705444,644.342346,110.576614,1077.287231,876.866638,431.614899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,874.755249,731.036743,133.605682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,755.475708,700.751160,125.317444,,,,,,,,,,,,,828.898376,644.562012,111.895485,1076.438477,876.135315,431.690338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,873.048645,731.244812,135.012222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,753.762878,700.826721,125.866943,,,,,,,,,,,,,828.083618,645.228149,112.930290,1075.017700,876.524414,432.533203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,870.926636,731.678772,135.985519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,752.452148,700.786743,126.565071,,,,,,,,,,,,,827.010071,645.867737,113.866989,1073.804199,876.373596,432.725128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,869.515808,732.115051,136.900833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,751.371704,700.649780,126.972389,,,,,,,,,,,,,826.000488,646.167053,115.425293,1072.870117,876.728088,432.389465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,867.319153,731.301392,136.991562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,749.900757,700.789551,127.281517,,,,,,,,,,,,,824.807190,646.148865,117.131874,1070.943726,877.184631,432.992096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,865.916260,732.584839,138.362946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,748.566040,700.445740,128.470474,,,,,,,,,,,,,823.716064,645.820984,118.115540,1069.492798,876.408813,433.630585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,864.348389,733.331360,139.231506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,746.654297,700.208130,129.278961,,,,,,,,,,,,,822.864258,645.965027,119.329506,1068.944214,875.808594,433.685547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,862.379944,733.619141,140.011765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,821.653442,646.230774,120.946213,1067.918213,875.790710,433.612854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,860.881226,733.829346,140.946213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,820.866394,646.163330,122.658554,1066.559937,875.835815,433.812836,743.617920,699.487549,130.158340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,859.116699,734.328918,141.668304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,819.774048,645.649292,123.878792,1065.185669,875.655273,434.042511,742.182068,698.887146,130.748779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,857.109558,734.632629,142.209732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,818.614014,645.431763,124.453949,1063.806396,875.306152,434.400269,740.059509,698.437195,131.379486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,855.356201,734.785461,143.130676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,817.713928,645.723389,125.397812,1062.437134,875.421570,435.206665,738.398621,698.185059,131.664612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,853.658508,735.139893,142.927536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,816.869873,645.649414,125.831863,1060.643066,876.548035,436.003693,736.815674,697.949829,131.671707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,851.720764,735.278320,143.400787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,815.916016,645.390503,126.438751,1059.189697,876.214050,436.816040,734.952881,697.879517,131.762070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,850.107239,735.289978,143.569168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,814.933228,644.942627,126.679062,1058.453125,875.732544,437.420441,732.976685,697.890564,131.442261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,848.498108,735.467346,142.995117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,813.719666,644.928040,126.101898,1057.355835,875.892151,438.226196,731.355591,697.851074,130.634949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,847.126465,735.900696,142.560471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,812.684753,645.575867,125.269005,1055.659424,876.169922,438.516724,729.513245,697.738403,129.795151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,845.637390,736.085815,141.966599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,811.920166,646.126099,124.212700,1053.780029,876.017151,439.008057,728.481445,697.711609,129.222733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,844.378479,736.439880,141.472717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,811.452942,646.370361,123.228905,1052.569214,875.449890,439.515320,727.070007,697.663025,128.547318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,843.188599,736.765686,141.193207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,811.077087,646.510254,122.588547,1051.216797,875.321899,439.380920,725.247314,697.661682,127.005569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,841.939819,737.133484,141.118698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,810.376587,646.634399,121.751328,1049.179077,874.605530,439.774994,724.126099,697.626099,126.685379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,840.642029,737.423828,140.529785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,809.687317,646.766846,120.819794,1047.678833,873.889771,439.935760,723.431885,697.380371,125.607491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,839.394653,737.660400,140.072845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,809.439453,647.272705,119.182610,1046.350464,872.915955,440.187531,722.930847,697.218506,124.685982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,838.804626,738.219421,139.165512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,809.445618,647.472229,119.016663,1043.702393,873.331726,440.809418,721.967346,696.997375,123.734177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,838.364746,738.413574,138.826797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,809.110535,647.474426,118.301857,1042.285645,873.432922,440.938232,721.143555,696.652771,122.722862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,837.695801,738.659363,138.545334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,808.868591,647.419128,117.620598,1041.349121,873.063965,440.827820,720.603577,696.400940,121.446159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,836.794922,739.133850,138.254333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,808.759949,647.497559,117.261124,1040.312622,872.771912,440.260010,720.238037,696.042114,120.210320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,836.227905,739.615234,137.673813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,808.735413,647.775269,117.167831,1039.204712,872.766357,439.532990,719.796814,696.036255,119.692215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,836.122986,739.691589,137.342331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,808.695618,647.980774,117.125183,1037.748901,872.789124,439.433807,719.279846,696.135620,119.404747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
