Grasp38
Date:,2025/04/16
Time:,14:17:42
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14,,,*15,,,*16,,,*17,,,*18,,,*19,,,*20,,,*21,,,*22,,,*23,,,*24,,,*25,,,*26,,,*27,,,*28,,,*29,,,*30,,,*31,,,*32,,,*33,,,*34,,,*35,,,*36,,,*37,,,*38,,,*39,,,*40,,,*41,,,*42,,,*43,,,*44,,,*45,,,*46,,,*47,,,*48,,,*49,,,*50,,,*51,,,*52,,,*53,,,*54
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
115,858.291321,507.790771,61.262608,935.825439,500.450195,67.584633,954.507690,592.669250,107.652550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,860.587646,510.454773,63.632896,936.761719,503.068665,69.547035,956.439880,595.430420,108.875519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,862.657837,513.667847,65.838333,937.859558,505.822205,71.740578,958.096619,598.009949,109.889427,,,,,,,,,,,,,,,,1061.870239,833.011047,279.396149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,864.065002,517.068481,68.021378,938.105591,508.101898,73.743996,960.051819,601.210083,111.241600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,866.246033,520.262207,69.606689,938.665588,510.757935,75.594872,961.591614,603.911621,112.225914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,867.530151,523.584839,72.187004,939.138611,513.873962,77.453964,963.113770,606.681702,113.417007,,,,,,,,,,,,,,,,,,,1089.525269,828.752258,428.250000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,868.636841,527.200378,73.627365,939.298767,516.729370,79.823212,964.447693,609.433899,114.625320,,,,,,,,,,,,,,,,,,,1091.583618,829.752136,428.073120,1072.197998,842.466248,280.857666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,869.802856,530.830200,75.863167,939.558350,519.372925,81.518204,965.979187,612.726929,115.320694,,,,,,,,,,,,,,,,,,,1092.834106,830.802490,428.347046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,870.959290,534.890503,77.722778,940.012634,522.677002,83.463203,967.234253,615.605530,117.015984,,,,,,,,,,,,,,,,,,,1094.284058,831.932190,428.161194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,871.831604,538.789307,79.377556,939.893188,525.904785,85.552452,968.130493,618.360291,118.213570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,872.344177,543.121399,80.685501,939.643616,528.529358,86.995331,969.321533,621.200928,119.489464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,872.967590,547.238586,82.752785,939.314636,531.754761,89.258568,970.787170,624.206726,120.507256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,873.083801,551.314758,84.846039,938.750244,535.075012,91.050156,971.995667,627.091187,121.602661,,,,,,,,,,,,,,,,,,,,,,,,,1099.817383,835.683411,429.668915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,872.919983,555.878113,86.104500,938.655823,538.625183,92.577927,972.641968,630.319580,122.616348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,873.159912,560.227112,87.543938,937.567871,541.998169,93.943024,973.694092,633.012939,123.767250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,872.998474,565.345581,88.576103,936.997559,545.425476,95.541183,974.385803,635.744263,124.308510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,873.027222,570.289307,89.382172,935.980103,548.717529,96.688217,975.322327,638.971619,125.082306,,,,,,,,,,,,,,,,,,,,,,,,,,,,1105.388062,839.014038,431.856598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,872.653076,574.650330,90.784187,934.861328,552.376770,97.830238,975.680298,642.016907,125.849358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,871.900757,579.740479,91.794319,934.164795,555.837769,98.369682,976.553711,644.679871,127.040314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1106.145630,841.398376,434.469086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,871.346863,584.847351,92.836708,933.257019,559.604004,99.518257,977.315552,647.464233,127.938133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1105.670532,866.774658,288.993958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,870.620422,590.083740,93.548012,932.529236,563.052734,100.325157,977.544250,650.302307,128.249191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1108.195679,866.018494,289.222534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,869.389343,595.182312,94.533180,931.443909,566.328003,101.537140,978.176392,653.390442,128.867508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1110.700439,868.478943,289.692108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,868.030640,600.682312,96.087212,930.660400,569.449402,102.463287,978.230896,656.233276,129.724274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1112.950439,870.315491,290.786255,1111.956177,844.176758,435.368347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,866.824280,605.922974,97.426453,929.722351,572.829529,103.400055,978.240723,658.851440,130.369797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1115.079712,870.972534,291.273804,1113.337891,844.232300,435.989105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,865.464111,611.549255,98.379265,929.084900,576.340942,104.308159,978.857239,661.718994,130.757278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1117.789307,872.054382,291.893494,1114.333496,844.678955,436.595367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,864.041382,617.392273,99.499733,927.927917,579.814514,105.104645,979.098877,664.546814,131.219864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1119.913086,873.220642,292.436096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,862.707642,623.004089,100.266533,926.893982,583.080688,105.777466,978.979553,666.930237,131.561569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1122.187744,873.894165,293.421204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,861.389771,629.088379,101.357758,925.466003,586.467590,106.450905,978.999756,669.599670,132.211823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1123.922119,874.650635,293.958923,,,,1118.515991,845.416199,436.332275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,860.102661,634.389160,102.811806,923.922241,589.893982,106.739647,979.003357,672.197754,132.834106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1126.093506,875.317566,294.281250,,,,1118.786987,846.531006,437.795532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,858.846680,640.174072,104.083763,922.657104,593.362244,107.442848,979.384155,674.487854,132.786682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1127.831299,876.031250,294.644165,,,,1119.452026,847.441101,438.252777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,857.669312,645.404541,104.877678,921.159180,596.742554,107.803581,979.274170,677.102173,133.273300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1129.033081,876.532959,295.085815,,,,1120.253296,847.800293,438.362152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,857.095032,650.576965,106.227341,919.496765,600.009827,107.552467,978.873413,679.244568,133.804092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1131.200439,877.065674,295.576416,,,,1121.007690,848.048889,438.288422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,856.569702,655.739014,107.601265,918.051941,603.298767,108.224617,978.499634,681.375183,134.209732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1133.035278,877.262878,295.804840,,,,1121.695679,848.323853,438.494171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,856.037842,661.799683,108.033295,916.814575,606.413879,108.879829,978.216797,683.501404,134.488510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1134.168213,877.630249,296.104889,,,,1123.184082,848.405151,438.408386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,,,,915.337646,609.220093,108.903152,977.913452,685.795654,134.672470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1135.664307,877.830688,297.016663,,,,1123.467529,848.294556,439.060211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,,,,913.795715,612.165894,109.189430,977.536682,687.841919,134.851364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1136.749756,877.937805,297.460815,,,,1123.512817,847.524658,439.537811,854.149231,672.699036,108.586220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,,,,912.415588,614.980591,109.895195,977.211975,689.772644,134.859131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1138.013428,878.064697,297.346863,,,,1124.253540,847.348999,439.230804,853.219849,677.785095,108.734138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,,,,911.107117,617.592041,110.444450,976.731689,691.801086,134.951996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1139.132813,878.305237,297.211365,,,,1125.089478,847.588928,438.863281,851.980103,682.600952,109.734657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,,,,909.547302,620.177979,110.701477,976.405518,693.665833,135.374115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1140.599365,878.446899,297.614868,,,,1125.680908,848.122437,438.871124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,,,,908.307068,622.376221,110.850815,975.585754,695.262695,135.699463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1141.492554,878.557373,297.970734,,,,1126.209961,849.074585,438.954987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,,,,907.155396,624.600769,110.974525,974.593689,697.000854,135.986984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1141.996582,878.570068,298.221069,,,,1126.587036,849.226379,438.898804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,,,,905.854309,626.268188,111.226288,973.404297,698.326782,135.963791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1143.022217,878.570496,297.983917,,,,1126.905640,849.302307,438.936859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,,,,904.761047,627.917053,110.810043,972.375732,699.915833,135.608276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1144.012451,878.516846,297.923737,,,,1126.494873,849.332092,439.568390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,,,,903.813782,629.486633,110.590645,971.757568,701.422363,135.510452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1144.610352,878.443420,297.782776,,,,1127.016113,849.405334,439.372925,,,,844.568726,708.289673,108.358826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,,,,902.964905,630.675293,110.322342,971.228210,702.424072,135.795547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1145.433838,878.207581,297.900085,,,,1127.338501,849.437317,439.119141,,,,842.768005,711.072144,108.792213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,,,,901.930603,632.013367,109.870132,969.981934,703.320251,135.641922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1145.957153,878.005066,298.002899,,,,1127.592529,849.390808,439.067505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,,,,900.630737,633.181641,109.707863,968.459900,704.474792,135.626083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1146.304199,877.858398,298.055908,,,,1127.617676,849.695129,438.947601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,,,,899.467407,634.018066,109.621880,967.391296,705.463196,135.577133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1146.414429,877.650146,297.982300,,,,1127.755005,849.704224,438.769623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,,,,898.543457,634.860229,109.466568,966.540527,706.189697,135.328171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1146.499756,877.374756,297.923645,,,,1127.852783,849.251221,438.705872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,,,,897.578857,635.782654,109.627647,965.564575,706.729919,134.788223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1146.460205,877.211365,297.845215,,,,1128.205566,848.579956,438.185150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,,,,896.583862,636.509216,109.485260,964.663025,707.525085,134.331467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1146.373047,877.157349,297.768799,,,,1128.497803,848.365479,437.817261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,,,,895.021851,637.183716,109.176697,963.908752,708.151123,134.058578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1146.291992,876.918152,297.635925,,,,1128.447021,848.111145,437.639954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,,,,894.093689,637.851501,108.334396,963.086731,708.655090,134.027939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1145.776611,876.684570,297.126038,,,,1128.266602,847.679688,437.423370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,,,,893.085083,638.387817,108.577934,961.811707,709.065552,133.773514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1145.447754,876.227600,296.863525,,,,1128.279175,847.203491,437.139404,,,,,,,830.562622,735.594238,113.176445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,,,,891.860718,638.578186,108.707741,960.692932,709.648193,133.268112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1144.954224,875.756409,296.537842,,,,1127.547729,847.899353,437.514282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,,,,890.690857,638.664673,108.447479,959.382690,709.955811,132.988434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1144.496216,875.234070,296.091522,,,,1127.012695,848.192810,437.688629,,,,,,,,,,828.272827,738.907104,113.615578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,,,,889.630798,639.028381,108.504257,958.534790,710.254639,132.689972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1143.928711,874.798706,295.607422,,,,1127.023438,847.817993,437.596008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,,,,888.442444,639.125000,108.309319,957.521362,710.447510,132.076996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1143.704224,874.454224,295.404205,,,,1126.824829,847.658875,437.408661,,,,,,,,,,,,,826.254089,741.917419,114.829964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,,,,887.368591,639.046265,108.029083,955.781616,710.612366,131.784500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1143.402710,874.116394,295.087189,,,,1126.883423,847.988037,436.802032,,,,,,,,,,,,,823.715759,743.545776,115.740410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,,,,886.255737,639.096558,108.034859,954.180542,710.686584,132.089508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1142.553955,873.824219,294.478363,,,,1126.787842,847.620239,436.389526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,,,,885.189209,638.946472,108.570099,953.000366,710.808777,132.359421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1141.810059,873.497131,293.936371,,,,1126.664917,846.631226,435.555542,,,,,,,,,,,,,,,,820.976135,746.297119,115.557014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
