Grasp36
Date:,2025/04/16
Time:,14:17:27
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14,,,*15,,,*16,,,*17,,,*18,,,*19,,,*20,,,*21,,,*22,,,*23,,,*24,,,*25,,,*26,,,*27,,,*28,,,*29
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
11,935.178101,838.493469,69.425690,795.523865,822.949768,35.812103,886.987488,763.923828,36.720791,1113.851563,940.970093,298.489105,1117.816772,908.257568,440.571381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,935.152161,838.584167,69.483368,795.565186,822.937073,35.918232,886.980957,763.926392,36.737949,1113.854858,940.982849,298.488678,1117.815796,908.208313,440.596741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,935.185547,838.603638,69.418625,795.588928,822.938171,35.968506,886.917847,763.921570,36.771664,1113.761353,940.928650,298.538757,1117.809326,908.165100,440.619446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,935.186401,838.621704,69.315285,795.566895,822.923401,35.923359,886.896057,763.922180,36.794849,1113.739502,940.920288,298.549377,1117.658813,908.201904,440.607635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,935.269287,838.598816,69.397713,795.557068,822.931702,35.943615,886.849731,763.853821,36.586380,1113.771484,940.931396,298.546021,1117.682861,908.168823,440.669159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,935.206421,838.583008,69.368889,795.576172,822.931580,35.912460,886.962646,763.917847,36.697109,1113.755371,940.924744,298.544769,1117.615845,908.145569,440.609894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,935.249512,838.584595,69.428612,795.580872,822.942322,35.933922,887.034668,763.911682,36.816753,1113.747681,940.923279,298.544525,1117.689941,908.102417,440.684570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,935.217712,838.596008,69.396736,795.585022,822.946289,35.936638,887.052246,763.885864,36.799217,1113.747803,940.923584,298.544617,1117.503784,908.147827,440.546814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,935.201172,838.628845,69.307617,795.598572,822.924377,35.931320,887.054321,763.882141,36.768200,1113.748779,940.923706,298.544708,1117.507568,908.141785,440.551025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,935.268677,838.601563,69.398598,795.564941,822.940979,35.916397,886.934082,763.914063,36.764038,1113.748901,940.923645,298.544708,1117.446655,908.111328,440.521484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,935.216553,838.623413,69.320511,795.569031,822.944824,35.942566,886.922913,763.941895,36.820705,1113.717651,940.915710,298.631775,1117.462891,908.094604,440.539429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,935.217041,838.608826,69.357605,795.565430,822.949524,35.921455,887.018921,763.896362,36.795719,1113.657349,940.925049,298.595306,1117.406616,908.047119,440.526642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,935.212585,838.598450,69.384476,795.558289,822.936890,35.946079,886.939392,763.914795,36.792248,1113.667847,940.929810,298.601776,1117.392090,908.036743,440.535095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,935.169800,838.592346,69.406784,795.542053,822.951111,35.906948,886.894531,763.921021,36.786617,1113.622803,940.939514,298.549957,1117.261230,908.061035,440.520508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,935.162476,838.612427,69.339737,795.530151,822.944458,35.851501,886.945496,763.925903,36.773491,1113.609619,940.941467,298.536652,1117.529053,907.996399,440.613892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,935.172974,838.601440,69.382782,795.519958,822.958374,35.848228,886.990845,763.915466,36.711689,1113.667603,940.930603,298.597687,1117.307861,908.051941,440.535675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,935.164246,838.591797,69.411644,795.571289,823.060425,35.861450,886.936462,763.926025,36.755539,1113.684326,940.927673,298.613953,1117.224487,908.020020,440.505798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,935.063599,838.637695,69.516388,795.611755,823.073730,35.887486,886.932495,763.938904,36.825069,1113.681030,940.928284,298.610565,1117.191162,908.002563,440.507813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,935.093201,838.603333,69.505577,795.586121,823.052917,35.906189,886.918823,763.912292,36.762352,1113.678101,940.928772,298.607758,1117.269531,908.001160,440.523468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,935.121948,838.601868,69.506210,795.519226,823.054565,35.872459,886.911682,763.920959,36.770668,1113.615601,940.933105,298.663574,1117.467773,907.927368,440.689575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,935.124878,838.618469,69.544136,795.567017,822.951843,35.863121,886.975281,763.917542,36.724270,1113.601196,940.934509,298.676025,1117.320313,907.985596,440.619080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,935.090149,838.620789,69.570427,795.522217,823.020447,35.892906,886.985352,763.923645,36.733425,1113.605103,940.934204,298.672668,1117.250732,907.939026,440.599274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,935.023254,838.634033,69.633812,795.556641,823.052124,35.922375,886.922546,763.922180,36.767483,1113.631836,940.968201,298.706787,1117.456665,907.871521,440.687866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,935.088501,838.608154,69.551254,795.512146,823.056641,35.880722,886.893616,763.918518,36.789856,1113.645996,940.964783,298.742523,1117.305542,907.916748,440.629486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,935.087585,838.624695,69.583542,795.550842,823.035828,35.944103,886.912720,763.909302,36.750141,1113.638916,940.969910,298.719971,1117.312988,907.918396,440.625092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,935.027649,838.636536,69.634308,795.517151,823.051880,35.886440,886.915710,763.922852,36.770737,1113.634644,940.971313,298.710236,1117.468262,907.824463,440.686127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,934.999390,838.632996,69.659302,795.514648,823.059326,35.859577,886.905151,763.921448,36.783054,1113.660522,941.020874,298.770050,1117.297363,907.862671,440.619659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,934.999756,838.630493,69.659409,795.519043,823.059326,35.857998,886.903748,763.923035,36.790138,1113.641724,940.978516,298.726135,1117.451538,907.816101,440.704865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,935.042480,838.622009,69.635605,795.559326,823.045837,35.911968,886.971130,763.913086,36.726315,1113.647095,941.014343,298.742157,1117.299561,907.914368,440.630524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,935.099731,838.627930,69.600761,795.512146,823.050598,35.883316,887.006287,763.917297,36.692467,1113.618286,941.035645,298.719330,1117.270508,907.883484,440.602722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,935.068359,838.645264,69.594437,795.559998,823.048889,35.910446,887.057495,763.896606,36.741146,1113.635010,941.070557,298.748718,1117.278320,907.872498,440.594574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,934.973572,838.650757,69.642960,795.554871,823.038269,35.925346,887.010803,763.908203,36.715763,1113.548584,941.092285,298.783508,1117.254150,907.881653,440.581604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,934.965759,838.639282,69.705795,795.548096,823.113953,35.966969,887.004395,763.878967,36.773220,1113.531006,941.147461,298.793457,1117.195557,907.892700,440.526245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,935.007813,838.624939,69.699211,795.552795,823.145874,35.942383,887.038391,763.791870,36.799385,1113.529419,941.202332,298.797699,1117.379028,907.793762,440.583527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,934.999451,838.619995,69.794960,795.485840,823.256104,35.896820,887.054504,763.693604,36.813812,1113.582764,941.258484,298.861511,1117.190674,907.840698,440.469147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,934.957214,838.638367,69.834732,795.539978,823.376526,35.964397,887.046814,763.658264,36.814529,1113.624390,941.309631,298.882263,1117.189209,907.799255,440.429535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,934.478821,838.657715,70.063416,795.537903,823.470337,35.999271,887.096802,763.645264,36.869209,1113.681519,941.404297,298.950134,1117.270142,907.713501,440.426056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,934.493286,838.603455,70.343155,795.417053,823.677673,36.042053,887.157837,763.643799,36.868763,1113.745605,941.444336,299.053680,1116.987427,907.720520,440.254333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,934.619324,838.580566,70.483696,795.280029,823.895142,36.178696,887.314026,763.490906,36.672451,1113.835327,941.542175,299.140137,1117.067871,907.635620,440.246948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,934.616943,838.582642,70.486923,795.179810,824.226685,36.295589,887.355286,763.365479,36.605141,1113.957886,941.634705,299.277039,1116.884644,907.571716,440.143158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,934.476013,838.468079,70.847145,795.127869,824.583008,36.329056,887.386963,763.237366,36.692307,1114.071167,941.683044,299.389008,1116.595581,907.576538,439.820526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,934.251160,838.362122,71.208420,795.000000,825.134094,36.525082,887.469910,763.108093,36.690075,1114.225830,941.728882,299.515106,1116.527466,907.582520,439.727051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,934.102234,838.164917,71.622658,794.749756,825.831238,37.080303,887.237122,762.903137,36.669785,1114.283936,941.813416,299.685364,1116.606445,907.463196,439.800995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,933.803772,838.065186,71.975121,794.381836,826.373901,37.912609,887.187439,762.578003,36.797035,1114.450317,941.926697,299.721771,1116.508423,907.508301,439.720673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,933.663513,838.082703,72.665916,794.071411,826.918762,38.667908,887.735779,762.287170,37.142757,1114.595825,941.997864,299.776672,1116.333984,907.525574,439.717773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,933.460449,837.977112,73.222168,793.479919,827.413086,39.821690,887.994019,761.848999,37.394043,1114.747925,942.033630,299.816376,1116.216797,907.479309,439.628723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,933.231445,837.857727,73.803551,792.994324,827.890686,40.822849,888.355408,760.906128,38.531960,1115.106323,942.068665,300.219879,1116.118042,907.576233,439.559418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,932.936768,837.647583,74.495850,792.415955,828.320007,42.554211,888.399231,760.244446,39.283543,1115.134155,942.199890,300.196564,1115.991943,907.612549,439.551605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,932.662476,837.635010,75.005325,791.970459,828.460083,44.086357,888.569824,759.834961,39.929504,1115.198730,942.371094,299.989868,1115.948730,907.650452,439.564087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,932.453918,837.469971,75.901489,791.765442,828.391418,45.101555,888.416077,759.395691,40.551208,1115.420776,942.452332,300.089844,1115.835938,907.765930,439.575592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,932.200073,837.115173,77.147522,791.487854,828.197449,46.601433,888.423157,758.977356,41.766468,1115.670654,942.639771,300.195648,1115.822021,907.817078,439.634491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,931.125610,836.355530,79.379417,791.273499,828.029419,48.634327,887.766235,758.367798,43.501644,1115.878052,942.820313,300.231110,1115.665283,907.988220,439.581177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,930.716553,835.663391,80.856964,791.030457,827.648193,50.038460,887.440796,757.443054,44.651154,1115.997559,942.944702,300.165802,1115.624268,908.071045,439.544342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,931.030212,835.781494,80.443192,790.624390,827.044067,51.394554,887.810486,756.040222,46.089310,1116.147949,943.101746,300.166260,1115.631958,908.155884,439.540649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,930.811462,835.058044,81.057281,790.275391,826.408325,53.185764,887.788452,755.172302,47.966503,1116.226807,943.318359,300.234863,1115.558472,908.219543,439.438995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,930.457275,834.353882,81.978073,789.965393,825.800903,55.019249,887.726440,754.249390,49.629570,1116.479980,943.404541,300.404266,1115.524902,908.315613,439.460571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,930.090271,833.602966,82.998016,789.594788,825.124451,56.457245,888.252930,752.702271,51.564377,1116.595703,943.431519,300.390717,1115.492676,908.380554,439.420959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,929.468750,832.400024,84.838516,,,,888.102173,751.620850,52.833157,1116.675781,943.501770,300.290375,1115.437012,908.433105,439.466705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,928.766418,831.530029,86.768211,,,,888.081116,750.304199,54.413868,1116.554565,943.530823,300.019379,1115.366943,908.544128,439.438873,788.607971,823.518677,60.178890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,928.348389,830.727295,87.771858,,,,887.881897,748.783020,56.314686,1116.512939,943.478149,299.843048,1115.309326,908.614624,439.357513,788.336243,821.978088,62.242928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,928.560974,829.865234,87.907288,,,,888.802612,746.641846,57.792927,1116.526245,943.440735,299.690308,1115.293457,908.698242,439.358734,788.460022,820.407043,63.623692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,928.903320,828.696838,87.915550,,,,889.241943,744.928772,59.083000,1116.342651,943.300110,299.490875,1115.229858,908.682739,439.369690,788.027771,819.007690,64.715256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,928.421448,827.627930,88.851524,,,,888.860352,743.596375,60.473381,1116.187622,943.204163,299.334198,1115.185425,908.727234,439.280792,787.542358,816.727600,66.222466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,927.951660,825.915344,90.265701,,,,889.583801,741.653198,61.924992,1115.981201,943.021057,299.230011,1115.119751,908.616211,439.253265,787.536560,814.541748,67.496178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,927.761475,824.458191,91.309570,,,,890.148254,739.511963,62.960625,1115.810913,942.854980,299.087402,1115.016724,908.599976,439.173553,787.618835,812.291382,68.779388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,927.638489,822.924866,92.359581,,,,890.309265,737.925415,64.419914,1115.530518,942.588257,299.019501,1114.906982,908.562866,439.102173,787.333191,809.915588,69.740295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,927.671326,821.272644,93.307770,,,,890.877625,736.411438,65.854652,1115.288696,942.312683,298.952759,1114.788940,908.511963,439.039948,787.075867,807.437988,71.009789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,927.226868,819.844421,94.079979,,,,890.939819,733.843140,67.105331,1115.052734,941.966675,298.840698,1114.577148,908.380066,438.775787,787.027222,804.912109,71.751534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,926.455017,817.911499,95.164314,,,,890.892395,731.450256,68.397392,1114.620605,941.641907,298.592468,1114.277710,908.302979,438.535309,786.410889,802.697510,73.165558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,926.178101,816.476929,95.862061,,,,890.894714,729.684631,70.003822,1114.163330,941.353088,298.402283,1113.929199,908.210510,438.356598,786.820618,799.928589,74.241974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,925.941223,814.737976,96.779877,,,,891.360229,727.665100,70.912697,1113.749512,941.025146,298.206635,1113.605957,908.200928,438.128815,787.024658,797.159241,74.471619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,925.461365,813.034546,97.538979,,,,891.654907,725.482544,71.965370,1113.487061,940.759705,297.954437,1113.158936,908.147339,437.832184,787.009155,794.494751,75.437233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,924.779480,810.935730,98.973717,,,,891.598022,723.022827,73.933273,1113.011353,940.517639,297.520325,1112.730713,908.150757,437.448242,787.026672,791.933167,76.184822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,924.513611,809.256592,99.569778,,,,891.600342,721.140747,74.881622,1112.517578,940.128296,297.018250,1112.446777,907.944092,437.286316,786.917419,788.924072,76.746681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,924.395752,807.505798,100.185944,,,,891.926392,718.609924,75.452461,1111.992554,939.624634,296.699951,1112.251099,907.813049,437.154968,786.824768,785.649963,78.168472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,924.016541,805.430603,100.929031,,,,891.921265,716.599731,76.278839,1111.098389,939.262695,296.028320,1111.922241,907.749634,437.098969,786.719238,782.605469,79.799637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
