Grasp120
Date:,2025/04/23
Time:,11:17:57
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14,,,*15,,,*16,,,*17,,,*18,,,*19,,,*20,,,*21,,,*22,,,*23,,,*24,,,*25,,,*26,,,*27
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
11,771.054688,860.398865,35.189835,906.703552,849.330322,67.375519,837.488647,791.259583,35.392395,1115.925903,907.065552,337.188416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,771.049744,860.363464,35.183109,906.599854,849.337097,67.468758,837.378906,791.290283,35.331875,1116.118042,907.158813,337.474884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,771.017761,860.362732,35.146442,906.458435,849.446289,67.973061,837.323303,791.273376,35.357124,1116.364624,907.310730,337.585297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,771.001038,860.477722,35.213181,906.242371,849.439819,68.272758,837.218018,791.278931,35.348301,1116.642700,907.571777,337.419800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,770.953247,860.587036,35.246098,906.136169,849.422363,68.400940,837.059326,791.295227,35.556480,1116.989380,907.930908,337.196991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,770.973022,860.569580,35.161594,906.019775,849.398804,68.565613,836.910767,791.266235,35.710033,1117.528809,908.121704,337.235077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,770.977112,860.666260,35.206932,905.942078,849.303223,68.862442,836.719971,791.307007,35.672142,1117.784058,908.518372,336.838959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,770.939758,860.775818,35.230515,905.786560,849.221802,69.161209,836.584045,791.305664,35.595928,1118.431763,908.720154,336.971985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,770.835815,860.895020,35.223946,905.481873,849.108521,69.705338,836.294250,791.316101,35.591450,1119.464233,908.954773,337.085388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,770.797974,860.919678,35.275921,905.314514,849.040161,70.203026,835.977051,791.364319,35.499516,1120.060303,909.336121,336.926270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,770.786987,861.022888,35.319054,905.076294,848.855957,70.742500,835.679077,791.496643,35.262077,1120.656982,909.593262,337.217102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,770.581543,861.194824,35.441265,904.674988,848.775818,71.542404,835.372681,791.451355,35.224236,1120.985107,909.918762,337.230286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,770.416809,861.259277,35.589127,904.335144,848.594299,72.113403,835.075012,791.541687,34.803570,1121.199585,910.439941,337.278564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,770.121277,861.366211,35.683746,903.806580,848.583679,72.920410,834.909546,791.495422,34.658348,1121.838379,911.143555,337.056824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,769.926025,861.549805,35.997356,903.431274,848.414429,73.767502,834.829041,791.260559,34.931564,1122.616699,911.782959,337.217194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,769.874512,861.576477,36.113838,903.114685,848.120117,74.958481,834.717773,790.970398,35.239765,1123.410889,912.414978,336.992615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,770.129150,861.385315,36.046562,903.217773,847.724854,75.927467,834.564880,790.656250,35.512688,1124.171997,912.766357,336.557190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,770.000793,861.488159,36.078400,902.844238,847.335754,77.179337,834.401306,790.358032,35.607002,1124.933105,913.073303,336.605530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,770.179199,861.172058,36.064621,902.271362,846.938049,78.469521,834.318542,790.072754,35.711357,1125.373047,913.618103,336.993164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,770.402649,860.489685,36.074749,901.846619,846.502441,79.188179,834.379456,789.684448,35.698704,1125.880249,914.340637,337.216187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,770.629211,859.619385,36.303570,901.581909,846.091553,80.150398,834.633850,788.607605,35.734447,1126.560059,915.141724,337.477081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,770.626343,858.343689,36.814034,901.576294,845.275208,81.061600,835.052856,787.048218,35.898918,1127.192017,915.770996,337.666901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,770.507996,856.658936,37.195766,901.207581,844.732422,82.323639,836.398926,785.158386,35.955105,1128.026489,916.187805,337.721191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,770.023010,854.637146,37.623730,901.294006,843.923767,83.890884,837.770081,782.516296,36.322304,1128.719727,916.666565,337.565338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,770.333801,851.850891,37.847244,901.019165,843.092407,85.110184,838.820923,779.971313,36.314476,1129.338379,917.050049,337.511292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,770.699158,848.810974,38.633541,901.110657,841.989197,86.023865,840.300354,776.904968,38.325943,1130.032227,917.555542,337.696320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,771.038635,845.626953,39.439919,900.988220,840.972900,87.257355,841.697510,773.389893,40.739082,1130.932129,918.066895,337.805145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,770.335754,841.973816,41.167091,900.805725,839.896362,88.826233,842.884094,770.174011,42.006268,1131.444946,918.461792,337.999237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,770.433838,838.265747,43.066669,900.806213,838.645386,90.015808,844.942383,766.600098,44.180538,1131.959961,918.739380,338.518066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,770.563660,834.537598,44.890316,900.962280,837.257996,91.020386,847.043884,762.907104,46.569664,1132.548950,919.049072,339.018066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,769.730530,830.588684,46.924286,901.346130,835.600952,91.993904,849.155945,759.145691,48.707729,1132.981567,919.469788,339.404907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,770.058105,826.569702,49.103760,901.934753,833.919922,93.469246,851.556274,755.662842,49.927162,1133.072388,920.114685,339.326447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,770.223267,822.541504,51.080967,901.711670,832.308716,94.911186,854.040222,752.180481,51.384415,1133.260498,920.741089,339.411316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,770.391907,818.625610,52.406334,901.320862,830.344543,96.019402,856.602783,748.340576,53.123810,1133.608154,921.181213,339.539917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,770.132263,814.653564,55.160168,901.554688,828.201538,97.195572,859.364990,744.310303,55.491947,1134.069458,921.460266,340.097076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,769.857117,810.292664,57.320301,901.897522,826.177429,98.263924,861.572632,740.316956,57.781513,1134.356201,921.828064,340.440979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,769.806763,806.573120,58.986252,901.779053,824.171753,99.252655,864.386230,736.746277,59.637302,1134.374756,922.219666,340.569885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,770.596558,802.275879,60.315170,901.765747,821.938110,100.413635,866.725037,733.290894,61.729935,1134.429565,922.483948,340.617920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,770.186096,798.190735,62.096371,901.783630,819.613281,101.525391,868.773193,729.655212,64.064613,1134.421021,922.996887,340.592163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,770.955627,794.103943,63.845695,901.675781,817.081726,103.082375,870.955200,726.142944,66.306946,1134.486572,923.518921,340.684448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,771.366699,790.036926,65.356461,901.966553,814.304199,103.555885,873.136780,722.715881,68.533447,1134.478882,923.969238,340.676605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,771.198547,785.906921,67.111885,902.353088,811.801697,104.020416,874.937683,719.453369,70.221123,1134.285400,924.317383,340.550568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,770.893005,782.393982,69.807709,902.289734,809.056519,105.432343,876.848328,716.103699,72.110062,1134.152222,924.567932,340.422485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,771.153870,778.654602,71.578194,902.021240,806.536011,106.524490,878.490845,712.825134,74.355766,1133.937378,924.832581,340.286407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,770.534851,775.154419,73.369392,902.188843,804.016418,107.729530,879.760925,709.942383,76.237968,1133.692017,925.015869,340.035583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,771.100708,771.427612,75.962532,902.126038,801.492676,108.394180,881.300476,706.771362,78.564102,1133.450317,925.093140,339.771729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,770.891479,768.041748,77.500793,901.902710,798.867126,109.641724,882.180908,703.462341,80.357948,1133.096680,925.166504,339.368042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,770.242737,764.917786,79.322990,901.621582,796.287415,110.715858,883.657227,700.814026,81.791679,1132.778564,925.108826,339.060486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,770.439514,761.376221,81.364014,901.375122,793.781128,111.551025,883.581421,697.895935,83.801949,1132.552368,924.927429,338.818909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,769.950439,758.456055,82.856918,901.066223,791.192932,112.696671,884.269714,694.872559,85.509842,1132.141479,924.721497,338.356903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,769.547791,755.015869,84.502884,900.512878,788.563904,113.471718,884.735046,691.927979,87.104584,1131.896362,924.429688,337.982941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,769.400574,752.112244,85.396561,900.143250,786.015747,114.370941,884.516174,689.703613,88.926926,1131.554077,923.947205,337.703217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,768.225342,749.358032,87.396439,899.705688,783.675232,115.418571,884.951721,686.623413,91.033501,1131.045410,923.359070,337.105865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,767.972961,746.919922,88.402046,898.898621,781.251953,116.132454,885.010193,683.479492,93.014656,1130.414063,922.816895,336.651367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,768.017395,743.553833,89.828613,898.435913,778.811951,116.993660,885.285095,680.991516,94.101524,1129.966064,922.343018,335.835938,1143.309814,879.562927,521.257019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,767.320923,740.617920,90.625435,898.061218,776.208069,117.451622,885.085022,678.250610,95.357094,1129.581177,921.795166,335.116608,1142.459961,879.688232,520.600952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,766.274597,738.392395,92.371506,897.476013,773.789429,117.847961,885.053833,675.764038,96.413887,1129.334961,920.960815,334.243866,1141.682861,879.861206,520.010681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,765.477295,735.785522,93.345345,897.173645,771.742676,118.150642,884.857483,673.433777,98.143799,1129.027588,920.048279,333.593903,1141.216797,879.945129,519.613403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,765.355591,732.859009,93.871468,896.557739,769.448364,118.761833,884.386353,670.953613,99.312584,1128.747925,919.156799,333.033813,1140.345459,880.152405,518.708923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,764.977234,730.175659,94.313316,895.468323,766.885559,119.575005,884.124817,668.394592,100.096848,1128.133789,918.252136,331.994141,1139.895752,880.126404,518.038269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,764.182373,727.698303,94.973808,894.876709,764.719482,119.928406,882.944702,665.768738,101.201546,1127.752441,917.119873,331.145325,1139.581299,880.024292,517.621582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,763.082947,725.615662,95.859047,894.089478,762.566162,120.346916,882.119507,663.574707,101.707161,1127.608887,915.992065,330.283936,1139.045166,880.049927,517.078796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,761.905212,723.599243,97.087082,893.109436,760.216248,121.034462,881.434143,661.494934,102.596672,1127.280396,915.089844,329.682007,1138.478760,880.031250,516.557190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,760.748535,721.163147,97.717636,892.404236,758.109741,121.300209,880.464783,659.193787,103.391724,1126.560425,913.807983,328.545349,1138.095703,879.872131,516.234436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,759.823425,719.317444,98.095932,891.384460,756.083984,121.568893,879.432800,656.905090,104.012901,1126.008545,912.598511,327.888702,1137.710815,879.726318,515.986694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,759.007935,717.320618,98.141273,890.486267,754.116089,121.260086,878.389526,654.721619,104.394669,1125.440430,911.433777,327.041473,1137.255981,879.585999,515.632751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,758.506958,715.369873,97.579811,889.800354,752.221436,121.336945,877.106018,652.856567,104.827820,1124.866211,910.254761,326.117432,1136.582275,879.453552,514.947449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,,,,888.816467,750.177612,121.420891,875.852356,650.739746,105.468971,1124.131592,909.267578,325.343231,1135.674072,879.319824,514.004456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,,,,887.856445,748.139771,121.860863,874.546387,648.563293,105.605278,1123.375732,907.814209,324.868591,1135.106812,879.150757,513.392883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,,,,887.249817,746.192505,122.078011,872.890625,646.662903,106.015381,1122.769653,906.494141,324.152557,1134.685913,878.892212,512.882690,756.339722,709.791077,97.736801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,,,,886.294250,744.359436,122.149979,871.971252,644.727905,105.861923,1122.273193,905.303345,323.533173,1134.457642,878.468994,512.523865,755.299194,708.368713,97.720169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,,,,885.399353,742.538818,122.124046,870.965942,642.995667,105.834167,1121.661865,903.841370,322.933014,1134.502808,878.009521,512.330322,754.246948,706.636230,97.693291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,,,,884.602173,740.866577,121.909546,869.806763,641.007263,106.217621,1121.047974,902.737000,322.273834,1133.863892,877.756653,511.661469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,,,,883.377869,739.116455,122.014679,868.681458,639.338745,105.753937,1120.455566,901.338928,321.495026,1133.461182,877.447021,510.969269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,,,,882.461365,737.345947,121.466331,867.401489,637.302185,104.799210,1119.900513,899.955200,320.938904,1132.945068,877.261475,510.206604,,,,752.886902,701.313843,96.074394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,,,,882.186768,735.682129,121.101501,866.189026,635.776794,104.479256,1119.488770,898.961670,320.271881,1132.766724,876.928284,510.041870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,,,,881.521484,734.117126,121.158890,864.788940,633.991760,103.778465,1118.839355,897.644775,319.545105,1132.270020,876.716736,509.428436,,,,,,,751.451355,697.354187,95.604721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,,,,880.849182,732.305786,121.402634,863.156006,632.264526,102.851662,1118.094238,896.426819,319.045624,1131.467896,876.579346,508.417999,,,,,,,751.191345,695.335938,95.142479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,,,,880.083740,730.658997,121.605995,861.751282,630.723572,101.416870,1118.131104,895.339294,318.598724,1130.868774,876.424011,507.833130,,,,,,,751.072876,693.419067,94.528603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,,,,879.221619,729.175354,121.504196,859.611450,629.131226,100.446815,1117.616821,894.080444,317.970032,1130.535034,876.171265,507.523285,,,,,,,750.795532,691.216125,93.894737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,,,,878.404663,727.735657,121.768761,858.140442,628.089539,99.180954,1117.128174,893.017456,317.340546,1130.246094,875.916382,507.309814,,,,,,,750.382080,689.209900,93.741898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,,,,877.440735,726.288696,121.822258,856.227478,626.561707,97.293915,1116.279297,892.026489,316.316010,1129.873657,875.546936,507.154022,,,,,,,750.066711,687.221558,93.933006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,,,,876.847656,724.921448,121.537537,854.400635,625.182312,96.463036,1115.826660,891.126831,315.940247,1129.172974,875.232788,506.905273,,,,,,,750.089539,685.010498,93.665550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,,,,876.505920,723.644592,121.339798,852.243469,624.368530,95.595306,1115.483154,890.277283,315.558258,1128.733887,874.922913,506.791473,,,,,,,750.282532,683.060730,93.047325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,,,,875.804626,722.643127,121.440933,849.701965,623.221924,94.204430,1115.190552,889.379456,315.080688,1127.900024,874.801086,506.197327,,,,,,,750.535156,681.298218,92.695251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,,,,875.097473,721.363647,121.434593,847.756775,622.389038,93.193840,1114.840698,888.389587,314.934875,1127.008057,874.643311,505.714294,,,,,,,750.661926,679.974426,92.377487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
