Grasp125
Date:,2025/04/23
Time:,12:59:07
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14,,,*15,,,*16,,,*17,,,*18,,,*19,,,*20,,,*21,,,*22,,,*23,,,*24,,,*25,,,*26,,,*27,,,*28,,,*29,,,*30,,,*31,,,*32,,,*33,,,*34,,,*35,,,*36,,,*37,,,*38,,,*39,,,*40,,,*41,,,*42,,,*43,,,*44,,,*45,,,*46
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
129,,,,,,,,,,,,,1104.614502,817.415161,287.043213,1099.358032,834.345032,196.179581,,,,,,,,,,,,,,,,,,,758.889282,712.866333,140.194412,,,,,,,866.824951,632.508667,140.573135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,,,,,,,,,,,,,1103.867554,817.279785,286.606934,1098.416382,833.810303,195.410263,,,,,,,,,,,,,,,,,,,758.596313,711.461304,140.128510,,,,,,,862.847351,632.659485,142.175537,885.854248,714.508240,109.868065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,,,,,,,,,,,,,1103.012085,817.119751,285.900299,1097.780518,833.547302,194.709122,,,,,,,,,,,,,,,,,,,758.027161,710.305603,139.930862,,,,,,,861.476501,630.817383,141.320786,884.948242,713.429749,109.266846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,,,,,,,,,,,,,1102.183594,816.988770,285.151947,1097.111816,833.234985,193.931580,,,,,,,,,,,,,,,,,,,757.632263,708.844666,139.510147,,,,,,,861.052307,629.026733,139.522949,884.257507,712.551941,108.767754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,,,,,,,,,,,,,1101.611084,816.836426,284.625061,1096.414429,832.956360,193.509689,,,,,,,,,,,,,,,,,,,757.576050,707.283875,138.913910,,,,,,,,,,883.962708,711.915649,108.024261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,,,,,,,,,,,,,1101.118042,816.631958,284.051849,1095.500244,832.663330,192.851227,,,,,,,,,,,,,,,,,,,757.670471,706.065369,138.477615,,,,,,,,,,884.108276,710.869080,106.986938,858.531860,625.363953,136.614517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,,,,,,,,,,,,,1100.526123,816.420593,283.718719,1094.655273,832.245911,192.416489,,,,,,,,,,,,,,,,,,,757.726501,704.884033,138.082458,,,,,,,,,,883.997742,709.743225,105.875938,857.096680,624.325378,134.525543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,,,,,,,,,,,,,1099.687134,816.278015,282.933807,1094.058350,831.640503,191.945404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,883.763794,709.069946,104.986557,854.701416,623.059448,133.396545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,,,,,,,,,,,,,1098.799316,816.104370,282.229492,1093.548584,831.057922,191.516861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,883.482117,708.544739,104.448318,851.880188,621.766907,131.868378,758.075134,703.111877,137.907974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,,,,,,,,,,,,,1098.399048,815.800476,281.858032,1092.983643,830.602905,190.873779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,882.859741,707.858521,104.149040,848.978577,620.679138,131.966599,757.303162,702.682251,138.182571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,,,,,,,,,,,,,1098.009644,815.555481,281.577301,1092.358276,830.121521,190.121445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,882.151123,707.308044,103.983994,845.573181,620.173645,130.767151,756.813904,701.673096,137.871490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,,,,,,,,,,,,,1097.693237,815.337830,281.264587,1091.629883,829.930786,189.482498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,881.266296,706.886719,103.888924,843.054565,619.529175,129.381134,756.556152,700.416565,137.127823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,,,,,,,,,,,,,1096.958130,815.037964,280.606903,1091.045898,829.616028,188.939804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,881.089111,706.283508,103.432808,840.048523,618.887451,128.108963,756.572510,699.027527,136.128159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,,,,,,,,,,,,,1096.192261,814.902649,279.757538,1090.622925,829.151306,188.384918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,881.394165,705.711548,102.735741,837.541870,618.998596,126.751503,757.352234,697.157410,134.807083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,,,,,,,,,,,,,1095.553467,814.682617,279.326660,1090.183838,828.594971,188.021042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,881.439575,705.283203,102.044922,834.225220,619.107605,125.934822,757.843384,695.421570,133.348251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,,,,,,,,,,,,,1095.161011,814.379089,278.972595,1089.840088,828.096924,187.649551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,881.431152,705.017883,101.488182,830.936279,619.324463,125.008255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,,,,,,,,,,,,,1094.839233,814.149292,278.436005,1089.651978,827.655212,187.285934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,881.040222,704.747986,101.160080,829.166321,619.545959,124.600792,,,,757.408325,691.964722,131.454361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,,,,,,,,,,,,,1094.479980,813.910706,278.019958,1089.164795,827.263672,186.682938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,880.434021,704.398987,101.104355,827.348083,619.594421,123.743195,,,,757.519165,690.286804,130.019409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,,,,,,,,,,,,,1094.123047,813.678162,277.517090,1088.905151,826.771729,186.267792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,879.658569,704.097473,101.263908,826.379517,619.826538,123.437592,,,,758.443909,688.694153,128.703171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,,,,,,,,,,,,,1093.614868,813.405823,277.062805,1088.713257,826.487305,185.965530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,878.906128,704.082886,101.237648,825.944458,620.052673,123.580849,,,,759.213806,687.696716,127.603546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,,,,,,,,,,,,,1093.185303,813.230225,276.661530,1088.431641,826.202881,185.636276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,878.311829,704.053101,101.095291,825.688721,620.002869,123.866631,,,,759.339844,687.432312,127.122879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,,,,,,,,,,,,,1092.912842,813.008423,276.363403,1088.193359,825.863892,185.300049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,877.733032,703.913452,100.866005,825.487488,619.806030,124.056946,,,,759.166138,687.420288,127.290855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,,,,,,,,,,,,,1092.633667,812.772766,276.203583,1087.945313,825.584656,185.019043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,877.459595,703.395386,100.689659,825.207397,619.545288,124.117050,,,,759.113159,687.136169,127.349152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,,,,,,,,,,,,,1092.416626,812.631348,276.041168,1087.746216,825.294617,184.806061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,877.631348,702.877686,100.612053,824.732666,619.535706,124.043953,,,,759.083374,686.907776,127.265137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,,,,,,,,,,,,,1092.153931,812.496826,275.495422,1087.600098,824.936646,184.572937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,877.761353,702.611389,100.464844,824.355713,619.624146,123.625854,,,,759.131592,686.559875,127.018967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,,,,,,,,,,,,,1091.777466,812.431580,275.261200,1087.411377,824.686096,184.331345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,877.980164,702.414368,100.099991,824.091431,619.635803,123.089157,,,,759.244324,686.394226,126.867188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,,,,,,,,,,,,,1091.430542,812.321716,274.998199,1087.291016,824.522522,184.191574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,878.102905,702.176392,99.895149,823.601318,619.707397,123.328644,,,,759.273621,686.305115,126.619110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,,,,,,,,,,,,,1091.123901,812.219543,274.729370,1087.117676,824.334534,183.966385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,878.050720,701.968140,99.814598,823.261292,619.654236,123.608017,,,,759.340881,686.190491,126.492203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,,,,,,,,,,,,,1090.934570,812.154541,274.461212,1086.982422,824.196960,183.801163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,877.942017,701.762390,99.773293,823.033691,619.544922,123.664978,,,,759.501892,686.127014,126.298798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,,,,,,,,,,,,,1090.678589,812.220703,274.324554,1086.715576,824.100098,183.419403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,877.951294,701.522522,99.738251,822.644409,619.352722,123.592583,,,,759.573181,686.011414,126.140724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,,,,,,,,,,,,,1090.387695,812.258057,274.084778,1086.480835,823.966797,183.106918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,877.934204,701.266296,99.611198,822.635742,620.078491,123.771088,,,,759.644470,685.868225,125.573853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,,,,,,,,,,,,,1089.988281,812.230896,273.952423,1086.227173,823.907959,182.928589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,877.830139,700.961670,99.273308,822.265076,619.640747,123.749405,,,,759.784546,685.836487,125.288544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,,,,,,,,,,,,,1089.752441,812.234436,273.923218,1086.003418,823.909912,182.748001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,878.194824,700.587219,99.337593,822.171997,620.032898,123.871941,,,,759.854004,685.743835,125.233047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,,,,,,,,,,,,,1089.626221,812.305481,273.935120,1085.897705,823.811218,182.652039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,877.840820,700.362549,99.233742,821.796387,619.613037,123.704620,,,,759.761047,685.744934,125.237038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,,,,,,,,,,,,,1089.470093,812.328674,273.913544,1085.700684,823.757874,182.581116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,877.977539,700.082397,99.497467,821.670532,619.325195,123.609703,,,,759.723267,685.773621,125.222366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,,,,,,,,,,,,,1089.238403,812.338806,273.963318,1085.493042,823.702087,182.569565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,877.738037,699.951416,99.475807,821.605713,619.267761,123.635780,,,,759.729126,685.779297,125.214378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,,,,,,,,,,,,,1088.993408,812.377930,274.035461,1085.326538,823.717712,182.606888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,877.657837,699.762573,99.449928,821.508972,619.264343,123.675964,,,,759.774963,685.762085,125.183960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,,,,,,,,,,,,,1088.840820,812.315918,274.035645,1085.130859,823.730591,182.589462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,877.684387,699.687500,98.932030,821.401184,619.281982,123.605942,,,,759.845154,685.770081,125.131462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,,,,,,,,,,,,,1088.670410,812.362610,274.122894,1084.932373,823.781921,182.586456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,877.665100,699.517212,98.715126,821.248291,619.385620,123.580231,,,,759.836182,685.787720,124.998711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,,,,,,,,,,,,,1088.342285,812.345764,274.216583,1084.762207,823.731750,182.767349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,877.619995,699.375488,98.778831,821.166016,619.460327,123.562981,,,,759.767029,685.797668,124.906891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,,,,,,,,,,,,,1087.818481,812.394958,274.514679,1084.503906,823.743713,182.881226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,877.559082,699.206543,98.845749,820.999207,619.433472,123.470261,,,,759.695801,685.803162,124.854858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,,,,,,,,,,,,,1087.604370,812.358948,274.592224,1084.201172,823.783203,182.850510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,877.426453,699.091248,98.894508,820.940613,619.401855,123.324303,,,,759.683105,685.804443,124.860481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,,,,,,,,,,,,,1087.381470,812.351807,274.632660,1083.808228,823.787781,183.002945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,877.282410,698.797119,99.321678,820.903137,619.448547,123.240135,,,,759.683350,685.807129,124.877625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,,,,,,,,,,,,,1087.092041,812.350159,274.689453,1083.363647,823.833679,183.302643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,877.149536,698.522522,99.467613,820.781921,619.486816,123.214615,,,,759.683899,685.805603,124.874718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,,,,,,,,,,,,,1086.809937,812.377258,274.660583,1083.044800,823.943115,183.380386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,877.146301,698.382690,99.465645,820.665466,619.541138,123.188568,,,,759.651367,685.821533,124.762947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,,,,,,,,,,,,,1086.446533,812.396484,274.551880,1082.830811,824.121704,183.310425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,877.091309,698.359741,99.512581,820.557434,619.512451,123.243645,,,,759.742432,685.821350,124.658493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,,,,,,,,,,,,,1086.010254,812.416992,274.443665,1082.636963,824.226440,183.264893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,877.055298,698.230347,99.618729,820.647339,619.518127,123.097450,,,,759.794312,685.815918,124.622047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,,,,,,,,,,,,,1085.623535,812.459534,274.402740,1082.408203,824.398926,183.337906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,877.020264,698.110657,99.605682,820.582764,619.579773,122.987801,,,,759.877625,685.717224,124.669327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,,,,,,,,,,,,,1085.182129,812.455322,274.306061,1082.245117,824.506287,183.490601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,877.264343,698.374695,99.071701,820.620667,619.640991,123.019600,,,,759.883911,685.793335,124.575645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,,,,,,,,,,,,,1084.760742,812.554688,274.324188,1082.026611,824.681274,183.596481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,877.138367,698.056030,99.487083,820.568481,619.517578,122.833847,,,,759.920227,685.705688,124.605049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,,,,,,,,,,,,,1084.298340,812.637146,274.185577,1081.818726,824.850342,183.693359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,876.915833,697.933899,99.873238,820.504272,619.573975,122.996841,,,,759.977356,685.682678,124.558182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,,,,,,,,,,,,,1083.962524,812.661682,274.264526,1081.639404,824.972839,183.834961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,876.894104,697.822510,100.054314,820.444641,619.622070,123.105179,,,,759.927979,685.682556,124.584633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,,,,,,,,,,,,,1083.591187,812.660034,274.328522,1081.558838,825.147217,183.935364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,876.814331,697.764038,100.099716,820.393188,619.660950,123.123665,,,,759.865356,685.685608,124.582077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,,,,,,,,,,,,,1083.244385,812.669250,274.447510,1081.375854,825.359558,184.070160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,876.802185,697.772156,100.237587,820.357117,619.561646,123.237968,,,,759.834473,685.573547,124.705101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,,,,,,,,,,,,,1082.745361,812.677490,274.748688,1081.378296,825.546631,184.258224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,876.828857,697.657532,100.444092,820.290405,619.517822,123.408691,,,,759.796997,685.560974,124.776520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,,,,,,,,,,,,,1082.452515,812.701294,274.831482,1081.159058,825.751038,184.323318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,876.848511,697.611450,100.636108,820.236267,619.539307,123.598160,,,,759.693542,685.581604,124.755989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,,,,,,,,,,,,,1082.298096,812.763611,274.820496,1081.132324,826.068909,184.559128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,876.785767,697.625610,100.800461,820.194275,619.658264,123.819107,,,,759.454651,685.695190,124.724174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,,,,,,,,,,,,,1082.085693,812.884216,274.876831,1080.831543,826.355835,184.946945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,876.709106,697.769653,101.098236,820.107056,619.685486,124.141495,,,,759.166687,685.819946,124.847549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,,,,,,,,,,,,,1081.879272,812.999817,274.902161,1080.622803,826.719543,185.288528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,876.262085,698.034180,101.510406,820.007446,619.782837,124.601509,,,,759.164673,685.869263,124.691277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,,,,,,,,,,,,,1081.648560,813.130127,275.041077,1080.293213,826.961304,185.682709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,875.917542,698.120239,101.904457,820.085327,620.675415,125.417442,,,,758.708313,686.251953,124.737495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,,,,,,,,,,,,,1081.502808,813.122498,275.215485,1080.072144,827.209473,186.024612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,875.448486,698.150208,102.636627,819.497131,620.932068,126.433411,,,,758.152832,686.640320,124.924950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,,,,,,,,,,,,,1081.204834,813.323059,275.205841,1079.967529,827.439941,186.277435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,875.116394,698.239197,103.527184,819.087891,621.357849,127.755455,,,,757.800476,687.057068,125.474670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,,,,,,,,,,,,,1080.904663,813.488892,275.368835,1079.858032,827.691284,186.495544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,875.146301,698.279053,104.520805,818.938965,621.894958,128.971100,,,,757.366760,687.471863,126.022255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,,,,,,,,,,,,,1080.542480,813.659912,275.536011,1079.660156,828.062805,186.765060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,875.068115,698.585999,105.377884,818.837891,622.188721,129.772583,,,,757.004456,687.973511,126.687561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,,,,,,,,,,,,,1080.050049,813.912109,275.650360,1079.466431,828.420105,186.961014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,874.680603,698.996155,106.526779,818.320129,622.604126,131.604965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,,,,,,,,,,,,,1079.556885,814.247559,275.900635,1079.338501,828.788269,187.186707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,874.442200,699.328674,107.376793,817.850464,622.934143,133.386230,,,,,,,756.802795,688.826660,127.878151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
