Weight63;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Date:;2025/04/24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Time:;14:06:45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Type:;test;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Description:;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Notes:;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TRAJECTORIES;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200.000000;Hz;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;*1;;;*2;;;*3;;;*4;;;*5;;;*6;;;*7;;;*8;;;*9;;;*10;;;*11;;;*12;;;*13;;;*14;;;*15;;;*16;;;*17;;;*18;;;*19;;;*20;;;*21;;;*22;;;*23;;;*24;;;*25;;;*26;;;*27;;;*28;;;*29;;
10;791.215149;689.815430;220.316864;802.216614;637.748779;130.437881;811.564514;978.714539;272.919891;881.430725;977.154724;464.910034;757.603821;615.989319;135.794388;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;788.543884;689.951599;221.629852;798.570557;637.834106;131.274597;810.212158;978.945190;273.359802;881.116699;977.303040;465.226013;753.986816;616.191956;137.287460;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;785.711975;690.090820;222.588531;795.343384;637.561951;133.165451;808.572693;978.994080;274.246826;881.054810;977.364502;465.204742;750.220093;616.824707;137.940994;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;782.358521;690.535034;223.756149;792.043762;637.212891;135.070084;807.318115;978.839417;275.080292;880.922302;977.484680;465.237579;746.465942;617.023193;138.718674;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;779.256775;690.587463;225.063950;787.454102;637.080933;136.192368;806.253113;978.942200;275.619019;880.759338;977.444214;465.377014;742.903931;616.858582;141.304199;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;775.963989;690.698853;225.941635;782.114624;637.196106;136.878937;804.573181;979.089600;276.702759;880.348083;977.512817;465.560944;738.804443;616.365723;143.383255;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;772.371216;690.933411;227.333160;778.103943;637.295593;138.080460;803.429199;978.876465;277.212006;879.793762;977.486694;466.190338;734.333496;616.088989;145.227600;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;768.258789;691.040527;228.524414;774.322266;636.923523;139.652359;802.405090;978.914124;277.930511;879.719849;977.584900;466.105377;729.714661;616.308472;146.667664;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18;764.871704;691.137146;229.560440;770.447205;636.508240;141.475769;800.718994;979.006470;278.773773;878.980469;977.441101;466.809753;724.846863;616.515076;148.146194;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;760.937073;691.379211;230.555237;765.830078;636.151855;142.578018;798.128418;979.012817;279.808929;878.297058;977.193298;467.744202;719.607727;616.508606;149.648849;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;756.792603;691.266968;231.509811;760.831604;636.013000;143.574265;797.192078;978.821960;280.329773;877.924622;977.158447;467.952942;714.750854;616.442017;151.004837;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21;752.658020;691.340088;232.642456;756.066589;636.001587;145.013474;795.965759;978.510986;280.918549;877.688049;976.981323;468.187836;709.759277;616.704285;152.805237;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22;748.092285;691.463989;233.583359;751.172302;635.810974;146.117096;793.812073;978.361633;281.947296;877.330383;976.730469;468.459259;704.457581;617.216614;154.114395;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23;743.545837;691.504211;234.521042;745.678955;635.711853;146.729019;792.099426;978.167725;282.947021;877.126221;976.587280;468.622467;698.637146;615.787354;155.035431;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24;739.047607;691.399963;235.296265;740.207764;635.671875;147.570053;790.348083;977.615356;283.853577;877.175537;976.452209;468.684875;693.215332;615.286743;156.477982;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25;734.509583;691.254761;235.958084;734.723816;635.451660;148.309570;788.585876;977.237732;284.401825;877.007385;976.245300;468.843811;687.716492;615.320129;157.715469;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26;729.947266;691.314209;236.781189;729.307678;635.147339;149.043869;786.875427;976.657593;285.340881;876.605164;976.059509;469.135101;682.511108;615.921936;158.567688;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27;725.001404;691.599792;236.916107;724.089905;634.732300;150.135605;785.073669;976.162231;286.241913;875.884521;975.748901;469.557526;676.794678;616.346130;159.313416;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28;720.222168;691.640442;237.414413;718.801453;634.375610;151.055222;783.137024;975.898315;286.907776;874.900818;975.404297;470.061646;670.596252;616.474976;159.833130;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29;715.533447;691.627258;237.940979;713.397095;634.082947;151.755402;781.079468;975.361267;287.421509;;;;664.779236;617.525879;159.929337;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30;710.800720;691.644226;238.385910;707.817993;633.911987;152.282898;779.478210;974.744324;288.219269;;;;659.668884;618.652710;160.526825;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31;705.985718;691.617920;238.648560;701.863037;634.062683;152.797791;776.897461;974.135925;289.285278;;;;654.170593;618.919495;161.389481;873.075317;974.518005;471.120575;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;700.946472;691.600586;238.885162;696.186157;634.061523;153.140945;775.482666;973.201782;290.117462;;;;648.427368;619.107117;161.929550;872.928711;974.048645;471.158905;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
33;695.879089;691.720947;238.711212;690.610107;634.068787;152.855545;773.475525;972.266235;291.055115;;;;642.931763;619.651794;162.108658;872.856995;973.569763;471.437592;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
34;691.071472;691.630066;238.811234;685.113892;633.863037;152.958801;770.826172;971.617920;291.929779;;;;636.909424;620.358765;162.208298;872.307007;973.039795;471.766449;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35;686.292236;691.566772;238.781021;679.569458;633.011658;153.036697;768.910400;970.742126;292.685730;;;;630.916931;620.325867;162.842880;871.343079;972.641724;472.416656;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36;681.445313;691.490601;238.782791;673.823425;633.473694;152.583862;767.320496;969.848694;293.487000;;;;625.381470;620.555481;163.139206;870.543884;972.222717;472.921570;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
37;676.710754;691.543640;238.393753;667.736206;634.091431;151.854706;764.942261;968.875916;293.798553;;;;620.139221;621.596008;162.781830;869.950256;971.704712;473.319000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
38;672.172241;691.424561;238.146774;661.937439;634.286377;151.298965;762.915466;967.821838;294.814972;;;;614.317505;622.250977;161.935349;869.549194;971.208496;473.483398;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
39;667.220886;691.213989;237.680740;656.360718;634.225708;151.416885;760.592163;966.770569;295.900421;;;;608.869080;622.671631;162.041092;868.891235;970.796265;473.665222;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
40;662.396362;691.233948;237.041000;650.730774;634.282288;151.167847;757.987061;965.760437;297.403595;;;;603.513916;623.523254;162.357590;867.748718;970.347839;474.133209;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41;657.551697;691.244446;236.342987;645.472656;634.493835;150.541779;756.346008;964.393127;297.995361;;;;596.644226;622.662048;161.888077;866.746216;969.810242;474.275299;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42;652.902344;690.904907;235.790298;640.286987;634.618958;150.010635;753.542847;963.332703;298.653503;;;;590.758484;622.201416;161.879715;865.827637;969.348450;474.462402;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43;648.225830;690.938904;235.176331;634.569153;634.727173;149.440399;751.473083;962.486877;299.554199;;;;585.638184;622.322205;162.035614;865.161804;968.897095;474.793671;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
44;643.612183;690.970215;234.587082;628.969971;633.861389;149.058090;749.975769;960.933228;300.348907;;;;580.656433;622.805420;161.778397;864.748169;967.964233;475.295227;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
45;639.031372;690.717224;233.987839;623.673279;634.740479;148.138306;747.607849;959.364929;301.773804;;;;574.287292;623.015137;160.855225;864.184998;967.233215;475.078949;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46;634.380920;690.841675;233.051849;618.309998;635.123657;146.782440;745.088013;958.342041;302.701996;;;;568.516418;623.071472;160.623169;864.011353;966.458069;475.229218;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
47;629.741638;690.621460;232.586182;612.962830;635.143555;146.305374;742.649597;957.152161;303.528809;;;;563.743835;623.554382;160.037567;863.504456;965.620361;475.566772;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
48;625.296875;690.689758;231.614243;607.756775;635.343079;145.201004;741.020691;955.688782;304.360474;;;;558.785828;624.486450;158.751312;862.739502;964.771484;475.904633;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
49;620.861145;690.728210;230.730591;602.773071;635.625793;144.282852;739.192444;954.285156;305.008942;;;;554.103333;625.418884;157.802841;861.724915;963.879944;476.381714;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50;616.483582;690.775635;229.457275;597.463196;636.206055;143.377975;736.950623;952.643494;306.464020;;;;549.382751;625.698303;156.920059;860.519958;963.144104;476.727539;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51;612.120422;690.735046;228.582550;592.801697;636.657776;142.149658;734.627869;951.336060;307.258606;;;;543.518738;625.754333;156.399353;859.410034;962.392090;477.108063;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
52;608.064636;690.837708;227.826859;587.673950;637.096802;141.388397;732.559204;950.098816;308.031525;;;;538.043396;626.017944;155.876190;858.197937;961.607117;477.586945;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
53;603.624146;690.759155;227.162796;583.327698;637.662048;140.149323;730.878479;948.462402;308.737335;;;;534.384644;626.890686;154.575897;857.010254;960.713013;477.802551;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
54;599.440796;690.913818;226.122086;578.678101;637.724121;138.768097;729.033447;947.122131;309.434540;;;;530.485596;627.855652;153.733856;856.697632;959.875916;477.502563;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55;595.317139;690.873718;225.262512;574.192200;638.708130;137.765686;727.104187;945.626770;310.572754;;;;525.331360;627.917175;152.897446;855.854492;958.800537;477.992981;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
56;591.466797;691.179077;224.011978;569.846985;639.145569;136.919632;724.940308;943.857605;311.588959;;;;520.706848;628.453979;151.510742;854.853516;957.752563;478.196320;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
57;587.717590;691.263733;222.999908;565.922852;639.529602;135.848297;;;;;;;516.856262;629.353577;150.492569;853.735413;956.840454;478.544922;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
58;583.986511;691.223022;221.961624;561.708252;639.423523;134.747437;;;;;;;512.549988;629.554749;149.532562;852.675476;955.855164;479.099304;721.572144;941.013611;313.031647;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
59;580.362488;691.578491;220.748749;557.864990;639.679993;133.852005;;;;;;;508.474854;630.276184;149.035767;851.142639;954.852966;479.723877;720.461609;939.685242;313.501190;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60;576.728088;691.763367;219.742584;554.264771;640.349304;133.094193;;;;;;;505.039825;631.156616;148.063843;849.960388;953.740417;480.294067;718.254700;938.297485;314.514954;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
61;573.347717;691.980408;218.806580;550.082825;640.552551;132.003860;;;;;;;501.283478;632.046753;146.727127;849.103699;952.763794;480.803772;716.584229;936.830750;315.226776;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62;570.209778;692.059998;217.732162;545.991638;641.127563;130.525635;;;;;;;497.985199;631.968323;146.122513;848.025696;951.719360;480.960114;714.712830;935.260132;315.822296;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;566.900513;692.257507;216.724457;543.039612;641.472900;129.544800;;;;;;;494.141663;631.561462;145.111771;847.007690;950.791931;480.892914;713.369507;933.973572;316.437866;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
64;563.552490;692.446899;216.059601;539.765747;641.085205;128.873199;;;;;;;490.542938;633.203735;143.198776;846.968262;949.662720;481.097839;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
65;560.841309;692.749329;214.544525;536.848755;641.638062;127.825783;;;;;;;487.241730;633.952820;141.547821;845.596497;948.627563;481.678345;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
66;557.840637;692.894165;213.331940;533.783203;642.237122;126.054558;;;;;;;484.340332;634.143311;141.140320;844.811401;947.487488;481.931885;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
67;554.980896;693.163452;212.711182;531.164978;643.116272;124.846947;;;;;;;481.396698;633.953491;140.212189;844.206055;946.508179;482.042053;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
68;552.011353;693.217590;211.919128;528.079895;643.757751;123.611740;;;;;;;478.042389;634.000305;139.601410;843.250671;945.457397;482.418213;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
69;549.418457;693.470764;210.459091;525.109741;644.031616;122.915352;;;;;;;475.903381;634.586792;138.169754;842.167175;944.440491;482.808899;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
70;547.051025;693.791382;209.411453;522.672119;644.510437;121.960228;;;;;;;473.246307;634.303284;137.975220;841.032532;943.586365;483.213043;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
71;544.421997;694.115295;208.820877;520.074829;643.630493;120.866943;;;;;;;470.817505;634.783691;137.173386;840.077759;942.689026;483.662537;;;;702.095154;922.102600;322.217010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
72;542.100281;694.117798;207.828278;517.673889;643.476379;120.113594;;;;;;;468.070953;635.613464;135.380249;838.750244;941.801147;484.066986;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
73;539.349731;694.310425;206.665161;515.009521;643.756104;119.231979;;;;;;;464.980042;635.660156;134.638977;837.688477;941.050842;484.115326;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
74;537.440979;694.470764;205.723175;512.798706;642.896423;118.746338;;;;;;;463.512115;635.860840;134.260803;837.635315;940.111267;483.683655;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75;535.401123;694.737305;204.225113;511.090576;643.464050;117.829552;;;;;;;460.615936;636.209778;132.813675;837.413269;939.173645;483.502228;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
76;533.416870;694.649963;203.231155;508.799225;643.542664;116.515984;;;;;;;458.732178;636.606628;131.830902;836.474731;938.218567;483.634705;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
77;531.556885;694.885376;202.868179;506.870728;643.529419;115.595657;;;;;;;456.377563;637.861450;130.511642;835.233459;937.603943;483.997528;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
78;529.343933;695.136169;202.120316;505.248413;644.438782;114.792671;;;;;;;454.347473;639.135254;128.649429;834.588318;936.861938;484.052734;;;;;;;695.059998;913.294922;324.701569;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
79;527.618469;694.939148;201.110992;502.993164;644.021484;113.425262;;;;;;;452.880066;639.758301;127.039452;833.778442;936.013855;484.249786;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
80;525.998657;694.995239;200.020584;501.113220;644.501038;112.437416;;;;;;;450.982117;639.984741;125.957367;833.030334;935.270569;484.315857;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
81;524.527588;695.094238;198.784607;499.758270;645.358032;111.330078;;;;;;;449.623840;639.532715;125.888077;832.455383;934.458252;484.604645;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
